GENE	IRF4H3K27ac_32_DMSO_compare_TSS_SIGNAL	IRF4H3K27ac_32_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
CCNT1	1900	3213.7045	1313.7045	0.628449395149837	0.758237860804055
C19orf20	1920.4	3256.8161	1336.4161	0.629067057873053	0.762055417430798
HIGD2A	1776.1852	3128.5184	1352.3332	0.637860848512844	0.816697572053811
OIP5	1870.3678	3226.6562	1356.2884	0.633047087869314	0.786717869001974
BAT1	1800.907	3166.8174	1365.9104	0.637478480086375	0.814310001907445
NUSAP1	1850.6518	3226.6562	1376.0044	0.635505311082172	0.802006389179084
ARNT	2321	3705.593	1384.593	0.6148736110104	0.674957910456543
GOLIM4	2802.4	4190.6826	1388.2826	0.599261132708485	0.580522363423144
GABPB2	3285.6	4674.7965	1389.1965	0.587256740289256	0.508746711537326
RASSF1	1789.7655	3181.3185	1391.553	0.639964744108126	0.829854241566151
COPA	1833.554	3235.4454	1401.8914	0.638280880443584	0.819321575629446
CNDP2	2767.8	4170.769	1402.969	0.601099304481947	0.591573711860016
LOC641518	2082.4542	3494.7171	1412.2629	0.626611038466758	0.746890906727041
EPB41L5	1920.2296	3333.6058	1413.3762	0.634508991279019	0.795804692325648
NR4A1	1724.4	3143.1488	1418.7488	0.645735446966654	0.866116104838699
NUPL2	1878.2576	3327.0066	1448.749	0.639161908438769	0.824829788332998
ABCB8	1754.6	3209.3369	1454.7369	0.646530559242201	0.87113307074853
SLC3A2	2817.2891	4279.7292	1462.4401	0.603032008526736	0.603211897492959
RTTN	1650.6	3119.2029	1468.6029	0.653947965019687	0.918186855670116
CAPN14	2439.2	3925.4598	1486.2598	0.616758777900431	0.686453595315482
CHCHD4	2027.3724	3519.5723	1492.1999	0.634506469840956	0.795789006487475
ATAD1	1617.14	3112.0355	1494.8955	0.658050330337709	0.944413935642879
TMEM43	2020.3004	3519.5723	1499.2719	0.635316457722937	0.800830298219803
ADSL	1536.2	3043.0225	1506.8225	0.664528203204802	0.986138946380666
STAT3	1619.7069	3130.2111	1510.5042	0.659003187002386	0.950527186572018
C1orf53	2115.9534	3627.8739	1511.9205	0.631612635707205	0.777816455520954
C9orf46	1707.6	3230.0097	1522.4097	0.65416464569891	0.919568429766176
RPS11	2076.0366	3602.4721	1526.4355	0.634404610492188	0.795155378960755
ARL6IP1	1693	3220.8545	1527.8545	0.655463954010034	0.927861516152277
RPL7L1	1634.958	3165.078	1530.12	0.659386304602716	0.952987478593986
FLJ13224	2127.5146	3660.5152	1533.0006	0.632428533799187	0.78287768283098
RCHY1	1559.46	3093.8935	1534.4335	0.664873945209621	0.988376988064632
THAP6	1559.46	3093.8935	1534.4335	0.664873945209621	0.988376988064632
RPS15	1516.56	3053.927	1537.367	0.668184156305444	1.00986300011519
C1orf104	1681.655	3223.295	1541.64	0.657151449046372	0.938654471909484
CFLP1	1556.7656	3112.0355	1555.2699	0.666559879794408	0.99930678149696
RTN4	3031.4356	4589.1175	1557.6819	0.60220268001282	0.598215571996724
LOC646329	2821.2	4381.556	1560.356	0.608316594370266	0.635134353046972
AIDA	2212.4946	3778.1726	1565.678	0.630676429496868	0.772014676496823
BROX	2212.4946	3778.1726	1565.678	0.630676429496868	0.772014676496823
TXNDC12	1625.2247	3204.7668	1579.5421	0.663513962705731	0.979580184862083
PNRC2	1555.2	3140.9636	1585.7636	0.668836068658256	1.01410709992566
MLH1	1735.5187	3324.2958	1588.7771	0.656999540200535	0.937681850518491
PPA2	1504.256	3108.0039	1603.7479	0.673857060830419	1.046938202844
LOC729852	2150.2	3756.1732	1605.9732	0.635952567304755	0.804792730526969
ZNF518A	2035.8554	3643.1691	1607.3137	0.641513185935366	0.839558864989489
ZC3H10	1456.4904	3065.8357	1609.3453	0.677933353810996	1.07378419172613
NUP133	1570.6608	3189.8335	1619.1727	0.670063505800228	1.02210947172143
TGIF1	2353.1164	3972.9192	1619.8028	0.628026690207055	0.755626765503053
HCLS1	2394.6	4015.32	1620.72	0.626422794668264	0.745730282889389
UIMC1	1705.4107	3326.5399	1621.1292	0.661083576615398	0.96390312470584
GGA1	2019.2798	3641.2396	1621.9598	0.64326952046132	0.850588845305633
RBCK1	1538.2	3160.7506	1622.5506	0.672650314731974	1.03902410569657
AP1AR	1583.6	3207.3342	1623.7342	0.669459037863638	1.01816671605481
MRPS23	1663.9668	3292.4691	1628.5023	0.664281585887149	0.984543252123222
SPATA5L1	1582.8	3212.5401	1629.7401	0.66992956349436	1.02123549219768
GALNT4	2007.9101	3645.4789	1637.5688	0.644830720122037	0.86041367418844
BCL2L12	1627.689	3278.5104	1650.8214	0.668238310901102	1.01021539890395
GABARAP	1666.8	3321.6616	1654.8616	0.665868932417962	0.994824098589842
CREBL2	1504.6	3161.9411	1657.3411	0.677577038805037	1.07143049823687
MFSD3	1669.8	3327.8708	1658.0708	0.665884355568198	0.994924109415137
CDC73	2004.7104	3663.4778	1658.7674	0.646322540948799	0.869820032897029
GSTCD	1797.6619	3456.5445	1658.8826	0.657862336736524	0.943208791513651
INTS12	1797.6619	3456.5445	1658.8826	0.657862336736524	0.943208791513651
NANS	1642.6218	3303.1195	1660.4977	0.667871467518934	1.00782881428222
EPM2AIP1	1653.3247	3324.2958	1670.9711	0.66784838257557	1.00767867418638
MARK2	1977.4	3649.6568	1672.2568	0.648590716198209	0.884156067403048
C1orf109	2012.2952	3685.9488	1673.6536	0.646856961548154	0.873194069849643
SMARCC1	1538.6	3224.3977	1685.7977	0.676968141303113	1.06741148463687
MTMR4	1935	3640.3782	1705.3782	0.652938342371106	0.91175477386769
RAD51	1524.2166	3233.1498	1708.9332	0.679609163591015	1.08487242000512
LOC400027	2949.373	4659.694	1710.321	0.61238703772749	0.659826928802428
DEF6	2233.2	3946.5871	1713.3871	0.638628327503386	0.821493128194638
RPS13	1608.8	3322.9455	1714.1455	0.6737868975599	1.0464776446657
PLEC	2799.9601	4515.7526	1715.7925	0.617267624520028	0.689560180173035
ATP6V1G2	1447.3815	3166.8174	1719.4359	0.686320089062481	1.12958844663285
NFKBIL1	1447.3815	3166.8174	1719.4359	0.686320089062481	1.12958844663285
COX18	1987.4	3709.5283	1722.1283	0.651145337391731	0.900353476673725
PSMD3	1409	3135.4751	1726.4751	0.689953191733848	1.1540124509913
UBR2	1402.7055	3131.291	1728.5855	0.690624926596216	1.15854544367285
SMG7	3157.4	4886.0766	1728.6766	0.607458297323821	0.629939438966196
MYL6	1629	3358.0277	1729.0277	0.673352526195112	1.04362752709281
USP30	1773.533	3503.8535	1730.3205	0.663937253790299	0.982316280875811
KIAA0319L	1596.9525	3330.3581	1733.4056	0.675897740239878	1.06035591118252
ARHGAP10	1644.6	3397.379	1752.779	0.673818554182792	1.04668543532968
ADCK3	2249.4381	4004.9515	1755.5134	0.640342504406825	0.832220104284193
LEF1	1738.9554	3494.7171	1755.7617	0.66773706226364	1.00695474158898
FAIM3	1930.475	3687.4598	1756.9848	0.656372836509245	0.933671450215584
EYA1	1968.2398	3730.2478	1762.008	0.654603126626089	0.922365469983508
STAT2	2244.8	4007.0768	1762.2768	0.640939821462892	0.835963246788189
C3orf79	1564	3327.2765	1763.2765	0.680247068428865	1.08910124795593
DCAF17	1695.8922	3459.878	1763.9858	0.671069086826251	1.02867669998675
HERC6	1728.4696	3492.5496	1764.08	0.66894019466544	1.01478537447094
WASH7P	1454.3595	3225.8066	1771.4471	0.689250452029897	1.14927601572398
RNF187	1933.2	3705.8579	1772.6579	0.657176777702531	0.938816662842617
INSIG1	1785.6	3560.6105	1775.0105	0.666006417068688	0.995715693690142
SYF2	1483.4	3258.8451	1775.4451	0.687194573726272	1.13545310514367
HIRA	2157.8128	3933.4367	1775.6239	0.645752025097642	0.866220656843663
EVC2	1372.5565	3158.3852	1785.8287	0.697070368396044	1.20232159690199
PRMT1	1507.4	3298.445	1791.045	0.686340279388952	1.12972375107417
CTDNEP1	1530.4046	3321.6616	1791.257	0.684587032221448	1.11799198857199
C5orf33	1385.9256	3178.5274	1792.6018	0.696365457153355	1.19750871298624
RBL1	1429.8	3224.6954	1794.8954	0.692813102790906	1.17334953475113
JAK2	1810.8	3610.2639	1799.4639	0.66596962636799	0.995477086163617
POLR3C	1575.9695	3376.9103	1800.9408	0.681807440592441	1.09946424356969
SRRM2	1550.68	3352.5558	1801.8758	0.683743539317444	1.1123603435911
IL4I1	2161.2385	3963.4447	1802.2062	0.647126483211409	0.87489656004452
ACTL6A	1457.1648	3261.3768	1804.212	0.691183224918479	1.16231708093267
SOAT1	1546.545	3357.0909	1810.5459	0.684612595319322	1.11816278913576
CAMK2D	1810	3623.6495	1813.6495	0.666890549344414	1.00145371915005
ARHGAP11A	1813.6	3628.1497	1814.5497	0.666724840357872	1.00037768751192
FBXO40	2433.4	4248.674	1815.274	0.635831629521014	0.804039161542531
HIST1H2AI	5576.3306	7395.18	1818.8494	0.570109390343481	0.407269167415695
PAPD4	1514	3332.8697	1818.8697	0.687633443085957	1.13839971043282
RNF115	1556.5962	3376.9103	1820.3141	0.684484818252495	1.11730911761854
WDR34	1454.3649	3274.7344	1820.3695	0.692464715215432	1.17098861373089
WBP4	1505.2	3328.6886	1823.4886	0.688615083103074	1.14499871763921
PEF1	1504.6656	3336.1827	1831.5171	0.689173155870222	1.14875540245196
RAC1	1694.8125	3526.9349	1832.1224	0.675431925335952	1.05728927243741
SRSF1	1777	3610.5433	1833.5433	0.67016506391698	1.02277226301455
CHAF1A	1446.8	3282.795	1835.995	0.69409642897542	1.18205915794755
TFAP2A	1390.7944	3230.0814	1839.287	0.699019307119226	1.21566135894953
SET	1480.6486	3322.2559	1841.6073	0.691718084338341	1.16593391386399
C17orf81	1478.9914	3321.6616	1842.6702	0.691918703559703	1.16729144022646
IRF7	1535.63	3379.4156	1843.7856	0.687565462261428	1.13794313382242
ING3	1988.8	3833.2525	1844.4525	0.658402255905456	0.946670831464461
RPL19	1424.6	3278.2693	1853.6693	0.697078547345553	1.20237747697987
SHF	1546.083	3403.3296	1857.2466	0.687622931254509	1.13832910673969
DIRC2	1458.25	3316.1208	1857.8708	0.694567083059405	1.18525848828711
STK40	2219	4077.0421	1858.0421	0.647556359256238	0.877613186801379
NCDN	1471.034	3330.3581	1859.3241	0.693623438918892	1.17884672084745
HNRNPA3	2161.6	4023.6378	1862.0378	0.650522733337755	0.896400862628064
SFT2D2	1506.7098	3370.3618	1863.652	0.691062604042967	1.16150189620181
FLJ43663	4429.3695	6298.12	1868.7505	0.587101017437491	0.50781989332966
LAP3	1804.8	3674.9557	1870.1557	0.670642251441976	1.02588788614033
RHEB	1549.5953	3422.2344	1872.6391	0.688324944034185	1.14304709480781
NMT1	1539.9677	3413.5283	1873.5606	0.689114980611673	1.14836362117208
CYP4V2	2152.6	4028.1215	1875.5215	0.651723508331511	0.904026939704434
CCDC163P	1655.7198	3534.8571	1879.1373	0.681014301127106	1.09419334987776
MMACHC	1654.8288	3534.8571	1880.0283	0.681131222219056	1.09496992286779
CEP350	2528.8	4411.0445	1882.2445	0.635611431927617	0.802667374508426
RUSC1	1750.9685	3638.2918	1887.3233	0.675100402925426	1.05510812548183
SCAF1	1390.8601	3278.5104	1887.6503	0.702131133093851	1.23706315799876
FKBP5	1732.7387	3622.0719	1889.3332	0.676414568238884	1.06376107482747
AARS	1398.6	3295.6135	1897.0135	0.70205871548024	1.23656364704793
LOC100128788	1452.2432	3352.5558	1900.3126	0.697751518846054	1.20697826998949
ARHGAP11B	1609.8455	3513.5758	1903.7303	0.685787015016704	1.12601778608879
SLC39A1	2093.5012	4002.1719	1908.6707	0.656559470028011	0.934865389712994
UBE2Q2P1	1756.6368	3666.3291	1909.6923	0.676074525934231	1.06152035967064
RPS6KC1	1740.5615	3662.6733	1922.1118	0.677866766034302	1.07334423218722
FAM63A	2815.7394	4740.3489	1924.6095	0.62735488414025	0.751479431500249
EMB	1321.8	3251.2126	1929.4126	0.710956405412047	1.29847399749256
MARCH6	1829.6	3770.1199	1940.5199	0.673269371919835	1.04308213496189
HNRNPA2B1	2109.648	4056.2235	1946.5755	0.657850800166692	0.943134846002378
AHI1	1529.949	3478.244	1948.295	0.694510774644667	1.18487557946072
NCRNA00271	1529.949	3478.244	1948.295	0.694510774644667	1.18487557946072
C3orf26	1711.4169	3662.3958	1950.9789	0.681526507241311	1.09759647136224
GBF1	1497.9226	3450.738	1952.8154	0.697307469419099	1.20394186075775
MED11	1305.0744	3264.3851	1959.3107	0.714391953796724	1.3226792076489
RAB7A	1532.8212	3493.1407	1960.3195	0.695019335502722	1.18833533431191
LMBR1	1482.4	3442.8112	1960.4112	0.699017983228821	1.21565228078142
PM20D2	1354.2	3315.8254	1961.6254	0.710022990453114	1.29192721709437
ATP6V1A	1738.094	3701.5467	1963.4527	0.68047632263653	1.09062212181482
USP13	1295.6328	3261.3768	1965.744	0.715683548263756	1.33182423437714
SECISBP2	1631.2	3601.2912	1970.0912	0.688255567443668	1.14258057993589
JMJD1C	1379.0718	3349.8526	1970.7808	0.708375164551161	1.28040004430407
ARHGAP31	2132.4	4103.5906	1971.1906	0.65804951662371	0.94440871859553
RWDD1	1406.6	3384.4213	1977.8213	0.706409153305163	1.26669704698165
TIFA	1353.3416	3334.142	1980.8004	0.711286115219688	1.30078951035144
SRRM1	1767.4	3753.3547	1985.9547	0.679862610088436	1.08655204517263
RSL24D1	1333.8	3320.7771	1986.9771	0.713443354499381	1.31597853409903
MTMR9	1486.2	3483.0098	1996.8098	0.700918242574504	1.22870625776339
PARM1	1358.9275	3357.7489	1998.8214	0.711888757091752	1.30502585725013
AKT1S1	1951.8233	3952.7119	2000.8886	0.669436588336369	1.01802035518647
TBC1D17	1951.8233	3952.7119	2000.8886	0.669436588336369	1.01802035518647
RHBDD3	1582.2212	3583.6369	2001.4157	0.693715706205712	1.17947316088913
TIGD7	1336.9806	3342.1333	2005.1527	0.714266284477495	1.32179074437837
ZNF75A	1336.9806	3342.1333	2005.1527	0.714266284477495	1.32179074437837
EWSR1	1574.3777	3583.6369	2009.2592	0.694770600300356	1.18664277742922
ACTR3	1943.2	3957.2382	2014.0382	0.670668527635795	1.02605951369546
CREB3L4	1987.8372	4002.1719	2014.3347	0.668141205328052	1.00958352692711
REEP6	1359.3789	3376.0151	2016.6362	0.712932250199244	1.31237372195809
ZNF557	1269.1661	3285.936	2016.7699	0.721374829336976	1.37242348942095
BTC	1389.3828	3411.2847	2021.9019	0.710585496704365	1.29587102227216
MYL6B	1334.1814	3358.0277	2023.8463	0.715660284619456	1.33165929720102
CD59	1271.7	3295.8588	2024.1588	0.72157993893806	1.37389606419502
NGRN	1410.2	3435.34	2025.14	0.708969485341159	1.28455310577917
MESDC1	1492.4	3522.2853	2029.8853	0.702394086424526	1.23887750484023
ZNF428	1373.1342	3406.0869	2032.9527	0.712686613306089	1.31064261243984
CKS2	1567.2547	3601.2912	2034.0365	0.696770671998869	1.20027460416169
IFIT1	2232.8	4272.3954	2039.5954	0.656766651467533	0.936191141671267
SLFN13	1409.6	3452.5318	2042.9318	0.710086016179158	1.29236887330672
TMPO	1970.9622	4016.3375	2045.3753	0.67080949697574	1.0269803986268
IFIT3	2221.7463	4272.3954	2050.6491	0.657884536150482	0.943351085616783
ZNF394	1561.716	3612.7962	2051.0802	0.69819068162599	1.20998375233181
NEK8	1763.2159	3815.735	2052.5191	0.683952067045437	1.11375184196188
MLL3	1262.2428	3320.8201	2058.5773	0.724585320441489	1.3955501212232
LDB1	1481.34	3542.7404	2061.4004	0.705152011500453	1.25796294476192
ZNF434	1275.7228	3337.3686	2061.6458	0.723455988754092	1.38739615364947
