Lenalidomide_6	Lenalidomide_24	LOG2_FOLD_CHANGE	P_VALUE
NPPA-AS1	1.14179581950632	1.18194647241963	0.0498600154543539	0.794208602421703
KIAA2013	100.234372190465	88.5120454924263	-0.179431611550015	0.0100753816051344
PLOD1	28.4079115111537	33.4524065592476	0.235817230209864	0.0261098158699177
MFN2	68.6908435219391	62.8599386248909	-0.12797693732927	0.190378781117671
MIIP	31.80260760452	32.513805470584	0.0319073595114443	0.613262529472904
TNFRSF1B	10.2775839188423	8.72245196428072	-0.236695499449574	0.172902114836093
VPS13D	7.03150114646902	5.15715572325893	-0.447257112162133	0.0969265267340296
DHRS3	1.45344804161366	2.2537133142797	0.632824509391137	0.0343128206028106
PRDM2	16.6816201532405	12.8184657161753	-0.380035821663635	0.0353518586597782
KAZN	3.08406857399817	1.94069326364371	-0.66826273296519	0.00425442770542854
TMEM51	1.62542585426438	1.01830738560041	-0.67464462914182	0.0619551741906558
EFHD2	42.9726411787856	35.720692180222	-0.266658413914092	0.0222535553984579
CASP9	10.301962537224	5.52879496394373	-0.897882223598873	6.81192733435779e-06
DNAJC16	12.3962668958127	9.42045784349618	-0.39603663903319	0.0508851842959764
AGMAT	23.978271787453	21.077049568851	-0.186054753384678	0.00596554585548085
DDI2	7.74601539517206	5.70227879050999	-0.441915792815223	0.19079020637792
RSC1A1	10.2430979965201	7.35866521061745	-0.477136115984406	0.108941151691768
PLEKHM2	52.6058731601172	52.2678828651224	-0.00929915412934374	0.92447636595957
SLC25A34	0.939222789001627	0.758362062504109	-0.308580619567298	0.395565370016634
UQCRHL	32.1235875339203	29.659572821001	-0.115135201576016	0.641544208326793
FLJ37453	2.71010574741018	2.83798983698202	0.0665202768768336	0.586253950739202
SPEN	24.4783421682139	20.0521422237758	-0.287749480823588	0.304578023835323
ZBTB17	19.7546487816888	18.2876411559002	-0.111323196773762	0.152552865249065
ARHGEF19	5.81397176955432	2.99281719961757	-0.95801990416625	0.017674115856113
RSG1	7.17345381489624	6.09414916773984	-0.235243089413279	0.30908952051754
FBXO42	13.3972328769952	11.132068132402	-0.267213407275679	0.0605405069621139
SZRD1	115.454906489154	111.466803256972	-0.0507153700880866	0.479663202288117
NECAP2	118.749027398464	107.417101349802	-0.144692001239101	0.0288178867467918
CROCCP3	1.64975384296301	1.4548852573493	-0.181345402015656	0.213938595609417
NBPF1	5.88928708571257	3.2848506498387	-0.842265224485552	0.000390230327533595
CROCCP2	89.5008673667771	81.746785390143	-0.130739664626592	0.120197058452498
MST1P2	2.63894087417989	1.96784469195787	-0.423342663782699	0.0414689984604564
MST1L	0.699861740069813	0.607096143910264	-0.205144931517743	0.439728118505891
CROCC	8.390149689381	8.05658794315347	-0.0585275798396974	0.636147017499504
ATP13A2	20.383928281255	19.3347786299709	-0.0762338601014098	0.486178880776195
SDHB	164.230991148025	165.655453877898	0.0124593060430321	0.760449441419813
RCC2	135.18582739008	117.384969898425	-0.203696214302973	0.0531211871196085
ALDH4A1	13.8616739018637	15.317409466635	0.14407083998643	0.136873951058608
IFFO2	8.66706903384683	7.85812050558842	-0.141359903907027	0.316929464492786
UBR4	24.8018735175239	20.824690345995	-0.25215406147281	0.271153135359829
EMC1	29.8455692076464	30.421929484958	0.0275948888788769	0.726796278852749
MRTO4	96.6358676082074	100.870478118554	0.0618733331256938	0.142696145173764
AKR7A3	0.714114940375494	0.481796174499166	-0.567733363429095	0.401814997065075
LOC100506730	3.59062399055022	3.02590858978078	-0.246866176589035	0.117944285146697
AKR7A2	37.8794369825739	37.5619405650275	-0.0121432886377771	0.802784277185449
PQLC2	10.7124645491578	9.06849445013355	-0.240355470256312	0.0198919261003316
CAPZB	127.367148904499	120.288616415598	-0.0824931006454375	0.223178333508067
MINOS1	42.161666698043	49.7192597150931	0.237872916375078	0.0750229898804301
RPS14P3	2.51568838703988	2.87128814689693	0.190744889132139	0.294519186705344
TMCO4	25.7054157444344	25.0740912994566	-0.0358749279607261	0.751351680159114
OTUD3	5.44955694747172	3.97010103090909	-0.456963221152905	0.0141275609972477
MUL1	44.7425414346754	39.3283263633706	-0.18607841270638	0.0259083699342314
PINK1	44.862596953033	31.0964044050002	-0.528765360880958	0.000934892626822031
PINK1-AS	6.45097431622166	5.41184831603718	-0.253395669099336	0.201416445248634
DDOST	455.227136152097	380.662841845115	-0.258072810419085	0.0259598417613601
HP1BP3	118.893331280078	99.8756707527965	-0.251462604524027	0.050194526813288
EIF4G3	18.3292513122508	12.5657696497688	-0.544648819301817	0.0397386240226336
ECE1	43.1849802935646	21.4059989354368	-1.01251446916234	0.00625245568369269
LOC100506801	1.8370180484108	1.57726811291045	-0.219937882372211	0.383649127314039
NBPF3	9.68265772098501	7.06222946124028	-0.455279399588152	0.00421747846198046
USP48	64.856613539905	57.853887577893	-0.164839789435325	0.0640197845564169
HSPG2	2.21560619585296	1.04795975113858	-1.08011816952955	0.0355640378879825
LOC101928043	1.27165103010164	0.799926433586383	-0.66876358504205	0.180040323781807
LINC00339	15.6997673451736	16.9199621298842	0.107983159453788	0.038942417755678
CDC42	174.446132833972	173.838309483677	-0.00503556585895855	0.882547522583213
ZBTB40	12.9826779465072	10.6089570509054	-0.291305165547304	0.0986088194511457
KDM1A	43.5145702184798	30.276698326932	-0.523290659173566	0.0137747280553449
LUZP1	8.7093335991014	6.78130787931538	-0.360998788122152	0.0612252907593843
LINC01355	3.17466461558391	2.42372486607613	-0.389378250069685	0.0049400023876687
HNRNPR	80.3173653531888	72.7311631019064	-0.143138297637678	0.0693131334265928
ZNF436	4.0077582533596	3.05108313836635	-0.393473996107648	0.0388584541768068
ZNF436-AS1	0.82380917330142	1.00955772037264	0.293341301414989	0.308148290948112
ASAP3	0.211207290220278	0.087690775919652	-1.26816263239097	0.142308148808645
E2F2	96.4064355172976	92.415463336419	-0.060995185843083	0.519043626685807
ID3	12.7667195755148	17.1424363415745	0.425184294394431	0.133901615052003
MDS2	1.48702262019865	0.542634710963363	-1.45437335223702	0.0118305208655167
RPL11	3141.55568737984	3047.28276348352	-0.0439557767939811	0.419232233163673
TCEB3	40.5345783786179	37.5931743935956	-0.108682394231798	0.332535630674601
TCEB3-AS1	7.47042975178754	8.30918103901533	0.15351505118078	0.245838341025818
PITHD1	83.3491108682949	71.4666286731328	-0.221897076269182	0.0239037544500449
LYPLA2	99.5943229199017	92.0224229906855	-0.114078064335819	0.163489667189661
GALE	18.5205923442265	20.076657596059	0.116388865331165	0.293805201471156
HMGCL	35.2409386431111	34.1839538331155	-0.0439330772696447	0.463583640689261
FUCA1	51.4279120881039	47.8556433288803	-0.103862520068164	0.223132193764507
PNRC2	166.799217192868	150.650321971091	-0.146908761796221	0.004103751942179
SRSF10	25.2050265227646	24.07647934942	-0.0660870270682242	0.100586630369374
IL22RA1	12.3323481480525	9.09146781080608	-0.439862382707472	0.0223704621340104
IFNLR1	25.6855112171591	21.0970196576964	-0.283915581741325	0.0276927233486916
GRHL3	18.072285311825	28.6016171973218	0.662317770187304	0.00158283950480304
STPG1	6.70108557707655	5.56373370010772	-0.268341462295011	0.0178241249553077
NIPAL3	50.1920802183526	41.6089069974811	-0.270567348568288	0.0356538807053256
RCAN3AS	0.750927656191519	1.19033750825779	0.664624861855025	0.128933206696129
RCAN3	18.1225998292347	12.652138160768	-0.518408720944329	0.0165753367000557
NCMAP	1.18102226418686	1.21347317060544	0.0391060493105717	0.815925309858025
SRRM1	81.2548574594361	73.6224806910536	-0.142307698909082	0.263209936040573
CLIC4	132.187845566252	107.047458396232	-0.304338987193832	0.0162077031848606
RUNX3	67.6409559347655	49.8584076063477	-0.440060242444425	0.012860003963009
SYF2	87.5719538003972	86.4023958245892	-0.0193975826258383	0.758611531664984
RSRP1	97.0540768098697	115.628982684979	0.252642337654417	0.0630367196747129
TMEM50A	140.491010472546	133.806626619746	-0.0703282548330992	0.202840417205347
TMEM57	26.81231189325	21.1354925767719	-0.343227885420801	0.0198959999878899
LDLRAP1	137.586505493911	134.308508888105	-0.0347882700607346	0.636484662999409
MAN1C1	20.0599877096251	4.83216250266784	-2.05357984449562	0.00106135175532659
SEPN1	15.4051724335817	14.1405205162449	-0.123579603774619	0.422148100860501
MTFR1L	34.070858339306	27.6463906470544	-0.301447150547586	0.00330255925091954
AUNIP	7.44444020200112	5.51922028689628	-0.431698898341221	0.00234924417040205
PAQR7	0.687834006937252	0.370813474886562	-0.891366774754738	0.177398738943854
STMN1	258.735942954344	301.65471700454	0.221417658550202	0.0149526889665242
PAFAH2	11.9039816552042	8.83679610144227	-0.429848907119141	0.0579645216620792
PDIK1L	17.9494012031172	14.2189057042438	-0.336125277624915	0.000299785389224174
ZNF593	110.158612527504	98.2656957863144	-0.164822523900557	0.0111469120933366
CNKSR1	19.6500433517979	15.9166478913361	-0.303995964731427	0.013676730894336
CEP85	26.7229223323949	21.5598813568051	-0.309728545887622	0.0126965642994435
SH3BGRL3	188.256389442625	166.447825697562	-0.177628806233305	0.077877146373163
UBXN11	26.7219271131204	28.9015047264548	0.113120552252978	0.0971428801843717
CD52	8.78231130914702	6.8461506923758	-0.359307626775005	0.1540019547813
DHDDS	31.7969992048569	28.8200519653204	-0.141817682873578	0.190045247588459
LOC101928324	1.36645462449252	0.85347611964547	-0.679014861286711	0.201212054919459
HMGN2	610.239556584208	646.591320229188	0.0834784405500494	0.0683184988117088
RPS6KA1	68.6628826543507	66.2233177570343	-0.0521911359361151	0.336304660037839
ARID1A	81.590307755934	70.009430597679	-0.220848509391532	0.230493961469144
PIGV	10.719372379072	8.343036158618	-0.361576035093518	0.00848851841286404
ZDHHC18	59.0977375755756	44.4310588698446	-0.411534377410136	0.00273616324526601
SFN	13.37619685713	15.9491873451364	0.25381493179955	0.0466510830669564
GPN2	34.0403236964629	30.6406656393033	-0.151797117193777	0.0969574905260643
GPATCH3	21.2337507416768	19.4193338515322	-0.128865519903484	0.181758034194502
NUDC	140.317433393509	137.299487916591	-0.031368019479955	0.594071318834994
KDF1	15.0991381241077	15.4762927683073	0.0355937246845606	0.610157021941735
TRNP1	0.206940325681985	0.236395027306259	0.191984882842676	0.754942843597328
SLC9A1	15.4720199510987	10.632828165029	-0.541136178179393	0.0141740647423426
WDTC1	52.2954471344044	39.6108921278211	-0.400788155849859	0.0117600214781527
TMEM222	60.1085990078944	51.1284522707315	-0.233445040271251	0.0250741875106221
ACTG1P20	1.0779779317562	1.06516189083446	-0.0172549255934032	0.929586559686025
SYTL1	10.7956426649148	10.2667567202807	-0.0724686249141888	0.464225989896816
MAP3K6	1.9972813289098	2.39922774887209	0.264532554028158	0.0939378284312536
WASF2	68.3316353376413	62.8243097677118	-0.12123073860489	0.252697543612206
AHDC1	0.957617438090561	0.806725245083998	-0.247372020504827	0.183647291407798
IFI6	12.87267475786	18.9495047455782	0.557848287240262	0.00991853817521566
FAM76A	8.30228486770314	7.48536751835638	-0.149435282684509	0.130958218080105
STX12	21.5129114105251	19.1406388992526	-0.168563795831912	0.0707449800124156
PPP1R8	66.360205769869	60.6541223920075	-0.129712657543592	0.0820818865423854
THEMIS2	0.540938584381111	0.398239542039579	-0.441828330162553	0.196386942074773
RPA2	80.9942116598876	64.4959868988014	-0.328609412654757	0.00228636318485435
SMPDL3B	3.08880036271865	4.76651791163604	0.625889088971096	0.000687661344734014
XKR8	11.5826355069635	8.14871889660036	-0.507318392242288	0.000389902910835975
EYA3	22.8402803074442	19.7607587804093	-0.208942011204503	0.0894542989089664
DNAJC8	207.02612758924	223.349552677243	0.109490511680965	0.0675680003761718
ATPIF1	179.167841762197	209.695974719519	0.226987451910704	0.00069591245172349
SESN2	18.3092325715126	16.9024863247557	-0.115335842162498	0.194416977705197
MED18	29.4724246010734	26.0472940095244	-0.178232249015714	0.0331853315137607
PHACTR4	21.6694651966013	14.1109898742175	-0.618844352747243	0.00605563978488068
SNHG3	83.1161628694765	78.8775766070739	-0.0755138247004922	0.383373067627818
RCC1	84.086685596863	87.3466026846294	0.0548742108992475	0.372109876419438
SNORA73B	46.2323197969825	35.3370325155582	-0.38772086210524	0.354307594368588
TRNAU1AP	43.4372662089618	44.3134204247176	0.0288103808059992	0.526494662069345
SNHG12	138.384098844981	140.175960351737	0.0185607755382604	0.803035415987054
SNORD99	34.8449769549253	44.195395561411	0.342945371451734	0.0549017355465531
SNORA61	126.828172303536	120.262081422258	-0.076693413345346	0.157487647003684
SNORA44	44.3577729666978	31.1296947048102	-0.510895507069035	0.0236776709487182
SNORA16A	49.3177155111719	44.6786435038255	-0.142520588388152	0.301466730164633
TAF12	39.5800440821438	31.9364885063362	-0.309567525500869	0.000971644949555953
GMEB1	21.6235389157708	21.6331872514302	0.000643581124733313	0.994840304477915
YTHDF2	93.9631592463597	80.3406038596961	-0.225965915645426	0.0162787682727379
EPB41	66.5387624102255	49.9661183523719	-0.413244887214716	0.0389744966519086
SRSF4	139.746676662881	117.679357048814	-0.24795270508497	0.0610384637847518
MECR	26.5376488103286	25.7185384544081	-0.0452318972699358	0.144986475177506
PTPRU	0.150716671676062	0.0648128527735732	-1.21748716933714	0.00838777217188197
MATN1-AS1	0.97952374135335	1.13892646159266	0.217522232295623	0.361670261723035
LAPTM5	1568.92810807758	1665.77990467994	0.0864185474288921	0.170183583367938
SDC3	1.1052902013236	0.662802637444232	-0.737773960070665	0.0210263072275651
PUM1	38.2025566982721	32.0583159672511	-0.252970551272883	0.0262495908176479
SNRNP40	81.6129793682863	80.0439022200471	-0.0280071085196821	0.588213908945134
ZCCHC17	52.3940371275753	45.5395471760589	-0.202282684480038	0.0109678648786136
SERINC2	4.78488621528509	3.94864100314934	-0.277128408902357	0.16392740273381
TINAGL1	0.955670672085607	0.478430001380732	-0.998205684529109	0.0239209874076712
PEF1	57.2460352788947	53.6296089413597	-0.0941460456260279	0.12261668577788
COL16A1	0.841868318776789	1.30878736536759	0.636564229885987	0.00407452297104488
ADGRB2	4.44919591749719	2.94584828672911	-0.594861495594385	0.0294589994264805
PTP4A2	124.457503886327	114.678378509593	-0.118059806100481	0.0960845179862527
KHDRBS1	134.050083919724	145.564254388053	0.118883999879009	0.0812226581520705
TMEM39B	42.6978786113765	29.8657289167564	-0.515673459907727	0.00364750125805846
KPNA6	35.5017012141025	31.1617948910846	-0.188109825388909	0.0469899773276455
TXLNA	68.7823241443939	59.9639643030814	-0.197942100074323	0.0761914187712594
CCDC28B	1.29269078755002	1.98214139554531	0.616682657620874	0.0641953497417666
IQCC	6.02125932560287	4.47392798682793	-0.428523218532654	0.0788572796556766
TMEM234	9.79403948713897	10.8518769132153	0.14796867138061	0.267444387230795
EIF3I	280.695559720912	309.169134775106	0.13939005588111	0.0700964666545337
FAM167B	0.733361261537064	0.421102106243389	-0.800353968833033	0.122700077123915
HDAC1	82.0486829549734	92.9844851274424	0.180509840461643	0.0174510636888213
MARCKSL1	44.615697638593	30.664659904049	-0.540974448544241	0.00304903759588044
FAM229A	12.731822901356	11.5427401077935	-0.141453251346822	0.438692764342012
BSDC1	42.0145244363468	40.5188427130609	-0.0522951854100866	0.508067567120575
ZBTB8A	4.10201188600906	3.94768479893508	-0.055324869108585	0.575161959854185
ZBTB8OS	87.2834160653218	95.6918550489445	0.132688566436548	0.0981375642862507
RBBP4	95.5807237982754	86.4823853124014	-0.144313377344429	0.0262473881039649
SYNC	0.199848824012058	0.391824725029409	0.971299354402749	0.0753635726146997
KIAA1522	20.6860349848757	20.7927543820532	0.0074237405263694	0.95786087933816
YARS	159.347991619312	160.146577380379	0.00721212958434781	0.87538164120054
S100PBP	35.1921045442642	30.8079556465749	-0.191948840905538	0.0236069314461814
TMEM54	11.8563180124212	12.3104214427269	0.0542241032824936	0.656562870963398
RNF19B	39.258897221725	24.8922337006309	-0.657323952084175	0.000869728080786052
AK2	81.8887030185125	80.049072730489	-0.0327797471500534	0.192814584223841
AZIN2	0.915471059110045	0.583083473532626	-0.650811845955086	0.0224964347432611
TRIM62	8.20975536534648	4.72191066761336	-0.797968485235311	0.0201708801663251
ZNF362	9.03318755127837	5.68915736844074	-0.667020174866875	0.00342151649758677
PHC2	35.460795226801	34.0860513278413	-0.0570434085167151	0.480892667230102
ZSCAN20	4.51831792825435	3.94443817928242	-0.19596596196717	0.170553105492956
SMIM12	23.2350710225878	24.5011137791367	0.0765432784537329	0.123259502382014
LOC653160	1.41615178698247	1.32714920195867	-0.0936453338862176	0.376527705425032
ZMYM6NB	19.408708944152	23.9777310179389	0.304990990800219	0.0380084427754809
ZMYM6	17.8240903747841	14.0215931945946	-0.346178168843731	0.0206728464262488
ZMYM1	3.55965171723417	4.2314818157079	0.249426874643753	0.0128750855748008
SFPQ	320.723132895383	262.918632465016	-0.286712029036102	0.0103398134699338
ZMYM4	20.92371428497	17.9177013025726	-0.223753412084601	0.0706942880024838
KIAA0319L	26.0515043086077	23.0681206020793	-0.175466211309116	0.170373108316972
NCDN	31.0757707539094	25.9395648909751	-0.260635893936145	0.0995822203031411
TFAP2E	0.426713730473528	0.439425552110711	0.0423502300821873	0.861046298908537
PSMB2	107.026762742758	108.438049581734	0.0188994724441013	0.604393419944008
C1orf216	19.6272032778214	21.8378393292141	0.153975506015198	0.176000453431279
CLSPN	33.0242981431112	25.1466372384883	-0.393162413612143	0.0150797373711963
AGO4	11.4389175534041	6.90442127723632	-0.728358139452401	0.00547310705471902
AGO1	10.352469483674	7.49498041286931	-0.465978337033057	0.0505403016495108
AGO3	7.53859419558162	5.87008049431596	-0.360915226761132	0.0382973302253841
ADPRHL2	48.7947624415216	54.2957447733541	0.154112837291125	0.0293304677656312
TRAPPC3	83.639541795757	86.7671536576853	0.0529638448264103	0.0740345497962311
MAP7D1	105.862634682143	108.769668029118	0.0390828316595473	0.663363917320187
THRAP3	112.073990789977	101.958115746928	-0.136474891422213	0.144473111788415
SH3D21	2.11464978912333	1.65896248539498	-0.350137493283759	0.142243497341595
EVA1B	9.45397420062974	9.0552349431508	-0.0621688544740709	0.704567435109161
STK40	46.2029675416738	47.5227950156462	0.0406341730231564	0.687030303710847
LSM10	112.461886191942	107.364774603751	-0.0669154128690807	0.147892163232702
OSCP1	2.04947110836433	1.10215091333806	-0.8949298720875	0.00856324968524013
MRPS15	192.122804864799	210.895134267027	0.134497033699263	0.00184886069498295
LINC01137	4.97274052365421	3.61039619492953	-0.461883990463431	0.0527670225678037
ZC3H12A	39.3809418343851	27.6000719629326	-0.512825586525361	0.00379268402951238
MEAF6	30.4668680970601	22.9699924576562	-0.407490819912407	0.00201327140605989
SNIP1	16.7186657383811	15.0339407773447	-0.153236489472583	0.0477571323156937
GNL2	144.332417857701	129.68661980375	-0.154365733831552	0.00506384759477998
C1orf109	33.0813449546804	31.056069929444	-0.0911426181830674	0.0414118096357305
CDCA8	92.9125928103946	70.0200716587063	-0.408105605787872	0.0228002221074083
EPHA10	1.46594051704237	0.721144042948769	-1.02346720437952	0.0156191309644384
MANEAL	57.6814669046622	45.4129161402472	-0.345005173599613	0.00803315799121874
YRDC	29.1752758971654	28.0992677374025	-0.0542137643754923	0.239366869039853
C1orf122	88.873499367667	92.6464188441194	0.0599819163989646	0.447052246157297
MTF1	10.4730321629244	9.02805283610128	-0.214192426333694	0.104102198910277
INPP5B	21.6258155735165	18.5528159756482	-0.22111636408271	0.0687619355064528
SF3A3	117.466845145377	106.686617253939	-0.138874399404796	0.0197724516138422
FHL3	0.404408231048	0.301631446189065	-0.423025518447698	0.277728470358885
UTP11L	57.8908681060961	50.472840491127	-0.197828510393462	0.00419365984128797
