KB528_0	Lenalidomide_0	LOG2_FOLD_CHANGE	P_VALUE
MORN1	0.837784701544278	0.810439832311767	-0.0478744570522283	0.821494051554659
RER1	94.0796293705742	93.9196655522996	-0.00245510562297419	0.961568782315648
PEX10	23.7548850062809	24.3910577201363	0.0381280991721448	0.50360751499854
PANK4	22.1502992352221	22.7109758015963	0.0360635056025273	0.527832511533579
LOC115110	15.9065106037955	15.8701703286634	-0.00329977556089975	0.964744446752841
TNFRSF14	48.8349525759718	46.3099408075732	-0.07659218268038	0.100754159117564
FAM213B	8.35440931900842	8.07354567563857	-0.0493354251485095	0.718606284653947
TPRG1L	59.9185460953567	63.6278196438629	0.0866550674342539	0.0585070765804681
WRAP73	39.40413466648	40.5107324431122	0.0399571502375042	0.606035061373358
TP73	8.29874751624912	7.59414106704962	-0.128006816576836	0.0734586598944068
TP73-AS1	1.78306767775525	1.82601356129268	0.0343360172124232	0.649604019811772
LRRC47	58.1668176126669	57.7321853625191	-0.0108205371096216	0.76100606215727
CEP104	24.8212912823217	24.9122881320282	0.00527936464066021	0.919712962621421
DFFB	8.7201266571988	8.93294535764178	0.0347868472145546	0.611273081031725
C1orf174	33.6084951944827	32.8623545320101	-0.0323900974133008	0.694188356053399
LINC01134	2.40714304014601	2.61592720946901	0.120000523187594	0.569339259747602
NPHP4	8.35097001275524	7.74949770059547	-0.107840982356854	0.0979232385343231
KCNAB2	68.7757024707073	69.7344627001478	0.0199728405287885	0.680562386294129
RPL22	538.542911011367	561.920183290164	0.0613039175168849	0.0770367685428624
RNF207	2.07014691460119	1.87469062131591	-0.143080628377894	0.347549039985621
ICMT	49.6453309529563	49.579822307387	-0.00190494060676985	0.857795927914294
LINC00337	0.653516792212241	0.636137537090601	-0.0388855874377711	0.912833513844112
GPR153	0.39548622022032	0.514257265298752	0.378862842645361	0.354068851533233
ACOT7	44.0941361424341	39.9924765518801	-0.140858188329841	0.0150331080237789
PLEKHG5	0.630564546169461	0.643103978892495	0.0284079594794196	0.860108823476769
NOL9	12.8591785899033	12.6458212351564	-0.0241377596597239	0.817730918221856
ZBTB48	18.0190654059786	18.066612013329	0.00380180166962797	0.962409244861103
KLHL21	30.710711729111	29.8144319873514	-0.0427310961775593	0.0801250755533147
PHF13	16.9316932165732	17.2054055703938	0.0231356460885812	0.482700881001897
THAP3	10.4721026006705	10.4751293472818	0.000416921182469326	0.994117268805852
DNAJC11	46.9482147456385	46.7951586866829	-0.00471101914428507	0.932218812073367
CAMTA1	6.21519076753978	6.22934001656147	0.0032806476268599	0.949040611298039
VAMP3	40.2667756395207	40.8890191536139	0.0221235027298207	0.771037787983151
PER3	0.283454837362389	0.23832250714805	-0.250203684101543	0.322332717705442
PARK7	375.503631765891	387.270014820532	0.0445129409028853	0.0770194429110332
ERRFI1	1.10260499383297	0.977411876678159	-0.173877500491549	0.378199190646325
RERE	11.2532366668022	10.7169597343743	-0.0704443209267763	0.0807726642591642
ENO1	572.499447859056	557.7328934406	-0.0376999424336162	0.133504308721264
H6PD	2.8177007760163	2.63919253534973	-0.0944218111525462	0.420265165544059
SLC25A33	16.6581247184365	14.9066885757754	-0.160266191178586	0.0964240293888092
TMEM201	8.98763768138288	8.78496428755394	-0.0329055448952025	0.644276758235612
PIK3CD	2.58215767382241	2.35033526030009	-0.135710535664599	0.503794727539647
CLSTN1	69.2000434768167	65.4032760209706	-0.0814100427894415	0.0102147562507077
CTNNBIP1	20.1265738927613	18.6213429568338	-0.112144483311849	0.0840685201006033
LZIC	28.5287621975716	32.0494627272185	0.167883019103269	0.0160462541742884
NMNAT1	7.93236045481216	8.36947565862666	0.0773870052061906	0.168193652280371
UBE4B	40.5017194591123	40.862760897349	0.0128035257868935	0.399765444066127
KIF1B	13.8676433145515	14.2251736769963	0.0367236316819288	0.346266669598811
RNU6-2	2.10561580094523	2.25841304687274	0.101067147899723	0.601393959226717
PGD	133.661280372752	133.22370284103	-0.00473081319973673	0.886153589376159
APITD1	5.24138957042372	5.25871714466939	0.00476155696423679	0.943583721241454
DFFA	24.5725859182363	24.9655871584029	0.0228911483904259	0.519371212303152
PEX14	19.0857268974715	19.1446891791911	0.00445010374525725	0.963626474550568
TARDBP	99.4124004408462	107.985480012719	0.119339611083359	0.0821814785965755
SRM	217.275027445795	199.896130051729	-0.120271825496736	0.0859424207222628
EXOSC10	77.6387442382341	76.3175824688614	-0.0247613120269799	0.35656864730628
MTOR	23.0586847226737	22.9959446372646	-0.00393076080892422	0.893963841672954
UBIAD1	26.6744876507361	25.2672046035271	-0.0781944979329672	0.0935199156462147
PTCHD2	1.07209878741805	1.1024444683744	0.0402681395620925	0.726263037580547
FBXO2	3.33358137316285	4.34037632545581	0.380747190759834	0.300335830037756
FBXO44	12.4668289464712	11.2016279378641	-0.154386133900579	0.175521617199865
FBXO6	8.51202769746252	8.15213007176958	-0.0623257745727097	0.35157237177722
MAD2L2	75.3974844417362	68.8880865894108	-0.130261883472382	0.0880511678399522
AGTRAP	88.9563935458904	79.3726335494537	-0.164456625494148	0.0753705396145801
C1orf167	2.41681547567694	2.42579601370453	0.00535091140716577	0.948592103860773
MTHFR	15.6190392020896	15.9183731826012	0.0273871941409898	0.600916922334592
CLCN6	6.61253350875441	6.69076159426831	0.0169673108834003	0.853155536901138
NPPA-AS1	1.52181812966564	1.70832034130008	0.166782577328456	0.689178388034781
KIAA2013	94.5810418193925	92.5673903439899	-0.0310469831793491	0.643796713373266
PLOD1	28.0549071964729	26.4103847635089	-0.0871478207195843	0.0321171260952594
MFN2	59.1241323326349	60.0882958870292	0.0233369008549198	0.192353637439429
MIIP	29.3797410599504	29.4429877549972	0.00310239699167633	0.935512807981068
TNFRSF1B	9.49862499724703	9.54096734149988	0.00641685911067423	0.90844256889335
VPS13D	6.16572505826898	6.17630542536851	0.00247353900231407	0.97110815867056
DHRS3	0.637758439370471	0.550285799377315	-0.21282898584337	0.654537061010556
PRDM2	16.7219703473547	17.3570212594794	0.0537745296592005	0.349784238782932
KAZN	2.69374979397815	2.67602710654437	-0.00952312417629747	0.629647658213606
TMEM51	1.29458305809359	1.37282270749582	0.0846577924866441	0.63539507429894
EFHD2	30.8087316260393	30.1548469760906	-0.0309493747423775	0.75246270286574
CASP9	7.94644372716762	7.75018148338963	-0.036079261471567	0.408395010348761
DNAJC16	13.1177087401976	13.4913760347879	0.0405217539742501	0.209220955910545
AGMAT	15.9934143081515	16.7894978436947	0.0700811201135059	0.230538784813903
DDI2	6.96999133634044	6.95015518337135	-0.00411167207883928	0.980753828583187
RSC1A1	8.20519542834776	8.67584486530984	0.0804665603617624	0.515795023515057
PLEKHM2	61.3345634504549	60.5135728348884	-0.0194415286124428	0.709375569870653
SLC25A34	2.14579432094472	2.16786466573397	0.0147628984660938	0.904060984330454
UQCRHL	32.0551243076179	33.203459013562	0.0507785406309375	0.599166400427974
FLJ37453	3.46778062463811	3.28834273408282	-0.0766519604516235	0.616423337206185
SPEN	25.6082417793381	24.6950250556751	-0.0523877707347854	0.464591848659948
ZBTB17	17.6944411190629	17.0678467038467	-0.0520151367601911	0.538851020123392
ARHGEF19	5.09666764714866	5.18888227643973	0.0258695264771634	0.606413850817024
RSG1	5.04286175103705	4.79610506607571	-0.0723794111078042	0.558915785657402
FBXO42	13.1971590893747	13.0634623199052	-0.0146900813822328	0.648549293382342
SZRD1	96.9394281412607	97.3058897288143	0.00544355918674271	0.817833020399652
NECAP2	100.897613355917	101.431097037136	0.0076079765784967	0.705303934684706
CROCCP3	1.54263395209991	1.5405717222674	-0.0019299193828969	0.986704610497074
NBPF1	5.56537950027896	5.78376201824598	0.0555281240794903	0.403935031341767
CROCCP2	83.4700287493341	83.9898702743565	0.00895707215431475	0.854529853202641
MST1P2	4.24040843441414	4.31217225127028	0.0242115769331362	0.834696057316049
MST1L	1.08534387082666	1.19356401104778	0.137123734552707	0.423979224177227
CROCC	8.46718766883166	9.03040441201298	0.0929077322447102	0.530182367038648
ATP13A2	15.4494604752926	14.8151864324268	-0.0604796762344949	0.148834653870552
SDHB	158.679647900096	157.85467446745	-0.00752011829923218	0.896398057656326
RCC2	134.980850632575	133.25934764363	-0.0185180143754003	0.604483386133524
ALDH4A1	9.96553834119914	10.1023274332753	0.0196680607150464	0.603944042001379
IFFO2	9.11157211957389	9.66722688212597	0.0854021014366674	0.183697799944658
UBR4	26.3359790925645	25.5066947581561	-0.0461591336968323	0.301498656855158
EMC1	30.3892255088006	29.2524755644107	-0.0550011856478435	0.00556678394664328
MRTO4	69.5139377114659	69.3391344341718	-0.00363244328142076	0.91641901368773
AKR7A3	0.627185311927331	0.896008202014617	0.514620165374217	0.303693030391835
LOC100506730	4.75664102657031	4.47183258667965	-0.089076973737503	0.311059174065242
AKR7A2	37.879502478761	35.0406352143478	-0.112388453864949	0.0490745168159265
PQLC2	8.96125596539119	8.78446695584062	-0.0287462017574124	0.448210491750852
CAPZB	129.656905414497	128.59874998647	-0.0118224255655058	0.697838443728718
MINOS1	44.6370625999959	45.5087369371725	0.0279014540148487	0.456054946920587
RPS14P3	3.50676506941528	2.92064134403889	-0.263855577090595	0.237795333422519
TMCO4	25.4293525001982	24.7371149930641	-0.039817474163779	0.153407717364685
OTUD3	5.11531928861481	5.26745370841265	0.0422814372707193	0.723592030522912
MUL1	37.3642302580608	36.6763088625117	-0.0268093495085815	0.363068835906846
PINK1	27.1303748380938	27.0865904883852	-0.00233017386882504	0.965830933988647
PINK1-AS	5.95444558294527	6.51094928560599	0.128900715929933	0.0303891866287244
DDOST	416.537269105947	405.24840235087	-0.0396390864628135	0.182903758369354
HP1BP3	149.801977413576	155.21328758312	0.0511954020682784	0.475448561732754
EIF4G3	21.0907706741256	21.7074708185647	0.0415798310610211	0.321473141968709
ECE1	38.2071603399279	37.3851779961763	-0.0313766347243678	0.300860742076392
LOC100506801	2.14867473441335	2.17935805857491	0.0204561394805167	0.854430806449203
NBPF3	7.57388867008261	8.1078408051033	0.098283547269999	0.0966487316062064
USP48	77.7579400968208	81.1337744988601	0.0613126062153623	0.197504997851113
HSPG2	3.67331379889121	3.67452054683628	0.000473872765685436	0.986507677607115
LOC101928043	1.70752589514916	1.38280113069757	-0.3043137692046	0.531363068877816
LINC00339	21.7791981667485	22.7237961413277	0.0612530254208831	0.457712949008375
CDC42	175.828914719794	181.961293244505	0.0494592550160064	0.178250333120528
ZBTB40	11.5933203849049	12.515121359549	0.110378460359021	0.274704006749425
KDM1A	39.1862530290747	39.3667635668053	0.00663048033771744	0.755783131793705
LUZP1	5.11192596695057	5.3952489667573	0.0778225924892252	0.136813223526755
LINC01355	2.66291445619249	2.76287648290098	0.053164982526035	0.696139438743773
HNRNPR	71.8418099698503	76.5509910203934	0.091597357270762	0.0777496894700684
ZNF436	3.25247419974775	3.46567534772613	0.091598901422122	0.450533811822779
ZNF436-AS1	1.07575460733567	1.02444912141031	-0.0705006835686032	0.669051988983224
ASAP3	0.144636526538865	0.150452997514727	0.0568809133399365	0.879423140037681
E2F2	89.1969900546838	85.9276169161831	-0.0538731429514209	0.0501035216676337
ID3	18.9080425074675	17.0875678045992	-0.146052950606206	0.116662799905786
MDS2	4.12535368923886	4.52230261716095	0.13253972074726	0.248398313343683
RPL11	3444.93010564202	3503.70073517444	0.0244048416427856	0.439851254515418
TCEB3	32.81125967494	32.7025876900367	-0.00478618441149011	0.896391635359223
TCEB3-AS1	10.640363748168	10.0616241649705	-0.0806842649080262	0.454223448400864
PITHD1	65.4751479040829	64.7750852104606	-0.015508405287408	0.812140735191196
LYPLA2	92.3440364685464	88.636754091491	-0.0591137453310751	0.203196924093661
GALE	18.2198425934958	17.2516606105645	-0.0787752558005511	0.307513908441593
HMGCL	35.5751376715596	36.9781516557207	0.0558037739483412	0.226002788084108
FUCA1	47.8525645708203	47.8817842752012	0.000880668734340647	0.948240850187213
PNRC2	164.811829975546	176.662970262648	0.100179872087521	0.0512644125707895
SRSF10	23.9639708165313	25.3905026394031	0.0834219736772609	0.18114566773418
IL22RA1	9.55556304666269	8.93130607327564	-0.0974697203785327	0.193654715017572
IFNLR1	30.9251654124218	31.6807610839967	0.0348256825695846	0.585529071113949
GRHL3	17.542190670356	17.8401344716529	0.0242975668255558	0.377624162169048
STPG1	9.1147392918455	9.06798362462548	-0.00741960576722735	0.897243313028591
NIPAL3	47.5256921262663	48.2237869744246	0.0210373117604858	0.427853193328653
RCAN3AS	2.01972434694249	2.74970359112488	0.445117702683051	0.537970109124475
RCAN3	17.6492041514305	17.0008835585565	-0.0539934029935778	0.455933108188081
NCMAP	0.645316574418012	0.635042176495247	-0.0231546683348017	0.922432416949064
SRRM1	84.1567339600668	82.4123240342632	-0.0302186203169834	0.642940627787728
CLIC4	146.310032430395	154.560868805889	0.0791464108889573	0.0690670367933143
RUNX3	61.0985559571756	59.4760060032925	-0.0388305136239317	0.484203768315895
SYF2	100.934727164891	102.947343621452	0.0284839769369137	0.438120112495797
RSRP1	139.732527464117	144.285088685839	0.0462543146690676	0.613299595244843
TMEM50A	131.124298480945	133.744041480218	0.0285395641187372	0.359149376049007
TMEM57	26.0446180955544	26.3063534309154	0.0144259946136786	0.731232691160158
LDLRAP1	151.050422300906	148.746502792153	-0.0221744681655822	0.586165365036443
MAN1C1	12.2983564050978	11.3504924745278	-0.115710627244766	0.140541177939868
SEPN1	17.2834168435783	17.0630116176301	-0.0185161546937784	0.710114571611799
MTFR1L	37.083290659295	38.455929582188	0.0524367967807825	0.247553044353957
AUNIP	4.82176825592038	4.55114085573468	-0.0833340759708176	0.27233569939603
PAQR7	0.820050685447826	0.66679787238416	-0.298463581164271	0.230793895502152
STMN1	265.467368947229	267.543759329236	0.0112403404042062	0.77707623199759
PAFAH2	10.7445229329029	11.0344464457163	0.0384128300138351	0.38337799419685
PDIK1L	17.4944528180753	18.8508887606675	0.107735002216122	0.132680260629068
ZNF593	87.0138296756217	84.9184740506338	-0.0351662692686456	0.492114573104886
CNKSR1	17.9721590102368	17.1139690704917	-0.0705893430362716	0.288702167517799
CEP85	22.3630177995026	22.5930221811251	0.0147623801466602	0.805533731770261
SH3BGRL3	165.948240969479	161.172140759757	-0.042130947223034	0.460265093389004
UBXN11	19.0215468455743	18.7269578711326	-0.0225180140985983	0.734848677094047
CD52	9.20691591398989	9.35310064727728	0.0227267416922391	0.934259459328887
DHDDS	24.040984586126	25.018358852256	0.0574911729861532	0.226613685061106
LOC101928324	1.69102367495309	1.35935877400845	-0.314970582933948	0.50939719119712
HMGN2	471.590663354334	472.294089851347	0.00215032630477316	0.948660529600506
RPS6KA1	64.0502869262516	63.3522571375511	-0.0158090122743961	0.104804948782368
ARID1A	74.1828875691211	74.8105831555112	0.0121559510342736	0.631157138822372
PIGV	11.1706621911694	11.2417912106847	0.00915721508935915	0.89103292524805
ZDHHC18	57.3828577846647	54.9074924523863	-0.0636167921420876	0.109212964919932
SFN	7.08300536177489	7.36543003721326	0.0564081263631334	0.638410807338953
GPN2	33.3954639981032	32.0681218010981	-0.0585123002310435	0.410166761066935
GPATCH3	16.1292313669713	16.9493124654678	0.0715490638530365	0.0918113856539807
NUDC	110.07636057508	110.867081500088	0.0103263895675384	0.8122950303484
KDF1	14.8985939836216	13.6019595497541	-0.131361679934194	0.0247460461098215
TRNP1	0.281792865770797	0.249219184617148	-0.17721995728895	0.753211180589969
SLC9A1	12.8261311163875	12.6954940684449	-0.0147695192532964	0.771457918705984
WDTC1	44.8528819635059	43.4897876751533	-0.0445240212869493	0.227629930179767
TMEM222	56.51401297628	54.022171886819	-0.0650569938874281	0.203341075435551
ACTG1P20	1.4917318503856	1.49804680670511	0.00609447772487259	0.961205600292518
SYTL1	20.8710773277306	19.5724616328744	-0.0926798563069714	0.202358366107233
MAP3K6	1.26524131019042	1.02682150557756	-0.301227148894724	0.0977275312082533
WASF2	69.4215329533953	68.7744711521938	-0.0135100819981495	0.282748588198223
AHDC1	1.07063700220111	1.00219675971642	-0.0953036411034779	0.389441102059557
IFI6	11.3087466885378	10.208200907537	-0.147710420840661	0.219911627247132
FAM76A	7.22334166541409	7.43989973134879	0.0426167663068632	0.800920855705191
STX12	19.4697714549077	20.3040929062028	0.0605346265581914	0.40446601086743
PPP1R8	62.0363992692355	65.5639866441509	0.0797886291762366	0.102561444344008
THEMIS2	0.661459403197684	0.507139152942204	-0.38327095451777	0.24868676586488
RPA2	65.0077795488239	66.5409702462229	0.0336305252843349	0.463661405062417
SMPDL3B	3.19677343723642	3.14173822080769	-0.0250535246933388	0.869997121879518
XKR8	11.3384204473939	11.3859128091944	0.00603028426252132	0.915516926623911
EYA3	27.3553943041468	28.1933787310849	0.0435310316536291	0.392152956204841
DNAJC8	193.12152114546	203.522034857564	0.0756760553701707	0.0267606910605566
ATPIF1	203.993152846577	206.919734676382	0.0205505186755124	0.689586509344116
SESN2	83.3016632293272	81.1638429292118	-0.0375081260734181	0.343883480502041
MED18	30.2569482294756	32.1746053015913	0.0886559683915653	0.254538315295144
PHACTR4	19.6636842487621	18.8583974637368	-0.0603265699649412	0.208327806335983
SNHG3	96.393714482573	99.2381935617207	0.0419563978939558	0.727126246482331
RCC1	70.0822734280724	67.5407722711144	-0.0532909004570356	0.132948208090109
SNORA73B	29.5403635390773	29.1513000814768	-0.019127354999503	0.912474673364154
TRNAU1AP	46.505948348923	48.2692650456786	0.0536896041753965	0.456895265604299
SNHG12	95.4622169006621	98.3606937994768	0.0431520709921134	0.743168758679361
SNORD99	33.2815647953454	33.7993352368557	0.0222716058599444	0.942321991614753
SNORA61	76.357943473523	76.7018780251615	0.00648365459101481	0.958430679233144
SNORA44	36.1694580825108	44.9528809735344	0.313641596576341	0.220015956759075
SNORA16A	28.6475044877074	33.9035428644114	0.243026570624086	0.520600510315132
TAF12	39.3896048772756	38.9662300247099	-0.015590587355677	0.777525728987984
GMEB1	22.9706463212687	22.9070494677726	-0.00399980523639191	0.915878980032321
YTHDF2	87.9478359204471	90.8613650496597	0.0470189011862296	0.315391024956898
EPB41	67.3367333407149	67.8446839636161	0.0108420418759286	0.378233778823281
SRSF4	141.707407430956	149.842324340136	0.0805300100037701	0.289571187609971
MECR	23.5919576847525	22.9366954813869	-0.0406375844202737	0.527080932644243
PTPRU	0.188360962679391	0.183464394038775	-0.037999902788826	0.834240252769806
MATN1-AS1	2.2084199998415	2.58935697103713	0.229579298557749	0.119864705298182
LAPTM5	1582.23037698278	1531.11114997553	-0.0473806572614026	0.131175340503878
SDC3	1.2893150849101	1.33216055192444	0.0471630914837618	0.459027195332457
PUM1	37.7623535862928	38.8964558288031	0.042690020278259	0.189924501589689
SNRNP40	66.3091564781392	67.0081603246112	0.0151286966795074	0.844465164660555
ZCCHC17	40.0890603455234	41.3663092479881	0.04524764201872	0.404625099824246
SERINC2	3.50162038407292	3.02151536643743	-0.212750408381186	0.0882019254750825
TINAGL1	0.691368301853396	0.488034813134666	-0.502470396163792	0.0073058945233636
PEF1	48.3709062519426	48.2598762749209	-0.00331535073075146	0.923962983925612
COL16A1	0.347434156397923	0.318790537550673	-0.124130785578024	0.586253629736229
ADGRB2	4.94747059336414	5.14839764199294	0.0574323537067044	0.497059564306918
PTP4A2	112.420298324885	114.470853131112	0.0260777538375888	0.434136611546034
KHDRBS1	124.292269621917	127.940744282142	0.0417392106046845	0.0740494758559241
TMEM39B	35.7581147851644	35.1828439454176	-0.0233985724203436	0.652966527490247
KPNA6	33.6604261454398	34.3910863251399	0.0309812460824449	0.347501415815687
TXLNA	61.2037679799583	62.7536957350993	0.0360799513189355	0.245079769738589
CCDC28B	1.30093757815735	1.13579541364276	-0.195848748774217	0.429128336528924
IQCC	4.18572522987342	3.96326545328593	-0.0787880096218884	0.408473809725132
TMEM234	7.88665391548135	7.68763183170173	-0.0368740896160873	0.717587960425052
EIF3I	271.378001847553	272.131461955048	0.00399998134098348	0.94115408529666
FAM167B	0.888342299745017	0.664573043380028	-0.418687913782164	0.395866633470464
HDAC1	100.676759868674	102.291036201078	0.0229490353852171	0.542448565793567
MARCKSL1	35.1104779512708	34.4796303518639	-0.0261573277346291	0.682291650319958
FAM229A	16.9486690190961	16.2855706315403	-0.0575777114666646	0.73131200052545
BSDC1	46.4541107957475	46.8618379918865	0.0126072714226354	0.586060148793134
ZBTB8A	4.98087971030656	5.37434371453626	0.109688021502764	0.217920168208432
ZBTB8OS	90.7253127757727	94.5356311526625	0.0593530684606961	0.207304238869019
RBBP4	97.1157305230634	100.542050836731	0.0500221190282273	0.105675846911059
SYNC	0.484093478468102	0.378307513493887	-0.355726229100107	0.352789510145516
KIAA1522	17.4525407358231	16.0005595991003	-0.125314716442053	0.133948645487485
YARS	241.779533210454	241.64580618236	-0.000798168029118536	0.985657854140923
S100PBP	54.1842390969831	56.2595321161812	0.0542242874763398	0.422214618988981
TMEM54	12.3728894213704	11.1599988769023	-0.148845567979049	0.234539631451528
RNF19B	24.2812554493392	24.2122437251079	-0.00410623861836873	0.898106882012874
AK2	75.4358090095462	77.7142491437063	0.042929619036065	0.0266566150677339
AZIN2	0.827518909905263	0.783076933754815	-0.0796382270732078	0.744861292088755
TRIM62	5.04225475074692	4.31259870479355	-0.225511532677195	0.0729216256366889
ZNF362	8.97727748847292	8.98710025423331	0.00157770639936502	0.986632580997754
PHC2	28.0381684597799	28.8728685673486	0.0423223377312264	0.475116621692886
ZSCAN20	3.3916167803746	3.39667244501495	0.00214893131727575	0.97115592948765
SMIM12	22.2822185849203	22.3816951748999	0.00642642385184443	0.794270054352599
LOC653160	1.63644644284211	1.64858325083551	0.0106603556171377	0.855349600045818
ZMYM6NB	22.020042624294	22.6227919859707	0.0389597286115402	0.277038210218863
ZMYM6	19.6432957038023	21.4214686215821	0.125020390557209	0.132091160552259
ZMYM1	4.84326909467042	5.31786344401551	0.134865569004337	0.30426647233316
SFPQ	259.697526541768	265.158190433774	0.0300210390653535	0.224086872474624
ZMYM4	23.6484319492464	25.0424236498204	0.0826296692807504	0.103384351612007
KIAA0319L	31.298749463066	31.9427129099553	0.0293818310945386	0.484126615326402
NCDN	25.9726663381647	25.7671074164934	-0.0114635366843745	0.710685670719555
TFAP2E	0.588392480888153	0.738052594979165	0.326944818637055	0.198442772235795
PSMB2	97.9338280873875	97.7705591462076	-0.00240717492078309	0.960789281038548
C1orf216	19.440898821917	20.5556323853729	0.0804388350798701	0.0714067125937474
CLSPN	18.7588951811661	19.1465894174047	0.029512565944467	0.340339321225667
AGO4	11.3139980085354	11.9839689632702	0.0829969703902397	0.0412286628050078
AGO1	8.73900960089202	8.86000027347907	0.0198369561308152	0.73900845804083
AGO3	6.53522152819927	6.59833680489683	0.013866279854115	0.459962614291662
ADPRHL2	42.8946745124591	42.7041399218557	-0.00642260677982374	0.801637332992716
TRAPPC3	85.1898978623776	86.8877306080984	0.0284701084581177	0.591081726181877
MAP7D1	86.6467444519745	86.0535200932611	-0.00991133637005196	0.845941919620084
THRAP3	107.622899521685	112.015504561505	0.0577133551182408	0.181292011127686
SH3D21	1.46253683961867	1.34031283922575	-0.125903188981341	0.372684871449585
EVA1B	5.84699974484532	6.07319964827322	0.0547602682675429	0.802301732392004
STK40	58.2076460666585	55.0737324481389	-0.0798442898797354	0.105540904392699
LSM10	105.596589120966	104.875020879741	-0.00989213701349802	0.657559750406128
OSCP1	1.12131033347971	1.28182264969966	0.1930110542846	0.597557592782504
MRPS15	203.692681173346	207.641301278815	0.0276992900268611	0.385414103259198
LINC01137	5.36590530843538	5.43179222348397	0.0176066990377099	0.899726055019481
ZC3H12A	33.32114931124	32.1544502929166	-0.0514197373039418	0.384437762455308
MEAF6	25.6211891495374	26.105491603648	0.0270158902870285	0.565109867351938
SNIP1	15.1766899409316	15.418123759008	0.0227700423970885	0.634877806781406
GNL2	109.144479939713	115.590452414021	0.0827830716249805	0.0117007673731662
C1orf109	32.2266838077756	33.8213226227814	0.0696773394050025	0.0272784137635111
CDCA8	62.5985814795738	59.8269468741225	-0.0653345248529952	0.202185613386764
EPHA10	1.0415252053697	1.18299990452562	0.183752203586719	0.249842861742558
MANEAL	43.0286498459768	42.1105935412446	-0.0311143618987687	0.664550266373858
YRDC	32.4525256589238	32.5809870571489	0.00569954952361297	0.9219803411686
C1orf122	68.0642315848833	67.4185026465852	-0.0137522614439812	0.890934511274792
MTF1	11.1429414597524	11.2204275880307	0.00999753660751831	0.835094095215917
INPP5B	26.1029338394555	26.6509880519965	0.02997705245842	0.608110981899834
SF3A3	95.4887515662436	100.250310129872	0.0702039988167099	0.0599070307834528
FHL3	0.313804918472884	0.282043776788397	-0.153948860141437	0.80191271679087
UTP11L	45.3044637156466	48.0348936708945	0.0844295923306552	0.162645298165145
