GNE781_0	GNE781_24	LOG2_FOLD_CHANGE	P_VALUE
RSC1A1	6.16771412042992	8.38460283074308	0.443006550078654	0.477525077149769
PLEKHM2	57.3227810631453	63.3984786035501	0.145339615033578	0.334385758118382
SLC25A34	1.53327788260526	1.39306288798658	-0.138358798602633	0.708900181069664
UQCRHL	35.5467453723302	31.7139305737519	-0.164600780210524	0.545676392895065
FLJ37453	4.42848566609194	3.62396353917264	-0.28924500877831	0.384972886956411
SPEN	21.036482719492	21.3366259500622	0.0204385472820037	0.959489469871852
ZBTB17	18.5314546754058	24.1671234049135	0.383069626421227	0.0132958941525385
ARHGEF19	5.72233633290741	3.24118910430341	-0.820081099333143	0.0536015469803241
RSG1	5.44630926892494	6.03096569253081	0.147110120161037	0.184129753680479
FBXO42	12.5894957272333	15.3607786691473	0.287030854056591	0.0526023767597089
SZRD1	94.8761923157181	103.828820353792	0.130088940115383	0.215963830297176
NECAP2	101.864761873117	112.715962549176	0.146036775191671	0.251110385299498
CROCCP3	1.58774080168245	2.66674906405208	0.748106664380102	0.0124065411284928
NBPF1	5.56861403108683	8.74271467316386	0.650763015279288	0.0347461955437909
CROCCP2	89.7030386209196	117.575919757883	0.390363856709047	0.00859227434393551
MST1P2	3.63682384896842	4.46777260867953	0.296876710454233	0.467917745411463
MST1L	1.17866863757905	1.23091794898737	0.0625764108794282	0.620638317131351
CROCC	9.8116657069944	15.192197181605	0.630760549837307	0.028047594629176
ATP13A2	15.7085595903977	32.0837442553409	1.03029162027386	0.00484837054595368
SDHB	176.403766314683	179.385744179851	0.0241838800213735	0.913808899673846
RCC2	150.023111696348	110.042818315337	-0.447119776912598	0.0796643503731409
ALDH4A1	10.5917141603743	14.8896670041008	0.491375395889806	0.00716422216915688
IFFO2	9.09884610021642	10.7786261073108	0.244417795383153	0.153426770729565
UBR4	22.0996191086246	27.1979288563087	0.299475288603377	0.430162610160466
EMC1	27.9650761215628	34.6853878588202	0.310701759794521	0.0326227398965255
MRTO4	74.1060416286705	77.2267044708238	0.0595086422902962	0.520561224910438
AKR7A3	0.828343152298974	0.738656106451804	-0.165325697213021	0.510886455985104
LOC100506730	4.11629360932931	4.04621074142185	-0.0247744285978349	0.917604379187644
AKR7A2	39.9564569471596	48.3361729873937	0.274674591437848	0.162627321863882
PQLC2	9.46543485080216	10.9276583598198	0.207243594005086	0.110891248082255
CAPZB	131.057942096443	143.576533003276	0.131615182357729	0.0771301035302731
MINOS1	54.2489858782514	49.4945371097148	-0.132326869769307	0.631994638352633
RPS14P3	3.43804660320643	2.58244597277354	-0.412850934029851	0.198118149792114
TMCO4	25.6330936009868	28.279275842147	0.141737572206944	0.255632536118284
OTUD3	4.17571983926307	4.90579947986126	0.232463345534589	0.307444190308386
MUL1	36.3930815489279	48.6761414275218	0.419550594554383	0.00416773602105135
PINK1	28.9799641346675	57.1742643655378	0.980310088845397	0.000360795105023279
PINK1-AS	5.22417247053686	5.16553204407046	-0.0162855739914033	0.95813391680267
DDOST	391.22114966392	340.804967468698	-0.199038001411436	0.250247323726491
HP1BP3	134.355760361571	140.915054456818	0.0687675714213884	0.725682465518309
EIF4G3	18.3501436641311	26.1292850977256	0.509876294744135	0.123589143314777
ECE1	36.9442692935307	37.0689238218336	0.00485963737762765	0.968630318963852
LOC100506801	1.91035104124875	1.60022689739957	-0.25556128813993	0.287918620290574
NBPF3	6.57846071461791	12.7933022653057	0.959566753045065	0.0033196759342671
USP48	74.1721179265936	68.9006434925498	-0.106359507689207	0.404795911239249
HSPG2	3.3549953906497	1.86797364441117	-0.844836684404041	0.0307215994433691
LOC101928043	1.89460401783485	1.32042747103408	-0.520891290327583	0.458884107067728
LINC00339	23.0325488347792	18.9020986147354	-0.28512765265273	0.00304644069809985
CDC42	155.343029376095	225.903849054134	0.540251346608605	0.0427937913673628
ZBTB40	9.79764390494182	14.2461659774446	0.540066940888112	0.0997287516537319
KDM1A	40.8509930179339	49.4944578639595	0.276895840378356	0.0176254421871868
LUZP1	4.60815021121529	7.42458240587476	0.688122139235321	0.0654472219462349
LINC01355	2.16315447312716	2.42533583544626	0.165047837291481	0.49963632258499
HNRNPR	68.7186113510319	72.5162049579786	0.0776025423333464	0.600622108607965
ZNF436	3.02146311725872	4.48941279411444	0.571279424495651	0.0556217254784453
ZNF436-AS1	1.07498132031631	1.24308434130171	0.209612593603639	0.551039270645963
ASAP3	0.13745314371582	0.460910794316087	1.74554765194742	0.0316977248082214
E2F2	87.9296815002144	54.5949307896325	-0.687583241761607	0.0167807901940071
ID3	19.8107037295013	31.7812878547723	0.681897457821486	0.0453914600834464
MDS2	3.44300829906788	1.01201600662542	-1.76643754969654	0.0162915963902708
RPL11	3223.48323838097	3373.74163965471	0.0657290148937936	0.712335685550448
TCEB3	31.3435906126482	45.1334151614431	0.526025489326713	0.0291360579387218
TCEB3-AS1	10.799624443801	8.33286059261549	-0.374097394277997	0.393342882282077
PITHD1	70.957188199834	73.0933258065625	0.042790837372662	0.669420651365985
LYPLA2	102.530298089492	110.53458956083	0.108447607904786	0.444049295243722
GALE	18.6406652862266	20.1897851813389	0.115172209757123	0.499871776046292
HMGCL	40.5417020697347	52.1793277528195	0.364071698449457	0.0500762238485979
FUCA1	44.84480054341	68.2719413056101	0.606352051407352	0.0101437029766378
PNRC2	159.19020729249	174.762658705227	0.134645368998116	0.211159080175986
SRSF10	21.4135144521471	25.402906275437	0.246471966420027	0.119750119304257
IL22RA1	8.16282400059377	8.03790177389299	-0.0222494043203699	0.920979819635774
IFNLR1	29.239821090826	26.0198267675093	-0.168323126884001	0.353862194707394
GRHL3	15.8070614369549	33.2298363246068	1.0719099941265	0.0101584634572984
STPG1	7.81472902201005	9.356957730364	0.259843687913659	0.178190514695098
NIPAL3	44.3739908748162	46.9358632547087	0.0809763828869075	0.55600913441513
RCAN3AS	3.49590987752697	1.80020819081444	-0.95750423222961	0.128258783358843
RCAN3	15.2090722678318	22.5111248822172	0.565705996784682	0.0344630698843424
NCMAP	0.419128481427579	0.717088116309829	0.774757847639397	0.00298059056612223
SRRM1	74.8373439320948	81.6174160960368	0.125118680927924	0.626749057881896
CLIC4	130.552760627616	122.695944278986	-0.0895454033218208	0.645063569666603
RUNX3	59.2345366558554	58.9003781200155	-0.00816168783278896	0.965667366288713
SYF2	110.394252116716	117.505834592477	0.0900673361748665	0.49090773135657
RSRP1	141.815412820287	176.180407706115	0.313039160571236	0.0112703143654912
TMEM50A	124.315438006617	163.906687247947	0.398869248951835	0.015340071684778
TMEM57	24.4460268919529	26.4131836347082	0.111658193767415	0.48210587445837
LDLRAP1	147.691141192084	136.952463426898	-0.108908076289213	0.185519840885245
MAN1C1	12.0926833563476	5.46837130939369	-1.14495130071895	0.00512352522922342
SEPN1	15.3163965784806	25.5085995467602	0.735906774754938	0.0525124003963936
MTFR1L	35.5499745632987	40.0609660580983	0.172348684156754	0.221388181706136
AUNIP	4.32655720875017	3.76866873650944	-0.199164490472914	0.26512574010997
PAQR7	0.68690373993063	0.856287824316628	0.317987872288965	0.266910454853762
STMN1	302.176157537351	327.642549637112	0.116732893514932	0.581494572297792
PAFAH2	10.6100222857657	11.7225571056347	0.143859620508911	0.0687801347797668
PDIK1L	15.8210515554589	16.2422083668011	0.0379023088727649	0.811171749152366
ZNF593	104.458329595572	108.517817517228	0.0550043991930228	0.850789348769584
CNKSR1	18.1712373724606	23.6629626322069	0.380974048791892	0.0331749747622964
CEP85	18.8266323628534	19.0014571191241	0.0133350961188453	0.964830418761687
SH3BGRL3	153.896546476502	219.034563867413	0.509197689316793	0.0838356855829064
UBXN11	20.577220722432	22.5138738205099	0.129766176887357	0.329561705959585
CD52	6.85532683359452	4.08932052493646	-0.74536430222687	0.388963538314017
DHDDS	22.7581931417314	27.6361447963022	0.280170354590323	0.179460634298024
LOC101928324	1.01706742085024	1.21765826647489	0.259693982531822	0.599145119254881
HMGN2	447.10949480598	876.326060295731	0.970839579333183	0.00102624606646929
RPS6KA1	64.8024784885532	82.6734704238963	0.351375456106339	0.00205286099578371
ARID1A	64.4863103224887	66.778370027328	0.0503879535083812	0.883470470292591
PIGV	10.2834412787412	9.51627336789647	-0.111854511872019	0.524290496944633
ZDHHC18	60.0609012045416	50.7144647953165	-0.244028830626516	0.0380025162538171
SFN	10.3956452731647	8.08292783061876	-0.363029439646341	0.337029042781296
GPN2	30.619019928792	39.8430457677775	0.379899832254289	0.0493286309511766
GPATCH3	19.248595930917	24.1622410211945	0.328001055506038	0.224998346357107
NUDC	141.935509060604	144.408236657349	0.0249174677270607	0.923925342982059
KDF1	14.241747904117	19.9561217391804	0.486705154828346	8.34592977669053e-05
TRNP1	0.300913464076967	0.306298167653797	0.0255880763425894	0.932261288208193
SLC9A1	11.8305090426598	14.7581860613855	0.319003258436629	0.070378257339848
WDTC1	42.3354817516226	59.1440249966888	0.482365122057773	0.0315981604701164
TMEM222	61.7211266911937	59.7617002582802	-0.0465432035930323	0.70749680541976
ACTG1P20	1.11944705148326	1.10414340903124	-0.0198587267535332	0.958287487591239
SYTL1	24.8313869191618	9.1100471288937	-1.44663442065591	0.0117797069293208
MAP3K6	1.17828460207562	2.92349221532795	1.31100470085937	0.0653972605460132
WASF2	65.6747477680789	75.6874828053365	0.204715972533548	0.211987265463819
AHDC1	0.900583112912927	1.70800646051514	0.923382101280591	0.041481855251821
IFI6	12.7808834378055	43.9954124145772	1.78336553432954	0.0031128534195924
FAM76A	6.35151767578155	12.3964662974161	0.964755662765302	0.00717464212355892
STX12	17.7127974831966	24.8528260541261	0.48861782910224	0.000446858501444442
PPP1R8	57.8146739870656	62.6811277365097	0.116595425753224	0.546216303947406
THEMIS2	0.5208804974294	0.871465257413083	0.742490728401909	0.132198966997889
RPA2	66.0089671784426	58.922247102254	-0.16384957374688	0.0272896966107514
SMPDL3B	2.99558031543976	4.91169635778634	0.713385861152012	0.0444671736547335
XKR8	13.07425256968	12.6222758709543	-0.0507564124610207	0.730001478958827
EYA3	23.4294880677039	20.3029201112279	-0.206638190726639	0.431587436044136
DNAJC8	181.056738817164	233.068508267984	0.364312209673032	0.0256280215119068
ATPIF1	221.588268492677	236.524357935633	0.0941072608914297	0.34764686243732
SESN2	81.1191219051578	25.4942326549908	-1.66987112032571	0.00244024648156355
MED18	34.0905356457088	37.0714329406919	0.120936613525679	0.662046354773347
PHACTR4	18.8306698156845	19.0721150041763	0.0183805221402823	0.833456341825187
SNHG3	90.6766721462583	97.7662660356156	0.10860530850578	0.37250290082707
RCC1	69.5531692260286	72.3294734685425	0.056467396011795	0.473851124675759
SNORA73B	22.0312652099839	55.1978003412643	1.32505842765228	0.016581164267779
TRNAU1AP	45.3389700382887	47.6919068236807	0.0729928480313599	0.401565946709638
SNHG12	101.538543997385	130.234507806372	0.359084287349494	0.0192169505969839
SNORD99	30.9293819782682	35.5347434146905	0.200252275874541	0.603016867502767
SNORA61	58.6968307997776	87.0693812984065	0.568882861367547	0.304705149326857
SNORA44	29.3968807824655	39.3698918705095	0.421429667130404	0.391482968112737
SNORA16A	27.8808877427606	40.9282140898267	0.553819217750926	0.035137969958838
TAF12	36.465845737919	40.844028912353	0.163579328368655	0.38414246370124
GMEB1	20.6363461667354	24.4670090464318	0.245650198423162	0.205745618970188
YTHDF2	73.7468359790977	87.3093496541166	0.243555001751029	0.372208784141966
EPB41	61.4101772835954	58.7180068535461	-0.0646747703501424	0.763061039360103
SRSF4	144.050818727797	135.652925683397	-0.0866576970654628	0.353139730962451
MECR	26.5228978728453	27.7746510419951	0.0665303739582978	0.655028658150146
PTPRU	0.183156649607179	0.171246817325887	-0.0970009044711485	0.841740217288806
MATN1-AS1	2.07471769412628	1.73866069021772	-0.254938633213644	0.478503145971007
LAPTM5	1384.72451797564	1238.05198051448	-0.161527101507745	0.607462019901511
SDC3	1.24941261076346	1.40771949439429	0.172109890973869	0.57446160990395
PUM1	33.8906225864596	42.4216589083153	0.323914898836384	0.236197406527938
SNRNP40	63.3448220731654	78.1167640645251	0.302405492235662	0.0468543101819193
ZCCHC17	40.7529790765888	45.9919345006491	0.174475355850059	0.169262900817097
SERINC2	3.14287255073752	12.3333742991142	1.9724118874978	0.00368649316541267
TINAGL1	0.545850680645372	1.11192865675251	1.02648596927075	0.144543843274031
PEF1	51.4521925190303	60.7651388802705	0.240011327444083	0.0636351298711605
COL16A1	0.44948100802556	0.614453571332318	0.451043844711341	0.324646320184728
ADGRB2	5.07727416289937	6.98100613024075	0.45938081345229	0.0435077599217934
PTP4A2	114.85983087179	127.564588719998	0.151353557378635	0.018088286231967
KHDRBS1	126.378221374508	167.30522756402	0.404734657233427	0.0236754248413638
TMEM39B	34.0776735146847	25.7311060313196	-0.405313374513295	0.0225643403900431
KPNA6	30.8907620794733	38.5417624531547	0.319247082383443	0.134789077787843
TXLNA	56.7558818645097	59.5912851405874	0.0703314477694176	0.650373864129368
CCDC28B	1.26290384947543	1.7141148366013	0.440718961129402	0.283582049130938
IQCC	4.85738599941521	5.2973198057624	0.125082471724296	0.277956069122701
TMEM234	9.02254008048816	14.0742634426223	0.641453870725237	0.00524879881005749
EIF3I	255.628429549686	322.449839897719	0.335026459621676	0.0228771816476886
FAM167B	0.940390480159911	0.680032175612912	-0.46765692539144	0.470157204301593
HDAC1	104.226260718099	131.167001937336	0.331685999577787	0.01914259056217
MARCKSL1	37.6524095557187	48.2171001336004	0.356802694448302	0.0125158486054558
FAM229A	18.0583583352241	19.8452493984233	0.136126948013056	0.731284996550536
BSDC1	42.7659462635607	51.1570482783795	0.258470562008822	0.0961533084410281
ZBTB8A	4.65599084903017	5.15281457434489	0.146272454839982	0.408896494558895
ZBTB8OS	96.6403837370887	91.1592926603149	-0.0842364530636839	0.498396992032195
RBBP4	88.7744202849078	80.6744420160064	-0.138032339823286	0.419278128451536
SYNC	0.370795387199119	0.631748602097069	0.768727270312046	0.146552648546736
KIAA1522	15.6836890377719	19.7570438373035	0.333102155951289	0.172892643256463
YARS	236.274171744044	173.640305966653	-0.444360060221609	0.0125585003025525
S100PBP	47.8589842848557	29.9778577439044	-0.674892488631687	0.0492259964619389
TMEM54	13.8757077758689	25.8331310187398	0.89666114838824	0.000914975835201332
RNF19B	23.693046481749	29.808206365276	0.331245853302604	0.0202370875842807
AK2	73.1856354793488	69.953295427674	-0.0651684882597238	0.41172723349174
AZIN2	0.984710299143487	1.95050409025957	0.98607577117438	0.0164800903992744
TRIM62	4.59663285257725	10.4925022089746	1.19070942364263	0.00745345447459995
ZNF362	8.42000082641749	11.7040685491446	0.475117844279403	0.0130157465791851
PHC2	30.1449827454831	37.9427092682593	0.331904793292205	0.0214308540174691
ZSCAN20	2.56426190022843	4.90131859307322	0.934626308372912	0.0553307675555247
SMIM12	24.715061759959	27.8855227652283	0.174125805591422	0.146894606463016
LOC653160	1.24971907899669	2.16806664986593	0.794805276367758	0.0810724083181738
ZMYM6NB	19.2444556929554	31.1461022856872	0.694608764694572	0.0129842518817564
ZMYM6	16.4917863008287	18.8244757543378	0.190862015485554	0.481910821677926
ZMYM1	3.78227703336166	7.68235746804833	1.02229405798578	0.0228991914150898
SFPQ	248.640011721366	319.710388848642	0.362707147752054	0.036181130489222
ZMYM4	19.714330810001	26.2333314749505	0.412156292868209	0.205923758152582
KIAA0319L	31.429883859888	38.2653275842695	0.283900809349404	0.0621376630190971
NCDN	27.3414938679557	30.152858288714	0.141202696226649	0.0358416322231134
TFAP2E	0.556607029936624	1.00923069220358	0.858524951482674	0.0618195749529869
PSMB2	90.6957737260428	95.7477595584717	0.0782034041101788	0.482657932883356
C1orf216	21.7788294421893	22.8260933479501	0.0677575506962526	0.208179441012956
CLSPN	18.7516223490385	22.6832305278213	0.274610702600217	0.0452550409601333
AGO4	10.5006838601655	15.6415479739918	0.574900009886027	0.0282305662779496
AGO1	7.44810177568698	10.753433316068	0.529852659589041	0.0743953384651483
AGO3	5.20334322926761	6.8005896611854	0.386220968804796	0.281604475549951
ADPRHL2	47.6559278516282	48.1716036404103	0.0155272722362944	0.908926467348993
TRAPPC3	95.1117997109999	98.3014741274622	0.0475887162850627	0.731535724306221
MAP7D1	96.5482253420029	123.620282096484	0.356593816053093	0.0372733209718664
THRAP3	99.9954282863505	110.209730517283	0.140317563782827	0.498242043625168
SH3D21	1.42074642044578	2.93235998335267	1.04541314241242	0.00982645501461991
EVA1B	8.39993185582085	24.1652096049183	1.52448197927731	0.00541364812373694
STK40	58.0854134162216	48.384192393993	-0.263640133804594	0.0397889560505448
LSM10	99.5699072353572	117.036838905498	0.233181017632566	0.0305490175040158
OSCP1	0.93699872766916	2.9204214990792	1.64005761166913	0.0438916110431578
MRPS15	196.382638213621	189.805819298218	-0.0491431646392724	0.567595847557591
LINC01137	6.00019043858501	3.26682772748319	-0.877117912926951	0.0808847085784954
ZC3H12A	29.566218393652	22.8327024200767	-0.37284810696427	0.116143997763582
MEAF6	24.1272434747282	30.0097235093147	0.314766929118844	0.00764429477774919
SNIP1	13.8863456224995	18.483735315736	0.412589350812887	0.0347792759405727
GNL2	106.406080341245	118.828140651257	0.159295940032281	0.0922879220209797
C1orf109	32.1180615083296	27.1411261005335	-0.242904241126645	0.05393698559462
CDCA8	54.010312287044	66.5468193070374	0.30113482231232	0.252219894701261
EPHA10	1.0528823042689	1.28232856580019	0.284421790473781	0.103029558323355
MANEAL	40.5583830500376	43.1013640245918	0.0877333896159206	0.625381501445143
YRDC	35.2512017315958	30.2364110767982	-0.221385532123707	0.0840427571364063
C1orf122	98.1600138912863	97.0292827007974	-0.0167152457447193	0.966881385991375
MTF1	9.9986825056378	10.7676982515729	0.106899973065419	0.647583025450882
INPP5B	25.1676144463982	22.7423572663999	-0.146186676106393	0.343149983807683
SF3A3	96.9992300080543	102.06204265758	0.0734012208856721	0.341837917573961
FHL3	0.369206727692215	0.421914624747998	0.192522254252828	0.802440503217361
UTP11L	43.9227928333608	53.239749666702	0.277533996605248	0.108682795961281
RRAGC	55.5697615423998	68.4440182833897	0.300624412075118	0.0469864008268873
AKIRIN1	74.779239253067	87.1215235033343	0.220391388444825	0.178967443132745
NDUFS5	450.956947268717	550.847131351424	0.288662297652154	0.28003031321863
MACF1	33.8942201304591	34.7841707326041	0.0373916504260902	0.910534101297299
KIAA0754	0.699313594792403	1.87973232253507	1.42651577716046	0.0354512890197452
BMP8A	32.8131470358781	36.4778873375308	0.152748210273125	0.5892153389339
