KB528_0	GNE781_6	LOG2_FOLD_CHANGE	P_VALUE
GNB1	180.777601296634	183.222315209995	0.0193792883586212	0.46274802921641
TMEM52	2.47781032129569	3.80899068750471	0.62034300865384	0.00559615730724876
FAAP20	8.47751942626591	7.85857426431637	-0.109374588789674	0.155335173906525
SKI	11.9081881027378	15.552268174166	0.385171085455222	0.0134682915007505
MORN1	0.837784701544278	0.949995320930969	0.181340867708197	0.150229901531311
RER1	94.0796293705742	97.9600482510566	0.058311107867245	0.181743711290891
PEX10	23.7548850062809	28.9953001741702	0.287594850961786	0.00673378931650489
PANK4	22.1502992352221	27.3611463087469	0.304802485187637	0.00105436698143419
LOC115110	15.9065106037955	4.4605275644038	-1.83433112907668	0.00239707867100477
TNFRSF14	48.8349525759718	29.6835324749413	-0.718251306273688	0.000550379843852497
FAM213B	8.35440931900842	12.5519257765044	0.587298992055752	0.012638804729731
TPRG1L	59.9185460953567	97.7735777475337	0.706442027427286	2.07574984289238e-05
WRAP73	39.40413466648	49.3334746851147	0.324219884408348	0.030545806177021
TP73	8.29874751624912	14.1675817045837	0.771628002435296	2.81705891089753e-05
TP73-AS1	1.78306767775525	1.96721225652394	0.141791166002668	0.115468945551772
LRRC47	58.1668176126669	61.2570703861275	0.0746799973496199	0.0105149146754676
CEP104	24.8212912823217	24.8668455962012	0.00264533972361231	0.953056345427247
DFFB	8.7201266571988	7.59048176473865	-0.200157634058564	0.0607289953535158
C1orf174	33.6084951944827	41.7515513880338	0.313003857629018	0.0188873074296431
LINC01134	2.40714304014601	2.39735034574313	-0.00588111589781176	0.978067766180024
NPHP4	8.35097001275524	10.293009730596	0.301649205912825	0.0037342070608272
KCNAB2	68.7757024707073	50.4377499829129	-0.447395051424583	0.00921937730611238
RPL22	538.542911011367	505.837741830515	-0.0903866189200851	0.0922535063683712
RNF207	2.07014691460119	1.06740174656987	-0.955629879732482	0.00821287374559705
ICMT	49.6453309529563	82.6061421230438	0.734591014768832	0.00129943126429426
LINC00337	0.653516792212241	1.61068433871746	1.30137757106467	0.0163758576517641
GPR153	0.39548622022032	1.11000255123246	1.48886365907464	0.00287499206436654
ACOT7	44.0941361424341	62.137712376096	0.494882317286113	6.58391330614187e-06
PLEKHG5	0.630564546169461	0.708978975353095	0.169098789233829	0.225454702796324
NOL9	12.8591785899033	17.1507746815997	0.415475252725266	0.00258934694951051
ZBTB48	18.0190654059786	16.8920341103617	-0.093181119383263	0.328658199540689
KLHL21	30.710711729111	33.2016541560188	0.112513173033499	0.00388027898306596
PHF13	16.9316932165732	23.8470539678174	0.494084794703669	0.000310638853274188
THAP3	10.4721026006705	14.9945075515751	0.517883004805358	0.00621163990778878
DNAJC11	46.9482147456385	43.1795920541503	-0.120720685611805	0.104583693146768
CAMTA1	6.21519076753978	6.90001466355903	0.150800754151131	0.0278559121516567
VAMP3	40.2667756395207	51.9454157468043	0.367406481798717	0.00244480963851004
PER3	0.283454837362389	0.569596298657066	1.00682088142876	0.00739731698903201
PARK7	375.503631765891	438.118198047822	0.222493279757054	0.0131807874853213
ERRFI1	1.10260499383297	2.0231859327747	0.875712870381527	0.00660895490185651
RERE	11.2532366668022	8.88653333225646	-0.340647376937874	0.00629826465413521
ENO1	572.499447859056	630.977871585666	0.140315108914802	0.00197815758040131
H6PD	2.8177007760163	3.28268559377999	0.220358165652394	0.106058495448267
SLC25A33	16.6581247184365	18.1846873293893	0.126498121021129	0.155149324934237
TMEM201	8.98763768138288	14.7564602574753	0.715332821404819	0.000311790047062994
PIK3CD	2.58215767382241	2.78481643105149	0.109005133070162	0.486488489010635
CLSTN1	69.2000434768167	78.6444173804563	0.184571414457246	0.00402063348337884
CTNNBIP1	20.1265738927613	29.634832805569	0.55819231209114	6.52629286516717e-05
LZIC	28.5287621975716	35.6822305036758	0.322788648442734	0.0015675370838034
NMNAT1	7.93236045481216	8.52726461184278	0.104332789334868	0.279258368882499
UBE4B	40.5017194591123	42.0567464934775	0.0543540901730792	0.106697353807985
KIF1B	13.8676433145515	11.3506250130174	-0.288950894465904	0.00620232832499644
RNU6-2	2.10561580094523	2.04993189390822	-0.0386662414650765	0.857834080527458
PGD	133.661280372752	175.146820665799	0.389983200727953	0.00394368554847189
APITD1	5.24138957042372	8.94897542043744	0.771773173433579	0.00119923079610896
DFFA	24.5725859182363	28.9618398072356	0.2371035638488	0.0193337524067153
PEX14	19.0857268974715	26.3250794766012	0.463943752850872	0.0216907643176329
TARDBP	99.4124004408462	115.092828625694	0.211300216590512	0.00436805612007514
SRM	217.275027445795	272.346415271248	0.32592051042559	0.00298237547179358
EXOSC10	77.6387442382341	111.030820634281	0.516111515946274	0.00183857873455456
MTOR	23.0586847226737	30.6201699701677	0.409172067758286	0.000236538234613485
UBIAD1	26.6744876507361	32.303841964847	0.276245197120032	0.00883763166011046
PTCHD2	1.07209878741805	0.783648279090068	-0.452159660369501	0.0360198914642375
FBXO2	3.33358137316285	4.83078222049148	0.535183871278552	0.17213768284824
FBXO44	12.4668289464712	13.8197073057109	0.148632511540923	0.0556922506493578
FBXO6	8.51202769746252	14.2505064671682	0.743438443617761	0.00999469923997185
MAD2L2	75.3974844417362	101.546067874459	0.42954608044692	0.0186009750738351
AGTRAP	88.9563935458904	57.2116256793461	-0.636789960352822	9.06638309552818e-06
C1orf167	2.41681547567694	1.83731206196116	-0.395510642565534	0.0416416476092602
MTHFR	15.6190392020896	10.5777953567911	-0.562266739819827	0.00646500449834364
CLCN6	6.61253350875441	4.49310439811763	-0.557490544506965	0.00631293190357457
NPPA-AS1	1.52181812966564	0.496106339917019	-1.61707465553007	0.089586402755839
KIAA2013	94.5810418193925	104.514915227364	0.144085904257621	0.110195517559414
PLOD1	28.0549071964729	36.6610184990506	0.385993726215831	9.43747944865967e-05
MFN2	59.1241323326349	75.067407674453	0.344439556279898	0.00277918296192811
MIIP	29.3797410599504	32.8710684739845	0.16199667130456	0.000518097813447007
TNFRSF1B	9.49862499724703	9.86778866387545	0.0550081313179194	0.442234188486589
VPS13D	6.16572505826898	8.79032680407811	0.51164624415234	0.000834616678996359
DHRS3	0.637758439370471	0.88057751204219	0.465439916636414	0.284311454313082
PRDM2	16.7219703473547	18.5032394965833	0.146033025975073	0.0507746258221536
KAZN	2.69374979397815	2.74395367484638	0.0266402713679255	0.308830045653748
TMEM51	1.29458305809359	1.53543109951349	0.246156245794227	0.183089258178007
EFHD2	30.8087316260393	56.5240279614354	0.875524988442051	0.00253997591817047
CASP9	7.94644372716762	18.7800386637546	1.24081877269952	1.99997628551717e-06
DNAJC16	13.1177087401976	13.0371444335979	-0.0088878413833901	0.843792322471881
AGMAT	15.9934143081515	14.9473760666513	-0.0975857121942795	0.015474168725492
DDI2	6.96999133634044	7.81722327117335	0.165499380978598	0.160447158963162
RSC1A1	8.20519542834776	8.85848630742909	0.110522503801057	0.362359025452001
PLEKHM2	61.3345634504549	53.6004396171377	-0.194455461873036	0.0486138378723564
SLC25A34	2.14579432094472	0.714004997792961	-1.58750571948366	0.00193516314908709
UQCRHL	32.0551243076179	27.6361801081946	-0.213996784197862	0.0479364301722365
FLJ37453	3.46778062463811	3.15390384749884	-0.136873957463455	0.261284347936693
SPEN	25.6082417793381	23.5111878059422	-0.123260776158376	0.207974241639539
ZBTB17	17.6944411190629	24.7593694573614	0.484678379355834	0.00249615174501745
ARHGEF19	5.09666764714866	7.3165121197475	0.521601781748869	0.00153790623378474
RSG1	5.04286175103705	9.93053635529393	0.977628966172587	0.000621189152406053
FBXO42	13.1971590893747	16.1683078669611	0.29294129938691	0.00158577830876074
SZRD1	96.9394281412607	97.9693143748877	0.0152463719272245	0.401143859141494
NECAP2	100.897613355917	97.0296752069778	-0.0563941006068029	0.0522818563795734
CROCCP3	1.54263395209991	2.19649706163979	0.509808800587364	0.0104444589352372
NBPF1	5.56537950027896	10.0425736192783	0.851577064768611	3.67394668636969e-05
CROCCP2	83.4700287493341	107.377663265725	0.363363741752044	0.0105440419487302
MST1P2	4.24040843441414	2.78907593053597	-0.604416020070464	0.0182280655958071
MST1L	1.08534387082666	0.641219971788213	-0.759260939656213	0.038490122882947
CROCC	8.46718766883166	11.4587295779504	0.436492331502772	0.0365246852542289
ATP13A2	15.4494604752926	26.9178345446351	0.801005896985793	0.00939225008536417
SDHB	158.679647900096	178.03033479398	0.166005983256059	0.0566124949746804
RCC2	134.980850632575	134.294571075415	-0.0073537662754528	0.747427672135734
ALDH4A1	9.96553834119914	19.6221051436581	0.977460181300309	9.62213640886226e-07
IFFO2	9.11157211957389	8.5847632763023	-0.085921646866029	0.111708318052812
UBR4	26.3359790925645	28.591404508516	0.118546396316526	0.189526518654491
EMC1	30.3892255088006	29.1019184203555	-0.0624456474005132	0.0422683877181569
MRTO4	69.5139377114659	77.5410741488534	0.157658449707784	0.0172226960386538
AKR7A3	0.627185311927331	0.704253784946591	0.167203638923694	0.692456221106091
LOC100506730	4.75664102657031	5.12745653435	0.108300204646299	0.175709061484694
AKR7A2	37.879502478761	54.7811826125516	0.532263029062103	5.16683499369966e-05
PQLC2	8.96125596539119	13.5654467697392	0.598163710105569	2.94340141964912e-05
CAPZB	129.656905414497	127.293641107126	-0.0265386930263737	0.18507676276207
MINOS1	44.6370625999959	44.5158857302625	-0.00392183051633894	0.942806045293495
RPS14P3	3.50676506941528	1.88476373570024	-0.895757096599872	0.0267603207264618
TMCO4	25.4293525001982	21.9842939127047	-0.210021530499777	0.0143246553082044
OTUD3	5.11531928861481	6.20391786055403	0.278355292223543	0.0716478051313775
MUL1	37.3642302580608	51.2035150792409	0.45458505186393	0.00022977367988984
PINK1	27.1303748380938	54.546600123131	1.00758029621637	2.60891406403658e-05
PINK1-AS	5.95444558294527	5.54448478349958	-0.102913779926043	0.0962166074863198
DDOST	416.537269105947	427.866107614735	0.0387138193238145	0.334252607367368
HP1BP3	149.801977413576	133.760082989395	-0.163409020131736	0.0868312298948822
EIF4G3	21.0907706741256	23.2978191004303	0.143583097732364	0.0157697060495193
ECE1	38.2071603399279	40.8525989049724	0.0965848240371825	0.125979645993755
LOC100506801	2.14867473441335	0.90011591918183	-1.2552643922534	0.00316426415805841
NBPF3	7.57388867008261	15.2286791528459	1.0076846962019	9.3274655247838e-06
USP48	77.7579400968208	66.8787490576306	-0.217442138097488	0.00224340102164577
HSPG2	3.67331379889121	0.7686217626114	-2.25673641565144	5.16145177446846e-06
LOC101928043	1.70752589514916	1.38453251071146	-0.30250852704047	0.314975646727825
LINC00339	21.7791981667485	13.8255370571467	-0.655615316618754	0.00146275575988665
CDC42	175.828914719794	210.528623344521	0.259844056215891	0.0079545623015026
ZBTB40	11.5933203849049	13.7719515383571	0.248439188782873	0.0507633508148735
KDM1A	39.1862530290747	59.5450937355911	0.603635011284406	1.86893330335221e-05
LUZP1	5.11192596695057	10.7564518438473	1.07326341672564	0.000719363702247606
LINC01355	2.66291445619249	2.24081642073488	-0.248981623317559	0.490810425493973
HNRNPR	71.8418099698503	90.9669353783807	0.340518552891995	0.0016225958126698
ZNF436	3.25247419974775	5.85449647211004	0.848007481327794	1.88245076115697e-05
ZNF436-AS1	1.07575460733567	1.11232778159331	0.04823296598113	0.638354734024518
ASAP3	0.144636526538865	0.505630912131677	1.80565272966229	0.00580284093300329
E2F2	89.1969900546838	75.5719487418909	-0.239144201897835	0.000394809372526832
ID3	18.9080425074675	14.6871188635408	-0.364448599493475	0.00522565081084509
MDS2	4.12535368923886	1.05590284191162	-1.96604072250583	0.000563799779502712
RPL11	3444.93010564202	3313.02252651912	-0.0563266994223793	0.155042649235974
TCEB3	32.81125967494	41.6954481723631	0.345698913267613	0.000676775985643731
TCEB3-AS1	10.640363748168	7.61542946775015	-0.482550167132697	0.000487718547310567
PITHD1	65.4751479040829	96.2826732403322	0.556328784542283	0.00100204766563616
LYPLA2	92.3440364685464	100.587685253307	0.123362988912928	0.0123447534661322
GALE	18.2198425934958	22.4718137117884	0.30260607455226	0.00548248496987818
HMGCL	35.5751376715596	43.767686677052	0.298996793122213	0.00383513379511688
FUCA1	47.8525645708203	64.6755299410092	0.434623724782596	0.0102513104949201
PNRC2	164.811829975546	206.202270724076	0.323240418940906	0.0015759067801411
SRSF10	23.9639708165313	28.5773021887675	0.254002745005776	0.0117751408133958
IL22RA1	9.55556304666269	11.3788631119341	0.251943632528362	0.0139894438839743
IFNLR1	30.9251654124218	21.4529713936009	-0.527603826514567	3.77935616868999e-06
GRHL3	17.542190670356	5.12185418734899	-1.77609083597376	0.000128893242438199
STPG1	9.1147392918455	10.4905025886007	0.202810500848501	0.0935932782607206
NIPAL3	47.5256921262663	48.4601879390385	0.0280923625955	0.411177659972345
RCAN3AS	2.01972434694249	1.33017591482417	-0.602541352879798	0.163106592013372
RCAN3	17.6492041514305	22.7052365413819	0.363421936637525	0.00985264166573227
NCMAP	0.645316574418012	0.349036274059139	-0.886630102148897	0.0448449229480275
SRRM1	84.1567339600668	90.109372218495	0.0985984514930521	0.126200146106949
CLIC4	146.310032430395	116.396326878992	-0.329983166177783	0.00105547910889301
RUNX3	61.0985559571756	60.7424012695391	-0.00843434058319192	0.744670311277911
SYF2	100.934727164891	117.908058390196	0.22423969498103	0.0319326778023666
RSRP1	139.732527464117	90.5895875634174	-0.625250755387925	0.00194439032405099
TMEM50A	131.124298480945	150.489584166871	0.198728582852037	0.00231079803773265
TMEM57	26.0446180955544	35.6124086805689	0.451394734780511	0.000636796191561817
LDLRAP1	151.050422300906	104.478369384785	-0.531825931765261	0.000136881134922658
MAN1C1	12.2983564050978	16.0693773906854	0.385848511070821	0.00765712412716676
SEPN1	17.2834168435783	19.4846010784117	0.172945935357832	0.0529545869477105
MTFR1L	37.083290659295	39.9395769962762	0.107049783099578	0.111403112775214
AUNIP	4.82176825592038	9.64134665212937	0.999672354793899	0.0035353777732991
PAQR7	0.820050685447826	0.936519471585836	0.19159590833289	0.328536733202709
STMN1	265.467368947229	326.742095088603	0.299617796226235	0.00471259921604345
PAFAH2	10.7445229329029	12.7990080789504	0.252430578778257	0.0201874608943746
PDIK1L	17.4944528180753	21.6938314825213	0.310387337402094	0.00310694156214891
ZNF593	87.0138296756217	116.67737474541	0.423208209673962	0.00853315407578082
CNKSR1	17.9721590102368	21.3843477307764	0.250791471141488	0.0223391663025853
CEP85	22.3630177995026	28.6460146447576	0.357219551856341	0.000166682509262937
SH3BGRL3	165.948240969479	194.268939440013	0.227321917914462	0.00683349621110058
UBXN11	19.0215468455743	20.3827432985571	0.0997136639001561	0.373117253855965
CD52	9.20691591398989	7.35544903892188	-0.323904552074023	0.193113132737857
DHDDS	24.040984586126	33.6318080219741	0.484330357113664	0.00115565497404646
LOC101928324	1.69102367495309	1.09739499468882	-0.62381395746861	0.146049532078234
HMGN2	471.590663354334	949.91928477022	1.01026977612323	3.3535309726916e-06
RPS6KA1	64.0502869262516	70.1012103048685	0.130234319308136	0.000301358240729069
ARID1A	74.1828875691211	60.9919189902727	-0.282468317674647	0.000973143398696872
PIGV	11.1706621911694	11.1571323760554	-0.00174843955138175	0.964420994484776
ZDHHC18	57.3828577846647	59.077546330914	0.0419900887765607	0.0265592056773601
SFN	7.08300536177489	11.5024890394602	0.699512542211888	0.00278878650457871
GPN2	33.3954639981032	36.7484919376703	0.138032887488752	0.0702551879457472
GPATCH3	16.1292313669713	23.0079801834192	0.51245664931849	0.0019493071813813
NUDC	110.07636057508	157.455781775866	0.516442057698377	0.00335933316956821
KDF1	14.8985939836216	19.4816986064159	0.386943284783026	0.000361000374214314
TRNP1	0.281792865770797	0.376525027307912	0.418110675839471	0.401011091783873
SLC9A1	12.8261311163875	22.1399916120924	0.787568615087606	0.000439125721437406
WDTC1	44.8528819635059	59.083543410544	0.397555664667442	0.000455430210938071
TMEM222	56.51401297628	62.1183721473306	0.136411386989037	0.0185982089035302
ACTG1P20	1.4917318503856	1.08538837541603	-0.458776861493798	0.113637295732528
SYTL1	20.8710773277306	10.501271233748	-0.99094108752542	0.00223554996907379
MAP3K6	1.26524131019042	3.17255017554852	1.32623041542686	9.84015467166522e-05
WASF2	69.4215329533953	78.186773058776	0.171541343046974	0.000991433079165188
AHDC1	1.07063700220111	1.7106296866604	0.676058062691072	0.0189421254207399
IFI6	11.3087466885378	18.4672070940589	0.707526646429142	0.00738530059762697
FAM76A	7.22334166541409	12.9612796262612	0.843469841134135	6.84858094338955e-05
STX12	19.4697714549077	23.2893831364123	0.258436478391359	0.00848967798765987
PPP1R8	62.0363992692355	77.7610754502477	0.32593322025338	0.00579323963848545
THEMIS2	0.661459403197684	1.96451037266555	1.57044526577253	0.000173993475996231
RPA2	65.0077795488239	102.110402553407	0.651445566647107	0.000101977352945307
SMPDL3B	3.19677343723642	3.10505929097484	-0.0419956836816833	0.779338596116902
XKR8	11.3384204473939	16.6842053694227	0.557263303106844	0.00535035503578111
EYA3	27.3553943041468	20.8124928289756	-0.394375575963052	0.00580062677904123
DNAJC8	193.12152114546	226.689049318741	0.231205755592035	0.0026024376795532
ATPIF1	203.993152846577	164.990409655954	-0.30613856023741	0.00231243447598414
SESN2	83.3016632293272	21.656252285594	-1.9435617017066	0.000731764671074477
MED18	30.2569482294756	42.4857476484892	0.489712471064129	0.000693145811030359
PHACTR4	19.6636842487621	23.4245412991851	0.252487142403509	0.00652904250179236
SNHG3	96.393714482573	62.7157163186514	-0.62011205392446	0.0178096009555791
RCC1	70.0822734280724	76.5904318005777	0.128114596213341	0.0197451673651579
SNORA73B	29.5403635390773	42.6208280335869	0.528871041174026	0.0121321352443824
TRNAU1AP	46.505948348923	42.9676155604931	-0.114165537511352	0.138482127106512
SNHG12	95.4622169006621	99.7775637608043	0.0637856037112579	0.672225092097257
SNORD99	33.2815647953454	23.0556644994814	-0.529602019068917	0.173148057008201
SNORA61	76.357943473523	83.3477660741678	0.126365284366737	0.570278562745056
SNORA44	36.1694580825108	28.7226327771853	-0.332583986938181	0.0917599570796414
SNORA16A	28.6475044877074	26.1625516280402	-0.130906216436318	0.703877150320446
TAF12	39.3896048772756	52.9814919560119	0.42767352535007	0.000234931445030927
GMEB1	22.9706463212687	25.7199653054233	0.163097246406282	0.0178136040550053
YTHDF2	87.9478359204471	101.52955951445	0.207179833904435	0.0354976436761113
EPB41	67.3367333407149	73.8187647914107	0.132593862765302	0.0644393472462355
SRSF4	141.707407430956	158.271215761247	0.159483727558347	0.0397083717015925
MECR	23.5919576847525	29.7704097863422	0.335583940394358	0.00746825912122694
PTPRU	0.188360962679391	0.392933720686745	1.06078598082106	0.000722695681043339
MATN1-AS1	2.2084199998415	1.27412031074182	-0.793513058910024	0.00469479883268211
LAPTM5	1582.23037698278	1038.05614723581	-0.608075195885007	0.00248330760518882
SDC3	1.2893150849101	2.81187683035135	1.124928525967	0.0107571258544969
PUM1	37.7623535862928	41.7758405737952	0.145720171829028	0.0248870886780625
SNRNP40	66.3091564781392	97.2823729314095	0.552970317204075	0.000113414602018377
ZCCHC17	40.0890603455234	72.9012022551426	0.862734004747608	3.0619338051142e-05
SERINC2	3.50162038407292	6.8915397519461	0.976803667597624	0.000146051794281436
TINAGL1	0.691368301853396	1.81476335968144	1.39225507195043	0.0517260769925098
PEF1	48.3709062519426	62.3394047140442	0.366004810957589	0.00197486614459573
COL16A1	0.347434156397923	0.658504365021804	0.922453410716484	0.036771325475048
ADGRB2	4.94747059336414	7.34945266939611	0.570945680891202	0.000150409749702401
PTP4A2	112.420298324885	130.676831796362	0.217100834343236	0.00136816274260523
KHDRBS1	124.292269621917	136.407124651354	0.134182428900078	0.000700501500594376
TMEM39B	35.7581147851644	40.582636072289	0.182591901613868	0.00683653880428281
KPNA6	33.6604261454398	37.3775183146072	0.151117342836944	0.00392092098479153
TXLNA	61.2037679799583	70.3734895706306	0.201411578431953	0.00615915789306785
CCDC28B	1.30093757815735	0.44961451761619	-1.53279121539377	0.00805990828378965
IQCC	4.18572522987342	8.40582575184601	1.00591194091505	0.00108589061154227
TMEM234	7.88665391548135	12.3040389805335	0.641646738633215	0.00272595346868866
EIF3I	271.378001847553	284.891446005299	0.0701085254412893	0.0270120738502849
FAM167B	0.888342299745017	0.726770451638074	-0.289615923949129	0.589988066700128
HDAC1	100.676759868674	100.229814824078	-0.00641896826023094	0.865980298560275
MARCKSL1	35.1104779512708	61.7935564677569	0.815554773288748	0.00029994161528487
FAM229A	16.9486690190961	10.7985090494294	-0.65033984962689	0.0132667843670464
BSDC1	46.4541107957475	47.6857207330907	0.0377510540295983	0.247205092286406
ZBTB8A	4.98087971030656	4.8752742526396	-0.0309171917218069	0.702017055090478
ZBTB8OS	90.7253127757727	82.2002606129698	-0.142362157481474	0.231062457413219
RBBP4	97.1157305230634	104.162280970948	0.101056043224824	0.0031390409097316
SYNC	0.484093478468102	0.739376415236839	0.611023366045758	0.271885542605973
KIAA1522	17.4525407358231	20.5665901488111	0.236865542276403	0.0193854093678511
YARS	241.779533210454	151.768292079862	-0.671821714970258	0.000601251339972264
S100PBP	54.1842390969831	29.5930309460572	-0.872615800734399	2.82636474872269e-05
TMEM54	12.3728894213704	19.8870855668236	0.684649416138736	0.00389754187601807
RNF19B	24.2812554493392	35.4177412723085	0.544629191427716	0.00133453616254434
AK2	75.4358090095462	80.1604971834626	0.0876419302909121	0.00291008346939436
AZIN2	0.827518909905263	1.20904766812105	0.547006940745444	0.0645601566714039
TRIM62	5.04225475074692	11.8452096895762	1.2321628233905	0.000265143203707452
ZNF362	8.97727748847292	11.4931579145706	0.356425359493926	0.0168572826154057
PHC2	28.0381684597799	39.9476660267451	0.510719103936055	0.00401538506957104
ZSCAN20	3.3916167803746	5.01114500669957	0.563167116769148	0.0243856676166878
SMIM12	22.2822185849203	24.1769593773695	0.117739929640115	0.0726932510951441
LOC653160	1.63644644284211	1.59015331465764	-0.0414005173572832	0.590717018459052
ZMYM6NB	22.020042624294	26.6459198761917	0.27509737745079	0.0255361206283276
ZMYM6	19.6432957038023	20.8369596802954	0.0851077876305834	0.246289694557144
ZMYM1	4.84326909467042	5.34579575233845	0.142423555267857	0.286902085398608
SFPQ	259.697526541768	349.510335801543	0.428502846643061	0.000329447100429488
ZMYM4	23.6484319492464	23.3378796475948	-0.0190710347114735	0.71797340152146
KIAA0319L	31.298749463066	27.3632419124746	-0.193865849234003	0.000860075279440624
NCDN	25.9726663381647	31.0853027561293	0.259238502293852	0.000628672927986102
TFAP2E	0.588392480888153	0.443355052732792	-0.408316292985121	0.186879172361852
PSMB2	97.9338280873875	102.181480864764	0.0612545656805676	0.102276766594463
C1orf216	19.440898821917	20.4958583152679	0.0762374862865885	0.0897081098893517
CLSPN	18.7588951811661	51.9991024306212	1.47091185897533	0.00106186799676328
AGO4	11.3139980085354	15.2560820136582	0.431275682270933	0.000245890797226487
AGO1	8.73900960089202	15.3559832860057	0.813259202724777	0.00193852162935594
AGO3	6.53522152819927	9.07593291033012	0.473809803867313	0.0123530402545041
ADPRHL2	42.8946745124591	51.5480994496002	0.265120692762958	0.0259098214840136
TRAPPC3	85.1898978623776	89.7374056117673	0.0750271146153194	0.200033540539881
MAP7D1	86.6467444519745	83.4317681241494	-0.0545487245420211	0.363422505726544
THRAP3	107.622899521685	137.837011585988	0.356978247471368	0.000695239724579573
SH3D21	1.46253683961867	4.62339202102586	1.66047873002091	0.00909979549822754
EVA1B	5.84699974484532	17.8271576309205	1.60830826395684	0.000152011819035556
STK40	58.2076460666585	41.8239866234946	-0.476878090947166	7.33685182645423e-05
LSM10	105.596589120966	111.971318535025	0.0845659982114433	0.110589196382627
OSCP1	1.12131033347971	4.52438561106198	2.01253628151371	0.000228102364791127
MRPS15	203.692681173346	196.178856395591	-0.0542245838206566	0.083428214685698
LINC01137	5.36590530843538	3.17594501181542	-0.756635661802934	0.0110201869933284
ZC3H12A	33.32114931124	17.1642444879511	-0.957031806787756	0.00078968540922326
MEAF6	25.6211891495374	36.3628549774306	0.505128038451539	0.000175144380457404
SNIP1	15.1766899409316	19.8007688722743	0.383699280766827	6.41935086991181e-05
GNL2	109.144479939713	143.543530445276	0.395249142426142	0.00702782038291437
C1orf109	32.2266838077756	27.2589091836886	-0.241527908586454	0.000387337905892187
CDCA8	62.5985814795738	105.849929503219	0.757818438172504	0.000225200138771914
EPHA10	1.0415252053697	1.84632652492935	0.825959964135544	0.00892813805398219
MANEAL	43.0286498459768	63.4146132277303	0.5595177604316	0.00104999281938695
YRDC	32.4525256589238	28.5027351241792	-0.187230395139883	0.0624993616657237
C1orf122	68.0642315848833	83.7959542797769	0.299983744290167	0.0373304540941
MTF1	11.1429414597524	11.2958911552836	0.0196679736910905	0.618863137402057
INPP5B	26.1029338394555	26.2618310690638	0.00875554198202564	0.822984111130122
SF3A3	95.4887515662436	126.763408925984	0.40873566143229	8.91307601889368e-05
FHL3	0.313804918472884	0.665949364590304	1.08554452145738	0.053002406788448
UTP11L	45.3044637156466	65.3656790064832	0.52888012929857	0.00186209463220451
RRAGC	58.3395665924727	62.6421892680664	0.102659965518007	0.0131921038699334
