GENE	H3k27me3_29_DMSO_compare_TSS_SIGNAL	H3k27me3_29_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
CHRDL2	1527.8742	61.1685	-1466.7057	0.0384939309686266	-4.64259305327515
PCSK9	3186.752	1748.1552	-1438.5968	0.354242770765781	-0.86625347782118
KCNA1	1468.23	32.6823	-1435.5477	0.021774956471474	-5.48942465960172
C2orf89	1453.41	60.685	-1392.725	0.040080047817343	-4.58195796952276
LOC641518	3921.99	2539.5268	-1382.4632	0.393023322325804	-0.62702615804955
MT1G	13412.5344	12036.6749	-1375.8595	0.472968521658549	-0.156144964761588
DENND5A	1682.171	324.2765	-1357.8945	0.161617236434046	-2.37502798727519
DYSF	2365.5294	1017.3885	-1348.1409	0.300742888262231	-1.21729239953307
RHCG	1331.3296	0	-1331.3296	0	-8
TNFRSF8	2511.4	1199.9509	-1311.4491	0.323319172002841	-1.06551645595084
LRRN2	1308.439	0	-1308.439	0	-8
AMPD3	1651.2746	345.1266	-1306.148	0.172874370141633	-2.25838247805418
SEZ6L	1260.0984	0	-1260.0984	0	-8
CECR6	1350.0778	124.0668	-1226.011	0.0841618929377756	-3.44385353662223
GADD45G	1760.4376	579.918	-1180.5196	0.247790549436163	-1.60201326702184
SEMA5B	1312.15	132.2496	-1179.9004	0.0915602579784708	-3.31059738888978
CA14	1702.8	557.2262	-1145.5738	0.246557407166342	-1.61157399707378
WHAMML1	7028.8	5886.9883	-1141.8117	0.455797831557831	-0.255748644150805
STAT5A	1264.8	135.1791	-1129.6209	0.0965579414721263	-3.22596525348118
CYBRD1	1424.0891	316.1585	-1107.9306	0.181674435293001	-2.17131950087186
AIM1	2861.0796	1799.4138	-1061.6658	0.386099420288848	-0.669032644050393
CHST13	1166.7102	115.1011	-1051.6091	0.0897956664916279	-3.34147272724777
SSTR2	2899.8	1878.397	-1021.403	0.393118366614018	-0.626451391174571
VMO1	2176.0785	1159.8298	-1016.2487	0.347680360398396	-0.907817489767486
NODAL	1398.096	390.9549	-1007.1411	0.218526426497983	-1.83838933149892
ARL10	1007	0	-1007	0	-8
LIPG	997.5015	0	-997.5015	0	-8
WIPF1	1258.1301	260.7456	-997.3845	0.171670137325918	-2.27056630227937
SCUBE3	986.013	0	-986.013	0	-8
PKDCC	984.0929	0	-984.0929	0	-8
LOC388242	975.9024	0	-975.9024	0	-8
MIR4257	2547.886	1577.7167	-970.1693	0.382420900587446	-0.691462555029693
CORO2A	1034.7942	76.0716	-958.7226	0.0684795589170177	-3.76584211334861
CR1	956.7243	0	-956.7243	0	-8
FRMPD1	949.2045	0	-949.2045	0	-8
CSPG5	1278.285	341.955	-936.33	0.211052066360539	-1.90233113874502
FLJ16341	1237.491	310.7364	-926.7546	0.200704625173279	-1.99365487748816
SCUBE2	921.2023	0	-921.2023	0	-8
SYNC	921.07	0	-921.07	0	-8
NSFL1C	1235.3643	337.371	-897.9933	0.214512257720673	-1.87252867312804
FGR	1461.6007	565.6224	-895.9783	0.279013395220289	-1.36963806945795
TMEM130	1341.8836	459.9216	-881.962	0.255256006587172	-1.54479967229376
COL9A2	2186.5992	1307.0475	-879.5517	0.374121258454669	-0.742377229301103
RASGRF1	1423.7451	551.0096	-872.7355	0.279026858373853	-1.36954151714863
ZBTB16	994.4983	121.7988	-872.6995	0.109109662651636	-3.02946898548156
CLTCL1	1048.1814	176.714	-871.4674	0.144268645306367	-2.56840016797913
HNF1B	1279.556	429.0149	-850.5411	0.25109575493765	-1.57654362901141
GPR150	946.1913	97.6128	-848.5785	0.0935163983356647	-3.27698964927689
SLC16A8	1579.4473	741.9036	-837.5437	0.319599936399103	-1.09011615469098
RAB11FIP4	827.9765	0	-827.9765	0	-8
DLG3	826.0187	0	-826.0187	0	-8
ARHGEF17	809.1108	0	-809.1108	0	-8
PDYN	1201.6714	392.9805	-808.6909	0.246436542044066	-1.61251280975606
CBLB	796.6992	0	-796.6992	0	-8
MARCH4	791.6304	0	-791.6304	0	-8
CLIC6	2342.754	1564.053	-778.701	0.400340482649898	-0.582916071406522
PLA2G2E	1738.8715	961.136	-777.7355	0.355975307475998	-0.855338832793013
ST8SIA1	765.1722	0	-765.1722	0	-8
SERPINB9	757.8207	12.036	-745.7847	0.01563407839407	-5.97642863094624
CCDC48	3294.6	2551.3091	-743.2909	0.436426406288117	-0.368865620048328
NGB	740.626	0	-740.626	0	-8
MIXL1	733.5248	0	-733.5248	0	-8
LMOD1	2301	1569.8635	-731.1365	0.405558992199027	-0.551621861664397
FAM160A1	1122.6725	395.592	-727.0805	0.260555390710907	-1.5048519777615
IQSEC2	886.5568	160.9911	-725.5657	0.153683759950261	-2.46123213012885
MIR3663	709.4115	0	-709.4115	0	-8
NTRK2	860.8468	151.5969	-709.2499	0.149733659264214	-2.50551626006188
PPM1E	754.35	53.4914	-700.8586	0.0662152249191487	-3.81785518600995
LYSMD2	977.4854	288.0276	-689.4578	0.227597503937139	-1.76286809075949
VSTM1	688.182	0	-688.182	0	-8
MGLL	686.446	0	-686.446	0	-8
SHISA4	2250.96	1569.8635	-681.0965	0.410870457638255	-0.519901298148851
B3GNT7	868.6293	198.5175	-670.1118	0.186026421107199	-2.12947442609819
SMO	662.9395	0	-662.9395	0	-8
TMEM176A	661.9125	0	-661.9125	0	-8
TMEM176B	661.9125	0	-661.9125	0	-8
FBP1	656.5448	0	-656.5448	0	-8
TMEM132E	3092.205	2439.5559	-652.6491	0.441008919962539	-0.342017425393531
REL	960.6476	310.7364	-649.9112	0.244407983740554	-1.62831604552695
CNTD2	642.306	0	-642.306	0	-8
PAQR5	783.1536	142.4704	-640.6832	0.153918221653717	-2.45863307865455
RFPL2	2695.0386	2056.808	-638.2306	0.43284393902783	-0.389898809601997
SCARA3	634.317	0	-634.317	0	-8
OLFML2A	630.942	0	-630.942	0	-8
KCNK12	625.8475	0	-625.8475	0	-8
PRR5L	624.0762	0	-624.0762	0	-8
CXCL14	803.7722	187.5575	-616.2147	0.189197902574693	-2.0994537256273
MYO1E	615.9607	0	-615.9607	0	-8
NTN4	849.3267	234.738	-614.5887	0.216535046293824	-1.85526819619546
LRP4	1595.9616	986.2752	-609.6864	0.381946070941286	-0.694363777137014
SH3PXD2A	674.8125	79.5408	-595.2717	0.105442370305797	-3.08471972030324
HSPA12A	656.972	65.697	-591.275	0.0909088393164782	-3.32193248684695
NRCAM	1502.8542	911.7914	-591.0628	0.377608788635483	-0.720929345502037
ATP8B1	587.673	0	-587.673	0	-8
KCNH8	579.696	0	-579.696	0	-8
KIRREL3	578.4318	0	-578.4318	0	-8
NFIA	574.3865	0	-574.3865	0	-8
GRM8	1564.311	997.3998	-566.9112	0.389349102170315	-0.649283543919263
RCVRN	553.7436	0	-553.7436	0	-8
GPR161	586.7895	34.1047	-552.6848	0.0549283597753047	-4.10480057849462
FKBP1B	547.6392	0	-547.6392	0	-8
SUSD4	854.1717	309.5012	-544.6705	0.265969242731355	-1.464581097027
SCN8A	544.67	0	-544.67	0	-8
ENAH	542.077	0	-542.077	0	-8
TPM1	2222.9223	1687.3136	-535.6087	0.431511970927381	-0.397729386964748
ATP4B	1183.336	655.4569	-527.8791	0.356460425749958	-0.852286951720013
IL17RD	673.729	147.4884	-526.2406	0.179597266205027	-2.19156690944
MAP6	5735.2	5210.5876	-524.612399999999	0.476035877034559	-0.138397722347924
PRKCB	712.1994	192.9687	-519.2307	0.213185484552538	-1.88391436251871
SNTB1	570.118	52.1874	-517.9306	0.0838613966711521	-3.44948711841284
CTSH	578.485	61.7976	-516.6874	0.0965161320954216	-3.22665683586229
ZDHHC22	806.1843	289.5981	-516.5862	0.264284314111999	-1.47705755056798
MYH11	513.0945	0	-513.0945	0	-8
SLC35D3	511.7707	0	-511.7707	0	-8
TRANK1	586.0364	77.408	-508.6284	0.116675941495625	-2.92043569682552
SFRP5	8839.2	8331.9595	-507.2405	0.485229870469726	-0.0852599763298464
MACF1	499.4931	0	-499.4931	0	-8
TMEM200C	798.2748	300.5464	-497.7284	0.273517110882098	-1.40929772939587
DDT	1833.6966	1337.0372	-496.6594	0.421680684767671	-0.45571534738598
GSTT2	1833.6966	1337.0372	-496.6594	0.421680684767671	-0.45571534738598
C2CD4A	489.5292	0	-489.5292	0	-8
PTK7	1287.0636	798.7635	-488.3001	0.382948088074989	-0.688243031273395
SLIT2	478.9402	0	-478.9402	0	-8
NRIP3	478.1806	0	-478.1806	0	-8
DOCK3	723.912	251.7822	-472.1298	0.258054419099755	-1.52363803759096
TCF7	802.8012	334.5706	-468.2306	0.294161152931697	-1.26273209738635
SCN5A	463.2894	0	-463.2894	0	-8
RASSF5	1400.7812	951.405	-449.3762	0.404476907482919	-0.558100114133462
FAM167A	676.08	238.3668	-437.7132	0.260667761098841	-1.5040106599664
SHOX2	856.662	421.8282	-434.8338	0.329942458690728	-1.02207054932157
RIMKLB	405.7752	0	-405.7752	0	-8
DLK2	1320.3545	919.8576	-400.4969	0.410611834477637	-0.521442883723811
GJA3	396.9636	0	-396.9636	0	-8
C6orf123	396.1212	0	-396.1212	0	-8
SLC26A10	11710.2	11314.876	-395.323999999999	0.491415359497619	-0.0495449418606733
ARHGEF7	454.5058	59.248	-395.2578	0.115323721206539	-2.93946034519688
TMEM163	393.0192	0	-393.0192	0	-8
LOC285830	1337.2915	956.5973	-380.6942	0.417019909596315	-0.483330350924042
CLEC18A	377.6256	0	-377.6256	0	-8
CKMT1B	848.8656	498.29	-350.5756	0.369883033556035	-0.768550530074568
SOX9	953.523	604.4	-349.123	0.387952421268574	-0.657764077810586
SMAGP	347.8112	0	-347.8112	0	-8
TCF7L1	704.4342	366.6436	-337.7906	0.342312761967431	-0.94208659671162
C7orf57	332.8275	0	-332.8275	0	-8
TBX5	324.3419	0	-324.3419	0	-8
PLXNA4	2015.4196	1696.5455	-318.8741	0.457047804678983	-0.248480109215003
COL12A1	1543.563	1230.3772	-313.1858	0.443548566764345	-0.327163693044338
LOC646903	312.246	0	-312.246	0	-8
PFN2	312.246	0	-312.246	0	-8
RPP25	311.7888	0	-311.7888	0	-8
PDPN	311.6646	0	-311.6646	0	-8
PCP4L1	308.3795	0	-308.3795	0	-8
SLC6A4	302.475	0	-302.475	0	-8
IGFBP2	488.0264	190.6576	-297.3688	0.280922491174096	-1.3559751521427
RPRML	287.712	0	-287.712	0	-8
COPZ2	280.3206	0	-280.3206	0	-8
MIR152	280.3206	0	-280.3206	0	-8
PTPN3	424.5696	159.5236	-265.046	0.273113263431247	-1.41223120240673
SLC1A2	264.4595	0	-264.4595	0	-8
ACAN	1102.1924	848.4687	-253.7237	0.434964689663417	-0.377442739573457
LOC100302401	900.1887	651.1968	-248.9919	0.419751763826592	-0.467133844620246
RASAL2	900.1887	651.1968	-248.9919	0.419751763826592	-0.467133844620246
KIFC3	247.8048	0	-247.8048	0	-8
PRRX1	247.5312	0	-247.5312	0	-8
RARRES2	245.8576	0	-245.8576	0	-8
RIN3	237.7284	0	-237.7284	0	-8
ID1	876.5381	640.7745	-235.7636	0.422308824167149	-0.452000065193377
ALDH1A3	231.5358	0	-231.5358	0	-8
CXCL12	231.0982	0	-231.0982	0	-8
FRAS1	222.972	0	-222.972	0	-8
HSPG2	215.3589	0	-215.3589	0	-8
EFHD2	467.7336	272.6196	-195.114	0.368229110105825	-0.778797781073209
RHBDL3	681.492	487.6587	-193.8333	0.417105083202704	-0.482824926248122
TMPRSS2	2153.5815	1961.1348	-192.4467	0.476614827612781	-0.135049218259895
ARHGEF3	337.128	147.4884	-189.6396	0.304340505191322	-1.19269496401818
VGLL2	185.6088	0	-185.6088	0	-8
DZIP1	195.2249	12.2705	-182.9544	0.0591362507313415	-3.99187113102744
GNG4	533.4549	362.202	-171.2529	0.404398157374772	-0.558571793551791
HOXD11	214.7184	53.5035	-161.2149	0.199474763246402	-2.00474065081719
JPH2	151.52	0	-151.52	0	-8
ATXN7L1	180.0175	33.5192	-146.4983	0.156971611905588	-2.4250775398785
CLEC2L	286.9489	145.6104	-141.3385	0.336625290451506	-0.978680442435681
EPB41L4B	134.5974	0	-134.5974	0	-8
HAAO	129.888	0	-129.888	0	-8
VCAN	338.142	215.0793	-123.0627	0.388776245600088	-0.652760540557143
ERBB3	666.3817	550.4488	-115.9329	0.45236275717941	-0.275740404595257
SLC26A9	1638.0512	1526.7039	-111.3473	0.482408228048989	-0.101560168952694
IL20RA	155.6571	56.9008	-98.7563	0.267695531429319	-1.45185054263532
NMUR1	98.549	0	-98.549	0	-8
AHNAK	144.0868	49.0992	-94.9876	0.254155062996283	-1.55316675096019
DHRS3	647.4297	554.7934	-92.6363	0.461472916299812	-0.22277292383266
KIAA1045	89.552	0	-89.552	0	-8
ADAMTSL4	1658.418	1577.7167	-80.7012999999999	0.487531220502039	-0.0719695067087533
ABCC8	393.9077	318.226	-75.6817	0.446862716930824	-0.307805905723904
ARHGEF40	329.732	258.0438	-71.6881999999999	0.439017394047186	-0.353677937702444
MAMLD1	168.6642	100.7916	-67.8726	0.374056153179854	-0.742778376100517
ADAP2	497.1013	429.3027	-67.7986	0.463407649362481	-0.211544629854535
F2R	259.0011	194.5856	-64.4155	0.428993178150947	-0.412553275473672
SPOCK2	332.816	270.5118	-62.3042	0.448366211535421	-0.299033264899712
RPSAP52	289.432	239.1082	-50.3238	0.4523935927674	-0.275560830213107
MYC	492.5284	445.8415	-46.6868999999999	0.475123402828671	-0.143676002768212
CORO2B	374.7408	333.056	-41.6848	0.470553130502992	-0.17012828772724
CRABP1	7731	7704.4869	-26.5131000000001	0.49914116411838	-0.00495615794361825
PAX8	569.007	548.8648	-20.1422	0.490990827391835	-0.0519955820396295
OSTalpha	612.8528	594.8789	-17.9739000000001	0.492558819148326	-0.0429445895625883
GJB3	1465.9636	1453.8621	-12.1015000000002	0.497927701643286	-0.0119588467252942
ABCC1	0	0	0	NA	1
ABP1	0	0	0	NA	1
ACBD3	0	0	0	NA	1
ACTR3C	0	0	0	NA	1
ADAMTS4	0	0	0	NA	1
AHCYL2	0	0	0	NA	1
AICDA	0	0	0	NA	1
AKIRIN1	0	0	0	NA	1
APOA2	0	0	0	NA	1
ARPC5L	0	0	0	NA	1
ASCL3	0	0	0	NA	1
B4GALT3	0	0	0	NA	1
BIN2	0	0	0	NA	1
BLMH	0	0	0	NA	1
BOLA2B	0	0	0	NA	1
BPHL	0	0	0	NA	1
BUB1B	0	0	0	NA	1
C11orf16	0	0	0	NA	1
C11orf17	0	0	0	NA	1
C15orf42	0	0	0	NA	1
C16orf63	0	0	0	NA	1
C16orf75	0	0	0	NA	1
C18orf32	0	0	0	NA	1
C20orf111	0	0	0	NA	1
C2CD4B	0	0	0	NA	1
C2orf44	0	0	0	NA	1
C2orf52	0	0	0	NA	1
C2orf57	0	0	0	NA	1
C6orf124	0	0	0	NA	1
C7orf29	0	0	0	NA	1
C8orf12	0	0	0	NA	1
C9orf131	0	0	0	NA	1
C9orf3	0	0	0	NA	1
CACNG6	0	0	0	NA	1
CBX1	0	0	0	NA	1
CCDC47	0	0	0	NA	1
CELA1	0	0	0	NA	1
CELA3A	0	0	0	NA	1
CELA3B	0	0	0	NA	1
CLTB	0	0	0	NA	1
CLU	0	0	0	NA	1
COMMD9	0	0	0	NA	1
COX5A	0	0	0	NA	1
CR2	0	0	0	NA	1
DAZAP2	0	0	0	NA	1
DCTN1	0	0	0	NA	1
DCTN4	0	0	0	NA	1
DDX42	0	0	0	NA	1
DEF6	0	0	0	NA	1
DNAJB5	0	0	0	NA	1
EVI2A	0	0	0	NA	1
EVI2B	0	0	0	NA	1
FAF2	0	0	0	NA	1
FAM102A	0	0	0	NA	1
FAM54B	0	0	0	NA	1
FAM81A	0	0	0	NA	1
FBP2	0	0	0	NA	1
FBXO10	0	0	0	NA	1
FCER1G	0	0	0	NA	1
FLJ46111	0	0	0	NA	1
GDAP1L1	0	0	0	NA	1
GDPD2	0	0	0	NA	1
GIMAP1	0	0	0	NA	1
GIMAP5	0	0	0	NA	1
GJB2	0	0	0	NA	1
GJB6	0	0	0	NA	1
GSTZ1	0	0	0	NA	1
HIGD2A	0	0	0	NA	1
HSPC157	0	0	0	NA	1
HUS1	0	0	0	NA	1
IL6R	0	0	0	NA	1
KATNB1	0	0	0	NA	1
KBTBD12	0	0	0	NA	1
KCNK18	0	0	0	NA	1
KIAA1191	0	0	0	NA	1
KIAA1522	0	0	0	NA	1
LIN9	0	0	0	NA	1
LOC100128542	0	0	0	NA	1
LOC100129034	0	0	0	NA	1
LOC100189589	0	0	0	NA	1
LOC283761	0	0	0	NA	1
LOC285972	0	0	0	NA	1
LOC340074	0	0	0	NA	1
LOC375190	0	0	0	NA	1
LOC407835	0	0	0	NA	1
LOC440354	0	0	0	NA	1
LOC606724	0	0	0	NA	1
LOC728743	0	0	0	NA	1
LRRC38	0	0	0	NA	1
LRRC61	0	0	0	NA	1
LRRK1	0	0	0	NA	1
MAP3K10	0	0	0	NA	1
MFAP5	0	0	0	NA	1
MFSD2B	0	0	0	NA	1
MIR1260	0	0	0	NA	1
MIR140	0	0	0	NA	1
MIR1539	0	0	0	NA	1
MIR181A2	0	0	0	NA	1
MIR181B2	0	0	0	NA	1
MIR1972-1	0	0	0	NA	1
MIR3167	0	0	0	NA	1
MIR3622A	0	0	0	NA	1
MIR3622B	0	0	0	NA	1
MIR641	0	0	0	NA	1
MIR935	0	0	0	NA	1
MLL	0	0	0	NA	1
MLLT4	0	0	0	NA	1
MPZ	0	0	0	NA	1
NDST2	0	0	0	NA	1
NDUFS2	0	0	0	NA	1
NDUFS5	0	0	0	NA	1
NFE2L1	0	0	0	NA	1
NOP16	0	0	0	NA	1
NR1I3	0	0	0	NA	1
NR6A1	0	0	0	NA	1
OMG	0	0	0	NA	1
OXER1	0	0	0	NA	1
P2RY2	0	0	0	NA	1
P2RY6	0	0	0	NA	1
PEX7	0	0	0	NA	1
PFN4	0	0	0	NA	1
PKD1L1	0	0	0	NA	1
POMT2	0	0	0	NA	1
POU6F1	0	0	0	NA	1
PPCDC	0	0	0	NA	1
PPOX	0	0	0	NA	1
RBBP4	0	0	0	NA	1
RELT	0	0	0	NA	1
REPIN1	0	0	0	NA	1
RIBC1	0	0	0	NA	1
RIPK1	0	0	0	NA	1
RNF157	0	0	0	NA	1
RPL17	0	0	0	NA	1
RPL17-C18ORF32	0	0	0	NA	1
RPL35	0	0	0	NA	1
SCAMP5	0	0	0	NA	1
SDHC	0	0	0	NA	1
SF3B14	0	0	0	NA	1
SIRPA	0	0	0	NA	1
SLC18A2	0	0	0	NA	1
SLC4A5	0	0	0	NA	1
SLX1A-SULT1A3	0	0	0	NA	1
SLX1B	0	0	0	NA	1
SMARCAL1	0	0	0	NA	1
SMC1A	0	0	0	NA	1
SNORD58A	0	0	0	NA	1
SNORD58B	0	0	0	NA	1
SNORD58C	0	0	0	NA	1
SNX11	0	0	0	NA	1
SPATA12	0	0	0	NA	1
ST5	0	0	0	NA	1
SULT1A4	0	0	0	NA	1
SUN3	0	0	0	NA	1
TAS2R41	0	0	0	NA	1
TCP11	0	0	0	NA	1
TFCP2	0	0	0	NA	1
TMEM9B	0	0	0	NA	1
TMIGD1	0	0	0	NA	1
TOMM40L	0	0	0	NA	1
TOMM5	0	0	0	NA	1
TP53I3	0	0	0	NA	1
TSPAN33	0	0	0	NA	1
TTC9B	0	0	0	NA	1
U58	0	0	0	NA	1
UPP1	0	0	0	NA	1
USP21	0	0	0	NA	1
VAX1	0	0	0	NA	1
VPS13C	0	0	0	NA	1
WDR38	0	0	0	NA	1
WWP2	0	0	0	NA	1
ZBTB8OS	0	0	0	NA	1
ZNF76	0	0	0	NA	1
ZNF775	0	0	0	NA	1
KCNMA1	2405.328	2406.6515	1.32349999999997	0.500137521367246	0.000793605598180373
DKFZP686I15217	0	12.036	12.036	1	8
MGC39372	0	12.036	12.036	1	8
NQO2	0	12.036	12.036	1	8
SERPINB1	0	12.036	12.036	1	8
SERPINB6	0	12.036	12.036	1	8
CLDN10	0	12.2705	12.2705	1	8
DNAJC3	0	12.2705	12.2705	1	8
KCNA2	242.9028	255.6384	12.7356	0.512772866114175	0.0737254425540102
PLLP	0	13.7034	13.7034	1	8
SLC8A3	160.4384	174.7174	14.279	0.521302033263336	0.123003808726241
CHAT	727.8253	749.1798	21.3544999999999	0.507228986548523	0.0417197992769594
KCNA6	0	32.6823	32.6823	1	8
CDHR3	0	33.5192	33.5192	1	8
SFT2D2	0	34.1047	34.1047	1	8
TIPRL	0	34.1047	34.1047	1	8
MIR1180	0	35.6964	35.6964	1	8
NSL1	0	35.88	35.88	1	8
TATDN3	0	35.88	35.88	1	8
SNTG2	52.0341	88.242	36.2079	0.629059404987735	0.762008101699324
NR4A2	0	47.902	47.902	1	8
B3GAT3	0	49.0992	49.0992	1	8
EEF1G	0	49.0992	49.0992	1	8
EML3	0	49.0992	49.0992	1	8
GANAB	0	49.0992	49.0992	1	8
MTA2	0	49.0992	49.0992	1	8
ROM1	0	49.0992	49.0992	1	8
TUT1	0	49.0992	49.0992	1	8
EVX2	0	53.5035	53.5035	1	8
HOXD1	0	53.5035	53.5035	1	8
HOXD10	0	53.5035	53.5035	1	8
HOXD12	0	53.5035	53.5035	1	8
HOXD13	0	53.5035	53.5035	1	8
HOXD3	0	53.5035	53.5035	1	8
HOXD4	0	53.5035	53.5035	1	8
HOXD8	0	53.5035	53.5035	1	8
HOXD9	0	53.5035	53.5035	1	8
LOC401022	0	53.5035	53.5035	1	8
MIR10B	0	53.5035	53.5035	1	8
NHEG1	0	56.9008	56.9008	1	8
CPNE2	550.995	608.063	57.068	0.524618267593166	0.142181578576154
KCMF1	0	60.685	60.685	1	8
TMSB10	0	60.685	60.685	1	8
RNF169	0	61.1685	61.1685	1	8
NPR1	10867.2	10928.5317	61.3316999999988	0.501406965841849	0.00811931200112976
MMS19	673.7838	738.576	64.7922000000001	0.522937568741336	0.132460641285728
UBTD1	673.7838	738.576	64.7922000000001	0.522937568741336	0.132460641285728
MTERFD1	0	65.4588	65.4588	1	8
PTDSS1	0	65.4588	65.4588	1	8
C10orf82	0	65.697	65.697	1	8
ANXA9	0	70.3056	70.3056	1	8
FAM63A	0	70.3056	70.3056	1	8
LASS2	0	70.3056	70.3056	1	8
PRUNE	0	70.3056	70.3056	1	8
CILP2	0	71.1578	71.1578	1	8
GMIP	0	71.1578	71.1578	1	8
LPAR2	0	71.1578	71.1578	1	8
NDUFA13	0	71.1578	71.1578	1	8
PBX4	0	71.1578	71.1578	1	8
TSSK6	0	71.1578	71.1578	1	8
YJEFN3	0	71.1578	71.1578	1	8
HELT	4585.6	4658.9364	73.3363999999992	0.50396647256427	0.0228901213720335
GGTA1	2482.8984	2557.086	74.1875999999997	0.507359903733035	0.0424754544031349
TBC1D2	0	76.0716	76.0716	1	8
TRIM14	0	76.0716	76.0716	1	8
EPM2AIP1	0	77.408	77.408	1	8
MLH1	0	77.408	77.408	1	8
OBFC1	0	79.5408	79.5408	1	8
MIR558	0	82.1541	82.1541	1	8
LOC148696	0	85.6444	85.6444	1	8
LOC339822	0	88.242	88.242	1	8
CD27	0	94.1868	94.1868	1	8
LOC678655	0	94.1868	94.1868	1	8
TAPBPL	0	94.1868	94.1868	1	8
VAMP1	0	94.1868	94.1868	1	8
ARSK	0	97.6128	97.6128	1	8
RFESD	0	97.6128	97.6128	1	8
SPATA9	0	97.6128	97.6128	1	8
TTC37	0	97.6128	97.6128	1	8
EP400NL	0	98.6859	98.6859	1	8
PI4KA	0	98.7309	98.7309	1	8
POM121L4P	0	98.7309	98.7309	1	8
TMEM191A	0	98.7309	98.7309	1	8
MAP6D1	0	99.2082	99.2082	1	8
PARL	0	99.2082	99.2082	1	8
EPHB1	634.959	736.71	101.751	0.537090216371442	0.214433387212179
ITGA7	190.4944	293.944	103.4496	0.606772708356728	0.625792742669294
C7orf64	0	109.327	109.327	1	8
FAM133B	0	109.327	109.327	1	8
GATAD1	0	109.327	109.327	1	8
LOC728066	0	109.327	109.327	1	8
MGC16142	0	109.327	109.327	1	8
PEX1	0	109.327	109.327	1	8
NTF3	564.0721	673.4703	109.3982	0.5441997785288	0.255734743856675
GCH1	0	109.43	109.43	1	8
MIR4308	0	109.43	109.43	1	8
MIR3917	657.801	769.1002	111.2992	0.539000317611338	0.225520366407882
STMN1	657.801	769.1002	111.2992	0.539000317611338	0.225520366407882
APOB	0	114.6635	114.6635	1	8
C3orf22	0	115.1011	115.1011	1	8
TXNRD3IT1	0	115.1011	115.1011	1	8
UROC1	0	115.1011	115.1011	1	8
ZXDC	0	115.1011	115.1011	1	8
MAPK9	0	115.661	115.661	1	8
VPS13D	0	119.194	119.194	1	8
BMS1P1	0	120.5456	120.5456	1	8
HTR3A	0	121.7988	121.7988	1	8
DLGAP2	0	122.3068	122.3068	1	8
APOBEC3G	0	122.388	122.388	1	8
APOBEC3H	0	122.388	122.388	1	8
CBX7	0	122.388	122.388	1	8
PDGFB	0	122.388	122.388	1	8
ARPP19	0	122.4235	122.4235	1	8
KIAA1370	0	122.4235	122.4235	1	8
