GENE	IRF4H3K27ac_31_DMSO_compare_TSS_SIGNAL	IRF4H3K27ac_31_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
TMEM168	4836.1727	1818.4995	-3017.6732	0.273266578029193	-1.41111723510648
C21orf59	7082.4495	4132.3516	-2950.0979	0.368473017323508	-0.777285399053103
TSEN15	4998	2052.8992	-2945.1008	0.291154240298883	-1.28368811042735
PKM2	5262	2382.4932	-2879.5068	0.311661366903956	-1.14313915203502
MRPL47	5754.244	2944.9642	-2809.2798	0.338532442527355	-0.966376301407909
NDUFB5	5752.088	2944.9642	-2807.1238	0.338616364749426	-0.965835651173837
PRKAB2	7434.6	4629.0509	-2805.5491	0.38371890386848	-0.683538697512265
LOC100128822	6147	3380.2894	-2766.7106	0.354800747419303	-0.862735718423293
LSM14B	4743.0768	2006.7708	-2736.306	0.297306090288616	-1.24094737766798
MX1	6034.1556	3307.3254	-2726.8302	0.354047222276639	-0.867486903180563
PPP2R5A	5922.8	3206.1473	-2716.6527	0.351206682943607	-0.885438661557824
ADAR	7565.9212	4913.6769	-2652.2443	0.393736790289745	-0.62271275455788
ESYT2	4907.8	2284.7862	-2623.0138	0.317658507867448	-1.10301728757746
NCF2	4913.9113	2297.4671	-2616.4442	0.318589175683805	-1.09682761404531
MIER1	5580.5549	3029.7589	-2550.796	0.351875549529914	-0.881205590422687
AHCYL2	4717.609	2170.9286	-2546.6804	0.315150867435201	-1.11974357385358
LOC100286793	6797.906	4260.3117	-2537.5943	0.3852620571939	-0.674131425573789
SSBP2	9860.8	7375.338	-2485.462	0.427899683792274	-0.418995528925119
ITPKC	4536.2973	2064.3673	-2471.93	0.312751431121042	-1.1358155114419
HSPC157	4502.787	2031.6396	-2471.1474	0.310913217695337	-1.14817373415265
ZNF398	10826.4068	8372.0519	-2454.3549	0.436079376517866	-0.370901342867008
LPXN	5592.4878	3170.0797	-2422.4081	0.361775210290819	-0.818971091968009
FLJ43663	8505.0941	6182.4554	-2322.6387	0.420931714987582	-0.460147270788479
EPB41	4648.4	2368.2892	-2280.1108	0.337522317505527	-0.972888955385698
LOC220930	4480.5148	2202.6082	-2277.9066	0.329577683966014	-1.02445161264461
ING1	6099.5667	3827.9131	-2271.6536	0.385587598979552	-0.672148681769806
CENPM	4403.6392	2140.413	-2263.2262	0.327077617137589	-1.04080707409304
LOC641518	5186.6316	2931.8789	-2254.7527	0.361135075208685	-0.822972385701016
CECR7	4934.1278	2686.9007	-2247.2271	0.352564053526371	-0.876852079161732
MCM7	4689.4879	2464.5422	-2224.9457	0.344497040905657	-0.92811070232731
SAMD10	6143.5276	3919.3813	-2224.1463	0.389487904436857	-0.648441352372544
NCAPG2	4784.2	2563.3879	-2220.8121	0.348874751127509	-0.900225893267556
MDM2	5626.8	3433.0194	-2193.7806	0.378928017041929	-0.712836674901549
EFCAB2	5495.8121	3311.9892	-2183.8229	0.376029055060541	-0.730634711343171
PROX1	4731.2	2580.8478	-2150.3522	0.352958277980623	-0.874361084496479
TAP1	4425.4749	2312.0445	-2113.4304	0.343159605596089	-0.936663114146937
SFT2D3	4426	2323.157	-2102.843	0.344214395960859	-0.929916795714694
GPBP1L1	4593.2232	2490.424	-2102.7992	0.351573692151128	-0.88311550550143
POU2F1	4708.4229	2628.8306	-2079.5923	0.358285372040096	-0.840822727138885
IDE	4381.2	2326.4491	-2054.7509	0.346835242171508	-0.913196451655378
GBA	5916.6794	3881.0676	-2035.6118	0.39611837292798	-0.60833416157991
NFE2L2	4517.1796	2486.0389	-2031.1407	0.354985197163276	-0.861573404525771
PCYT1A	4911	2891.9363	-2019.0637	0.370621544097444	-0.763981047798211
LOC145783	4919.319	2935.3199	-1983.9991	0.373705263522681	-0.744940870484302
TCF12	4903.659	2935.3199	-1968.3391	0.374451817952973	-0.740340916482498
HBP1	4538.4	2598.5008	-1939.8992	0.364093725388477	-0.804504265953307
C1orf77	4397.056	2461.0394	-1936.0166	0.358851730175699	-0.837270151733406
S100A13	4397.056	2461.0394	-1936.0166	0.358851730175699	-0.837270151733406
MLL	4457.6	2531.2632	-1926.3368	0.362185254963926	-0.816409636799323
APH1A	5798.7738	3876.9379	-1921.8359	0.400687620735951	-0.580830235884124
HLCS	4846.6796	2935.3147	-1911.3649	0.377193118735643	-0.723481527874873
PSMB9	4223.2827	2312.0445	-1911.2382	0.353776395464943	-0.869195656435254
APBA3	4233.605	2338.8168	-1894.7882	0.3558531194696	-0.856107811074062
PRKD2	5000.4	3108.6216	-1891.7784	0.383353473864221	-0.685768491970509
CAMK2D	4427.8	2537.6557	-1890.1443	0.364320126248165	-0.803093715488975
CLCN6	6400.5224	4512.3676	-1888.1548	0.413489698879032	-0.504305058622288
MTHFR	6400.5224	4512.3676	-1888.1548	0.413489698879032	-0.504305058622288
SLC1A5	7150.9143	5284.4446	-1866.4697	0.424953122985457	-0.436375862467452
HNRNPL	5676.6	3812.9184	-1863.6816	0.401803151569841	-0.574131429720987
C2orf24	4349.8532	2507.2631	-1842.5901	0.365643951525221	-0.794853319808878
AP4M1	4283.4871	2464.5422	-1818.9449	0.365223992136489	-0.797466059444274
FAM119A	4503.7212	2690.239	-1813.4822	0.373958004382621	-0.74338317400596
HNRNPA3	4203	2486.0389	-1716.9611	0.371658610028415	-0.757570585522653
PDXDC1	4940.5434	3241.2463	-1699.2971	0.396153704610618	-0.608121075345898
KIAA0319L	4134.0055	2445.4423	-1688.5632	0.371678957617081	-0.757444883355362
GTF2F1	4105	2419.8738	-1685.1262	0.370869058034502	-0.762450411222896
HNRNPD	4710.4	3044.244	-1666.156	0.392570439081407	-0.629765579202809
NAMPT	4405	2744.3002	-1660.6998	0.383855779339074	-0.682703712065689
MGST3	4452.8	2812.4443	-1640.3557	0.387109391490111	-0.662888289509199
CDK19	4529.2	2893.1712	-1636.0288	0.389790691147325	-0.646604551616323
PPM1L	4119.0576	2489.8902	-1629.1674	0.376745326994412	-0.72623217742502
UCKL1	4370.1814	2746.4183	-1623.7631	0.385917209872012	-0.670141789743393
NDUFAF3	4449.3065	2850.2408	-1599.0657	0.390468159580252	-0.642496675868428
C4orf14	4370.5928	2814.2212	-1556.3716	0.391690195459479	-0.635093241175509
CREM	5086.1276	3538.0672	-1548.0604	0.410248989273758	-0.523606206594089
EGFEM1P	5232.2	3704.8736	-1527.3264	0.414551089743739	-0.497993366053125
FKBP7	4605.6718	3095.7369	-1509.9349	0.401970213579238	-0.573128743245586
C1orf31	4780.3392	3284.5684	-1495.7708	0.407266711896364	-0.54140918210835
ARIH2	4016.6286	2533.9186	-1482.71	0.386825485357926	-0.664614888017836
RTN4	4682.3744	3218.7265	-1463.6479	0.407376964392392	-0.54075030206863
ALDOA	6771.4262	5316.9093	-1454.5169	0.439837999201793	-0.348871870696009
ERAP1	4507.37	3084.0015	-1423.3685	0.406250899458681	-0.547482415595673
ZNF668	4193.1986	2785.1622	-1408.0364	0.39911410140903	-0.590289812812867
LSP1	4000.8	2592.8718	-1407.9282	0.393236405852047	-0.625737633730324
TERC	4525.2088	3133.8651	-1391.3437	0.40917023923741	-0.530041282809079
FUS	5708	4338.2523	-1369.7477	0.431827926519425	-0.395871376461336
HIST1H2AI	8949.9966	7616.3175	-1333.6791	0.459747259047805	-0.23279351305668
FLJ35220	3991.8792	2663.712	-1328.1672	0.400221696308511	-0.583629956364511
LOC100294362	3991.8792	2663.712	-1328.1672	0.400221696308511	-0.583629956364511
FKBP14	4119.0787	2791.9706	-1327.1081	0.40398649739049	-0.561037941145208
CNST	4455.8041	3135.6584	-1320.1457	0.413050634182807	-0.506917405615718
TFB2M	4455.8041	3135.6584	-1320.1457	0.413050634182807	-0.506917405615718
PFKM	4246.9722	2938.3981	-1308.5741	0.408941777155173	-0.5314047967452
SNRPB	4067.8	2769.9772	-1297.8228	0.405099072254065	-0.554374647157041
MXI1	5417.4569	4126.2904	-1291.1665	0.43235537051573	-0.392770411859585
C1orf182	4398.255	3111.3488	-1286.9062	0.414315972302027	-0.499391112219293
TLCD1	7423.4004	6163.848	-1259.5524	0.453649467393266	-0.268248900823811
LEF1	4189.8561	2931.8789	-1257.9772	0.411680426188281	-0.515075180820872
FOXP2	5137.6	3885.9592	-1251.6408	0.430645947333066	-0.402823816516746
HSPA4L	3933	2733.0861	-1199.9139	0.409998619729799	-0.525099276699096
NR3C1	5355.4665	4175.8163	-1179.6502	0.438116923778612	-0.358954002526861
C7orf49	6468.2	5307.8612	-1160.3388	0.450733153458815	-0.28523364347707
KIAA0100	4391.2	3236.9216	-1154.2784	0.424340587334109	-0.43999282131267
LDHA	4604.187	3470.6443	-1133.5427	0.429810131141687	-0.407742916454015
CDC73	3992.0496	2870.8036	-1121.246	0.418310506772897	-0.475675010863539
C17orf49	3981	2862.4211	-1118.5789	0.418273412986379	-0.475894944231036
EIF4A1	4527.5664	3410.7659	-1116.8005	0.429657738061683	-0.408640061391039
MAT2A	3967.8	2852.8592	-1114.9408	0.418267372162503	-0.475930761496089
POLG	4314.4	3209.8927	-1104.5073	0.426603911886628	-0.426634867085556
CDK13	4079	2982.0591	-1096.9409	0.42232461982934	-0.45190665714422
HNRNPUL2	4280.244	3206.4166	-1073.8274	0.428283953462509	-0.416731158713682
JAK2	4173.6	3103.1225	-1070.4775	0.426445078811237	-0.427571688129828
KILLIN	4892.6	3824.6661	-1067.9339	0.438746053650926	-0.355267534923704
PTEN	4892.6	3824.6661	-1067.9339	0.438746053650926	-0.355267534923704
MYNN	4197.2292	3133.8651	-1063.3641	0.427475758973664	-0.421494168217126
LOC100132288	5789	4760.1864	-1028.8136	0.451237301105989	-0.282296088686854
ERLIN2	3914.8594	2940.5002	-974.359199999999	0.428934493822906	-0.41289890623031
UPP1	4374.7049	3416.613	-958.0919	0.438515414702819	-0.356618858970899
KCNJ11	4354.8768	3398.3947	-956.4821	0.438317515386892	-0.357778484094227
ETF1	3892.4	2957.2863	-935.113699999999	0.431740399556692	-0.39638605535089
RFFL	4471.5193	3578.1859	-893.3334	0.444511421362362	-0.321536760349594
HMGB2	4034.752	3157.5456	-877.2064	0.439017651327442	-0.353676430575453
NDE1	3715.3727	2865.7116	-849.6611	0.43544672418191	-0.37461351231804
EIF4A2	5173.0516	4346.7559	-826.2957	0.456601239048164	-0.251076501443421
LAP3	3674.2	2870.3844	-803.8156	0.438589255568314	-0.356186205083157
RPL26	4264.8	3494.5177	-770.2823	0.450364044250953	-0.28738473312547
C3orf21	4520.8	3777.5518	-743.2482	0.455217119139249	-0.259126555697253
CCT3	3852.942	3111.3488	-741.5932	0.446757450162765	-0.308420330343223
DOCK4	4578.616	3841.57	-737.046	0.456233389618709	-0.253215531661509
CCNG2	3741.2	3029.0448	-712.155200000001	0.447405505927939	-0.304638176717533
AGK	4627.6	3928.932	-698.668000000001	0.459173412779851	-0.23612696774829
DSCR3	5836.6	5169.2153	-667.384699999999	0.469680360708943	-0.175182906923482
LOC644656	4824.443	4161.2746	-663.168399999999	0.463098751289491	-0.213336893354182
ZNF143	4767.1998	4161.2746	-605.925199999999	0.466067820052214	-0.196116597939061
IRF5	10826.1724	10224.0897	-602.082699999999	0.485698926285578	-0.082550868571371
CEP350	3757.4	3175.1432	-582.256800000001	0.458005541169942	-0.242913049181366
UIMC1	3681.2936	3104.7365	-576.5571	0.457518822381881	-0.245741984195487
ZFP91-CNTF	3738.2162	3170.0797	-568.1365	0.458880127007878	-0.237830897782655
ZNF277	4385.836	3841.57	-544.266000000001	0.466923596574668	-0.191155823905241
TUBA4B	4265.8238	3729.595	-536.2288	0.46646649703953	-0.193805400877301
LOC645676	4724.9358	4194.7213	-530.214500000001	0.47027831372576	-0.171719766611592
FDPS	4392.1164	3881.0676	-511.048800000001	0.469114140335813	-0.178462727154264
C1orf109	4169.323	3665.8642	-503.458799999999	0.46787193546569	-0.185659799948957
EPB41L5	4495.2288	3997.4788	-497.750000000001	0.470695446997374	-0.169304165873033
FLJ13224	4756.6808	4259.09	-497.590800000001	0.472404422703381	-0.159409999412375
GSDMD	4284.5837	3794.9205	-489.6632	0.469697199984128	-0.17508537272226
ASH1L	4669.0358	4194.7213	-474.3145	0.473244161891575	-0.154549690282322
MAP2K1	6073.7376	5600.6372	-473.1004	0.47973765584432	-0.116993606056012
SIN3A	3859.1406	3390.5986	-468.542	0.467685596193584	-0.186739607194609
EGR1	3562.5772	3095.6697	-466.907499999999	0.464937654985429	-0.202669729439454
NSL1	4525.4016	4061.0335	-464.3681	0.472959202824464	-0.156198899399159
TATDN3	4525.4016	4061.0335	-464.3681	0.472959202824464	-0.156198899399159
HIRA	4578.7696	4157.4147	-421.354900000001	0.475884500284638	-0.139273308348823
MGEA5	3541.6	3122.3278	-419.2722	0.468541660970577	-0.181779270826176
SCYL3	4513.2	4099.5752	-413.624800000001	0.475987716479585	-0.138676287506789
NUDT4	3594.318	3186.4416	-407.876400000001	0.469923989046891	-0.173771834237737
NUDT4P1	3594.318	3186.4416	-407.876400000001	0.469923989046891	-0.173771834237737
SOAT1	3744.7025	3340.4812	-404.221299999999	0.471474183513407	-0.164795168035686
SPRY1	3757.608	3356.9491	-400.6589	0.471842316087392	-0.162663908003214
SLC39A13	3465.9226	3080.753	-385.1696	0.470582809999017	-0.169956418356761
C1orf104	4475.3607	4091.0455	-384.315199999999	0.477568469727714	-0.129534380991763
UVRAG	3559.6	3182.3942	-377.2058	0.472025650808184	-0.161602579582093
AURKAIP1	4032.8242	3671.4336	-361.3906	0.476546047044272	-0.135447008514413
EDEM3	5432.8	5073.7877	-359.012299999999	0.482914895385112	-0.0986327827479204
SNRPE	4476.2355	4120.1463	-356.089199999999	0.479288425742095	-0.119590374009673
CYP4V2	6407.6	6108.4562	-299.1438	0.488049598243255	-0.0689762776019869
C22orf29	3573.9961	3277.6082	-296.387900000001	0.478370912342384	-0.124894652784101
ZNF787	3452.4586	3175.847	-276.611600000001	0.479134064066086	-0.120482703875875
MARK2	4351	4074.9922	-276.007800000001	0.483621643988704	-0.0945497190149948
CASC4	4435.6	4169.3325	-266.2675	0.484528205189291	-0.0893128397226259
CHCHD4	3928.0904	3666.7629	-261.3275	0.4827957506434	-0.0993211502180529
HSPA4	3852.6	3597.8022	-254.7978	0.482900399658961	-0.0987165322660429
DUSP23	4072.284	3818.8633	-253.4207	0.483942721484872	-0.0926948999048798
GNB1L	3527.5224	3277.6082	-249.914200000001	0.481637810154591	-0.106011836755384
RHEB	4691.1942	4443.4071	-247.7871	0.4864368957187	-0.0782888993835182
LOC147727	4244.012	4000.3942	-243.6178	0.485225267042276	-0.0852865649067945
TMEM43	3895.3892	3666.7629	-228.6263	0.48488351616202	-0.0872604978637567
TGIF1	3828.4873	3602.1905	-226.2968	0.484772802287296	-0.0878999921057592
DDX59	4486.8	4282.8042	-203.995799999999	0.488369155816633	-0.0671311550066332
ADCK3	5152.6137	4953.3272	-199.2865	0.490140131336014	-0.0569065116410198
PION	4016.4	3829.3736	-187.0264	0.488081073356488	-0.068794538097689
HHAT	3413.0646	3251.1729	-161.891700000001	0.487853696690732	-0.0701074392201475
HNRNPA2B1	5127.423	4972.5481	-154.8749	0.492332903804052	-0.0442485950245064
DNAJB2	3853.4	3723.8014	-129.5986	0.491448122257909	-0.0493558196357392
UBE2B	3651.4	3534.0008	-117.3992	0.491830713187217	-0.0471473539011028
TIGD7	3817.2862	3705.5431	-111.7431	0.492573066891203	-0.0428623507908427
ZNF75A	3817.2862	3705.5431	-111.7431	0.492573066891203	-0.0428623507908427
CCDC50	4688.1588	4596.3529	-91.8059000000003	0.495055965086457	-0.0285318685221723
FAM173B	3426.7358	3342.4342	-84.3016000000007	0.49377312137234	-0.0359358055762869
MRPS33	3584.7802	3502.3007	-82.4794999999999	0.494180996297079	-0.033581707333389
KLHL21	3491.6	3413.0487	-78.5513000000001	0.494311709153284	-0.0328272922733779
SH2B1	3655.5607	3583.4547	-72.1059999999998	0.495019626564132	-0.0287415908024314
NOP16	4118.4866	4063.2214	-55.2652000000003	0.496622636740397	-0.0194903173311318
ARHGEF12	3456.4	3403.2267	-53.1732999999999	0.49612418413381	-0.0223669293185334
ACP6	3679.724	3627.2203	-52.5037000000002	0.496407273831279	-0.0207331897356667
TUBA4A	3777.7804	3729.595	-48.1853999999994	0.496790795888534	-0.0185198657446194
ARNT	4260.4	4217.3768	-43.0231999999996	0.497462589484545	-0.0146429639742787
RPL18	3590.7574	3553.3754	-37.3820000000001	0.497383727245384	-0.0150980727085211
SPHK2	3584.989	3553.3754	-31.6136000000001	0.497785655212558	-0.0127785805184203
LAMP3	3367.4608	3351.1893	-16.2714999999998	0.498789079669441	-0.00698796868546176
KDSR	3359.4	3354.0153	-5.38470000000052	0.499598959712801	-0.00231431583044872
HERC6	3485.8824	3490.1934	4.31100000000015	0.500308984601343	0.00178308243525128
HIGD2A	4049.2559	4063.2214	13.9654999999998	0.50086074200787	0.00496715781169405
RUSC1	4534.2719	4552.0416	17.7697000000007	0.500977827806624	0.00564283650368802
FBXW7	4678.3555	4728.7241	50.3686000000007	0.502677164547433	0.0154494757055461
CACYBP	4033.8304	4084.5166	50.6861999999996	0.503121706918908	0.0180149184416447
MARCH6	3677.6	3728.4497	50.8497000000002	0.503432983983351	0.0198113071885253
RBM33	3748.6	3800.3424	51.7424000000001	0.503427129077048	0.019777518221225
DPAGT1	3471.6	3526.8347	55.2347	0.503946218145037	0.0227732302526517
NDUFS7	5862	5927.0809	65.0809000000008	0.502760219416257	0.0159287812668808
MAN2C1	4164.6	4234.5614	69.9614000000001	0.504164784831971	0.0240346135584662
PFN1	4187	4257.7802	70.7801999999992	0.504190766267664	0.0241845571805664
CNDP2	3989.6	4064.7491	75.1491000000005	0.504665125577932	0.0269221953883171
INSIG1	4661.2	4745.7187	84.5186999999996	0.504492369004954	0.025925171563805
CTNNA1	3601	3691.0036	90.0036	0.50617139026097	0.035615545180664
SNORA67	3317.9233	3410.7659	92.8426000000004	0.506899010880158	0.0398152020081114
USP30	4140.3528	4233.4989	93.146099999999	0.505561723764466	0.0320968090098361
CCT5	3244.4015	3342.4342	98.0326999999993	0.507441562570021	0.0429467928632753
SLFN5	3267.4	3375.5076	108.1076	0.508137069376067	0.0469613847076175
RPLP2	3908.3968	4034.8736	126.476800000001	0.507961254850395	0.0459465347154324
BSCL2	3877.3286	4018.775	141.446400000001	0.508956721388509	0.0516927998513846
ILF3	3840.0264	4000.3942	160.367799999999	0.510226989608185	0.0590259411501955
PARL	3476.4032	3651.1179	174.7147	0.512256343934219	0.0707428378513843
RPL41	3643.3728	3821.4951	178.1223	0.511930706771114	0.0688625573140543
DEF6	5006	5193.1075	187.1075	0.509172738889163	0.0529397992389904
EXOC8	3652.4842	3844.8396	192.3554	0.512828270802443	0.0740453805235361
MTMR4	3661.2	3853.6824	192.482400000001	0.512806747315168	0.0739210915330719
SLC3A2	5617.6152	5811.7591	194.143899999999	0.508493198967156	0.0490170989148311
MAP3K5	3340	3541.8306	201.830599999999	0.514664019774041	0.0846471092820063
ZBTB8OS	4056.6614	4265.3623	208.7009	0.512539071476088	0.0723754001051881
NCOA4	3206.0448	3416.3692	210.324399999999	0.515879738113624	0.0916693071899231
UBE2I	3274.735	3490.0388	215.3038	0.515913599357897	0.0918649107059852
ZFAT	4106.2	4322.9976	216.797599999999	0.512859919193257	0.0742281370274475
C1orf124	3616.9389	3844.8396	227.9007	0.51527120511551	0.0881541855918103
DGKG	3146.3488	3395.235	248.8862	0.519023390023682	0.109832818704342
RABEP2	3303.8	3556.4331	252.6331	0.518412865591987	0.106304671379686
PES1	3602.946	3859.5654	256.6194	0.517193903382178	0.0992613751462471
FBXO32	3150.239	3429.7762	279.5372	0.521241379503196	0.122653154546231
NCBP1	3763.0882	4072.2014	309.1132	0.519725703565571	0.1138918109773
LMBR1	3949.8	4276.8042	327.004199999999	0.519874798401022	0.114753555890798
ZNF263	3372.21	3705.5431	333.3331	0.523547946310814	0.135990624449722
FAM96A	3976.4401	4317.0877	340.6476	0.52053695412946	0.118580962171174
COBLL1	4919.2	5269.5843	350.3843	0.517194607800265	0.0992654450010603
SPRED1	3721	4071.9733	350.9733	0.522518574521486	0.130037711204373
RAD51	3239.867	3619.3739	379.5069	0.527663913947096	0.159805563097782
FAM86B2	4810.4	5206.8236	396.4236	0.51978709949132	0.114246667391882
MRPL40	3757.792	4157.4147	399.622699999999	0.525243983836834	0.145801449823851
ZNF165	3723	4125.1471	402.1471	0.525620512388204	0.147979949631246
MRPS14	3675.1536	4084.5166	409.363	0.526377603006891	0.152360798959624
AFF4	3270.1011	3695.2016	425.1005	0.530515579746448	0.176317836519468
TMEM11	3323.4	3762.9294	439.5294	0.531012487226462	0.179196277511539
ATAD1	3348.2576	3824.6661	476.408500000001	0.533208808564352	0.191923276840078
SIRT6	3650.8944	4133.1621	482.267700000001	0.53097791620603	0.178996006147691
CFLP1	3339.5632	3824.6661	485.102900000001	0.533855902685862	0.195674386567775
C7orf44	3737.2602	4223.8491	486.588899999999	0.530560370525248	0.176577282059812
EVC2	3733.4545	4220.4942	487.039699999999	0.530616220846383	0.176900792748608
UAP1	3441.8	3929.0838	487.2838	0.53305463857672	0.191029672046806
LOC100499489	3437.8032	3940.3402	502.537	0.534055789699073	0.196833235201822
UBAP2L	4985.7563	5488.6785	502.922200000001	0.524007128289156	0.138646469043181
ZNF434	3013.8616	3525.6926	511.831	0.539133477936462	0.226293525426126
ZNF174	3011.9716	3525.6926	513.721	0.539289338231841	0.227198526818031
PRPF6	3401.5296	3919.3813	517.8517	0.535367982691881	0.204442290005691
MRPL44	3018.0474	3542.768	524.7206	0.539988977589584	0.231261528599923
NDUFB2	4026.5699	4555.0324	528.4625	0.530790432924164	0.177909937622089
CRYZL1	4429.1682	4960.0553	530.887100000001	0.528271086528082	0.16332042003959
LOC388564	4003.6288	4543.3363	539.7075	0.531573049245281	0.182443878725246
FLJ34208	3799.8	4341.8244	542.0244	0.533287239337644	0.192377893782574
VGLL4	3112.0415	3661.2529	549.2114	0.540542413157178	0.234476131612625
CCNC	3276.3687	3833.0695	556.7008	0.539152235685796	0.226402439772134
EIF4ENIF1	3222.8942	3791.7184	568.8242	0.540545660354786	0.234494994504883
C2orf64	3086.6098	3657.4326	570.822799999999	0.542320522777259	0.244808165018046
TSTD2	3497.8642	4072.2014	574.3372	0.537934757130771	0.219334635349105
UNC50	3076.9434	3657.4326	580.489199999999	0.543098959725444	0.249333372580763
GPR63	3067.428	3649.5887	582.1607	0.54333476645964	0.250704404118428
CITED2	5270.6242	5855.5125	584.888300000001	0.526284428987826	0.15182161686898
LOC100134713	3963.4019	4555.0324	591.630499999999	0.534726481367591	0.200722047948825
CCNI	4217.8	4809.6228	591.822800000001	0.532779167050866	0.189433066556868
