Protein_Acc,Label,log2FC,SE,DF,pvalue,adj.pvalue,issue,Gene,logpval,logadjpval,TF_1639
A2RUC4,KB450_24h-24h,0.06398877975335508,0.09027822081004087,12,0.4919923767568255,0.7553485939986327,NA,TYW5,0.30804162641575766,0.12185257484659279,NA
A2RUS2,KB450_24h-24h,-0.09867430869672117,0.05763630382656559,12,0.11259071663087883,0.42559290886472195,NA,DENND3,0.9484974166089217,0.3710056167716964,NA
A3KMH1,KB450_24h-24h,0.07485543655122483,0.06922467608882492,12,0.30079813542860057,0.6276082531297755,NA,VWA8,0.5217248601534661,0.20231135401889172,NA
A3KN83,KB450_24h-24h,0.063672723971741,0.057608485512160565,12,0.2907119386666937,0.6234404385622411,NA,SBNO1,0.5365371326925897,0.20520503126217818,NA
A4D126,KB450_24h-24h,0.27651013188569057,0.0920447846370065,12,0.010983050295551876,0.13136971269659872,NA,CRPPA,1.9592770275951437,0.8815047498820634,NA
A4D1E9,KB450_24h-24h,0.07153430169631302,0.06280109103641673,12,0.27690591382230834,0.6136883927639883,NA,GTPBP10,0.5576677690179881,0.2120520908373355,NA
A4D1P6,KB450_24h-24h,-0.01327593994203753,0.03764246896479032,12,0.7304416538393399,0.8911518886702633,NA,WDR91,0.13641446888453437,0.050048268140987215,NA
A4D1U4,KB450_24h-24h,0.06905452806371228,0.044631440801239645,12,0.14776708230784016,0.4774013428407144,NA,DENND11,0.8304223018294353,0.32111636373837166,NA
A4D2B0,KB450_24h-24h,0.13064074624793245,0.07556347667240837,12,0.10944528946923224,0.4208934574247032,NA,MBLAC1,0.9608029257501691,0.3758278250869333,NA
A4D2H0,KB450_24h-24h,0.12594271135307705,0.10624055442400542,12,0.25878448317539104,0.5969791410518693,NA,CTAGE15,0.5870617676993691,0.22404084321624704,NA
A5D8V6,KB450_24h-24h,0.23584199586669816,0.11507876791969322,12,0.06293875583679835,0.31987697084113986,NA,VPS37C,1.2010818464014072,0.49501702530078795,NA
A5PL33,KB450_24h-24h,0.13945530269630216,0.11241482005527095,12,0.2384824065235182,0.5795639946373847,NA,KRBA1,0.6225436544921513,0.2368986028696245,NA
A5PLL7,KB450_24h-24h,0.08004660154571426,0.08150937497632679,12,0.345459161983416,0.6631564838907826,NA,PEDS1,0.4616032848267325,0.1783839797831148,NA
A5PLN9,KB450_24h-24h,0.03717699800658816,0.1892453040049463,12,0.8475466414020383,0.9449190468375781,NA,TRAPPC13,0.07183639277542223,0.02460539680047006,NA
A5YKK6,KB450_24h-24h,-0.039673416813386105,0.018909008687263137,12,0.057737084306120984,0.3059220946501769,NA,CNOT1,1.2385451515556625,0.5143891557772321,NA
A6H8Y1,KB450_24h-24h,0.21681304299471368,0.10650505959161526,12,0.06447697018281945,0.32304523274221014,NA,BDP1,1.1905953785199346,0.4907366635667887,NA
A6NC98,KB450_24h-24h,0.014427437806083618,0.05078529707433069,12,0.7811862002651289,0.9138518644494196,NA,CCDC88B,0.10724543717327788,0.039124197774070286,NA
A6NCL7,KB450_24h-24h,-0.29348226354859247,0.09636404521089269,12,0.01016831138424925,0.127237132245392,NA,ANKRD33B,1.992751162848367,0.8953861278705293,NA
A6ND36,KB450_24h-24h,0.03399139607071101,0.07106436299439738,12,0.641019740038113,0.8439686394129923,NA,FAM83G,0.19312859628832427,0.07367369079487547,NA
A6NDG6,KB450_24h-24h,0.03477268466604499,0.03644345769247163,12,0.3588316319793954,0.6728196912110183,NA,PGP,0.4451092797065903,0.1721013066585022,NA
A6NDU8,KB450_24h-24h,0.02157967944770876,0.047721378670086974,12,0.6591894042214531,0.8540151019488182,NA,RIMOC1,0.18098978208329777,0.06853444941047131,NA
A6NED2,KB450_24h-24h,0.11287062543368971,0.08913133256222183,12,0.22942122310803856,0.5725747829535421,NA,RCCD1,0.6393664092230079,0.24216778286923318,NA
A6NFI3,KB450_24h-24h,0.3099661870467007,0.09499298712614793,12,0.006790225642180993,0.10530072995874525,NA,ZNF316,2.168115793683289,0.9775686182166381,C2H2 ZF
A6NFQ2,KB450_24h-24h,-0.12960905430289452,0.07271343287271462,12,0.09997009413329934,0.40368883669139277,NA,TCAF2,1.0001298989535186,0.3939532600778229,NA
A6NH57,KB450_24h-24h,-0.032640244066736344,0.3594556709605323,12,0.9291459534311907,0.9766639273870876,NA,ARL5C,0.03191606018179988,0.010254852443034786,NA
A6NHQ4,KB450_24h-24h,-0.002661125341249746,0.1065372563574392,12,0.9804827984252551,0.9958976209225389,NA,EPOP,0.008560021184899826,0.0017853051041370794,NA
A6NHR9,KB450_24h-24h,0.09004543409753,0.037337511949131416,12,0.03281313465237106,0.22986931086201565,NA,SMCHD1,1.4839522793000353,0.6385190061684746,NA
A6NHX0,KB450_24h-24h,0.1401389495125205,0.1158381872571453,12,0.24965605681552094,0.5885862129496897,NA,CASTOR2,0.602657893219325,0.2301899150362689,NA
A6NHZ5,KB450_24h-24h,-0.07476759948365695,0.07612853747007167,12,0.3454264297871803,0.6631564838907826,NA,LRRC14B,0.46164443610383454,0.1783839797831148,NA
A6NI28,KB450_24h-24h,0.059493336400987716,0.10696571374032958,12,0.5883017536119501,0.8144473536956527,NA,ARHGAP42,0.23039985706409477,0.08913698347140205,NA
A6NI79,KB450_24h-24h,0.08401132911528995,0.08486768043421458,12,0.341759322355051,0.6619032167079778,NA,CCDC69,0.46627963011160195,0.17920550832843007,NA
A6NIH7,KB450_24h-24h,0.19952361537645538,0.08460472134553734,12,0.03616270408339829,0.2416811150369512,NA,UNC119B,1.4417391024060104,0.6167572840386575,NA
A6NJ78,KB450_24h-24h,0.04905226873225032,0.07235808139950325,12,0.5106889966550943,0.7679533720403527,NA,METTL15,0.291843499386394,0.11466514830225653,NA
A6NK58,KB450_24h-24h,-0.442928669128114,0.19375953694977766,12,0.04123085067688,0.2592143294114036,NA,LIPT2,1.3847777047217158,0.5863409942663786,NA
A6NKD9,KB450_24h-24h,0.33144125838004856,0.16260570009772124,12,0.06418146571416955,0.32275734864686595,NA,CCDC85C,1.192590369130397,0.4911238607874886,NA
A6NKF1,KB450_24h-24h,0.09125115005859369,0.12664023105726274,12,0.4849842513281851,0.7502630332446589,NA,SAC3D1,0.31427236381487916,0.12478645146182682,NA
A6NLC5,KB450_24h-24h,-0.2294079429607362,0.2780539510770937,12,0.42544167882237827,0.7179249070511342,NA,C3orf70,0.3711599662529735,0.14392097937726617,NA
A7E2V4,KB450_24h-24h,0.1991101498858043,0.05725579920707386,12,0.004566909253469089,0.08542474380921974,NA,ZSWIM8,2.340377617932999,1.0684163149864312,NA
A7E2Y1,KB450_24h-24h,-0.09269735805096609,0.1266633821538773,12,0.4783156724833877,0.7459453783010482,NA,MYH7B,0.3202853888091118,0.12729297248837876,NA
A7KAX9,KB450_24h-24h,0.20482424878163086,0.12439869555589232,12,0.12557631820077705,0.4437271210675222,NA,ARHGAP32,0.9010922542648196,0.35288402593748425,NA
A8CG34,KB450_24h-24h,-0.2801141495902852,0.277949427509337,12,0.3334458317347738,0.6553337490246681,NA,POM121C,0.47697470714291823,0.18353746574176188,NA
A8K855,KB450_24h-24h,-0.011045321479811255,0.061438837035921234,12,0.8603272721219206,0.9506563961863659,NA,EFCAB7,0.0653363098735188,0.021976425444128204,NA
A8K8P3,KB450_24h-24h,0.1403964426481232,0.15598137315272956,12,0.3857821585141932,0.6905262639332466,NA,SFI1,0.4136578612903867,0.16081979852725828,NA
A8MPS7,KB450_24h-24h,0.07463327644076666,0.11107523724898573,12,0.514365362440709,0.7691144298121821,NA,YDJC,0.2887282846548932,0.1140090405121212,NA
A8MT69,KB450_24h-24h,0.23121626482083624,0.10258062658069994,12,0.04368141183490972,0.26560172129108645,NA,CENPX,1.3597033331650032,0.5757691147528219,Unknown
A8MTJ6,KB450_24h-24h,0.5961472167502448,0.21859289691723452,12,0.01836132992538084,0.17154890327812047,NA,FOXI3,1.7360958657090422,0.7656120540682156,Forkhead
A8MTT3,KB450_24h-24h,8.056930304477875e-4,0.11767284457122423,12,0.9946495251737395,0.9982724786445462,NA,CEBPZOS,0.002329920355965476,7.509017783790026e-4,NA
A8MTY0,KB450_24h-24h,0.1063474675407861,0.13986764657394976,12,0.4617277748525095,0.7352713479123789,NA,ZNF724,0.33561400003761893,0.13355235730582532,C2H2 ZF
A8MW92,KB450_24h-24h,0.10978588440486801,0.06650654363020933,12,0.12469770891246942,0.4417249571471779,NA,PHF20L1,0.9041415257982234,0.35484806271782177,NA
A8MWY0,KB450_24h-24h,0.2650446115421819,0.07814081291250757,12,0.005349339550386747,0.09428617125325953,NA,ELAPOR2,2.27169983430184,1.025551999614787,NA
A8MXV4,KB450_24h-24h,0.05790427208936233,0.12067462746570538,12,0.6399698701563223,0.8438196403765289,NA,NUDT19,0.19384047216122502,0.0737503703882675,NA
A8MYB1,KB450_24h-24h,0.48540994944231713,0.4765399353966799,12,0.32848425616295873,0.6500568852731952,NA,TMCO5B,0.48348544079340544,0.18704863738902744,NA
A9UHW6,KB450_24h-24h,0.1331231036530109,0.05776948629692527,12,0.03987975551805585,0.2551404386881542,NA,MIF4GD,1.3992475127847732,0.5932207020829896,NA
B1AJZ9,KB450_24h-24h,0.6038059149022866,0.42996895679485503,12,0.18557930109647786,0.5231744622583118,NA,FHAD1,0.7314704651909045,0.2813534634050839,NA
B2RTY4,KB450_24h-24h,0.11027834859507026,0.06175137279482315,12,0.09939764528657978,0.4023808291119374,NA,MYO9A,1.0026239038437113,0.3953627188299411,NA
B2RUZ4,KB450_24h-24h,0.31410040899359676,0.1134520438773092,12,0.017006780393150664,0.16361135920112704,NA,SMIM1,1.7693778962542426,0.7861865474427396,NA
B7ZAP0,KB450_24h-24h,0.1329705048025155,0.12692961588432122,12,0.3154687816749737,0.6395380530403042,NA,RABGAP1L,0.501043611434453,0.19413360953755246,NA
B9A064,KB450_24h-24h,-0.24025805545506387,0.05913795394090518,12,0.0015741488730502138,0.045625171170324406,NA,IGLL5,2.802954197207706,1.340795493205323,NA
C9J069,KB450_24h-24h,0.19392412816997529,0.09800226353127406,12,0.07125643172805468,0.34275628241617817,NA,AJM1,1.1471759293834936,0.4650145762359718,NA
C9J798,KB450_24h-24h,-0.30526233622584625,0.05637237933894843,12,1.562194907447609e-4,0.011616583770790745,NA,RASA4B,3.80626478227162,1.934921571397537,NA
C9J7I0,KB450_24h-24h,-0.10381418151096465,0.1047736828748679,12,0.341322002993815,0.6617036186267594,NA,UMAD1,0.46683571444392036,0.17933649034456145,NA
C9JI98,KB450_24h-24h,0.2578900054354983,0.06703551599592768,12,0.00232249417419397,0.05791345701272105,NA,TMEM238,2.6340453667287598,1.2372205100668412,NA
C9JLW8,KB450_24h-24h,0.20089674933023796,0.12264070199738475,12,0.12733831458736952,0.4469144549250899,NA,MCRIP1,0.8950409026286806,0.3497755983656435,NA
C9JN71,KB450_24h-24h,0.5059771191837023,0.6007886412204884,12,0.41615214940030143,0.7124120221054742,NA,ZNF878,0.3807478579209051,0.14726876033454622,C2H2 ZF
C9JRZ8,KB450_24h-24h,0.5779397026050366,0.49369471362959216,12,0.2644655869755353,0.6011953427935766,NA,AKR1B15,0.5776308316021672,0.22098439236803843,NA
D6RBQ6,KB450_24h-24h,-0.10407104618173219,0.11987145775800781,12,0.40232040103972766,0.7017594074663351,NA,USP17L17,0.3954279444748855,0.15381175670088626,NA
E7ETH6,KB450_24h-24h,-0.16521066957996633,0.19040817323649684,12,0.4025954555769271,0.7019692433199852,NA,ZNF587B,0.39513113165551844,0.15368191600272366,C2H2 ZF
E9PRG8,KB450_24h-24h,0.03655705636069669,0.15937073348908093,12,0.8224337657764712,0.93486866883833,NA,C11orf98,0.08489906762242969,0.02924939490811222,NA
H3BS89,KB450_24h-24h,-0.07837763741316435,0.10322682685803096,12,0.46234255517171985,0.7357256026167063,NA,TMEM178B,0.33503613116566583,0.13328413062096642,NA
L0R6Q1,KB450_24h-24h,0.2580850557683683,0.14061204699502516,12,0.09133270622443468,0.3859783291574632,NA,SLC35A4,1.0393736738430983,0.41343707820786463,NA
L0R819,KB450_24h-24h,0.07350911043848224,0.08079521132294173,12,0.38082880734540736,0.6873375130374247,NA,ASDURF,0.4192702073517657,0.16282995281643672,NA
O00115,KB450_24h-24h,0.016133331242145055,0.04859098292333709,12,0.7455992313558943,0.8986635957685424,NA,DNASE2,0.12749454837143784,0.04640285091764347,NA
O00116,KB450_24h-24h,0.04525461228019919,0.060301702154673925,12,0.46743252381151823,0.7383463472732191,NA,AGPS,0.3302810728157262,0.1317398693084696,NA
O00124,KB450_24h-24h,-0.2108331832209258,0.124984559735698,12,0.11742748045115141,0.4325221691647769,NA,UBXN8,0.9302302573327473,0.3639916276230191,NA
O00139,KB450_24h-24h,0.06580795568065025,0.04134002832899304,12,0.13739869173113706,0.4633758109237455,NA,KIF2A,0.8620174024777275,0.3340666409313041,NA
O00142,KB450_24h-24h,-0.28815980310799566,0.16023366804140055,12,0.09730200123397834,0.3977677177176499,NA,TK2,1.0118782273993154,0.4003704665257994,NA
O00148,KB450_24h-24h,0.041088808532873784,0.08100976846020493,12,0.6212006908653714,0.8336586786287944,NA,DDX39A,0.20676806994468366,0.07901172433748821,NA
O00151,KB450_24h-24h,-0.07988720313714733,0.05840821787980779,12,0.19646277564078865,0.5369308225596283,NA,PDLIM1,0.7067197245009805,0.27008166460941413,NA
O00154,KB450_24h-24h,0.13430545938132024,0.14048271661428105,12,0.3579220497090436,0.6721318225958277,NA,ACOT7,0.446211546169947,0.17254554210763545,NA
O00159,KB450_24h-24h,0.08405784362174125,0.06861803281239097,12,0.24407340146336834,0.5848478336174531,NA,MYO1C,0.6124795463800082,0.2329571144589548,NA
O00160,KB450_24h-24h,0.014262363526343374,0.07380162109355527,12,0.8499934105940001,0.9460108049313469,NA,MYO1F,0.07058444105483348,0.02410390324380637,NA
O00161,KB450_24h-24h,0.11366170377586587,0.05029546381079843,12,0.04322026697775811,0.2642144622791251,NA,SNAP23,1.3643125547454886,0.5780434141396654,NA
O00165,KB450_24h-24h,0.17073379950510645,0.09095760054786223,12,0.08502605896791204,0.37273731781306885,NA,HAX1,1.070447950385458,0.4285971242599487,NA
O00170,KB450_24h-24h,0.04101954810919393,0.051123786655870466,12,0.43794832146795004,0.7238234965125238,NA,AIP,0.3585771338462306,0.14036732307901417,NA
O00178,KB450_24h-24h,-0.04060090678972581,0.05404657101713666,12,0.4669971443338743,0.7383463472732191,NA,GTPBP1,0.3306857751166125,0.1317398693084696,NA
O00186,KB450_24h-24h,0.06560771411740074,0.05010999708136317,12,0.21495707334743175,0.5574872982869927,NA,STXBP3,0.667648259478281,0.2537650230721074,NA
O00189,KB450_24h-24h,0.10819559291163057,0.03340214079450173,12,0.007097405005525283,0.10766859223297713,NA,AP4M1,2.1489004115322596,0.9679109653110501,NA
O00193,KB450_24h-24h,0.023223507979603025,0.06530402126819763,12,0.7282970647760371,0.8902062748111302,NA,SMAP,0.13769144036035136,0.05050934882428426,NA
O00203,KB450_24h-24h,0.08332935933623775,0.05779825167269955,12,0.17496409084459327,0.5113641211798164,NA,AP3B1,0.7570510755896279,0.2912697466269474,NA
O00206,KB450_24h-24h,-0.1349555090365178,0.11259175569225081,12,0.2538088073115059,0.5927621644971963,NA,TLR4,0.5954933117116751,0.22711952479001166,NA
O00214,KB450_24h-24h,0.10950066986639283,0.12057486895819211,12,0.381672884246523,0.687424778918415,NA,LGALS8,0.418308693182721,0.1627748173346954,NA
O00217,KB450_24h-24h,0.09329060875071227,0.05870834764919803,12,0.13803390546960617,0.4643098221802993,NA,NDUFS8,0.8600142241078091,0.3331921290118689,NA
O00220,KB450_24h-24h,-0.22416835065847496,0.08565389723785762,12,0.02250327369470143,0.19332357855902593,NA,TNFRSF10A,1.6477542977053525,0.7137151743543146,NA
O00221,KB450_24h-24h,-0.05380604825443045,0.0565362543406231,12,0.36002114606187785,0.6730825641062488,NA,NFKBIE,0.4436719899319362,0.17193165949602632,NA
O00231,KB450_24h-24h,0.0503930149811443,0.04939591431962853,12,0.3277680269106401,0.6498058435606047,NA,PSMD11,0.48443341322286787,0.18721638745900432,NA
O00232,KB450_24h-24h,0.12420029286636293,0.08019308030029815,12,0.1473964883058251,0.47721595602760497,NA,PSMD12,0.8315128633397209,0.32128504383888656,NA
O00233,KB450_24h-24h,0.010001228959133935,0.03999409972778218,12,0.8067648208330439,0.9270386896260132,NA,PSMD9,0.09325304755791507,0.03290214035339674,NA
O00244,KB450_24h-24h,-0.4089961095251085,0.1359394730876639,12,0.010889948973858678,0.13089263938813378,NA,ATOX1,1.9629741551775148,0.8830847748625066,NA
O00255,KB450_24h-24h,0.18871602236449578,0.056903240071123656,12,0.0061506255675352756,0.10035696969187055,NA,MEN1,2.2110807107754575,0.9984524608086834,NA
O00257,KB450_24h-24h,0.3382803839431731,0.10169213174139931,12,0.006036924471168162,0.0992155413087637,NA,CBX4,2.2191842576333722,1.0034202938137398,NA
O00258,KB450_24h-24h,-0.18183067312362033,0.22669767058410262,12,0.4381002093295703,0.7238361692568241,NA,GET1,0.3584265393106273,0.14035971949227274,NA
O00264,KB450_24h-24h,0.07217782000079813,0.08420416201243869,12,0.4081403962501893,0.7064909673495829,NA,PGRMC1,0.3891904182129971,0.15089338633532368,NA
O00267,KB450_24h-24h,4.751734472423774e-4,0.07652627447873185,12,0.9951477718158914,0.9982904756456654,NA,SUPT5H,0.0021124250641955306,7.430723250073278e-4,NA
O00268,KB450_24h-24h,0.12070780150644438,0.0496131784600688,12,0.031560282526511246,0.22544478982717323,NA,TAF4,1.5008591176566723,0.6469597970637979,NA
O00273,KB450_24h-24h,0.029447944926730557,0.02637126632748093,12,0.2859967873292517,0.6202636516019534,NA,DFFA,0.5436388453780013,0.2074236684098003,NA
O00287,KB450_24h-24h,0.12758182611271615,0.07193836989153006,12,0.10150432303562769,0.40637564809321025,NA,RFXAP,0.9935154608981852,0.39107232487673227,NA
O00291,KB450_24h-24h,0.17499126274964905,0.08160919496344064,12,0.053185434853721146,0.2933120151932877,NA,HIP1,1.2742072855381166,0.5326701462752782,NA
O00299,KB450_24h-24h,-0.002932991864218406,0.061788708123149925,12,0.9629210229964248,0.9899570357624132,NA,CLIC1,0.016409331445967228,0.004383653418815105,NA
O00303,KB450_24h-24h,0.07640275310208393,0.04751747363707153,12,0.13383659212712135,0.45955929290266434,NA,EIF3F,0.873425130318442,0.3376584474570081,NA
O00308,KB450_24h-24h,0.07015154646362963,0.05529391816672594,12,0.22860555346758377,0.5718299261632638,NA,WWP2,0.6409132235862679,0.24273312000377767,NA
O00311,KB450_24h-24h,-0.06835298139857958,0.046055347145077884,12,0.16355536803024806,0.49805334501744514,NA,CDC7,0.7863351973802881,0.30272413875439713,NA
O00329,KB450_24h-24h,0.33444583098201264,0.0966903404365197,12,0.004726409205116519,0.08746276313570728,NA,PIK3CD,2.3254686805388842,1.0581768064831043,NA
O00330,KB450_24h-24h,0.07945795332055369,0.05036871580826185,12,0.1406583968507971,0.4683749684651127,NA,PDHX,0.8518343367507099,0.329406323138451,NA
O00391,KB450_24h-24h,0.4319672556264962,0.08496298997736083,12,2.687762569621077e-4,0.016240531446043798,NA,QSOX1,3.5706090984373042,1.7893997632532266,NA
O00398,KB450_24h-24h,-0.08542606538798155,0.21347529247683641,12,0.6960645716164625,0.8744086407139527,NA,P2RY10,0.15735047045273648,0.058285559434556655,NA
O00399,KB450_24h-24h,-0.053830709132025895,0.04522030273676768,12,0.2569022588042493,0.5956088146874903,NA,DCTN6,0.5902320771976145,0.22503888354946328,NA
O00400,KB450_24h-24h,-0.07083823229137474,0.06516811576839464,12,0.2983855951209756,0.6264647347691485,NA,SLC33A1,0.5252221467170527,0.20310337147945143,NA
O00401,KB450_24h-24h,-0.06982309212178202,0.11019094556473623,12,0.5381962523180062,0.7824545514469474,NA,WASL,0.2690593307329418,0.10654087886653445,NA
O00409,KB450_24h-24h,0.15081518158379031,0.08037096516348681,12,0.08511139742157019,0.37282983940535236,NA,FOXN3,1.0700122788594755,0.42848933620409657,Forkhead
O00410,KB450_24h-24h,-0.015016059109239427,0.033364322021591473,12,0.6606872387672784,0.855151181352083,NA,IPO5,0.18000408154717826,0.06795709998189124,NA
O00411,KB450_24h-24h,0.011082153772607108,0.05183686312659015,12,0.8343009635863459,0.9418589275330177,NA,POLRMT,0.07867725482203783,0.026014141349417985,NA
O00418,KB450_24h-24h,0.061498148669412424,0.07601520944443817,12,0.43424913230531503,0.7218904603433094,NA,EEF2K,0.362261040665297,0.14152869727466957,NA
O00421,KB450_24h-24h,0.20881326318999585,0.09237469950584257,12,0.04317172088743101,0.2641511396368656,NA,CCRL2,1.364800639390538,0.5781475112805269,NA
O00422,KB450_24h-24h,0.04473410224694757,0.07637255638270277,12,0.5689060797533061,0.8026365986326525,NA,SAP18,0.24495942501373055,0.0954810411860077,NA
O00423,KB450_24h-24h,0.1991339798622713,0.07568594074783402,12,0.02193286702235055,0.18972530151700598,NA,EML1,1.6589045944692096,0.7218747483074699,NA
O00425,KB450_24h-24h,0.2098102867264006,0.07191482712925579,12,0.012900499005408735,0.14324764623876138,NA,IGF2BP3,1.8893934903903629,0.843912505373947,NA
O00429,KB450_24h-24h,0.020299851107833593,0.05884856889512105,12,0.7361021728439651,0.8936932621015318,NA,DNM1L,0.13306190030565,0.04881151636668742,NA
O00442,KB450_24h-24h,0.016979056601999293,0.05934440602356713,12,0.7796727569630693,0.9137309457652713,NA,RTCA,0.10808764047127424,0.03918166637912362,NA
O00443,KB450_24h-24h,0.02214996948152176,0.03617613312057157,12,0.5517774101639016,0.789259089862457,NA,PIK3C2A,0.258236083563224,0.10278040765636762,NA
O00444,KB450_24h-24h,0.12799266480208768,0.06917939878258486,12,0.08905645085298286,0.3818148025228074,NA,PLK4,1.0503346167017489,0.41814723851606567,NA
O00459,KB450_24h-24h,0.18650602003953254,0.05318044945978201,12,0.0043254112198172,0.08313586988597806,NA,PIK3R2,2.3639725975615185,1.080211554646775,NA
O00461,KB450_24h-24h,0.0291455416602302,0.043585609177162185,12,0.5163468450274367,0.7700808119756337,NA,GOLIM4,0.28705847225275016,0.11346369774500567,NA
O00462,KB450_24h-24h,0.17479627192975425,0.08542101033138606,12,0.06328460780559715,0.32109505705390234,NA,MANBA,1.1987019070121143,0.4933663799231817,NA
O00463,KB450_24h-24h,0.019434739035900133,0.028650335294255383,12,0.510424346844238,0.7679220024164058,NA,TRAF5,0.2920686182839128,0.11468288887523269,NA
O00469,KB450_24h-24h,0.18717616264148906,0.09909456842086907,12,0.08331289880749598,0.3681512995526564,NA,PLOD2,1.0792877543285735,0.43397366215033406,NA
