GENE,p_value,type
DHX36,0.3705488205290466,Other
DHX38,13.680149350064347,Other
DHX9,0.09657345206213318,Other
DMAP1,1.2826042467956191,Other
DNAJA1,0.4490232649019058,Other
DNAJA3,1.0921818605889364,Other
DNAJB11,15.048029195202815,Other
DNAJC11,0.5423178915152824,Other
DNAJC9,10.274039668818157,Other
DNM2,10.499759402410529,Other
DPF2,4.268792409258501,Other
DR1,9.333173278310959,Other
DRG1,1.7942302250310702,Other
E2F1,0.6351050095837821,TF
EBF1,0.07401543088736481,TF
EEF1B2,5.415064112206322,Other
EEF1G,2.221982352910065,Other
EIF2B1,8.66024584014996,Other
EIF3F,6.543490823170133,Other
EIF3G,0.04221912548425788,Other
EIF4A1,3.4612411648509465,Other
EIF4E,0.23089807936042028,Other
EIF5A,1.5863259738406768,Other
ELL,1.4510922488190519,Other
ELP3,7.4696306533900305,Other
ENO1,1.8778251871224796,Other
EP300,21.67179492006931,Other
EP400,0.6030981590892132,Other
ERCC3,2.968677861720448,Other
EWSR1,4.82474669038079,Other
EXOC6,0.36745591653372295,Other
EXOSC8,2.8533488165177148,Other
FBXO11,11.014440945837,Other
FBXW11,3.9500370686455653,Other
FCGR1A,1.207224795487233,Other
GABPA,0.08963311836851046,TF
GAPDH,2.5314667712515453,Other
GART,13.316143365826337,Other
GBF1,2.4615707989170827,Other
GLRX5,2.189733183614825,Other
GMPPB,1.0943513599929398,Other
GNA11,3.901647238620034,Other
GNL3,6.5209541079065065,Other
GNL3L,1.0395513272329038,Other
GOSR2,2.5691229939453413,Other
GPI,0.8736311979582134,Other
GPS1,0.2521880850529782,Other
GRB2,12.854065983955874,Other
GRSF1,1.0576973655805924,Other
GSPT1,5.663667017189399,Other
GTF2A1,0.8272010626928227,Other
GTF2E1,0.39472286087422526,Other
GTF2E2,1.3776533665666248,Other
GTF2F2,1.2745216799103403,Other
GTF2H1,8.689216072822767,Other
GTF2H3,0.1845254175489156,Other
GTF2H4,4.067384548385333,Other
GTF3A,0.273080343833802,Other
GTF3C1,0.24719113478920027,Other
GTF3C2,3.4358260355548444,Other
HAUS7,1.6513764386700025,Other
HDAC1,11.152519818332872,Other
HDAC3,0.2579207646375158,Other
HERPUD1,17.838867187213282,Other
HIRA,1.1813900569592801,Other
HMGA1,6.1609122003987276,Other
HMGB1,1.4632844823876425,Other
HNRNPC,4.22049223888938,Other
HNRNPH1,3.656663371993137,Other
HNRNPL,0.8320977001798271,Other
HNRNPM,0.05922509977473199,Other
HNRNPR,4.035924453947529,Other
HNRNPU,5.677644761875865,Other
HSF1,2.4708368624932806,TF
HSP90B1,4.837633765453722,Other
HSPA8,2.7564798397243924,Other
HUWE1,1.916136484680222,Other
HYOU1,0.5109620847377854,Other
IFITM3,8.805595756140578,Other
IGF1R,14.886757951525865,Other
IKBKB,21.597489427344897,Other
ILF2,7.861029727040855,Other
ILF3,4.891516782867676,Other
IMP4,0.8174382419143964,Other
IMPDH2,0.25863899222957404,Other
ING3,0.8320977001798271,Other
INO80,1.4571829648911094,Other
IPO13,2.078577139716647,Other
IPO7,5.75718340351418,Other
IRF4,30.556070933146746,SE_TF
IRS1,14.280613377927898,Other
IRS2,2.27076588028331,Other
ISY1,0.8577241398157689,Other
ITSN2,7.413409818658608,Other
KANSL3,1.7411996190534171,Other
KAT5,0.708996112401042,Other
KDM5C,8.683418037131302,Other
KIF14,1.16577396743985,Other
KIF18A,9.520656319704651,Other
KIF20A,0.8517859147023912,Other
KPNA2,6.260964260834908,Other
KRAS,0.9454834062047036,Other
LARP1,0.6658036976276008,Other
LONP1,4.448249611524723,Other
LSG1,0.06474828201863012,Other
LSM5,6.401430234132614,Other
LSM8,12.33083934006316,Other
MAF,10.047726786007953,TF
MAF1,3.819110413454169,Other
MAU2,5.026448514106626,Other
MAX,8.899274306984314,TF
MCM3,0.17301543005551562,Other
MCM5,2.8516935785816955,Other
MCRS1,2.951826844925183,Other
MDM2,2.884886190758163,Other
MED1,14.36318627816401,Other
MED12,4.384608847378855,Other
MED14,1.2722162079584862,Other
MED16,8.20349768343964,Other
MED17,7.87756116042675,Other
MED21,1.6992825133929457,Other
MED23,16.479326774895927,Other
MED26,0.4200572894925731,Other
MEF2C,20.02279588176002,SE_TF
MEN1,14.574482272342895,Other
MIB1,0.4653291481850898,Other
MIS12,5.925097232865703,Other
MLST8,5.868062299466836,Other
MNAT1,6.7710485413277794,Other
MRPL49,0.11058034556366382,Other
MRPS27,0.5406094026611681,Other
MRPS35,0.4620557265241467,Other
MRTO4,7.16967974752473,Other
MTA2,20.345414323891717,Other
MTOR,1.527381761197091,Other
MYC,14.506391788713012,SE_TF
MYH9,3.9987237989461852,Other
NAE1,2.732108075118589,Other
NCAPD2,0.6767479644280744,Other
NCAPG,2.575424657679838,Other
NCBP1,0.05739021063181914,Other
NDUFB4,2.4940738711806683,Other
NFKB1,25.767966153746748,TF
NFKB2,4.307225233257139,TF
NFKBIA,1.4755199411555189,Other
NFYB,0.5672659844563636,TF
NFYC,1.8385124365225693,TF
NIPBL,3.720468559145678,Other
NKAP,2.394120822398886,Other
NMD3,6.090640764053298,Other
NME2,2.201434893855324,Other
NOB1,1.8385124365225693,Other
NOL10,0.564669941629884,Other
NOL12,6.735388925560954,Other
NOP16,0.012514040633653366,Other
NOP2,8.433133190428638,Other
NPAT,3.573054449831538,Other
NRAS,0.5543208852132859,Other
NUP54,2.7256264372702343,Other
NUP62,7.256623454278898,Other
NUP98,3.809569991330814,Other
OGT,0.9047489331852767,Other
ORC1,1.6129738350748024,Other
OSBP,2.682067943842333,Other
PA2G4,3.1745149571586944,Other
PABPC1,4.370302048905755,Other
PAF1,0.3659117162629841,Other
PAICS,14.699742847286208,Other
PAXIP1,7.971576837036134,Other
PCBP1,0.674919946650897,Other
PCBP2,0.9057592847590569,Other
PCID2,0.8184126978291885,Other
PDCD6,5.308646310080603,Other
PDPK1,3.244618567364662,Other
PDS5A,0.564669941629884,Other
PELO,6.114825789578408,Other
PELP1,1.0099259474091522,Other
PES1,4.41739820774662,Other
PFDN5,3.800041411635671,Other
PGK1,1.1205161038555704,Other
PHF12,6.015978126379193,Other
PI4KA,3.1518921002204756,Other
PIK3CA,9.578496032251149,Other
PKM,2.4770233599971174,Other
PLK4,0.8636770433806367,Other
PLRG1,1.430464542886324,Other
PMF1,5.652032294543132,Other
POGZ,2.597538187167577,Other
POLG,0.6476902192381225,Other
POLR1B,13.042890944007368,Other
POLR3C,1.5523469289415253,Other
POLR3E,0.4628735074213788,Other
POLR3F,11.842644956329325,Other
POT1,3.788622744706967,Other
POU2AF1,29.495133793551577,Other
POU2F1,14.730192477441587,SE_TF
POU5F1B,12.088906351832827,Other
PPAN,1.0162468134850653,Other
PPCDC,19.05348950502121,Other
PPIA,0.632418256650908,Other
PPIAL4G,0.577685318605333,Other
PPIH,10.372281775815583,Other
PPIL1,8.85822705325028,Other
PPIL2,9.786983186575517,Other
PPIL4,4.40713836181655,Other
PPP1CA,2.722388380352965,Other
PPP1CB,0.30685297461548455,Other
PPP1R10,0.8676538058846044,Other
PPP1R12A,7.921732340599709,Other
PPP1R7,8.407456868871197,Other
PPP1R8,1.2618626524421248,Other
PPP2CA,0.4563419781432611,Other
PPP2R1A,18.117456151352407,Other
PPP2R3C,11.565369664464853,Other
PPP4R2,0.5829161056781094,Other
PPP6C,1.1336891196952439,Other
PRDM1,25.62588156918216,SE_TF
PRDM10,2.6452268695689405,SE_TF
PRMT1,2.100021951712343,Other
PRMT5,0.2796267692007911,Other
PRPF18,1.345658339236644,Other
PRPF40A,0.2987059653052101,Other
PSMD13,1.36814075729384,Other
PSMD4,2.7956903490451817,Other
PTBP1,4.226514715954771,Other
PTCD3,1.135890505399452,Other
PTMA,8.905146187489038,Other
PTPN11,3.9383964427994536,Other
PWP1,3.503194618049382,Other
RAB6A,9.64875444507487,Other
RABGGTB,1.8425619876865056,Other
RACGAP1,1.5112475683803388,Other
RAD17,3.0930970970453218,Other
RAD51,9.300111073306871,Other
RAD51C,9.23117658052535,Other
RAD51D,9.759256244138822,Other
RAD9A,0.5185403494979879,Other
RANBP2,2.460028050950964,Other
RBBP4,3.6866213061772717,Other
RBBP5,0.11250345136341394,Other
RBBP6,2.4477024779323697,Other
RBM14,0.5872858628562795,Other
RBMX,0.9485650316812886,Other
RBMX2,5.719683256715306,Other
RBMXL1,0.5916654168945521,Other
RBPJ,11.205355111289315,TF
RBX1,1.0523477904439185,Other
RCC1,1.0470086388865834,Other
RELA,10.035230155064685,TF
RFC4,5.38098445681371,Other
RFC5,0.0610630732829736,Other
RHOA,0.18045128636741922,Other
RICTOR,6.256064562265596,Other
RIOK1,0.041014647702356716,Other
RNF113A,3.6547950152167332,Other
RNF20,2.3986916917709116,Other
RNF4,0.4312632116510814,Other
RNF40,0.18997762176541794,Other
RNMT,3.7374496247159024,Other
RPF1,1.8142987961128463,Other
RPL10,1.3622093239497028,Other
RPL26L1,2.05581388456471,Other
RPL28,1.0523477904439185,Other
RPL30,0.03621034192192067,Other
RPL36A,1.0576973655805924,Other
RPL38,3.6903745506277854,Other
RPL9,0.8706406641412908,Other
RPN2,2.031753571404958,Other
RPRD1B,1.7782469334624018,Other
RPRD2,10.740948483373495,Other
RPS21,2.06860409715991,Other
RPS25,1.5174443474212784,Other
RPTOR,5.250237409567192,Other
RRP12,5.834921810983484,Other
RSL1D1,1.852026445237871,Other
RTCB,4.549782683458791,Other
RTF1,0.23089807936042028,Other
RUNX2,4.73289698144888,TF
SART1,0.3829805599813532,Other
SCYL1,5.263687288394927,Other
SDAD1,6.788914536632598,Other
SDHA,5.288390740497675,Other
SEC13,0.34521165207284876,Other
SEC61B,0.22247353333358444,Other
SEC61G,0.19545275119643665,Other
SEC63,10.586261537737613,Other
SENP6,0.18997762176541794,Other
SERBP1,1.3362383346251643,Other
SETD1A,3.634274247081688,Other
SETDB1,12.680757871856452,Other
SF3B2,1.2895487785865933,Other
SIN3A,0.3505521504763706,Other
SKA2,3.434014192963288,Other
SKP1,0.627055409489354,Other
SKP2,0.2161893046229188,Other
SLC25A3,3.048499397797188,Other
SLC2A1,11.75775005908185,Other
SMAD7,24.38999905010167,Other
SMARCA5,5.011121291774049,Other
SMARCB1,4.658792783773148,Other
SMARCD1,12.334313478467564,Other
SMARCE1,3.070758932255415,Other
SMC3,0.5560418288679222,Other
SMG1,2.40937297344546,Other
SMG7,9.70392416031875,Other
SNAP29,0.052512235609536516,Other
SNAPC3,1.8129577969707515,Other
SNAPC5,8.671827949607737,Other
SNRNP40,8.729858177790378,Other
SNRPB2,1.5800095989766871,Other
SOD1,3.2888130692460584,Other
SOD2,4.349904451540483,Other
SON,3.9500370686455653,Other
SP1,5.322171855510749,TF
SRBD1,0.42565093915454777,Other
SRCAP,1.9756508423942274,Other
SREBF2,2.2811772017674965,TF
SRF,0.4751862123330353,TF
SRFBP1,4.7456597548657315,Other
SRP14,0.347498195885613,Other
SRP19,0.5672659844563636,Other
SRP68,1.572444331192054,Other
SRRM1,3.0127076613436268,Other
SRRT,0.8706406641412908,Other
SRSF10,1.7795764463763977,Other
SRSF6,2.7727852767271464,Other
STAG2,2.5018423619286483,Other
STRAP,9.557165630953806,Other
SUDS3,1.6694324631609545,Other
SUMO2,6.513450713735467,Other
SUPT4H1,4.872084166918028,Other
SUZ12,10.088396295752045,Other
SYF2,1.616796389000524,Other
SYMPK,5.801876989259561,Other
SYVN1,20.26451035787955,Other
TADA2B,16.122185294595674,Other
TAF1,2.9619318897057387,Other
TAF10,8.758948105564022,Other
TAF12,9.851837309677293,Other
TAF13,11.182223794160805,Other
TAF1B,1.6992825133929457,Other
TAF5,2.603872832921319,Other
TAF5L,20.77516219477136,Other
TAF6L,18.892906633791387,Other
TAF8,4.3173678195402845,Other
TBP,1.0748861200227537,Other
TCF3,16.934509059676703,SE_TF
TEN1,1.0331755853734035,Other
TFAM,0.08649229090001379,TF
TFAP4,3.519678925683613,TF
TFDP1,0.40734161717241263,TF
TFIP11,2.9585616865343978,Other
TFRC,11.347989423277486,Other
THAP1,0.6877494844305531,Other
THAP11,12.80796776893131,TF
THG1L,0.23725073765708318,Other
THOC1,0.5017422777950412,Other
TIMM8A,0.0320244072748218,Other
TINF2,10.217217406276799,Other
TLE3,13.537583461153114,Other
TMED10,0.7155043972555516,Other
TMED2,0.16495276071837095,Other
TOP1,3.050208879207795,Other
TOP3A,1.7228054701132478,Other
TPI1,0.6767479644280744,Other
TPT1,2.125889059841099,Other
TRA2B,2.2901188427075825,Other
TRAF2,0.8350405590683302,Other
TSC2,8.282508629924152,Other
TSEN54,2.6516165604100674,Other
TSG101,2.6420347785240335,Other
TSPYL5,2.5549710289470764,Other
TTC4,0.33382929402483075,Other
TTF2,1.36814075729384,Other
TUBB,5.58710285714783,Other
TUBB8,1.3233305510436435,Other
TXN,0.25004434856992397,Other
TXNL4B,0.2550515055313406,Other
UBE2J2,5.254718763062855,Other
UBE2L3,4.9478750368672895,Other
UBE2N,1.961736775041021,Other
UBR5,0.9199472955991936,Other
UPF1,0.40180900170255507,Other
USP36,5.963276848927339,Other
USP37,0.7903179687996428,Other
USP7,1.912015037609219,Other
USP9X,1.6015297561677986,Other
UXT,1.7942302250310702,Other
VHL,0.31057094944465863,Other
VPS35,1.4389432013744863,Other
VPS51,8.376129466747892,Other
WAC,0.5440279355443537,Other
WDR73,0.09152177324370334,Other
WDR77,1.3046479305142213,Other
WTAP,0.4884149781171329,Other
XRCC3,9.061478848037195,Other
XRCC5,0.23795840331192858,Other
XRN1,4.212468953581311,Other
YBX1,4.779778572191697,TF
YEATS4,3.5325264115112303,Other
YWHAZ,3.181491698809227,Other
YY1,3.048499397797188,TF
ZBTB17,3.0673292717929943,TF
ZC3H13,0.4176657064896406,Other
ZCRB1,5.304141676499648,Other
ZNF131,1.7769178618628156,TF
ZNF217,18.329992345242832,SE_TF
