CTRL KMS12PE	siIRF4 KMS12PE	LOG2_FOLD_CHANGE	P_VALUE
ADIPOR1	60.5993614033333	52.4678610033333	-0.207868614895696	0.00907362480568876
ADIPOR2	148.688245933333	166.998894466667	0.167547947759939	0.0274220549585207
ADK	42.41483707	43.2685588533333	0.0287500496428525	0.525437986555147
ADM	126.0916351	118.441755066667	-0.0902947970679315	0.32405702509181
ADM2	2.794631847	4.93708768933333	0.821002028482945	0.0177819853937123
ADM5	2.70940519633333	2.643073513	-0.0357596153991922	0.909547316055075
ADNP	58.44191549	55.9321453133333	-0.0633257977551341	0.34273656874629
ADNP2	21.0492906266667	17.6362797733333	-0.25522534599145	0.0472107380759758
ADO	25.18413621	34.1049366866667	0.437465335461785	0.00378522608438434
ADORA2A	0.157715752666667	0.317398016666667	1.00896634933088	0.108586197197534
ADORA2A-AS1	0.266190882	0.241796608666667	-0.138667144455444	0.543587678259207
ADORA2B	0.437231365666667	0.397995541666667	-0.135644629501242	0.729649485124032
ADPGK	109.106900633333	76.8989884533333	-0.504705824120447	0.00102769760502394
ADPRH	7.93537750066667	10.2217566423333	0.365272387954468	0.0213866628741202
ADPRHL2	40.99006636	40.7550079466667	-0.00829697800838567	0.936836747890392
ADPRM	3.562469053	3.697905185	0.0538307526424096	0.604386626985108
ADRBK1	285.259975166667	407.5739865	0.514784637564694	0.0059028793493626
ADRM1	334.295879166667	313.170388433333	-0.0941777648579241	0.0853394109666092
ADSL	148.857369566667	140.867588866667	-0.0795909363784894	0.0839849907635583
ADSS	122.703037133333	122.542642966667	-0.00188708646558626	0.965656631402714
ADTRP	1.75485755266667	4.86904944133333	1.47228622293788	0.00250565187850281
AEBP1	3.10501287633333	1.719196594	-0.852864721568032	0.0675837610568766
AEBP2	24.8472936733333	20.5709411766667	-0.2724809217496	0.000894910487899886
AEN	70.0180102033333	53.32191601	-0.392997441783396	0.0021953714784034
AES	311.8796475	401.417630333333	0.364114572465561	0.0197439686810076
AFAP1-AS1	0.405286846333333	0.176320297666667	-1.20074478858092	0.0189095588697428
AFF1	38.43959889	38.1606504533333	-0.0105075194574647	0.908524742479845
AFF4	10.2508454056667	10.217620579	-0.00468362746883729	0.970919543209033
AFG3L1P	5.66485698966667	6.136083307	0.115278534422571	0.482304462230311
AFG3L2	258.8966257	227.336632166667	-0.18754598883739	0.00196565313237013
AFMID	75.15683057	104.555888	0.476298175263965	0.00142340138523917
AFTPH	32.57657334	28.087944	-0.213883832863496	0.0495164148657144
AGA	4.65609010066667	4.07828408666667	-0.191156701659108	0.153057916059775
AGAP1	0.198678030333333	0.028699087	-2.79135560278835	0.00216987275944376
AGAP2	7.97265268933333	8.611130608	0.111142847602399	0.215042410643689
AGAP3	61.6283776566667	65.3311131233333	0.0841754076333164	0.32857613644214
AGAP4	1.19861696933333	1.09512704633333	-0.130272456580184	0.350457663955932
AGAP5	3.73453852766667	3.289925545	-0.182875047582251	0.0890089613814208
AGAP6	8.480041987	8.937041378	0.0757258959384689	0.521940611080765
AGAP7	0.413651075333333	0.456974734333333	0.14370006974372	0.780303289917836
AGBL3	1.623936488	1.61985843433333	-0.00362747401845456	0.968261507980825
AGBL5	36.6593935666667	36.37324239	-0.0113053839746606	0.712865787875539
AGER	0.480640919333333	0.703285234666667	0.549150451084301	0.0105130962376025
AGFG1	41.48734905	36.5267794433333	-0.183716917867175	0.032414554421748
AGFG2	4.96651824866667	5.619345139	0.178167200635293	0.140607237186801
AGGF1	18.3499802066667	18.04605373	-0.0240951205655195	0.345450850479716
AGK	108.074863833333	65.8082577266667	-0.71569048640109	0.00308212614048643
AGL	18.4108883833333	17.14608437	-0.102680095408688	0.141197014404263
AGMAT	5.696963154	6.899744512	0.276349866494099	0.0449607567498247
AGO1	13.8057991133333	13.4052843133333	-0.0424725792164989	0.62180504067918
AGO2	48.1624987	42.5567857766667	-0.178521050671662	0.192826226125915
AGO3	22.4187479866667	20.4323534766667	-0.133850321842316	0.0730571506427686
AGO4	7.34972067066667	7.50297419266667	0.0297731751969649	0.811396141544349
AGPAT1	10.4754878543333	10.8175073433333	0.0463506668226956	0.594145923437434
AGPAT2	62.8615118666667	67.0579370566667	0.0932311308705635	0.38590314672769
AGPAT3	32.9267051633333	43.12656009	0.389318492028933	0.0139286047543701
AGPAT4	0.195252611333333	0.123316636333333	-0.662974400099762	0.118872873471778
AGPAT5	95.4354896133333	78.6548256633333	-0.27899058010491	0.00570427001688144
AGPAT6	39.9749445333333	36.5485230733333	-0.129282923900484	0.0216413246617276
AGPS	62.8956004833333	53.95927707	-0.221088085191573	0.0143081903055964
AGRN	7.253605535	14.2039112	0.969518050033131	0.00122500703708337
AGTPBP1	52.2522792866667	51.5005905833333	-0.0209049935853703	0.610411763193277
AGTRAP	67.1818637166667	70.10978924	0.0615440794432435	0.406086555047087
AHCTF1	107.048330633333	90.6643483333333	-0.239655036988369	0.0302993761875715
AHCY	231.1857955	197.109319333333	-0.230056769953074	0.00101158203528564
AHCYL1	37.9107013	48.9451420833333	0.368560531382598	0.000655264735938134
AHCYL2	9.21422265066667	9.69866206666667	0.0739232814505232	0.291887246512969
AHDC1	4.721342247	6.210355716	0.395478838574678	0.0888638703237084
AHI1	2.75599236133333	1.94144237633333	-0.505443001929577	0.0198222614877234
AHNAK	29.8347288133333	20.6446392666667	-0.531225453530885	0.0161661605615818
AHRR	3.638579616	3.928145236	0.11047289289754	0.3758722467195
AHSA1	539.289169233333	466.120520333333	-0.210356032903105	8.47262851154526e-05
AHSA2	16.5504593033333	22.2252588133333	0.425328964525413	0.00748304564094265
AIDA	57.8538701066667	54.6738441733333	-0.0815626544954295	0.145788639298427
AIF1L	6.37311881233333	9.722695525	0.609356786009963	0.00730075111587005
AIFM1	94.89453411	87.8784711066667	-0.110815220700863	0.0502773607911074
AIFM2	20.56863445	19.58970835	-0.0703500975956556	0.0922033354014482
AIG1	14.5220530333333	15.1866441966667	0.064557685143406	0.217252418735121
AIM1	0.871594661333333	1.09403916666667	0.327935122783362	0.244213587626919
AIM1L	0.190143274666667	0.109964078666667	-0.790054588193812	0.381109380483288
AIM2	0.745522535666667	0.329369004333333	-1.17854716807724	0.325852743385394
AIMP1	67.73330251	64.2564786366667	-0.0760234188947767	0.0110690354101885
AIMP2	84.6591182266667	80.88462619	-0.065799947804143	0.237283660178162
AIP	242.915544066667	292.2478319	0.266737511474658	0.0335201160254412
AJUBA	2.04668057166667	1.74289987233333	-0.231796265860996	0.234336789500154
AK1	6.161590558	8.69916370433333	0.497573896412133	0.0541198985528018
AK2	225.5616817	211.464477733333	-0.0931066676545947	0.0118427905465188
AK3	37.01765648	36.6101917233333	-0.0159682348309931	0.44385410613455
AK6	57.7701304766667	46.5932416866667	-0.31020304481378	0.046486794663813
AK7	1.19234714966667	1.48036901933333	0.312152513877805	0.311077370976459
AK9	0.252038095666667	0.278885457	0.146030890132338	0.61028070195772
AKAP1	61.25272864	50.36830797	-0.282257846486102	0.00438234042625662
AKAP10	11.4186587033333	10.6581561113333	-0.0994353242863044	0.264228097500405
AKAP11	9.17867072833333	7.798738857	-0.235044392098469	0.0558321391645266
AKAP13	11.9899719	15.71648095	0.390449944790901	0.0103387478134576
AKAP2	0.716028333666667	0.401700964	-0.833894753359162	0.036349749211954
AKAP3	0.236196083333333	0.340982124666667	0.529711068935519	0.509813583283897
AKAP5	3.32231786433333	6.04995119933333	0.8647333948019	0.00121182679338455
AKAP6	0.0590103393333333	0.047588994	-0.310339797244339	0.665808439604258
AKAP8	37.1219068766667	34.9688899466667	-0.0861988208572471	0.240699323598065
AKAP8L	51.6411224766667	51.3868493066667	-0.00712116097893778	0.928833913964033
AKAP9	37.1703753266667	31.2380201333333	-0.25085023751804	0.0409415965968208
AKIP1	29.2090136133333	28.7661679933333	-0.0220405900743238	0.772935739514612
AKIRIN1	88.1569109933333	79.81919199	-0.14333799843316	0.0189821875308842
AKIRIN2	61.6567218866667	65.4110594533333	0.0852763942676498	0.261780276294207
AKNA	18.05680761	24.0566486733333	0.413892823807816	0.00272124962304045
AKR1A1	52.05102749	55.1809561033333	0.0842438113566191	0.210617356240686
AKR1B1	256.142413833333	263.504548866667	0.0408817031100532	0.121977935242577
AKR7A2	26.3219902833333	29.42370651	0.160710414988312	0.080408677831925
AKR7A3	0.859451837333333	1.358919567	0.660971366897659	0.282542867561249
AKR7L	1.14496910266667	1.132857327	-0.0153424889129698	0.937498595378516
AKT1	84.0573222266667	95.6114769566667	0.185810308030265	0.0603845413412647
AKT1S1	16.8372532066667	18.3627394766667	0.125124506303957	0.1333597127998
AKT2	34.3097718066667	36.6673251033333	0.095875494079916	0.145930047415023
AKT3	0.434035341666667	0.400460802666667	-0.116151482297679	0.493939594072364
AKTIP	22.0183739733333	21.3889616233333	-0.0418414865576229	0.522472900523879
ALAD	61.4081144166667	54.8329405533333	-0.163386460870202	0.0344997041822114
ALAS1	64.1705315733333	69.3063508566667	0.111076624924767	0.279194090087366
ALCAM	0.303131704333333	0.11441484	-1.40567056369747	0.00408268452013789
ALDH16A1	21.6088916333333	23.8030740733333	0.139522828797521	0.123198766761035
ALDH18A1	71.08834321	61.81249445	-0.20171452538175	0.0229285663392979
ALDH1A3	1.40551460133333	0.81411102	-0.787800988606218	0.00437731140180346
ALDH1B1	61.2182372	53.7979560266667	-0.186410141797144	0.0437980877448504
ALDH1L2	57.94124839	30.0470884233333	-0.947365569051042	9.62021810821582e-05
ALDH2	10.388374737	12.8553843633333	0.307402783966315	0.0136460455336827
ALDH3A2	18.1016758866667	18.77190361	0.0524516866753997	0.470359040489207
ALDH3B1	3.42025713433333	6.49828645033333	0.925954549619604	0.0128184697761207
ALDH4A1	10.45369315	11.41483323	0.126897064806623	0.0506162978962252
ALDH5A1	33.78567	20.2075434833333	-0.741517513226419	0.000822219998422734
ALDH6A1	13.0731719333333	14.5955007666667	0.158914486507214	0.134298048201719
ALDH8A1	0.771448271666667	0.536630926	-0.523639222836183	0.0979570299254311
ALDH9A1	109.459397	114.116977266667	0.0601176243675149	0.0172073546526492
ALDOA	922.975559766667	892.790927866667	-0.0479700788274457	0.300931695699018
ALDOC	119.419897033333	133.345981233333	0.159131115856816	0.135396307410847
ALG1	29.4500295166667	24.2926230533333	-0.277750803227765	0.000393721170133462
ALG10	15.84094009	13.0303428933333	-0.281782906642291	0.0357334304788472
ALG10B	6.92835677566667	5.781722675	-0.26101381310389	0.0804350358911785
ALG11	7.84020756966667	5.52517440666667	-0.50487184515248	0.00274720520957107
ALG12	11.39807223	12.65806756	0.151267332748626	0.0985622254089829
ALG13	13.0769351033333	13.41917115	0.0372711147223396	0.586159414528542
ALG14	17.94369335	15.1661347033333	-0.242623428822287	0.119532888905043
ALG1L2	0.967576518333333	1.22333834266667	0.338375807158771	0.559613141899317
ALG1L9P	0.565645288666667	0.461888257	-0.292353767134315	0.402447298815392
ALG2	86.13639131	94.07102369	0.127127520930883	0.024374643483869
ALG3	150.3028462	125.534536833333	-0.259787998593886	0.0527729371572214
ALG5	58.4766296533333	45.1087549833333	-0.374452695077089	0.00474941074465396
ALG6	21.35364092	20.0114300333333	-0.0936578116087958	0.224360582532092
ALG8	214.2136103	189.4896513	-0.176931086364947	0.0156975058044232
ALG9	18.3115728466667	13.8951785	-0.398171346927347	0.00180117415254521
ALKBH1	27.8295550033333	21.68220044	-0.360106662567933	0.0073185423972705
ALKBH2	72.7882850666667	65.82934025	-0.144975535146073	0.0149513306277251
ALKBH3	29.7845366833333	27.70001605	-0.10467670504915	0.179240382875445
ALKBH3-AS1	0.370373675333333	0.259991867666667	-0.51051506366217	0.288894467856839
ALKBH4	39.3223451633333	39.02204411	-0.0110600124979599	0.884722209672428
ALKBH5	51.0646451866667	41.29817656	-0.306246697365463	0.0783747574951413
ALKBH6	20.8074208566667	22.7191849766667	0.126812931127008	0.494375047497452
ALKBH7	75.8145698533333	86.5271663366667	0.190678028320275	0.0882368238200713
ALKBH8	25.7043734966667	20.4537266733333	-0.329650122654893	0.000843697260365541
ALMS1	13.76382907	11.6987270823333	-0.234530319513532	0.148960615505291
ALMS1-IT1	1.09590544466667	0.941257701666667	-0.219461657604619	0.353323649710997
ALOX12	2.386106905	2.92319984433333	0.29288978055179	0.0484274374973064
ALOX12B	2.60075476333333	1.74324101233333	-0.577158324090791	0.136646863838226
ALOX12P2	1.600522819	1.829743471	0.193098151812404	0.322628424847956
ALOX15P1	1.23517867133333	1.591994765	0.366115845894384	0.50030377552074
ALOX5AP	0.366063578333333	2.207891506	2.59250313671354	0.00552154150894127
ALPK1	5.78933894233333	9.225605665	0.672245004847842	0.0223852954933229
ALS2	5.37651429733333	3.574365421	-0.588984013420085	0.0190673086818446
ALS2CL	0.338064723	0.109871472333333	-1.62148263389109	0.0318427714086792
ALS2CR12	0.322268882	0.478976597666667	0.571690279241487	0.338478039972675
ALX3	4.323434417	3.21881100533333	-0.425649934464213	0.117388617771965
ALYREF	534.369621733333	489.723367866667	-0.125870956682201	0.170624101338961
AMACR	0.901828688	0.532735157333333	-0.759434910878842	0.1551066201094
AMBRA1	20.1614471433333	20.7974682966667	0.0448087219187398	0.395413402431652
AMD1	183.913165266667	149.774848366667	-0.296229384630214	0.00237549803688868
AMDHD1	1.89555998266667	1.54564292033333	-0.294417048085022	0.111538557453794
AMDHD2	5.228455342	4.12893521533333	-0.340615007541768	0.0147789693908206
AMER1	9.640285593	8.55888794833333	-0.171652526640848	0.0924256281370326
AMFR	69.1693119433333	60.73643334	-0.187569914596174	0.0789710700701944
AMH	26.9995078066667	34.66830898	0.360684360162567	0.175972252545655
AMIGO1	1.27001369866667	0.891999283666667	-0.509729601648727	0.400002650333459
AMIGO3	15.7189921366667	16.51081195	0.0709023507334271	0.46488501186255
