siIRF4 KMS12BM	CTRL MM1R	LOG2_FOLD_CHANGE	P_VALUE
ABCF3	68.46466417	78.6475457166667	0.200042165848561	0.0127792656916084
ABCG2	1.63268761466667	14.30656873	3.13135701059676	0.00105906192807531
ABHD1	12.7225415333333	1.40814859466667	-3.17551541377227	0.000260713100004429
ABHD10	17.0384471533333	27.77124578	0.704798038433084	0.000231942634540046
ABHD11	27.60744731	35.84694049	0.376792494220862	0.0190633318938105
ABHD12	61.1463087966667	303.3327707	2.31056405292894	3.02834729300766e-07
ABHD13	17.41519219	10.0378763103333	-0.794892320251922	0.0020237203843901
ABHD14A	37.6959880166667	18.31002975	-1.04177685043948	0.000176761232130778
ABHD14B	90.1236557533333	53.9047367666667	-0.74149378350431	0.000353034764592487
ABHD15	60.1484455166667	17.7290554866667	-1.76241177383057	0.00102809977638306
ABHD16A	3.84814107366667	4.900759433	0.348843640323849	0.00857459092403633
ABHD16B	35.9127867033333	8.74352183266667	-2.03821119539505	0.00106409247888943
ABHD17A	111.876264133333	197.8218257	0.822297623513112	0.00255934226619627
ABHD17B	34.2393449766667	25.6677638566667	-0.415697486598976	0.0067246986865984
ABHD17C	25.76037189	9.17948127833333	-1.48866888503284	0.000317631008436638
ABHD2	94.58664109	114.725413866667	0.278476666662536	0.0145970739606081
ABHD3	71.3370248133333	91.36458638	0.356984025954647	0.000485858636985335
ABHD4	15.42945388	62.5351062333333	2.01897932455228	6.66772712989851e-06
ABHD5	7.67683927966667	10.7750883293333	0.489115346293771	0.0684519033873002
ABHD6	15.10119849	6.423806455	-1.23316272081417	0.00123065056235603
ABHD8	11.5246360466667	16.7221743833333	0.53704126276821	0.000256108341949437
ABI1	43.8911538933333	71.4985205833333	0.703983191592932	0.000311443706828584
ABI2	18.4197311833333	12.6056564833333	-0.547180753454367	0.0191953811504434
ABL1	46.4406773433333	12.38650454	-1.90661989653066	2.09123381251391e-06
ABL2	8.21872706366667	12.9794967733333	0.659247581624547	0.000588961499606518
ABLIM1	18.2904954866667	14.4656307	-0.338464932006257	0.00557461258730326
ABR	26.1318653666667	100.200218346667	1.93900363520839	0.000471156881290578
ABRACL	105.427570333333	88.5590961433333	-0.251539792281774	0.00356941824057942
ABT1	125.436596866667	74.7841729766667	-0.746153443017519	0.000389923701648659
ABTB1	31.77935632	23.59754934	-0.42945286353295	0.0368035353478334
ABTB2	0.335656391	0.998408824333333	1.5726455733392	0.0136931453193407
ACAA1	118.0211366	40.9398147766667	-1.5274687770333	4.9100350476678e-05
ACAA2	172.876921566667	81.7159312933333	-1.08105600940924	5.08017495763968e-05
ACACA	22.8072783166667	18.5519590333333	-0.297922755055102	0.0129830754364045
ACACB	2.61769966166667	11.12357657	2.08724924705189	0.00385979385606417
ACAD10	12.4291451666667	4.59839687366667	-1.43452418509099	0.000425721990824834
ACAD11	4.016365857	1.905806505	-1.07548904158793	0.00208173365067066
ACAD8	52.2209907233333	38.19399566	-0.451283973139317	0.012889114084324
ACAD9	70.7491050566667	97.00527244	0.455351264294501	0.000183139424280807
ACADM	108.919941166667	65.02239896	-0.744259418782247	0.00030744837284182
ACADS	26.98328634	5.785622833	-2.22152188565629	0.00176467014946658
ACADSB	16.0164709266667	8.78619351666667	-0.86624611859011	8.53867782320418e-05
ACADVL	164.0550469	250.446831566667	0.61032438317827	3.49094346798461e-05
ACAP1	108.364355433333	49.1439496066667	-1.14080457116943	0.0114807824553287
ACAP2	45.1981185433333	31.8646116933333	-0.504307639025439	0.00116200661924632
ACAP3	76.24411866	35.94761873	-1.0847298491366	0.00357061002738866
ACAT1	256.632069066667	100.467602953333	-1.35297110151266	0.00142024867947953
ACAT2	150.765880233333	95.22330062	-0.662923428385159	0.00392836802868197
ACBD3	41.4781554833333	75.36944296	0.861627990535695	0.00468384297265383
ACBD4	32.0041700433333	14.7881206266667	-1.11382117926917	0.00604822072493045
ACBD5	10.1954339133333	14.6788135666667	0.525812188126468	0.0298033617217697
ACBD6	91.8944848333333	127.852890933333	0.476434598296899	0.000154775679596589
ACCS	2.03249685866667	8.08745250466667	1.99243221204876	0.000729148618302929
ACD	28.7443494566667	50.67580717	0.818018783299633	4.52658232561304e-05
ACER2	1.442080825	0.579433186	-1.31543780640316	0.0459433808251163
ACER3	5.25389182966667	9.711715329	0.886339636067209	0.0161947927324094
ACIN1	112.160026533333	61.2630827166667	-0.872468726445348	9.68756991766479e-05
ACKR4	0.577600961666667	1.31540507866667	1.18736209618835	0.010958493545499
ACLY	185.155639533333	136.586924366667	-0.438919112996663	0.00496240020956859
ACN9	60.8221773033333	21.12754954	-1.52547201539982	3.4170142564906e-07
ACO1	38.5549275266667	21.4400239566667	-0.846608738257268	0.00118849989138259
ACO2	92.15611144	151.417065466667	0.716376065346637	0.00507155060216205
ACOT11	1.11816117933333	0.845610893333333	-0.403062295968348	0.464990536800372
ACOT13	29.9698206733333	20.8753985566667	-0.521706709374276	0.000822693849377921
ACOT2	18.5456625466667	1.086018244	-4.09396156500009	0.00290161625692737
ACOT7	109.059125866667	68.9427507933333	-0.661639729062988	0.00812385434306412
ACOT8	66.6060980033333	41.57619402	-0.679896570099142	0.000114452426756238
ACOT9	58.7373252433333	31.7253404566667	-0.888641924035308	0.000163013011676637
ACOX1	5.46092856433333	8.816574601	0.691071966763636	0.000780083771440803
ACOX3	5.15787648233333	9.52871202233333	0.885503996237395	4.42506577398478e-05
ACOXL	0.936565156333333	20.6816752833333	4.46482987770088	0.00132676811985783
ACP1	163.339366433333	175.109508966667	0.100384891676505	0.112403617376966
ACP2	35.7927461566667	35.6440401633333	-0.00600636506948115	0.942963540085239
ACP5	39.86423451	3.22621627866667	-3.62717990407496	0.000777743949120743
ACP6	24.01260945	64.4026386066667	1.42332760770984	0.000179376352323054
ACPT	2.69548886133333	0.959661054666667	-1.48995009640878	0.00605616962720446
ACRC	2.49234349266667	3.08911237	0.309689438532641	0.0934515694350619
ACRV1	1.749481319	1.40756566433333	-0.313725032501634	0.258970830891608
ACSBG2	1.250005331	0.827411800666667	-0.595256808922485	0.0511816089197682
ACSF2	25.30398113	6.95105518833333	-1.86406048065517	0.0057043087239652
ACSF3	9.063202038	12.9434616966667	0.514130763148828	0.001808610323059
ACSL1	7.35030883233333	4.83350688133333	-0.604734572261226	0.00113900978208572
ACSL3	48.97212314	42.90006135	-0.190981033201016	0.123015496584827
ACSL4	33.1844984333333	33.0354754233333	-0.0064933616830526	0.956259255720384
ACSL5	8.271243075	40.0336061	2.27503550328679	0.0023249897289835
ACSM3	8.64711146333333	3.417844959	-1.33913133144113	0.0121829780557694
ACSS1	285.765304	149.662696766667	-0.933116086897433	0.000597803637843407
ACSS2	17.43403984	22.6441533233333	0.377231685771802	0.0461351543208295
ACTA1	0.410571946	0.588142269333333	0.518530126809715	0.294695567926263
ACTA2	1.567829723	0.389050729333333	-2.01073869210427	0.0656196982610519
ACTB	2755.90288166667	5389.92786833333	0.967740917784989	1.15118500943848e-05
ACTG1	1539.19813433333	3249.697024	1.07812626343041	0.0019370681892401
ACTL10	12.4513554066667	3.992044593	-1.64110305562152	0.000258425732964221
ACTL6A	129.448256433333	186.933643033333	0.530150705400315	0.001042717711339
ACTL8	326.502457333333	2.59192121766667	-6.97692817196631	0.000115709146198325
ACTN1	0.978762153	2.08387497733333	1.09023850417221	0.00180891413265024
ACTN4	128.1699848	222.8095357	0.797752530585159	0.00223639564627543
ACTR10	36.6973388566667	23.24155065	-0.658969121486308	0.00128948537670029
ACTR1A	60.2602605033333	62.5888252133333	0.0546981876046142	0.222574275279736
ACTR1B	112.405799833333	115.416634933333	0.0381346971607842	0.453852301949825
ACTR2	340.977508433333	304.694777866667	-0.162311805272442	0.0678301347305931
ACTR3	143.143426966667	172.306738966667	0.267517702449687	0.00242517403301756
ACTR3B	31.6799997033333	9.61554301933333	-1.72013208349608	2.00566152684479e-05
ACTR3C	5.895518856	6.486748473	0.137876710385391	0.157332869856056
ACTR5	16.32229866	22.0006798666667	0.430703861173638	0.000991697576430977
ACTR6	49.89768156	20.2803107	-1.2988930289075	3.73453166166948e-06
ACTR8	32.9269725366667	25.24728983	-0.383141339653679	0.00421624764771641
ACVR1	0.574284412666667	5.13136515066667	3.15950538265345	0.00731057889725044
ACVR1B	9.43565042666667	2.85647875166667	-1.72388417212965	0.00661499560229667
ACVR1C	1.732424215	1.80075125633333	0.0558066678547124	0.734520902604587
ACVR2A	3.613481698	2.83375044666667	-0.350676873810139	0.00891379186439617
ACVR2B	9.68927226333333	2.13255650233333	-2.1838043461203	5.31129345598977e-06
ACVR2B-AS1	0.706465419	0.229347739333333	-1.62308225641711	0.0160824332730964
ACY1	3.98303859733333	1.955943536	-1.02600473679455	0.025606095219656
ACY3	134.0158945	6.258103659	-4.42053475102608	0.000257343210526957
ACYP1	83.18222109	47.8063095366667	-0.799074168146386	0.000545650022061132
ACYP2	2.093144908	27.2322869333333	3.70157404554052	0.00134505775112467
ADA	43.7083219066667	298.368287766667	2.77111431120826	0.000509663705203658
ADAL	4.781374974	8.552021972	0.838840007787759	0.0061436081573501
ADAM10	91.7766078266667	201.498899	1.13457356670554	0.000222474503667696
ADAM11	4.518164489	1.03437531866667	-2.12697703828715	0.000647418726850448
ADAM15	135.9538706	179.722319133333	0.402652358198912	0.00553838169660652
ADAM17	32.62567942	26.4639711133333	-0.30197838083405	0.0347571077066777
ADAM19	9.760482453	0.409116425666667	-4.57636909439064	0.000358174621415188
ADAM1A	3.94998429766667	4.367218198	0.144867695684366	0.547554191926546
ADAM22	13.2084551	6.234314504	-1.08315889266651	0.00011696095104598
ADAM8	15.16573254	271.066718933333	4.15976090237076	0.000766035318517633
ADAM9	31.23472965	50.9563519466667	0.706110953446717	0.000265694688578638
ADAMTS13	4.12499442166667	0.093555934	-5.462419195527	0.0102869807871277
ADAMTS17	0.116309954	0.546823241333333	2.23309999199201	0.0184973934124372
ADAMTSL2	0.431472049666667	0.331467599	-0.38039925246486	0.38755442682306
ADAMTSL5	8.40085039533333	0.515785826666667	-4.02569134058054	0.000255426113114816
ADAP2	4.226780824	0.175164139333333	-4.59277995163786	0.00434482369060689
ADAR	117.222016433333	262.1446096	1.16111932080007	0.000479842155348205
ADAT1	7.568138603	9.01113384266667	0.251770136788668	0.129796546715763
ADAT2	18.75103075	7.96187877133333	-1.23578909314899	6.89839138882203e-05
ADAT3	16.0606691566667	23.1749380533333	0.529033479530537	0.0106222304028734
ADC	0.226500149	0.587782258333333	1.37576981389515	0.0211277046625864
ADCK1	10.7210424933333	4.50261761666667	-1.25160932988967	0.000516581980900129
ADCK2	59.12098277	58.0356176433333	-0.026731668201628	0.762560681074962
ADCK3	148.3285381	118.179695666667	-0.327814007163544	0.0019097609518847
ADCK4	19.3163581966667	18.4170012866667	-0.068784945303924	0.272082862524756
ADCK5	61.78681626	26.23646124	-1.23572589328979	0.000682662456033235
ADCY1	0.158546784	8.77087421333333	5.78974012770266	0.00288504543571437
ADCY3	34.96167733	110.091619766667	1.65485834765662	0.00299533157102761
ADCY6	5.28334455566667	17.90918373	1.76117617917677	0.00199710931205602
ADCY7	28.04138415	71.90892727	1.3586133239553	0.00220140598314845
ADD1	78.88183586	91.2724063966667	0.210485639780185	0.0331625996419169
ADD3	84.88845482	38.6749153166667	-1.13417022191848	0.00825248718495492
ADH5	91.0175315266667	24.57080538	-1.88919931268872	0.000348113283909677
ADI1	127.4247012	240.905362066667	0.91882153515967	0.000235054832062355
ADIPOR1	107.927194233333	195.955948233333	0.86047094247314	0.000118403948284884
ADIPOR2	89.7730470766667	81.22826177	-0.14430059182563	0.159789617843818
ADK	28.43084236	30.9737652	0.123589924661866	0.169981681961036
ADM	11.54328886	269.819906433333	4.54687055594783	2.05700199370707e-05
ADM2	0.185119341666667	1.64282534433333	3.14965156539285	0.00087281173868511
ADM5	9.034867549	0.785889588	-3.52310490810781	0.0035042770390009
ADNP	63.9258804433333	53.28574149	-0.262650585808001	0.0327145124269469
ADNP2	32.3289783433333	14.9222390866667	-1.11536388762065	0.000622998811643807
ADO	23.3382910933333	26.7177615233333	0.195100214481701	0.0157278297311833
ADORA2A	2.19389353133333	4.270230014	0.960820267953567	0.0142253046367044
ADORA2A-AS1	1.340633683	3.16230364033333	1.23806081339961	0.0194412279811411
ADORA2B	4.38772671766667	0.339839437333333	-3.69054848493187	0.0077510842663242
ADPGK	55.0579379	103.813709233333	0.914974490547493	6.55922554710021e-06
ADPRH	7.51242498733333	1.44159029166667	-2.38161747985033	0.00129870960474004
ADPRHL2	25.9402509066667	55.8622522	1.10668130586507	0.00026048631668263
ADPRM	3.718237814	5.581291912	0.585980057768202	0.0256053028302525
ADRBK1	470.786402233333	283.554484533333	-0.73144667817441	0.0044048209611202
ADRM1	318.984760066667	392.2195126	0.298173811306695	0.00367942558396012
ADSL	153.943185266667	172.2217463	0.161869318374358	0.0280098122608722
ADSS	92.9973790533333	87.6078731066667	-0.0861295301454274	0.170035779244333
ADTRP	0.393639209	20.6505508866667	5.71316252859342	0.00125217206861
AEBP1	1.92573060166667	1.25258141733333	-0.620501511667269	0.150290240101039
AEBP2	23.9067807	10.8620659266667	-1.13812134428201	0.00334546547633214
AEN	27.3350496266667	90.7967185733333	1.73188816418452	0.00123938698345796
AES	635.1204064	51.39530557	-3.62732162929297	0.000125144187943764
AFAP1-AS1	0.127042365	27.19213032	7.74173569617083	0.00129626258443604
AFF1	17.7371835533333	39.0436515466667	1.13831104127327	0.000443570414358874
AFF4	10.3005457666667	26.5219199666667	1.36446443882149	0.00162604704574817
AFG3L1P	10.49325402	10.6414336176667	0.0202303887690083	0.811014331371934
AFG3L2	152.014393233333	112.291050366667	-0.436964980293125	0.00177832705813795
AFMID	35.62615682	18.9961425833333	-0.907230370711576	0.000164041207328466
AFTPH	32.9823892966667	52.1358734566667	0.66058048470432	0.00268248696851388
AGA	10.1202676893333	23.9803801633333	1.24460707912304	0.00054169674601958
AGAP1	2.66648482766667	18.8974582133333	2.82518117481321	5.80780547872766e-06
AGAP2	33.01052454	18.4960934	-0.835705475119242	0.0059952507718292
AGAP3	124.8122099	53.9563117833333	-1.2098954339609	5.08556758129671e-05
AGAP4	1.498364853	3.85350491833333	1.36278226838014	0.000729679338670003
AGAP5	3.835023535	8.63407177833333	1.1708056551517	0.00947395815044791
AGAP6	7.09075199966667	27.8238518433333	1.97231161203186	2.90394669417165e-05
AGAP7	0.889944504333333	1.21173640733333	0.445288619550476	0.242883549539331
AGBL3	2.09037874733333	2.928042783	0.48617227155431	0.0401798101056249
AGBL5	30.6357018733333	37.8325596033333	0.304414482525264	0.00188237742318211
AGER	2.42955939666667	0.832774295333333	-1.54469725941141	0.000734651267478473
AGFG1	12.6173941	27.89189086	1.14443176363799	0.00200536941450813
AGFG2	6.80370156766667	4.03903917433333	-0.752307722425135	0.00295538698996691
AGGF1	25.9417153533333	28.1944757233333	0.120138637681956	0.0740435907627281
AGK	57.8889162066667	65.2256650033333	0.172152601249122	0.000271810493536292
AGL	7.99541070766667	2.99588773333333	-1.41618858201328	0.00490961402467204
AGMAT	18.64049821	28.5108624933333	0.613071263635933	0.00938820617690993
AGO1	7.855345747	11.94144462	0.604230696502621	0.000499624794898087
AGO2	33.35432694	23.35393104	-0.514208517951644	0.00214451273038809
AGO3	7.934106455	7.04447190733333	-0.171576196644543	0.111809594109365
AGO4	8.764016458	5.152149998	-0.766417597363764	0.0228482575098015
AGPAT1	10.59977265	4.121428887	-1.36281681409199	0.00109288027197848
AGPAT2	67.7710071566667	0.420248785	-7.33328075309937	0.000388199573485325
AGPAT3	77.57852542	69.9628532566667	-0.149068226889233	0.0453538479242995
AGPAT4	10.9632446266667	0.655355988333333	-4.06425223479754	0.00118921024726434
AGPAT5	28.1521744333333	49.2799441266667	0.807754262021454	0.000247392397063276
AGPAT6	37.3344579166667	38.9715892266667	0.0619149807618188	0.25740402595618
AGPS	35.1130902666667	26.1061595	-0.427618734772216	0.00147018681875309
AGRN	35.9213541766667	0.371248256	-6.596313679506	0.00752365091675191
AGTPBP1	49.0624064633333	35.3987285066667	-0.470920457605261	0.00250006461570332
AGTRAP	24.15072425	91.7558445766667	1.92573360197281	3.27460045599315e-06
AHCTF1	42.7727656966667	54.0135547566667	0.336629003287152	0.0110150138911559
AHCY	233.5641655	203.7346665	-0.197127463053629	0.00289547551623599
AHCYL1	48.04216249	24.17846218	-0.990578603645032	0.000299297254577179
AHCYL2	8.79844320866667	11.08208471	0.332909118130735	0.00687551540474241
AHDC1	4.98014433166667	2.40024968733333	-1.05300306344457	0.00695084043213839
AHI1	5.79924592233333	6.09810120166667	0.0724947745687929	0.551881725996758
AHNAK	206.473038533333	15.1837263866667	-3.7653556000985	0.00176913033330533
AHRR	4.165790891	0.319597553	-3.70426215523035	1.85806578340934e-05
AHSA1	598.616468166667	176.370651866667	-1.7630214525244	0.000873774400497765
AHSA2	57.0336250666667	65.5444695	0.200661320549925	0.148996575620024
AIDA	37.25939746	41.5249544733333	0.156374242523875	0.0199125777202073
AIF1L	22.9921880333333	0.138670437	-7.37333970144155	0.000482540134560189
AIFM1	69.9354313766667	57.3510546033333	-0.286203537607374	0.0030305983440015
AIFM2	25.1714805933333	34.5017603033333	0.454879892343866	0.0147178915088238
AIG1	8.77667688733333	9.80013418366667	0.159126707170598	0.0298505140209314
AIM1	1.74784183266667	0.281787745666667	-2.63289385857059	0.00420895239455014
AIM1L	1.74983156633333	0.323778909666667	-2.43413513969453	0.00123972105765719
AIM2	46.6515502566667	25.5579105333333	-0.86815512870381	0.0137356730844217
AIMP1	34.8994382533333	53.41822778	0.614128298677546	0.000807360824265632
AIMP2	38.17879281	69.2280220833333	0.858584643112943	0.00475098010808931
AIP	335.327805666667	127.7541448	-1.39220201949726	9.71312422371691e-05
AJUBA	1.169249777	0.156167949	-2.90441285495782	0.00914139584973305
AK1	48.1173880766667	4.75265014133333	-3.33975422281373	0.00642815071405483
AK2	70.84733048	101.935226403333	0.524867300271575	0.000715973759353505
AK3	43.91345145	49.8935534433333	0.184190492541209	0.0344102205907502
AK6	41.2502639433333	36.4888347133333	-0.176948272025304	0.0334324393988091
AK7	6.86918347933333	0.321768618333333	-4.41604308620154	0.00124403488868723
AK9	0.625944688	1.289306364	1.04248803329738	0.0119639606985562
AKAP1	26.71024654	59.71520689	1.1607050781884	7.19241358231831e-05
AKAP10	7.61342699233333	23.50492303	1.62634505838051	0.000295046265397218
AKAP11	9.57210260033333	17.4932404433333	0.869889792608123	0.00540441387352922
AKAP13	26.6347563033333	19.74005241	-0.432184260748313	0.00691914809272877
AKAP2	0.322050549	0.761271164	1.24112328046843	0.00323316965299355
AKAP3	0.276386433333333	0.439585410666667	0.669456704162735	0.122255214004843
AKAP5	8.92292264233333	2.19430580933333	-2.02375173156911	0.000734845405617033
AKAP6	0.083723726	1.03934336	3.63389201698272	0.00189891988330912
AKAP8	53.0579265366667	54.7496412266667	0.0452812135467637	0.501914923844435
AKAP8L	62.67097004	45.4889149033333	-0.462282302901128	0.00370055816695594
AKAP9	19.0185205633333	27.97113191	0.556533612267697	0.00400941934075715
AKIP1	17.75102658	41.0834095633333	1.21065345649975	1.89870819234549e-05
AKIRIN1	40.4649597466667	67.5427059366667	0.739126818306954	0.00244488722956388
AKIRIN2	94.9263263466667	61.6603765466667	-0.622464552167445	0.00327126482845488
AKNA	101.27228978	67.8645895833333	-0.577508570724827	0.000647601696225457
AKR1A1	82.1736140766667	134.203903566667	0.707679511155047	0.00125151470320307
AKR1B1	412.421615433333	577.523860233333	0.485760604502039	2.06272949192516e-05
AKR7A2	70.3555373233333	40.5862859533333	-0.79367164984662	0.0120585788304593
AKR7A3	2.86330732033333	0.791680623333333	-1.85469207743925	0.0533054018774104
AKR7L	2.49763268433333	0.633177748	-1.97987886152682	0.00695859275177857
AKT1	153.398293166667	62.7540245366667	-1.28950254038023	0.00323462880844667
AKT1S1	42.2295883233333	38.62879551	-0.128577489652394	0.0744496048145363
AKT2	85.6544917066667	94.1791004833333	0.136878040367545	0.0193299811543265
AKT3	17.4641401066667	9.134210274	-0.935043702799984	0.000450908738432421
AKTIP	6.11202657833333	28.9136417233333	2.24202760809923	8.93960346433089e-05
ALAD	64.3837614166667	26.30607377	-1.29130092447414	0.00079392239189566
ALAS1	56.8085264166667	49.2280650966667	-0.206626444985934	0.0464182234979089
ALCAM	0.043407695	7.06917882033333	7.34744801040826	0.0022047798515319
ALDH16A1	60.8618405633333	70.7660716033333	0.21751987000154	0.0121779812679347
ALDH18A1	84.9407241733333	69.5627339766667	-0.288141773606838	0.00339735199516153
ALDH1A3	2.63773428566667	0.955584381	-1.46484406254767	0.00258016272868006
ALDH1B1	87.63616916	55.4588767333333	-0.660108024914979	5.69989686806828e-05
ALDH1L2	2.73632222	7.459931478	1.44692425180876	7.81866162449923e-05
ALDH2	12.8206603033333	0.198747958333333	-6.01138671668184	0.000831909674923168
ALDH3A2	32.97903893	38.6984619633333	0.230726872256706	0.0203575077566082
ALDH3B1	6.37177362266667	7.46922508533333	0.229263563048617	0.302179311323095
ALDH4A1	16.1423521666667	13.4291278066667	-0.265485206966337	0.00707447196334826
ALDH5A1	32.2007642633333	29.7074537133333	-0.116269976008643	0.069121537053267
ALDH6A1	24.5235468666667	9.04603418566667	-1.4388102994886	9.40557684342607e-05
ALDH8A1	0.141055295666667	1.75352915766667	3.63592868447388	0.000751725779864682
ALDH9A1	93.71334703	101.198614733333	0.110863099668621	0.127985253254053
ALDOA	1028.552636	835.747908966667	-0.299475880066116	0.00191140521189191
ALDOC	157.165452233333	35.4540644	-2.14826119194936	0.0023377220994
ALG1	22.1331261566667	34.4465710666667	0.638153142520214	1.652197186838e-05
ALG10	12.0207437466667	13.93993145	0.21369730558752	0.0800710527509391
ALG10B	4.38036591933333	7.19974607833333	0.716894634087592	0.00219952976223115
ALG11	6.15180248566667	5.91536198166667	-0.0565427289899217	0.796372921026554
ALG12	24.5474250233333	27.3738666666667	0.157227538862614	0.127559260369216
ALG13	13.31574533	11.8828427066667	-0.164253173390864	0.012391138697546
ALG14	16.02401919	9.12180391566667	-0.812844990856019	0.0100885371169483
ALG1L2	3.46162034133333	0.661091165666667	-2.38852636271011	0.00790677911169299
ALG1L9P	0.586047095333333	0.906450755	0.629212038678265	0.0704634574435818
ALG2	26.0279818566667	62.1108875	1.25478272935948	0.00167585194916131
ALG3	169.906249366667	198.345249533333	0.223274926992692	0.0382794031547262
ALG5	39.1245978166667	78.81278027	1.01035367402575	2.20356522514319e-05
ALG6	13.2788412766667	23.238774	0.807404697641548	0.00036418576203318
ALG8	137.3192434	95.7613069133333	-0.520019066611882	0.00307152417195482
ALG9	15.7691756	15.76873015	-4.07540380836977e-05	0.998670413776986
ALKBH1	22.12558942	7.091155941	-1.64162316089103	0.00657418233446265
ALKBH2	131.2478476	66.50587671	-0.980740030153178	2.36119947666037e-05
ALKBH3	21.3866084933333	30.82013202	0.527165324914204	0.00385778672212483
ALKBH3-AS1	0.117777519666667	0.998785266333333	3.08411034283298	0.00120882966870982
ALKBH4	40.81654834	13.8530685033333	-1.55894861202829	5.26465282240314e-05
ALKBH5	44.24186957	77.6489708333333	0.811554450952846	0.00258856425135734
ALKBH6	31.8894761233333	45.9859068466667	0.528111393429888	0.00303604002349703
ALKBH7	69.81488641	88.31263951	0.339085243924841	0.01248526369614
ALKBH8	26.4098385833333	11.2904813533333	-1.22596848915709	0.000414099277059431
ALMS1	8.46612171666667	10.2063601746667	0.269695323926879	0.0102738696521701
ALMS1-IT1	0.611196698666667	1.02416845866667	0.744744378282238	0.26362213782283
ALOX12	2.42770609366667	4.848956163	0.9980804364947	0.0103619449080334
ALOX12B	4.487425905	0.0453214176666667	-6.62955131779901	0.00125739871996008
ALOX12P2	3.35668591	15.4014521266667	2.19795692852275	0.000139820284840406
ALOX15P1	7.96900324066667	4.70969445133333	-0.758765818039038	0.0127502947295972
ALOX5AP	2.22836902533333	6.3301919	1.5062610681026	0.0204711023943623
ALPK1	0.103150619	0.980444269333333	3.24868314793619	0.025192693495461
ALS2	5.15652833533333	9.46850278166667	0.876736226758009	0.003332046834511
ALS2CL	1.51632370466667	0.185489586333333	-3.03116767366857	0.0113492248697281
ALS2CR12	0.602345927	1.34388085666667	1.15774107073661	0.0264488303138634
ALX3	2.66711780266667	1.85592137566667	-0.523145954647045	0.215127306059983
ALYREF	205.9511888	387.9041164	0.913397631872805	0.00542672903161436
AMACR	0.862056194333333	1.32830176233333	0.623729112431855	0.0801744093086501
AMBRA1	21.38508966	18.93492858	-0.175555276347819	0.0758970337967849
AMD1	92.1921071766667	138.0171824	0.582132738080793	0.00171005575315047
AMDHD1	4.78923504666667	1.592066555	-1.5888945942841	0.0418458436366225
AMDHD2	15.2113624033333	60.0062047333333	1.97996231169902	2.32888882140717e-05
AMER1	8.89919422233333	5.63638037266667	-0.658905737548496	0.00176075869962032
AMFR	60.8281542166667	46.8557107133333	-0.376514335004452	0.00191687044259041
