CTRL MM1R	siIRF4 KMS12PE	LOG2_FOLD_CHANGE	P_VALUE
ACAD11	1.905806505	0.957168939666667	-0.993556164025983	0.00456456394856818
ACAD8	38.19399566	61.6787423466667	0.69142749323094	0.000145583019471383
ACAD9	97.00527244	41.5574556566667	-1.22295583457713	4.9390611425544e-06
ACADM	65.02239896	118.602029933333	0.867120013108156	0.000273307168322654
ACADS	5.785622833	16.55303021	1.51655116043856	0.00292442788777588
ACADSB	8.78619351666667	6.32819500966667	-0.473444216674549	0.00194935629012284
ACADVL	250.446831566667	94.52589636	-1.40572282997747	9.96705998123334e-07
ACAP1	49.1439496066667	45.6702295166667	-0.105759769014903	0.0637918407834181
ACAP2	31.8646116933333	42.6308298333333	0.419942058482871	0.0269740765328541
ACAP3	35.94761873	43.2537656466667	0.266929532666809	0.0429975916648311
ACAT1	100.467602953333	187.844780166667	0.902810665737229	0.00013441428897617
ACAT2	95.22330062	163.708181433333	0.781739881912317	0.000154191038833494
ACBD3	75.36944296	61.9215169333333	-0.283538915460262	0.0285089838303455
ACBD4	14.7881206266667	8.379954361	-0.819424424908998	0.00337178712017091
ACBD5	14.6788135666667	39.5874896566667	1.43130922003402	0.000714847142776454
ACBD6	127.852890933333	88.7754431566667	-0.526252220166008	0.000445542933983489
ACCS	8.08745250466667	4.17560621133333	-0.953699672427345	0.00354762074846566
ACD	50.67580717	27.64368023	-0.874347467380822	0.000710880212342217
ACER2	0.579433186	0.347799991333333	-0.736384418059605	0.0349421887035914
ACER3	9.711715329	5.86719144466667	-0.727056066281717	0.0144614093470886
ACIN1	61.2630827166667	63.9210415133333	0.0612729511697239	0.376736918321452
ACKR4	1.31540507866667	0.650143207333333	-1.01667770418201	0.015593381401755
ACLY	136.586924366667	214.624264	0.651993807598175	0.00098214111638938
ACN9	21.12754954	47.14244281	1.15790107029567	4.01491893707607e-06
ACO1	21.4400239566667	27.90453978	0.380193334874151	0.0211848028186752
ACO2	151.417065466667	43.6614752133333	-1.79409503212734	0.00220276594012744
ACOT11	0.845610893333333	0.0604011653333333	-3.80734567276138	0.0424708816934126
ACOT13	20.8753985566667	27.1408487	0.37866209280778	0.00405528415491138
ACOT2	1.086018244	34.0562520433333	4.97079942809647	0.0010501128576788
ACOT7	68.9427507933333	61.1682214733333	-0.172616534019249	0.0163873733738088
ACOT8	41.57619402	54.11101799	0.38016468634864	0.0182734344054552
ACOT9	31.7253404566667	49.8466997	0.651862342136185	0.000675258578870335
ACOX1	8.816574601	17.7364304433333	1.00842553175294	9.58504453486338e-06
ACOX3	9.52871202233333	8.347656741	-0.190909943483489	0.222336645284216
ACOXL	20.6816752833333	4.40343889633333	-2.23165050160615	0.00210002962540093
ACP1	175.109508966667	213.613769266667	0.286747215748671	8.68758179361578e-05
ACP2	35.6440401633333	34.46006193	-0.0487355777154217	0.575149105929729
ACP5	3.22621627866667	4.66796317	0.532950021359468	0.0463728870495987
ACP6	64.4026386066667	31.61648278	-1.02644291546301	0.0001159477014936
ACPT	0.959661054666667	0.528097964	-0.861719367026184	0.178925153220278
ACRC	3.08911237	1.374729892	-1.16804416696865	0.000371162191840801
ACRV1	1.40756566433333	2.34461094466667	0.736146320544738	0.0262906357230352
ACSBG2	0.827411800666667	2.11741328433333	1.35562544847454	0.0368389866961083
ACSF2	6.95105518833333	8.628450761	0.311869547314465	0.02668213711624
ACSF3	12.9434616966667	10.53693233	-0.296768605084484	0.0170072109391462
ACSL1	4.83350688133333	19.0110400366667	1.97569525894655	0.00012163513929847
ACSL3	42.90006135	49.30049694	0.200622477900711	0.036106871028416
ACSL4	33.0354754233333	42.12576076	0.35068663341515	0.0280868965597395
ACSL5	40.0336061	26.5356617033333	-0.593279050173429	0.00540766351296562
ACSM3	3.417844959	20.33403013	2.57273732059837	0.00556940589430345
ACSS1	149.662696766667	60.00253159	-1.31861939991015	0.000407713158620681
ACSS2	22.6441533233333	16.3848149833333	-0.466779215160042	0.00465760483309796
ACTA1	0.588142269333333	0.862507749	0.552372238783163	0.142030864007084
ACTA2	0.389050729333333	0.504544739666667	0.375023919366049	0.098745191399628
ACTB	5389.92786833333	3251.541421	-0.72914216376842	0.000110288680685377
ACTG1	3249.697024	1835.682872	-0.823988375080399	0.000747058963236421
ACTL10	3.992044593	6.74560575566667	0.756820166721582	0.00443244359780414
ACTL6A	186.933643033333	141.458946766667	-0.402142813934261	0.00291996103969141
ACTL8	2.59192121766667	0.567068501333333	-2.19242694068881	0.0345606066621259
ACTN1	2.08387497733333	6.25050822633333	1.5847047741858	1.29353754055946e-05
ACTN4	222.8095357	96.6144018133333	-1.20550081244396	0.00124141246895239
ACTR10	23.24155065	28.0387609333333	0.270716269386416	0.00571820831363818
ACTR1A	62.5888252133333	44.08331378	-0.505672420686301	0.000507987598316678
ACTR1B	115.416634933333	61.1288387	-0.916926109016242	2.63785656227064e-06
ACTR2	304.694777866667	401.102719766667	0.396606974671633	0.00181647127872696
ACTR3	172.306738966667	161.470652	-0.093707154301456	0.0580556616591536
ACTR3B	9.61554301933333	18.1987307233333	0.920397594264858	0.000501830181859377
ACTR3C	6.486748473	5.83066486033333	-0.15383509790769	0.243455496264234
ACTR5	22.0006798666667	24.47422769	0.153715228077998	0.0246204165741052
ACTR6	20.2803107	45.11604684	1.15356090639417	6.19752368435826e-05
ACTR8	25.24728983	29.38464941	0.218934155453594	0.0310867643435744
ACVR1	5.13136515066667	6.21586121066667	0.27661159911584	0.196110314676253
ACVR1B	2.85647875166667	9.15504816233333	1.68032967742238	0.00333489067718598
ACVR1C	1.80075125633333	1.33887348733333	-0.427579266674892	0.0875009523741758
ACVR2A	2.83375044666667	7.73806985633333	1.4492610395694	1.81670649211006e-05
ACVR2B	2.13255650233333	6.09049314833333	1.51397508171652	0.00560565443576254
ACVR2B-AS1	0.229347739333333	0.568774264666667	1.31031950186797	0.0267953684691405
ACY1	1.955943536	2.95879373466667	0.597144402649872	0.0942676431051005
ACY3	6.258103659	2.93695453266667	-1.09140462421802	0.00311332134470381
ACYP1	47.8063095366667	55.4584482633333	0.214206210620852	0.0428107904236463
ACYP2	27.2322869333333	10.9612655733333	-1.31290376360029	0.00322648760728654
ADA	298.368287766667	87.96324804	-1.7621214243706	0.000684488682577198
ADAL	8.552021972	7.386171844	-0.211438731505258	0.130359150636734
ADAM10	201.498899	157.4281556	-0.3560783697884	0.0027368922453486
ADAM11	1.03437531866667	10.3894376466667	3.32828590551901	4.32299907670948e-06
ADAM15	179.722319133333	104.484771033333	-0.782476903074498	0.00304046021655092
ADAM17	26.4639711133333	38.0809415866667	0.525039586209027	0.00479573698030764
ADAM19	0.409116425666667	0.0924206626666667	-2.14622412239108	0.039477801098024
ADAM1A	4.367218198	7.08988265633333	0.69904713596218	0.0181605467753681
ADAM22	6.234314504	24.8846473533333	1.99695310045746	0.00521537331710014
ADAM8	271.066718933333	1.493587201	-7.50372271257445	0.000847609621602154
ADAM9	50.9563519466667	70.6667916866667	0.471770415038727	0.000503826298028856
ADAMTS13	0.093555934	2.64335025066667	4.8203946255867	0.00589655380558365
ADAMTS17	0.546823241333333	5.79565489166667	3.40582522321801	0.000387239960094719
ADAMTSL2	0.331467599	23.8640115166667	6.16982491519288	0.000381608721616625
ADAMTSL5	0.515785826666667	3.200521748	2.63346307713998	0.00197778231709683
ADAP2	0.175164139333333	4.28442204433333	4.61232124924621	0.00414334536571387
ADAR	262.1446096	189.303740533333	-0.469659962309477	0.000731838907119442
ADAT1	9.01113384266667	8.470339287	-0.0892888880934271	0.4812668358943
ADAT2	7.96187877133333	17.8918251966667	1.1681197583422	0.000285331611089325
ADAT3	23.1749380533333	14.9203513733333	-0.63528397115816	0.00455613388795168
ADC	0.587782258333333	0.445856905	-0.398701052790406	0.192118699127271
ADCK1	4.50261761666667	8.907401301	0.984240630101389	0.000119702047918632
ADCK2	58.0356176433333	20.8638455533333	-1.47593348841851	0.00130027437616923
ADCK3	118.179695666667	135.6389302	0.198789121979358	0.0136151935407944
ADCK4	18.4170012866667	8.41368245033333	-1.13022890249391	3.57459667599916e-05
ADCK5	26.23646124	16.0928847666667	-0.70515018031001	0.0130059279000261
ADCY1	8.77087421333333	0.0177949013333333	-8.9451129027481	0.00290637042067173
ADCY3	110.091619766667	71.9706325133333	-0.613224411724233	0.00972846304371045
ADCY6	17.90918373	5.86403381333333	-1.61073425573563	0.00843178423870008
ADCY7	71.90892727	30.64682796	-1.23043312957799	0.00189265097960957
ADD1	91.2724063966667	76.92409634	-0.246743177807929	0.0211254847618813
ADD3	38.6749153166667	40.7042311866667	0.0737806370671051	0.332851347620185
ADH5	24.57080538	103.563292333333	2.07549568300227	1.7972946615643e-05
ADI1	240.905362066667	132.570472966667	-0.861707021424267	8.81538893091569e-06
ADIPOR1	195.955948233333	52.4678610033333	-1.90102348568227	3.58677811939993e-07
ADIPOR2	81.22826177	166.998894466667	1.03978487496126	0.000102727638446537
ADK	30.9737652	43.2685588533333	0.482272300652854	0.00191279138974959
ADM	269.819906433333	118.441755066667	-1.18781901594904	6.57115685842496e-06
ADM2	1.64282534433333	4.93708768933333	1.58748116004791	0.00570732249332567
ADM5	0.785889588	2.643073513	1.74981800861466	0.0599012902301053
ADNP	53.28574149	55.9321453133333	0.0699281270208999	0.314664787787509
ADNP2	14.9222390866667	17.6362797733333	0.241082239777249	0.0853298771793627
ADO	26.7177615233333	34.1049366866667	0.352181443844614	0.00284894135039905
ADORA2A	4.270230014	0.317398016666667	-3.74994876374434	0.00778789758716473
ADORA2A-AS1	3.16230364033333	0.241796608666667	-3.70910998483903	0.00907815897770705
ADORA2B	0.339839437333333	0.397995541666667	0.22789898722591	0.60375846020756
ADPGK	103.813709233333	76.8989884533333	-0.432960447065612	0.000152069290584445
ADPRH	1.44159029166667	10.2217566423333	2.82591004381022	0.00139533458923823
ADPRHL2	55.8622522	40.7550079466667	-0.454896392380351	0.00786860577890367
ADPRM	5.581291912	3.697905185	-0.593890869770935	0.0125335096588148
ADRBK1	283.554484533333	407.5739865	0.523436000800426	0.000147487547961462
ADRM1	392.2195126	313.170388433333	-0.32471350397071	0.00199689884737636
ADSL	172.2217463	140.867588866667	-0.289927610876168	0.000638963762434213
ADSS	87.6078731066667	122.542642966667	0.484151440158189	8.11541358312294e-05
ADTRP	20.6505508866667	4.86904944133333	-2.08446821315186	0.000841518428407673
AEBP1	1.25258141733333	1.719196594	0.456830148556911	0.0545347547806275
AEBP2	10.8620659266667	20.5709411766667	0.921309277852469	0.000199171533022752
AEN	90.7967185733333	53.32191601	-0.767911537385304	0.00282361943111633
AES	51.39530557	401.417630333333	2.96539548624578	2.03485551150378e-07
AFAP1-AS1	27.19213032	0.176320297666667	-7.26884680638656	0.00131864236009166
AFF1	39.0436515466667	38.1606504533333	-0.0330022243829657	0.612956642243432
AFF4	26.5219199666667	10.217620579	-1.3761259495417	6.30644073480933e-05
AFG3L1P	10.6414336176667	6.136083307	-0.79430254936899	0.00234284330453054
AFG3L2	112.291050366667	227.336632166667	1.01758722426477	2.54322553328372e-05
AFMID	18.9961425833333	104.555888	2.46049591349079	0.000140231474335566
AFTPH	52.1358734566667	28.087944	-0.892325373407243	0.00022484941538075
AGA	23.9803801633333	4.07828408666667	-2.55582035035199	0.000335973840732117
AGAP1	18.8974582133333	0.028699087	-9.36297164230117	0.00026083748321879
AGAP2	18.4960934	8.611130608	-1.10294601274257	0.000305304921671638
AGAP3	53.9563117833333	65.3311131233333	0.275978485492457	0.00180431565688867
AGAP4	3.85350491833333	1.09512704633333	-1.81507298487564	0.00114489030053451
AGAP5	8.63407177833333	3.289925545	-1.39198615212988	0.0119311594494568
AGAP6	27.8238518433333	8.937041378	-1.63845294666984	3.56510126392187e-05
AGAP7	1.21173640733333	0.456974734333333	-1.40688959168278	0.028379223847328
AGBL3	2.928042783	1.61985843433333	-0.854068897723148	0.0148775811395967
AGBL5	37.8325596033333	36.37324239	-0.0567508503031633	0.0216238497261064
AGER	0.832774295333333	0.703285234666667	-0.243815610128283	0.181146540826728
AGFG1	27.89189086	36.5267794433333	0.389108815727022	0.00657453683158672
AGFG2	4.03903917433333	5.619345139	0.476389874352113	0.0154266075986448
AGGF1	28.1944757233333	18.04605373	-0.64372912993563	0.00159472175934368
AGK	65.2256650033333	65.8082577266667	0.0128288790218979	0.358607069446491
AGL	2.99588773333333	17.14608437	2.51682368057625	0.00153409313321142
AGMAT	28.5108624933333	6.899744512	-2.04689683648234	0.00106276405277216
AGO1	11.94144462	13.4052843133333	0.166824440190356	0.126364957517506
AGO2	23.35393104	42.5567857766667	0.865723779899041	0.00595660386562665
AGO3	7.04447190733333	20.4323534766667	1.53629192549507	2.29136428331784e-05
AGO4	5.152149998	7.50297419266667	0.542287999722109	0.0173684370642905
AGPAT1	4.121428887	10.8175073433333	1.39215159283804	0.0035483955271939
AGPAT2	0.420248785	67.0579370566667	7.31802064267313	9.64944876220301e-06
AGPAT3	69.9628532566667	43.12656009	-0.698012480329859	5.11321837690243e-05
AGPAT4	0.655355988333333	0.123316636333333	-2.40991134604501	0.000552607585970271
AGPAT5	49.2799441266667	78.6548256633333	0.674534660864084	0.000330232358452414
AGPAT6	38.9715892266667	36.5485230733333	-0.0926096565086918	0.138048139525541
AGPS	26.1061595	53.95927707	1.04748078249713	0.0003910261932151
AGRN	0.371248256	14.2039112	5.25776018720372	0.000723719026311952
AGTPBP1	35.3987285066667	51.5005905833333	0.540891435690058	0.000530268401151725
AGTRAP	91.7558445766667	70.10978924	-0.388184158399711	0.00728586873678386
AHCTF1	54.0135547566667	90.6643483333333	0.747213857166323	0.00315030482529218
AHCY	203.7346665	197.109319333333	-0.0476954945128785	0.156612432490941
AHCYL1	24.17846218	48.9451420833333	1.01744318823539	0.000333426955437569
AHCYL2	11.08208471	9.69866206666667	-0.192371654041567	0.0237147564239188
AHDC1	2.40024968733333	6.210355716	1.37149141451454	0.00108939004914317
AHI1	6.09810120166667	1.94144237633333	-1.65123120547874	0.00500404933064794
AHNAK	15.1837263866667	20.6446392666667	0.443241309760651	0.0266268282955674
AHRR	0.319597553	3.928145236	3.61952000423428	0.000847634493388233
AHSA1	176.370651866667	466.120520333333	1.40209251105044	2.56738111921593e-07
AHSA2	65.5444695	22.2252588133333	-1.56027383475863	0.0010566294548665
AIDA	41.5249544733333	54.6738441733333	0.396872229989981	0.00257826515033768
AIF1L	0.138670437	9.722695525	6.13162418382085	0.000855654911400091
AIFM1	57.3510546033333	87.8784711066667	0.615689754668955	0.000588881324336199
AIFM2	34.5017603033333	19.58970835	-0.816574052015383	0.000240857629786312
AIG1	9.80013418366667	15.1866441966667	0.631929703839956	0.00161788370805395
AIM1	0.281787745666667	1.09403916666667	1.95698360915311	0.0125466592466336
AIM1L	0.323778909666667	0.109964078666667	-1.55797669051653	0.019438174044672
AIM2	25.5579105333333	0.329369004333333	-6.27792128959553	0.00847114254789882
AIMP1	53.41822778	64.2564786366667	0.266509807395181	0.00514443709418062
AIMP2	69.2280220833333	80.88462619	0.224509384989004	0.0228219579816737
AIP	127.7541448	292.2478319	1.1938222237763	1.61212547257807e-05
AJUBA	0.156167949	1.74289987233333	3.4803193919651	0.00727828377330412
AK1	4.75265014133333	8.69916370433333	0.8721445099976	0.000674216422179009
AK2	101.935226403333	211.464477733333	1.05276263766801	5.45781045292818e-07
AK3	49.8935534433333	36.6101917233333	-0.446608093564388	0.00429666229655932
AK6	36.4888347133333	46.5932416866667	0.352665629695293	0.0227124633567429
AK7	0.321768618333333	1.48036901933333	2.20186131492779	0.0130347616402963
AK9	1.289306364	0.278885457	-2.20885050710782	0.0082963610066726
AKAP1	59.71520689	50.36830797	-0.245582103394302	0.00736365074378418
AKAP10	23.50492303	10.6581561113333	-1.141005086544	5.60491135893028e-05
AKAP11	17.4932404433333	7.798738857	-1.16548481039054	0.00105575060751561
AKAP13	19.74005241	15.71648095	-0.328847597755904	0.0242313858799272
AKAP2	0.761271164	0.401700964	-0.922288508192517	0.0232544259420007
AKAP3	0.439585410666667	0.340982124666667	-0.366447394981751	0.508479293074737
AKAP5	2.19430580933333	6.04995119933333	1.46315890435196	0.000417484148431599
AKAP6	1.03934336	0.047588994	-4.44890057780632	0.00115424155550211
AKAP8	54.7496412266667	34.9688899466667	-0.646777510977892	0.00972680133677907
AKAP8L	45.4889149033333	51.3868493066667	0.175884177709673	0.0582192163200443
AKAP9	27.97113191	31.2380201333333	0.159364381672495	0.133671452103183
AKIP1	41.0834095633333	28.7661679933333	-0.514182868494213	0.000263326272958834
AKIRIN1	67.5427059366667	79.81919199	0.24093569589243	0.0082943886311989
AKIRIN2	61.6603765466667	65.4110594533333	0.0851908820406078	0.238359456679339
AKNA	67.8645895833333	24.0566486733333	-1.49622332574287	0.00138037625522704
AKR1A1	134.203903566667	55.1809561033333	-1.28218427642912	0.000158257549008
AKR1B1	577.523860233333	263.504548866667	-1.13205268503928	7.28376236268296e-06
AKR7A2	40.5862859533333	29.42370651	-0.464013330593931	0.00180804361818707
AKR7A3	0.791680623333333	1.358919567	0.779469620598867	0.0852934396552105
AKR7L	0.633177748	1.132857327	0.839283718065089	0.0415926644388492
AKT1	62.7540245366667	95.6114769566667	0.607475821169426	0.00148565435094062
AKT1S1	38.62879551	18.3627394766667	-1.07289538765764	3.19305428775793e-06
AKT2	94.1791004833333	36.6673251033333	-1.36091191865489	0.000819739941546624
AKT3	9.134210274	0.400460802666667	-4.51154705880786	0.00330294148238199
AKTIP	28.9136417233333	21.3889616233333	-0.434883884970613	0.00157845236813854
ALAD	26.30607377	54.8329405533333	1.05964690415586	3.48549092303784e-05
ALAS1	49.2280650966667	69.3063508566667	0.493506523411471	0.0173638092687817
ALCAM	7.06917882033333	0.11441484	-5.94919654454754	0.00216917650042627
ALDH16A1	70.7660716033333	23.8030740733333	-1.57190993006065	0.000184692786861522
ALDH18A1	69.5627339766667	61.81249445	-0.170416148682005	0.0456991267099894
ALDH1A3	0.955584381	0.81411102	-0.231157725513422	0.442476614180507
ALDH1B1	55.4588767333333	53.7979560266667	-0.0438670354903237	0.495379756900275
ALDH1L2	7.459931478	30.0470884233333	2.00999091588637	0.00207631362690692
ALDH2	0.198747958333333	12.8553843633333	6.01528889556907	0.00084513862243509
ALDH3A2	38.6984619633333	18.77190361	-1.04370127130611	0.000384277358382794
ALDH3B1	7.46922508533333	6.49828645033333	-0.200899234166585	0.250771740410042
ALDH4A1	13.4291278066667	11.41483323	-0.234455825796577	0.0117334413283227
ALDH5A1	29.7074537133333	20.2075434833333	-0.55593100201967	0.00125930112213709
ALDH6A1	9.04603418566667	14.5955007666667	0.690166356916442	0.00457105920406456
ALDH8A1	1.75352915766667	0.536630926	-1.70825931539615	0.0014606463925112
ALDH9A1	101.198614733333	114.116977266667	0.173323896694329	0.0527294161288116
ALDOA	835.747908966667	892.790927866667	0.0952545269961044	0.094959524433738
ALDOC	35.4540644	133.345981233333	1.91115141533539	0.0016977949949538
ALG1	34.4465710666667	24.2926230533333	-0.503842102329411	2.47577914505482e-05
ALG10	13.93993145	13.0303428933333	-0.0973484178207692	0.386272274131686
ALG10B	7.19974607833333	5.781722675	-0.316446615837556	0.0182092134636752
ALG11	5.91536198166667	5.52517440666667	-0.0984464497400371	0.55429350823018
ALG12	27.3738666666667	12.65806756	-1.11274206248263	0.00530919730696933
ALG13	11.8828427066667	13.41917115	0.175415554398588	0.00694442983927558
ALG14	9.12180391566667	15.1661347033333	0.733462378740643	0.0120984718310249
ALG1L2	0.661091165666667	1.22333834266667	0.887902329097437	0.193731210438126
ALG1L9P	0.906450755	0.461888257	-0.972684776685832	0.0173373840587558
ALG2	62.1108875	94.07102369	0.598904221425468	9.87707386392815e-05
ALG3	198.345249533333	125.534536833333	-0.659929514219171	0.00245832134133485
ALG5	78.81278027	45.1087549833333	-0.805022128145731	0.000782638160965105
ALG6	23.238774	20.0114300333333	-0.215709691876671	0.0389233436055277
ALG8	95.7613069133333	189.4896513	0.984604312996286	1.18412159205486e-05
ALG9	15.76873015	13.8951785	-0.182482117327278	0.0254839691768304
ALKBH1	7.091155941	21.68220044	1.61241844964376	0.000404524355934983
ALKBH2	66.50587671	65.82934025	-0.0147510892633585	0.793380974118109
ALKBH3	30.82013202	27.70001605	-0.153986229538081	0.0533403981372739
ALKBH3-AS1	0.998785266333333	0.259991867666667	-1.94170804174668	0.00117874121609572
ALKBH4	13.8530685033333	39.02204411	1.49408377960509	6.02314907288938e-07
ALKBH5	77.6489708333333	41.29817656	-0.910888719444771	5.79775165455533e-06
ALKBH6	45.9859068466667	22.7191849766667	-1.0172807099576	0.00047351648748157
ALKBH7	88.31263951	86.5271663366667	-0.0294667776499013	0.728410914246137
ALKBH8	11.2904813533333	20.4537266733333	0.857256731821215	0.00199555562058726
ALMS1	10.2063601746667	11.6987270823333	0.196883101928131	0.253237683128772
ALMS1-IT1	1.02416845866667	0.941257701666667	-0.121791364649793	0.789998375298695
ALOX12	4.848956163	2.92319984433333	-0.730125748853735	0.00531772734585491
ALOX12B	0.0453214176666667	1.74324101233333	5.26543524351342	0.00445017796393138
ALOX12P2	15.4014521266667	1.829743471	-3.07335307913518	2.95512199489644e-08
ALOX15P1	4.70969445133333	1.591994765	-1.56479787398002	0.00173986059727895
ALOX5AP	6.3301919	2.207891506	-1.51957995467747	0.000501567751592769
ALPK1	0.980444269333333	9.225605665	3.23413609601912	0.00298971250557572
ALS2	9.46850278166667	3.574365421	-1.40544918171659	0.00355603075962252
ALS2CL	0.185489586333333	0.109871472333333	-0.755521348835586	0.327409542963372
ALS2CR12	1.34388085666667	0.478976597666667	-1.48837816585375	0.0166112940594131
ALX3	1.85592137566667	3.21881100533333	0.794392277121597	0.032815892297545
ALYREF	387.9041164	489.723367866667	0.336266952305601	0.0147596441643339
AMACR	1.32830176233333	0.532735157333333	-1.31809253561387	0.0220938221482111
AMBRA1	18.93492858	20.7974682966667	0.135357938297373	0.0391467971119954
AMD1	138.0171824	149.774848366667	0.117947486916912	0.0649385888713205
AMDHD1	1.592066555	1.54564292033333	-0.0426935863341547	0.82684389901573
AMDHD2	60.0062047333333	4.12893521533333	-3.86126999797319	5.51269618086886e-05
AMER1	5.63638037266667	8.55888794833333	0.602654384617921	0.0164273096429871
