siIRF4 KMS12BM	CTRL KMS12BM	LOG2_FOLD_CHANGE	P_VALUE
ADAM10	91.7766078266667	97.1436376566667	0.0819930267702379	0.185281015421749
ADAM11	4.518164489	4.28142457133333	-0.0776458858821407	0.434749271639819
ADAM15	135.9538706	148.722715166667	0.129507788869407	0.00751333898657534
ADAM17	32.62567942	33.2796547066667	0.0286325191749212	0.273271097038506
ADAM19	9.760482453	6.308678694	-0.62961458577471	0.000607466122397957
ADAM1A	3.94998429766667	4.738140717	0.262474127327523	0.224914392397992
ADAM22	13.2084551	12.44505676	-0.0858889243251623	0.0583645646451707
ADAM8	15.16573254	16.8260954966667	0.149885252288891	0.271815603584975
ADAM9	31.23472965	35.29793576	0.176432773661835	0.0380693532697168
ADAMTS13	4.12499442166667	3.341624479	-0.303842551282812	0.18969368294493
ADAMTS17	0.116309954	0.10214746	-0.187321239899912	0.590416131355576
ADAMTSL2	0.431472049666667	0.602235968333333	0.481061769023409	0.120539531014209
ADAMTSL5	8.40085039533333	8.06777129566667	-0.0583651882321819	0.474552524880831
ADAP2	4.226780824	4.64663268666667	0.1366263006119	0.518154165843829
ADAR	117.222016433333	110.717885966667	-0.0823552579458587	0.0721428127767797
ADAT1	7.568138603	7.294576945	-0.0531142001753406	0.456451216781531
ADAT2	18.75103075	18.1909447166667	-0.0437494342650723	0.308230911942893
ADAT3	16.0606691566667	16.4144644133333	0.0314356740628131	0.831985780724872
ADC	0.226500149	0.263911183666667	0.220540489185143	0.665033258002164
ADCK1	10.7210424933333	10.2723006166667	-0.0616858691277084	0.288393540506781
ADCK2	59.12098277	55.8772970333333	-0.0814080170675065	0.412784837799514
ADCK3	148.3285381	150.783804633333	0.0236852841306453	0.654860531824064
ADCK4	19.3163581966667	16.5098818133333	-0.226493329072487	0.0212293820346958
ADCK5	61.78681626	55.45837986	-0.155893565775268	0.103548696325636
ADCY1	0.158546784	0.076900129	-1.04385069035202	0.122403728761136
ADCY3	34.96167733	42.7087364533333	0.288756814595039	0.00573711701238456
ADCY6	5.28334455566667	4.14558830266667	-0.349874649078676	0.257635748577069
ADCY7	28.04138415	28.6297186233333	0.0299559274721758	0.599123059764654
ADD1	78.88183586	66.36132622	-0.249350410134442	0.0138145013301759
ADD3	84.88845482	78.1024602766667	-0.120200359758561	0.295017411375154
ADH5	91.0175315266667	84.9131855166667	-0.100155863502299	0.055083923494463
ADI1	127.4247012	118.417222066667	-0.105766054965564	0.169589581319189
ADIPOR1	107.927194233333	105.380366933333	-0.0344523157880805	0.485578069782805
ADIPOR2	89.7730470766667	90.8509381333333	0.0172190480733828	0.804848415435321
ADK	28.43084236	28.1259804466667	-0.0155534561032468	0.859306593330387
ADM	11.54328886	10.5811085163333	-0.125563551015647	0.315518974587137
ADM2	0.185119341666667	0.192561987333333	0.0568672973540631	0.932772654358798
ADM5	9.034867549	10.74764439	0.250445135967978	0.0664183732356921
ADNP	63.9258804433333	64.5613295433333	0.0142701633867346	0.826912407805511
ADNP2	32.3289783433333	34.5355158466667	0.0952528566135189	0.211443054581886
ADO	23.3382910933333	24.82952762	0.089357888582769	0.30325813425249
ADORA2A	2.19389353133333	1.47248415566667	-0.575241403753266	0.093351348521246
ADORA2A-AS1	1.340633683	1.14241311033333	-0.230830645728664	0.0666545037840972
ADORA2B	4.38772671766667	4.36238726333333	-0.00835582425042718	0.957139308461899
ADPGK	55.0579379	65.05717376	0.24075757230657	0.00671812976247394
ADPRH	7.51242498733333	5.865142529	-0.357112512719781	0.0141766761910542
ADPRHL2	25.9402509066667	27.3156023566667	0.0745328032261373	0.418182579890036
ADPRM	3.718237814	3.39543135333333	-0.131024181112713	0.524328615547247
ADRBK1	470.786402233333	411.651786033333	-0.193648165964187	0.0404288681523455
ADRM1	318.984760066667	367.358233266667	0.203700109892728	0.0194886561061908
ADSL	153.943185266667	156.9159595	0.0275940886056109	0.553595242532699
ADSS	92.9973790533333	92.8707486533333	-0.00196579242095388	0.967053097463026
ADTRP	0.393639209	0.374009251333333	-0.073799973107013	0.866321202918624
AEBP1	1.92573060166667	2.228399879	0.210602249985384	0.456546124309717
AEBP2	23.9067807	23.10538876	-0.0491905052439117	0.573363183674405
AEN	27.3350496266667	32.6350209266667	0.255668969659942	0.00319022189821666
AES	635.1204064	547.4969433	-0.214179214455479	0.00565312879998127
AFAP1-AS1	0.127042365	0.059542656	-1.09331419286463	0.31212114150581
AFF1	17.7371835533333	19.39145768	0.128644311111762	0.102497974228385
AFF4	10.3005457666667	8.963019985	-0.200663960978029	0.0179612293256233
AFG3L1P	10.49325402	9.781221491	-0.101375588468702	0.149741688466711
AFG3L2	152.014393233333	155.021057166667	0.0282562668388163	0.344318412138985
AFMID	35.62615682	37.0160286466667	0.0552132597165013	0.190781995235651
AFTPH	32.9823892966667	34.8632089133333	0.0800094518319999	0.056633140135135
AGA	10.1202676893333	8.92998774	-0.180517351215981	0.100113134510872
AGAP1	2.66648482766667	2.63487610733333	-0.017203991587978	0.896469036191883
AGAP2	33.01052454	31.1112095266667	-0.0854915789198955	0.303849014430594
AGAP3	124.8122099	137.691025766667	0.141675458146138	0.0888945192676005
AGAP4	1.498364853	1.77727542166667	0.246278307014161	0.172187039058116
AGAP5	3.835023535	4.24708767466667	0.147238459866082	0.321845853373516
AGAP6	7.09075199966667	7.34835064466667	0.0514818312831877	0.589349482031641
AGAP7	0.889944504333333	0.940846459	0.0802439277329677	0.791432373147197
AGBL3	2.09037874733333	2.09193819966667	0.00107586980163286	0.996141479658646
AGBL5	30.6357018733333	25.6065363866667	-0.258701781204692	0.00344424732436977
AGER	2.42955939666667	2.24437665733333	-0.114379889949885	0.293546837807567
AGFG1	12.6173941	12.4734856666667	-0.01654930091362	0.630473363854284
AGFG2	6.80370156766667	7.25192821366667	0.0920447828915051	0.279637979494621
AGGF1	25.9417153533333	23.7164751033333	-0.129384275480951	0.0777678062099513
AGK	57.8889162066667	55.05202592	-0.072491490669962	0.00777554530609604
AGL	7.99541070766667	7.157483329	-0.15971973891575	0.140712862402259
AGMAT	18.64049821	15.7287727	-0.245034316705013	0.0489042447013307
AGO1	7.855345747	7.21338611	-0.122998127196062	0.0822305524998073
AGO2	33.35432694	36.8792073033333	0.144933716902498	0.140722101104195
AGO3	7.934106455	7.41571531033333	-0.097481894920284	0.563332508084419
AGO4	8.764016458	7.33164918433333	-0.257454438267603	0.155781842950503
AGPAT1	10.59977265	8.34518709333333	-0.345017022080171	0.00990267761264501
AGPAT2	67.7710071566667	62.2094608	-0.123534209992455	0.0442175618854448
AGPAT3	77.57852542	71.2212995133333	-0.123348594441721	0.052198517042145
AGPAT4	10.9632446266667	10.793564	-0.0225035175135067	0.702387085505388
AGPAT5	28.1521744333333	30.32124026	0.107082408420875	0.169574293997471
AGPAT6	37.3344579166667	37.1770063633333	-0.00609718022514541	0.844713381277472
AGPS	35.1130902666667	34.9560688866667	-0.00646602151886852	0.87299088098666
AGRN	35.9213541766667	31.39222148	-0.194434613081123	0.281553198877963
AGTPBP1	49.0624064633333	48.7142443866667	-0.0102743102769739	0.848902694821669
AGTRAP	24.15072425	17.26632653	-0.484105277117786	0.00182271745993815
AHCTF1	42.7727656966667	45.7374459266667	0.0966833097149806	0.107918883882472
AHCY	233.5641655	251.117881833333	0.104545818807586	0.0185687015891425
AHCYL1	48.04216249	45.0874643	-0.0915747158847437	0.0816993437697874
AHCYL2	8.79844320866667	9.244891169	0.0714080595770568	0.339896710624964
AHDC1	4.98014433166667	4.09696042466667	-0.281633597342925	0.0295350823461469
AHI1	5.79924592233333	5.80301330466667	0.000936918214653894	0.980488366175152
AHNAK	206.473038533333	220.126590666667	0.0923800239108417	0.250796547213018
AHRR	4.165790891	4.52601832833333	0.119652004230446	0.061468996570239
AHSA1	598.616468166667	626.1605466	0.0649006409034409	0.190367880602726
AHSA2	57.0336250666667	47.32586207	-0.269183947802519	0.129877856322318
AIDA	37.25939746	31.1483704433333	-0.258447654680374	0.00409314474783374
AIF1L	22.9921880333333	22.54057476	-0.0286194623936128	0.555523736991785
AIFM1	69.9354313766667	69.7715811233333	-0.00338402564173017	0.914954513958387
AIFM2	25.1714805933333	26.5477068466667	0.0767971697467578	0.500026458510888
AIG1	8.77667688733333	9.09998722966667	0.0521897251211171	0.472791075208525
AIM1	1.74784183266667	1.51233542966667	-0.208796478270253	0.204622483782623
AIM1L	1.74983156633333	1.767920785	0.0148375743883731	0.934635186573677
AIM2	46.6515502566667	44.9838815466667	-0.0525168703882954	0.701866257162045
AIMP1	34.8994382533333	33.86713288	-0.043317958298995	0.589862885749221
AIMP2	38.17879281	40.1697367533333	0.0733375205860828	0.102454837076704
AIP	335.327805666667	320.5624146	-0.0649668357320023	0.00351293268078396
AJUBA	1.169249777	1.45610662266667	0.316532846409712	0.157526465362396
AK1	48.1173880766667	45.0840786966667	-0.0939402916923502	0.497442770378175
AK2	70.84733048	74.0760007033333	0.0642927173235082	0.259289238458342
AK3	43.91345145	37.66636251	-0.221386212851222	0.0482229040312243
AK6	41.2502639433333	46.43689206	0.170868067782411	0.0398236662055642
AK7	6.86918347933333	6.59515538166667	-0.0587319703722545	0.505392158312339
AK9	0.625944688	0.646987306666667	0.0477022299357546	0.876759692342387
AKAP1	26.71024654	30.0646667466667	0.170675674647098	0.0382972628265429
AKAP10	7.61342699233333	7.47888376533333	-0.0257230309770156	0.549092513964246
AKAP11	9.57210260033333	8.93700804066667	-0.0990439384416301	0.0638793253515572
AKAP13	26.6347563033333	22.8460854166667	-0.221363094352539	0.0469451557040941
AKAP2	0.322050549	0.589912541	0.873213928582853	0.0427648733124922
AKAP3	0.276386433333333	0.212045095333333	-0.382315688181499	0.44509061854446
AKAP5	8.92292264233333	6.50812916266667	-0.455273448915322	0.0114587228597034
AKAP6	0.083723726	0.040219127	-1.0577547513067	0.043783417112595
AKAP8	53.0579265366667	53.0966404233333	0.00105228322027305	0.977478624958844
AKAP8L	62.67097004	60.59708874	-0.0485488396573448	0.432623285748829
AKAP9	19.0185205633333	17.2335500233333	-0.142185104391054	0.075525884850897
AKIP1	17.75102658	16.96830272	-0.0650601968273158	0.447552257619335
AKIRIN1	40.4649597466667	40.4189496533333	-0.00164132869280983	0.981413869947491
AKIRIN2	94.9263263466667	99.35417209	0.0657722986686314	0.349510309696714
AKNA	101.27228978	93.94414912	-0.108364258630567	0.0985111668986415
AKR1A1	82.1736140766667	90.04284164	0.131936367858289	0.088442775900574
AKR1B1	412.421615433333	383.257591166667	-0.105805580225678	0.0178553846475864
AKR7A2	70.3555373233333	64.02624076	-0.136000669075288	0.216889299743942
AKR7A3	2.86330732033333	2.618769742	-0.128793309059461	0.704002509694464
AKR7L	2.49763268433333	2.05813523033333	-0.2792235438245	0.186667740376852
AKT1	153.398293166667	135.928304766667	-0.17443652615049	0.10009564393726
AKT1S1	42.2295883233333	40.94591506	-0.0445346534391047	0.393790049926176
AKT2	85.6544917066667	81.33075751	-0.0747278518323139	0.0864530342745201
AKT3	17.4641401066667	27.4443844066667	0.652115369637006	0.000789547092942422
AKTIP	6.11202657833333	6.047784271	-0.0152441385276684	0.933296150694188
ALAD	64.3837614166667	56.47989055	-0.188959571277122	0.0270391891518484
ALAS1	56.8085264166667	53.73190933	-0.080328376486019	0.246470167302432
ALCAM	0.043407695	0.0303654186666667	-0.515521555162656	0.190574900152452
ALDH16A1	60.8618405633333	58.2228979433333	-0.0639513151303484	0.277589377259379
ALDH18A1	84.9407241733333	83.9816130066667	-0.0163829108256801	0.745123220608657
ALDH1A3	2.63773428566667	2.553133686	-0.0470301593867745	0.736447061710167
ALDH1B1	87.63616916	95.2215909033333	0.119762311574454	0.0769717712888409
ALDH1L2	2.73632222	4.011022294	0.551731857849721	0.019929826815256
ALDH2	12.8206603033333	10.0071604416667	-0.357437903394246	0.0135662844918271
ALDH3A2	32.97903893	29.9422511633333	-0.139366664253408	0.0488726253312815
ALDH3B1	6.37177362266667	4.61190116133333	-0.466333416880208	0.125751844869358
ALDH4A1	16.1423521666667	15.11602177	-0.0947723133227463	0.401695466745321
ALDH5A1	32.2007642633333	27.9867165666667	-0.202352691915854	0.0201596509154063
ALDH6A1	24.5235468666667	17.94695099	-0.450428887432811	0.00424956240366618
ALDH8A1	0.141055295666667	0.0618821166666667	-1.18866638045563	0.381868960240635
ALDH9A1	93.71334703	88.2009834933333	-0.0874597941418813	0.0693159289880513
ALDOA	1028.552636	1046.63480833333	0.0251425197061472	0.420995647516209
ALDOC	157.165452233333	157.294550966667	0.0011845710801598	0.986563013912114
ALG1	22.1331261566667	21.0838241366667	-0.0700706731023823	0.113560376361969
ALG10	12.0207437466667	11.05548362	-0.120764024192296	0.0325644584956597
ALG10B	4.38036591933333	3.667181345	-0.256379781973723	0.0469508333982402
ALG11	6.15180248566667	6.16226997033333	0.00245270472630779	0.989806736771666
ALG12	24.5474250233333	26.37734273	0.103727537308256	0.119797414320423
ALG13	13.31574533	11.88757094	-0.163679233115905	0.0128817941376161
ALG14	16.02401919	17.5683643433333	0.132743825242712	0.318476641807596
ALG1L2	3.46162034133333	3.24511316333333	-0.0931787148779209	0.493069509183675
ALG1L9P	0.586047095333333	0.325158425666667	-0.849873797635825	0.0906212099187289
ALG2	26.0279818566667	29.56802146	0.183974255767663	0.0611170138847032
ALG3	169.906249366667	188.848966633333	0.15249397184042	0.102385733650843
ALG5	39.1245978166667	43.8306422733333	0.163863897719761	0.0142645303343506
ALG6	13.2788412766667	13.3529920466667	0.00803378598069855	0.689735831208876
ALG8	137.3192434	142.003465533333	0.0483923250248209	0.36424464900123
ALG9	15.7691756	16.4974654666667	0.0651371586856314	0.0273332652527016
ALKBH1	22.12558942	20.5385465866667	-0.107381795994622	0.419923797528198
ALKBH2	131.2478476	142.7430861	0.121127105459711	0.0152242352650173
ALKBH3	21.3866084933333	21.1292175066667	-0.0174683769168477	0.790290380693174
ALKBH3-AS1	0.117777519666667	0.285333680333333	1.27658585384638	0.0224861111467069
ALKBH4	40.81654834	38.8935996066667	-0.0696214231926712	0.093188948122341
ALKBH5	44.24186957	45.5145500766667	0.0409154671574187	0.651762282998152
ALKBH6	31.8894761233333	32.9340929266667	0.0465014184971807	0.546367777326402
ALKBH7	69.81488641	61.7391867166667	-0.177348211970731	0.0514375488928287
ALKBH8	26.4098385833333	28.0120054966667	0.0849697918893376	0.18762881608687
ALMS1	8.46612171666667	8.80772299733333	0.0570678665913828	0.259981999069214
ALMS1-IT1	0.611196698666667	0.511899459	-0.255776269164657	0.364898296874271
ALOX12	2.42770609366667	2.217567052	-0.130616047028715	0.316812842125448
ALOX12B	4.487425905	5.08808919066667	0.181235842490749	0.371865662574282
ALOX12P2	3.35668591	2.79576085266667	-0.263796589354998	0.0984410013762387
ALOX15P1	7.96900324066667	6.12008586466667	-0.38084738981598	0.0563457310367144
ALOX5AP	2.22836902533333	1.637922184	-0.444121349919114	0.442031660267457
ALPK1	0.103150619	0.0837536803333333	-0.300527986397026	0.635554194869316
ALS2	5.15652833533333	4.26512859266667	-0.273810849960516	0.013492308638432
ALS2CL	1.51632370466667	1.325059123	-0.194521039887779	0.399590274112265
ALS2CR12	0.602345927	0.320404839	-0.910696327516224	0.191470948221395
ALX3	2.66711780266667	3.10980948166667	0.221544650262141	0.420282151794174
ALYREF	205.9511888	223.5250137	0.118133832277382	0.00414226604008965
AMACR	0.862056194333333	0.83045631	-0.0538776459343028	0.753662626297029
AMBRA1	21.38508966	20.64375251	-0.0509000160061173	0.471276509830067
AMD1	92.1921071766667	93.87966867	0.0261695073623214	0.39118089522456
AMDHD1	4.78923504666667	3.45482076533333	-0.471184375940777	0.202437447543743
AMDHD2	15.2113624033333	16.5550149566667	0.122118940533004	0.0298966834157203
AMER1	8.89919422233333	8.82771513333333	-0.0116346379452069	0.848341068369677
AMFR	60.8281542166667	60.2314325533333	-0.014222654805969	0.718610650956138
AMH	37.0035669333333	41.5764356266667	0.168101735327843	0.259429239900011
AMIGO1	1.36413434366667	1.72843762233333	0.341482807153637	0.393981099380893
AMIGO3	11.8245309966667	13.54341968	0.1958090996059	0.187260061884252
