siIRF4 MM1R	CTRL MM1S	LOG2_FOLD_CHANGE	P_VALUE
ABCF1	14.1473392433333	14.7292574266667	0.0581539548260478	0.0479188891614646
ABCF2	75.6877929066667	82.9759417933333	0.132632461319739	3.76765269295653e-05
ABCF3	78.3428270666667	69.5347885566667	-0.172066245042725	0.00605654207414253
ABCG2	27.75979512	6.34852850366667	-2.12850278013313	0.000132896992252935
ABHD1	1.91317194766667	1.08912837733333	-0.812792525847968	0.0620273943616052
ABHD10	24.6570625033333	27.0119816833333	0.131598548523851	0.0442789493928837
ABHD11	25.4136151833333	32.6208450766667	0.360192538196415	0.00837832069979934
ABHD12	259.809083666667	148.228159966667	-0.80963231959588	0.0102098313414524
ABHD13	10.0738454916667	13.49347229	0.421647137517187	0.000765871027928037
ABHD14A	15.65439109	16.8853592766667	0.109205483528984	0.29973996178578
ABHD14B	63.9371027	42.1083401466667	-0.602547362538047	0.00119951108550525
ABHD15	18.7771202566667	16.2363522	-0.209748281256365	0.299680180596525
ABHD16A	5.28634280133333	5.24814111466667	-0.0104634694848682	0.787284530493726
ABHD16B	7.844522558	5.806552714	-0.434003737243859	0.0156865697135368
ABHD17A	185.066531166667	110.444030133333	-0.74472857255677	0.00184814726183421
ABHD17B	26.3023009766667	35.7413994066667	0.442407107460375	0.000126433770236307
ABHD17C	6.64659941033333	20.0478414733333	1.59275860123523	0.000262295135601697
ABHD2	149.916136066667	139.601071933333	-0.102845655225401	0.0129895974073951
ABHD3	69.07647131	116.8221322	0.758047330249799	0.000560535466496049
ABHD4	81.6074769266667	48.9658854	-0.736924367275144	0.00103314419019449
ABHD5	9.30569867166667	14.2725011066667	0.617051797219555	0.00347655022147552
ABHD6	6.941835228	8.76810621266667	0.336948152886582	0.0489681283098556
ABHD8	17.5498696733333	16.2186272933333	-0.113808598616973	0.210263758478264
ABI1	87.6680266433333	93.4344711166667	0.091904132733077	0.0037910113410672
ABI2	12.0427769033333	18.6021803233333	0.62730362992088	0.00124553656696322
ABL1	14.63894878	13.25507105	-0.14326755431944	0.00404127024556538
ABL2	11.73026812	12.1204380933333	0.0472058563982674	0.231277436390633
ABLIM1	34.1735097566667	32.7221347633333	-0.0626115544426609	0.53889532551251
ABR	120.510403233333	64.9397121433333	-0.891984799797042	0.000516460489673917
ABRACL	92.7058500833333	138.7038121	0.581275152617448	0.00774641562742247
ABT1	70.98308137	68.8891858666667	-0.0431976746939542	0.484603111877839
ABTB1	48.6085846833333	23.62875149	-1.04066772701657	0.00128969400113309
ABTB2	0.877369466333333	0.737489109333333	-0.25056275453623	0.407940215333713
ACAA1	46.92185648	31.92487689	-0.555579038680087	0.00359669795185123
ACAA2	72.6674422133333	114.6673914	0.658074150919996	0.000365749840555599
ACACA	13.6470344	13.31442654	-0.0355971848784919	0.620324377144062
ACACB	7.77912208933333	7.79181604833333	0.002352268770671	0.97209729458498
ACAD10	5.083455474	4.731653352	-0.103465117475563	0.249291800543041
ACAD11	3.12225495633333	1.231389417	-1.34230127468263	0.0132706161806901
ACAD8	39.2778465933333	34.4156992666667	-0.19064901282776	0.0377863933366387
ACAD9	79.86857211	76.8869446566667	-0.0548892709308998	0.263527607793536
ACADM	63.6325801866667	87.12545311	0.453328632504791	0.00492412305776525
ACADS	4.72886056866667	7.89485385266667	0.739419955273112	0.0270470359196921
ACADSB	12.4405241633333	10.9295273573333	-0.186816258961672	0.0904740396969574
ACADVL	219.045943233333	238.9567077	0.125515769760469	0.0503101503780205
ACAP1	68.3269533233333	59.75481466	-0.193399838046268	0.0334820335385854
ACAP2	34.8774921233333	42.33757857	0.279642452653605	0.0114657747168702
ACAP3	29.6733774666667	27.45100111	-0.112310381990821	0.206170704145571
ACAT1	92.9046822933333	137.774666266667	0.56848741872718	0.000240868502878641
ACAT2	57.2554548966667	60.0798721833333	0.0694685940154567	0.224125367544796
ACBD3	75.8883969866667	73.4291476433333	-0.0475264671221114	0.354990892615736
ACBD4	15.78140964	11.0556528766667	-0.513441852616056	0.00624716792489751
ACBD5	18.85830252	19.5743490733333	0.053764511344126	0.299214933356935
ACBD6	122.337203066667	132.4595972	0.11468917825832	0.0457768757135083
ACCS	15.28059001	3.30973294266667	-2.20691353143334	5.4578694218913e-05
ACD	36.7125187433333	38.2458648566667	0.0590316749246207	0.543354910953088
ACER2	0.551806214	0.347680331	-0.66640025014699	0.0581089123024759
ACER3	7.523221924	12.35518049	0.715693532863771	0.000636328120605507
ACIN1	64.5000274666667	50.5511809133333	-0.351554979937332	0.00289226330373706
ACKR4	1.05159387466667	1.38601644933333	0.39836673590508	0.221434823212421
ACLY	119.916576633333	109.843121666667	-0.126586571479556	0.0551807596909626
ACN9	20.1994053466667	19.8269337966667	-0.0268512375302085	0.811408677226708
ACO1	19.8660038666667	18.62284362	-0.0932283149554924	0.0961271279838984
ACO2	146.088245866667	135.966743366667	-0.103586284575336	0.013330098795565
ACOT11	1.10419608733333	0.595726048333333	-0.890275446202767	0.0351159007061118
ACOT13	18.93137004	20.2303813433333	0.0957446941120382	0.127455477553081
ACOT2	1.139081765	0.193463400666667	-2.55773874078957	0.0374216509489024
ACOT7	41.7243821033333	73.1012057366667	0.809004517427019	0.000903048713989834
ACOT8	46.7576177666667	36.8498749733333	-0.343541704047362	0.00464594183357485
ACOT9	25.87756431	31.6174026733333	0.289017025084269	0.0604271481040662
ACOX1	10.4603957933333	9.60067785933333	-0.12372926378234	0.0909045898819119
ACOX3	12.1381525133333	13.0918884433333	0.109124361264112	0.0869070054565174
ACOXL	20.5488113266667	27.4529952833333	0.417908622630274	1.52564274118239e-05
ACP1	168.656263633333	207.429720166667	0.298536716958953	0.00968696731843383
ACP2	39.9601219266667	25.70965278	-0.63625085901899	0.000156064026030297
ACP5	11.51961546	0.463634382333333	-4.63496119018023	0.00313843788544469
ACP6	83.5095158766667	50.1220741466667	-0.736494484132112	5.58349678506323e-05
ACPT	0.992004041	0.437779517	-1.18014154283072	0.0158952317732734
ACRC	5.142117087	1.83274996133333	-1.48835248588749	0.00408836818715318
ACRV1	0.978337859333333	1.51984348766667	0.635518086828257	0.134700150554549
ACSBG2	0.453003972666667	0.562653330333333	0.312722600832623	0.354946773126469
ACSF2	8.14813060566667	5.68875649933333	-0.518355775865182	0.0134479216663751
ACSF3	14.731405	11.43660038	-0.365236769894445	0.00400131018946766
ACSL1	5.601966569	7.39360858633333	0.400345296216483	0.00881785626951056
ACSL3	34.35357822	39.0061596966667	0.183241590653865	0.0226088996956367
ACSL4	25.6997282466667	31.0910073266667	0.274744255540974	0.0213367326196551
ACSL5	45.2140451333333	48.7025403866667	0.107226031066375	0.036986048663158
ACSM3	3.76533658066667	4.841304569	0.362617025642916	0.0823118904006527
ACSS1	253.1854242	138.336638	-0.872011051592466	0.01046219352906
ACSS2	26.6801787966667	12.4804073633333	-1.09610330988311	0.000407330893429906
ACTA1	0.705707693333333	0.855536976333333	0.277759471643065	0.701892567235891
ACTA2	0.573700218333333	2.21670960666667	1.95005081453624	0.323514441897507
ACTB	4730.96611033333	5113.31990333333	0.112125461485114	0.130218394486429
ACTG1	2627.72085366667	3508.682871	0.417117532640246	0.00811373101640202
ACTL10	4.525535072	2.741101097	-0.723332839379308	0.0190911500053005
ACTL6A	156.7018079	247.4010041	0.658829531071423	0.00126709017483395
ACTL8	3.509700066	0.429818613333333	-3.02954787985308	0.0821679927260165
ACTN1	2.01279024366667	4.395062484	1.1266868417509	0.0152089385217451
ACTN4	175.7516626	151.558021633333	-0.213668124345305	0.038941075580086
ACTR10	24.2753958066667	28.7884984666667	0.245997724874873	0.0224804712315408
ACTR1A	63.13512779	69.4204947733333	0.136918717049928	0.0454130771476787
ACTR1B	106.725018833333	105.797214366667	-0.0125967752807253	0.768525373917985
ACTR2	361.8851364	352.908107266667	-0.0362392803869284	0.331774120802149
ACTR3	173.875036433333	215.2785817	0.308153974281565	0.000775813128283032
ACTR3B	12.0689092066667	10.3963193533333	-0.21522243437331	0.127218766331991
ACTR3C	7.27553448266667	5.82949756266667	-0.3196816919891	0.109004486737718
ACTR5	18.60862322	19.46795166	0.0651297775180381	0.0211514574530245
ACTR6	22.7332143266667	29.22600131	0.36245076753016	0.022271926975185
ACTR8	26.4606810433333	24.49899006	-0.11112791691987	0.014519617328111
ACVR1	4.60680715033333	6.23496647666667	0.436614597925002	0.032463780029334
ACVR1B	3.626132071	2.03299825333333	-0.834822496204607	0.0277094385046835
ACVR1C	1.44874210933333	3.65814532533333	1.3363115859365	0.00041653174670405
ACVR2A	3.85816911166667	2.65373226066667	-0.53989355891308	0.111989708286859
ACVR2B	1.750109733	2.77766793833333	0.666428757072924	0.00663516056134163
ACVR2B-AS1	0.113302092333333	0.187749194	0.728632210874196	0.516314588416168
ACY1	2.58889332166667	1.254101081	-1.04568188398311	0.0634230270482379
ACY3	11.75609848	2.549996195	-2.20484235003829	8.35234649515474e-05
ACYP1	32.4102977933333	40.38381955	0.317325092413518	0.019343682910404
ACYP2	30.5644642866667	29.6956109733333	-0.0416055650290695	0.482364529090887
ADA	287.748953133333	266.826320333333	-0.108909695517881	0.0442730774092823
ADAL	7.939974811	8.877930296	0.161088951032132	0.163380639351355
ADAM10	186.5485153	226.675736166667	0.281079092225235	0.0198148698163474
ADAM11	1.570644305	0.877709707	-0.839540730603658	0.0103923285263752
ADAM15	148.6024843	135.834256233333	-0.12961087392836	0.0693830583167332
ADAM17	27.76108051	27.4163394633333	-0.0180277610071811	0.709806377549984
ADAM19	0.567140014333333	0.232495562	-1.28650177110914	0.0115616796959506
ADAM1A	3.90234632933333	4.48312374	0.200162498812177	0.214641150821221
ADAM22	4.54932999333333	4.25080148266667	-0.0979192017187144	0.286366154666289
ADAM8	242.125610466667	278.715171	0.203035846957792	0.0524899702388562
ADAM9	48.1684935233333	47.63386783	-0.0161021050504038	0.727087449997945
ADAMTS13	0.202895475333333	0.0996585196666667	-1.02567164324129	0.0707469915348066
ADAMTS17	0.479139204	0.445947179	-0.10357202440136	0.626909151275667
ADAMTSL2	0.441787676666667	0.561348928666667	0.345544637553332	0.538679955729026
ADAMTSL5	0.749491962666667	0.219036939666667	-1.77473881236634	0.00563671362934658
ADAP2	0.302279896666667	0.194377912666667	-0.637020741176276	0.150627029054714
ADAR	278.391082233333	225.095882466667	-0.306573330992532	6.26904751958448e-05
ADAT1	8.71210566	8.03706416233333	-0.116352851675506	0.0746921852260304
ADAT2	9.15431830066667	7.084203292	-0.369846843093572	0.0127340033057331
ADAT3	25.54101977	11.9152264833333	-1.10000975394009	0.0126743185636418
ADC	1.19020335066667	1.09900122866667	-0.115015085203798	0.655285907132826
ADCK1	5.15618018933333	3.944231727	-0.386558367632107	0.0192097014061806
ADCK2	65.7372579533333	42.5881613033333	-0.626258835193652	8.13810887744813e-05
ADCK3	150.503078166667	112.292553	-0.422530739544238	0.000365026066804542
ADCK4	20.26685106	10.5085978906667	-0.947551758438594	0.00862258204816177
ADCK5	26.1834196333333	16.4962325266667	-0.666516956077039	0.000908115734419686
ADCY1	5.511194646	14.4884780033333	1.39446906281526	1.05110881359841e-05
ADCY3	97.77162659	102.405449303333	0.0668047278542318	0.123562464781916
ADCY6	15.54194589	12.4140888833333	-0.324188763449576	0.0173619751059128
ADCY7	101.309228113333	63.9128924833333	-0.66458670764878	5.34763899552318e-06
ADD1	91.8180812566667	94.0980096466667	0.0353859234713249	0.425413335102914
ADD3	32.3018446633333	52.1981118966667	0.692381067419173	0.00340037626438285
ADH5	25.1081271366667	19.33323799	-0.377071134457836	0.00490781449685841
ADI1	233.080700966667	261.1685096	0.164151399813702	0.00342122702903847
ADIPOR1	173.072425733333	211.000565533333	0.285870975941497	0.000195545092759477
ADIPOR2	69.80183963	82.2353862333333	0.236494266052758	0.00960904698818584
ADK	36.33249997	33.3517462466667	-0.123498337558132	0.0829960018824255
ADM	226.743786133333	336.476587833333	0.569443110532278	0.00572303993988763
ADM2	1.26815820666667	0.977284020666667	-0.375884929585405	0.126813023730968
ADM5	0.366000279333333	0.570169796666667	0.639546868519878	0.325790225472479
ADNP	51.03038998	52.6467478433333	0.0449877471501022	0.169535924235495
ADNP2	12.3184292866667	12.6369330266667	0.03682805425065	0.416448168364573
ADO	25.53608999	26.8934920666667	0.0747194576816457	0.28617850015884
ADORA2A	5.027597915	3.37567848533333	-0.574691772134714	0.017463990637064
ADORA2A-AS1	2.95775518966667	1.90914880866667	-0.631573088967316	0.0821780015605981
ADORA2B	0.53946601	0.54903852	0.0253753077885934	0.941882085122137
ADPGK	114.400438633333	125.8241501	0.137316269248047	0.0504521803711943
ADPRH	2.21953242633333	1.42769240066667	-0.636570604755378	0.0945966132800999
ADPRHL2	54.2277645733333	55.5866967766667	0.0357079534189588	0.589422464248086
ADPRM	8.13350254866667	7.39858200233333	-0.136627964006061	0.344871182469394
ADRBK1	288.7104777	317.2839007	0.136150853424916	0.0845611507494319
ADRM1	326.209164166667	350.1994672	0.102379576700215	0.201530547436675
ADSL	164.760071833333	189.846066433333	0.204463446642545	0.0154166129586302
ADSS	85.7199097366667	98.7284731566667	0.203835885114731	0.0714336499395371
ADTRP	41.04866871	16.2101800566667	-1.34043531742534	0.000983748808992863
AEBP1	0.794052415333333	2.520568815	1.66644319464368	0.0103551117718515
AEBP2	10.0447359376667	11.9011265366667	0.244658504508212	0.00144146752419516
AEN	87.29544901	71.9337776166667	-0.279237074012471	0.003178457681689
AES	49.4414516766667	70.0369006266667	0.502394137376958	0.00228649707657489
AFAP1-AS1	23.7931396866667	25.0525701233333	0.0744129569907598	0.0234843977071769
AFF1	38.7809584133333	40.6684491433333	0.0685615179689686	0.0982024809647715
AFF4	28.5366111866667	23.0133447466667	-0.310343341069206	0.00205157275363906
AFG3L1P	10.0474244306667	7.42933123533333	-0.435521471624947	0.00741929595384353
AFG3L2	99.7328173533333	115.6770672	0.213962670164212	0.00137441106140011
AFMID	25.1661247433333	21.0189677633333	-0.259791256666648	0.000407312921712636
AFTPH	58.25186824	60.9171999466667	0.0645453097285562	0.195595607605394
AGA	23.6458547766667	32.9047271	0.476707561837774	0.00274101170152173
AGAP1	22.7394017966667	17.35551205	-0.38980037139998	0.013834962296375
AGAP2	20.6204801166667	14.6443353666667	-0.493735206095711	0.00258326478536887
AGAP3	46.1854515266667	43.7720897766667	-0.0774272094294006	0.383405371219293
AGAP4	4.41418050733333	3.575061411	-0.304177602227758	0.0753470726433555
AGAP5	10.50136191	6.65265829433333	-0.658573603080308	0.00137637775933508
AGAP6	27.85031901	19.7940823733333	-0.492624665390219	0.00347827669831663
AGAP7	1.90868948433333	0.47851803	-1.99593722668639	0.001532754631333
AGBL3	5.09556644833333	2.61575546033333	-0.962014858798909	0.00748440176434083
AGBL5	31.64119938	34.4820526233333	0.124041369587099	0.111049693002207
AGER	1.30885972866667	0.426846686333333	-1.61652060642097	0.000731231814935841
AGFG1	24.93234228	35.2769657033333	0.500708051101259	0.00046167610705195
AGFG2	2.56900052133333	4.150993861	0.692249615300057	0.00191909434749927
AGGF1	29.6555487033333	37.0680928666667	0.321875825611421	0.00866340140311987
AGK	56.6615156966667	70.0720621766667	0.306470160109789	0.00352428456192888
AGL	3.73676706933333	4.12858020333333	0.143855095420586	0.246915588460374
AGMAT	33.3928115066667	29.92304388	-0.158280627340498	0.193994350767338
AGO1	12.62702771	11.8708227066667	-0.0890951571697469	0.219563089927524
AGO2	18.54591618	18.1360857266667	-0.032238424030462	0.490224655252135
AGO3	8.19317537966667	6.34936607366667	-0.367810137754243	0.0275397612090644
AGO4	11.0679018733333	7.04360710133333	-0.651995416645064	0.00985870114568532
AGPAT1	4.46737469133333	4.66811345066667	0.0634123611303729	0.224482151416367
AGPAT2	0.294396107	1.09874084766667	1.90002064910695	0.00606188731903402
AGPAT3	71.90103803	80.1287111566667	0.156306672719775	0.00123878122844178
AGPAT4	1.09573449666667	0.380007897	-1.52779696175846	0.0347239060045938
AGPAT5	53.05610038	61.9792731266667	0.224267194082053	0.0154178060318612
AGPAT6	40.4680288166667	35.9619928533333	-0.170309606759356	0.00233235612566791
AGPS	23.4978114133333	26.17599533	0.155718005604269	0.0453381019804048
AGRN	0.454476145	1.254811139	1.46519376530844	0.0664823680347149
AGTPBP1	33.42370445	33.84744352	0.0181752313961351	0.789740867096097
AGTRAP	111.8482241	98.2328321633333	-0.187265150469991	0.0443197470735112
AHCTF1	44.9915106233333	62.3405488566667	0.470518049462713	0.00609385606821794
AHCY	166.953028866667	182.890140366667	0.131535034235806	0.0266030777492552
AHCYL1	22.9025712233333	16.4582706533333	-0.47669682266374	0.00106922568692189
AHCYL2	10.4476543073333	9.51928003833333	-0.134254697859615	0.14182369844894
AHDC1	3.30407877966667	1.97643224733333	-0.741349585567075	0.0093869490031161
AHI1	5.573624103	6.372559614	0.193257257112359	0.178301733467056
AHNAK	7.308948459	9.12953745766667	0.32087790875329	0.0317624040467298
AHRR	0.690675373666667	0.286755033	-1.26818897662112	0.0751204762029782
AHSA1	141.182816733333	245.931225566667	0.800690413829518	0.000407455211882724
AHSA2	86.1570818233333	36.7948727733333	-1.2274646398426	0.000145028377301314
AIDA	40.5992123233333	47.30138671	0.220430741367942	0.121119962239281
AIF1L	0.293867978333333	0.657788242666667	1.16245505900745	0.0164542221858111
AIFM1	50.26987261	53.4363788933333	0.088128214080271	0.0626623556765651
AIFM2	20.8683483566667	27.95224425	0.421647698182048	0.0235959468838184
AIG1	8.321729887	11.2975742833333	0.441057676818659	0.00601160551624644
AIM1	0.513942379666667	0.348755149	-0.559392104657977	0.0692912361155001
AIM1L	0.252437891	0.312953135	0.310018153000291	0.309011473165504
AIM2	52.2587248466667	27.6684001466667	-0.917432695943692	0.00101691149397263
AIMP1	50.0189788766667	69.9070268566667	0.482961872908023	0.00251592631547244
AIMP2	66.8900573033333	66.05208266	-0.0181877300022596	0.726680783688447
AIP	138.784257533333	76.26123452	-0.863822139776085	0.000350274495061652
AJUBA	0.195056703666667	0.442823707	1.18283887883009	0.0440746482992749
AK1	4.68370253433333	4.85861810133333	0.0528965856897359	0.404654598840959
AK2	88.1292321233333	101.87925358	0.209167754864003	0.0217956818218565
AK3	51.59849706	50.6072539366667	-0.027984851431899	0.298085728393902
AK6	32.8040412533333	49.29812876	0.587659329536667	0.000655387089315083
AK7	0.287681861333333	0.0897121036666667	-1.6810997132568	0.0714034433805867
AK9	1.94572930366667	1.40858163833333	-0.466067829938212	0.0553107080163257
AKAP1	52.33017167	52.2648446933333	-0.00180213017417128	0.925798259065838
AKAP10	25.0477977033333	24.7504580833333	-0.0172285348702696	0.767920830433771
AKAP11	19.2966761033333	9.499995321	-1.02235365337717	0.003816983016166
AKAP13	28.6664329666667	18.5183701533333	-0.630405268629709	0.00785401557610924
AKAP2	1.35224631066667	0.678642730666667	-0.99463378423237	0.00348631438942349
AKAP3	0.936974908	0.544071775666667	-0.784213424401849	0.00876933686169394
AKAP5	2.09403923733333	2.41070371166667	0.203165871718569	0.159070688166517
AKAP6	1.500919731	0.317063596666667	-2.24300267336723	0.000303354313465905
AKAP8	55.4745850366667	40.95750792	-0.437699034245343	0.00666496076552909
AKAP8L	48.05751201	35.4938735566667	-0.437191931718037	0.00978915775074958
AKAP9	33.9874750266667	25.8248256566667	-0.396244576693662	0.0176798415497111
AKIP1	37.6226725966667	35.48360415	-0.0844497821496117	0.275210614201301
AKIRIN1	72.5285570366667	77.8932203066667	0.10294861740811	0.189608851062503
AKIRIN2	75.4321667933333	54.8654766133333	-0.459281230364118	0.00280486557504039
AKNA	97.88918219	58.0216409666667	-0.754558336902136	2.87384663642628e-05
AKR1A1	163.993587766667	125.516046	-0.385767595400844	0.00447370974772568
AKR1B1	529.879561433333	504.622128233333	-0.0704610092192184	0.175319919112427
AKR7A2	35.80180502	40.98782949	0.195163268402514	0.0138445555298042
AKR7A3	1.12964978433333	0.834613499666667	-0.436695414407831	0.404847776743662
AKR7L	1.015615466	0.381043623	-1.4143261936426	0.0512978705062568
AKT1	51.06356933	64.24091108	0.331197968375481	0.00306044254747064
AKT1S1	43.79156611	32.8838923033333	-0.413271971772125	0.00371572345323083
AKT2	95.8179935666667	76.6364597766667	-0.322265686407033	0.000618127825806442
AKT3	11.1250445266667	16.3920554933333	0.559185663234906	0.00386176313037211
AKTIP	27.97901586	32.4930237366667	0.215784786542565	0.0313580290753156
ALAD	29.4822166366667	27.6056017633333	-0.0948839481331172	0.0452231649636112
ALAS1	48.51889031	42.3651427433333	-0.195668824499418	0.00673044564649102
ALCAM	5.59264449366667	10.274865359	0.87751695818208	0.00287718054219053
ALDH16A1	61.85956091	42.6745245266667	-0.535621513916728	0.00471689324153476
ALDH18A1	65.7929885766667	80.3551474266667	0.288456596565272	0.0133711124397335
ALDH1A3	0.978522356666667	1.45012106133333	0.56749662851526	0.227576016482786
ALDH1B1	46.3183973366667	51.5992396133333	0.155764470199174	0.0049969457124237
ALDH1L2	3.726041307	4.89192201266667	0.392757736385596	0.0136257070440482
ALDH2	0.318678487333333	0.530443573666667	0.735097659506713	0.305077854208046
ALDH3A2	34.6843365266667	50.98850976	0.555887885296479	0.00255062290845411
ALDH3B1	13.4158022866667	6.716289338	-0.998197044590592	0.000239435670041684
ALDH4A1	11.8528951466667	10.026506599	-0.241420455161345	0.0674512275253711
ALDH5A1	20.24276348	38.15104119	0.914316174782774	0.000640820102004348
ALDH6A1	10.9175601366667	10.0660095026667	-0.117158612964227	0.208962884908501
ALDH8A1	2.175523404	0.703801271666667	-1.62812251134603	0.000991708088769076
ALDH9A1	107.868802666667	93.0120886666667	-0.213787536517845	0.0191762862094412
ALDOA	632.217794233333	740.922118266667	0.228900260662708	0.0190351787874072
ALDOC	45.2057589666667	12.69500711	-1.83224537282778	0.000103480915693522
ALG1	37.49260657	30.96640293	-0.275902319803359	0.00467782351529387
ALG10	11.0216092266667	14.0333326966667	0.348522784966053	0.0370420052757539
ALG10B	6.40348443566667	8.11431586933333	0.341612307333483	0.000262080327923769
ALG11	6.026504089	5.63542025333333	-0.0967981513906571	0.368082878200767
ALG12	28.1468122033333	22.3695149033333	-0.331437566612701	0.00200467136351881
ALG13	13.7121373633333	12.4939973866667	-0.134218333791411	0.0922213712595023
ALG14	9.83449205933333	10.9132211916667	0.150154550442605	0.33005668756859
ALG1L2	1.563488144	0.967836233	-0.691933423599937	0.176494759274292
ALG1L9P	1.21026566766667	0.574444195	-1.07508511830623	0.00227005010107167
ALG2	66.3022619566667	70.1031756533333	0.0804217094636392	0.0392233215851246
ALG3	167.122808566667	198.881472066667	0.251000237182178	0.0206182220014823
ALG5	64.84552309	69.6070693166667	0.10222685929006	0.248275954776134
ALG6	20.7658966	25.12864548	0.275116743395919	0.00244863219055558
ALG8	83.4712426	120.615118	0.531059594229779	0.000288811005859728
ALG9	13.4066537066667	14.0735172666667	0.0700337470463341	0.383753580582605
ALKBH1	6.663208563	8.28750317033333	0.314720465461959	0.0230551884369489
ALKBH2	62.07889508	49.44931804	-0.328152254957388	0.00205831488442668
ALKBH3	31.8524340666667	32.3210032366667	0.021068356628696	0.828837183282839
ALKBH3-AS1	1.18665849633333	0.972164817	-0.287631978795731	0.567976489642548
ALKBH4	14.5350703533333	12.10304287	-0.264168248184494	0.028293222264321
ALKBH5	72.45564232	71.1640878433333	-0.0259486557850034	0.630414097107647
ALKBH6	37.1166056433333	35.7706085666667	-0.053290117196756	0.521567608173312
ALKBH7	94.2568212433333	83.0271924966667	-0.183013112682418	0.00521587586038505
ALKBH8	9.71465244233333	12.5022945933333	0.363958615397939	0.0908273187601569
ALMS1	7.94553222266667	11.2587449766667	0.502830252500153	0.0351774184238772
ALMS1-IT1	0.641060034666667	0.948058320333333	0.564516339840383	0.0203085756906138
ALOX12	6.85685408966667	3.64082581	-0.913281103927139	0.0108796518372059
ALOX12B	0.192943404	0.734928738333333	1.92942664270271	0.00948849950480769
ALOX12P2	15.5487557	9.64879857666667	-0.688377911272193	0.00138330623746365
ALOX15P1	8.92393496733333	2.85936652566667	-1.64198443750203	0.00245133551797591
ALOX5AP	22.6223532933333	10.8944720206667	-1.05415273293188	0.000687115703309356
ALPK1	1.16145802166667	1.174662506	0.0163093014404158	0.85662888371285
ALS2	7.722519759	8.86307787433333	0.198736132237759	0.00664909510000966
ALS2CL	0.301288567333333	0.334949061333333	0.152795779249957	0.466746473575637
ALS2CR12	1.67233503666667	0.367451002333333	-2.1862401147596	0.0010130194995496
ALX3	1.637422523	1.12415530133333	-0.542585288354605	0.0711632544251527
ALYREF	275.045413966667	374.410379233333	0.444950581133626	0.00358397448164321
AMACR	1.60965571066667	0.832676780333333	-0.950923643967113	0.00554277578606036
AMBRA1	19.5773289033333	15.7818015666667	-0.31092203441182	0.00200569740629157
AMD1	124.4774973	195.819851666667	0.653642069309252	0.000467030416443013
AMDHD1	1.934086251	1.61548373633333	-0.259685907013893	0.335701545579041
AMDHD2	62.3757576966667	48.98560624	-0.348627540388663	0.00353359000290103
AMER1	5.87296470466667	6.01285723433333	0.0339617369018879	0.578239183282658
AMFR	45.3515805733333	47.7135404133333	0.0732459085385318	0.225538452288972
AMH	15.60460976	8.56488874233333	-0.865465867822986	0.0057451882867574
