CTRL KMS12BM	CTRL MM1S	LOG2_FOLD_CHANGE	P_VALUE
ABHD14A	45.5832528066667	16.8853592766667	-1.43273100206167	2.14007297603984e-05
ABHD14B	83.38047477	42.1083401466667	-0.985603579345398	0.000301050780664172
ABHD15	54.94406649	16.2363522	-1.75873614979476	0.000594671797957813
ABHD16A	3.665506334	5.24814111466667	0.517794013868179	0.0027666506287911
ABHD16B	36.6523415366667	5.806552714	-2.65815155711346	8.04696305276155e-07
ABHD17A	109.8037795	110.444030133333	0.00838772487249035	0.926665334494836
ABHD17B	31.7468843066667	35.7413994066667	0.170981111996994	0.0041701994303932
ABHD17C	28.6048493466667	20.0478414733333	-0.512812834316641	0.00251667578658826
ABHD2	78.95659923	139.601071933333	0.822178262018068	0.000825660558909455
ABHD3	78.9352410666667	116.8221322	0.565572173534564	0.00301047686048301
ABHD4	15.5692394166667	48.9658854	1.65307850349675	7.85016975492896e-07
ABHD5	7.940653183	14.2725011066667	0.845908583490254	0.00236001530915022
ABHD6	15.6264830366667	8.76810621266667	-0.833655936095757	0.000260178417416702
ABHD8	9.678977378	16.2186272933333	0.744725184126509	0.00480319379234088
ABI1	37.6460777666667	93.4344711166667	1.31145534422792	1.94199410713794e-05
ABI2	16.7862094633333	18.6021803233333	0.148195238150993	0.00366583394204799
ABL1	42.8238235633333	13.25507105	-1.69186921041138	0.00020570785054328
ABL2	8.78288062566667	12.1204380933333	0.464675745663756	0.000482528175319453
ABLIM1	14.67982703	32.7221347633333	1.1564319022657	0.00638408183270078
ABR	24.0192008733333	64.9397121433333	1.43491283673304	0.00383747535876154
ABRACL	118.715525766667	138.7038121	0.224498814065434	0.0239164050865484
ABT1	135.516212333333	68.8891858666667	-0.976116023686372	5.44379278167187e-06
ABTB1	23.2821345766667	23.62875149	0.0213200663842645	0.719961106431579
ABTB2	0.515041247666667	0.737489109333333	0.517933768115661	0.16859363926574
ACAA1	115.014273566667	31.92487689	-1.84905995276682	3.20589687797056e-07
ACAA2	140.0604109	114.6673914	-0.288594042566833	0.00149345692975848
ACACA	25.4430267633333	13.31442654	-0.934280015102748	0.00120086713262644
ACACB	2.16212126566667	7.79181604833333	1.84951217726117	9.23834390724589e-05
ACAD10	11.2237823733333	4.731653352	-1.24614265213697	0.000572461320212437
ACAD11	4.30541921566667	1.231389417	-1.80586664398858	0.00342845068326626
ACAD8	47.6777142033333	34.4156992666667	-0.470248247529288	0.00653596195703365
ACAD9	66.7227910133333	76.8869446566667	0.204559012531507	0.000261119802707508
ACADM	95.5023533666667	87.12545311	-0.132442030473193	0.0942959539934028
ACADS	22.1983305033333	7.89485385266667	-1.49146671346904	0.0020112827803735
ACADSB	14.1657028633333	10.9295273573333	-0.374171172426039	0.0135320608171432
ACADVL	156.1941832	238.9567077	0.613408538391833	0.000575266575714559
ACAP1	88.5421951833333	59.75481466	-0.567310181014664	0.00119025946813526
ACAP2	43.0808565766667	42.33757857	-0.0251081761999348	0.639225518002607
ACAP3	73.03620799	27.45100111	-1.41175309932511	0.00116980438028413
ACAT1	264.813057566667	137.774666266667	-0.942663628685852	1.10846771182257e-05
ACAT2	177.8974579	60.0798721833333	-1.56609224637091	2.21704795508036e-06
ACBD3	43.8691329766667	73.4291476433333	0.74314666002203	0.00187760113644239
ACBD4	30.1143679433333	11.0556528766667	-1.4456677550944	5.4743558987135e-05
ACBD5	9.95234355966667	19.5743490733333	0.97585613887543	0.00160833111770733
ACBD6	89.59688015	132.4595972	0.564031973985916	0.000175352270907186
ACCS	1.212707704	3.30973294266667	1.44848294978584	0.0410291683656605
ACD	32.83512952	38.2458648566667	0.22006362599103	0.0761035840060833
ACER2	1.363402089	0.347680331	-1.97137774042454	0.0460355594669449
ACER3	4.854962915	12.35518049	1.34758390569032	0.000118780004638597
ACIN1	110.7844856	50.5511809133333	-1.13193915861953	4.99664242773035e-06
ACKR4	0.744748358333333	1.38601644933333	0.896119436151602	0.0664616385187668
ACLY	202.818205166667	109.843121666667	-0.884742624325338	0.000143815173230374
ACN9	56.96317699	19.8269337966667	-1.5225680271857	1.94140920075065e-05
ACO1	37.2328315166667	18.62284362	-0.999501953347251	3.06976132080771e-05
ACO2	92.34161372	135.966743366667	0.558200970644173	3.47350733537067e-05
ACOT11	0.756349511	0.595726048333333	-0.344404018700328	0.356182827070894
ACOT13	29.7728199933333	20.2303813433333	-0.557472360849292	0.00239708392939033
ACOT2	17.66168198	0.193463400666667	-6.51241826821444	0.000418883105788945
ACOT7	107.758590533333	73.1012057366667	-0.559835778390524	0.00131094838479663
ACOT8	58.7569115	36.8498749733333	-0.673098839564696	0.00286906086348302
ACOT9	60.0532701466667	31.6174026733333	-0.925523951600577	0.0015124740108325
ACOX1	4.353348888	9.60067785933333	1.14101062557602	0.000112949932019842
ACOX3	5.27539152566667	13.0918884433333	1.31132313833504	0.000323148468239141
ACOXL	0.728421503666667	27.4529952833333	5.23604624149548	1.11435522299009e-05
ACP1	166.764306633333	207.429720166667	0.314812080912526	0.00714482947894517
ACP2	33.4386622333333	25.70965278	-0.379207005190684	0.0373783135973437
ACP5	20.22794151	0.463634382333333	-5.44721814363126	3.64607098667539e-07
ACP6	27.13964812	50.1220741466667	0.885044101789146	1.19717475099185e-06
ACPT	3.27151761766667	0.437779517	-2.90168368004523	0.0125803474849864
ACRC	2.55422553466667	1.83274996133333	-0.478875943586591	0.0401557454588218
ACRV1	1.78902280033333	1.51984348766667	-0.235249010367169	0.425127710400923
ACSBG2	1.00415767433333	0.562653330333333	-0.835667613059252	0.0756844590294891
ACSF2	18.16955885	5.68875649933333	-1.67533815734052	0.000778044281134815
ACSF3	7.99603442766667	11.43660038	0.516301674456035	0.00539821394585566
ACSL1	7.60023288866667	7.39360858633333	-0.0397649566910855	0.539588026000105
ACSL3	50.86472418	39.0061596966667	-0.382963495327073	0.000973250906104126
ACSL4	32.3736140933333	31.0910073266667	-0.0583210729559039	0.37229527712662
ACSL5	5.59629816166667	48.7025403866667	3.12145229297601	2.12364412499075e-07
ACSM3	4.720362509	4.841304569	0.0364981994676021	0.800837276616716
ACSS1	214.461678833333	138.336638	-0.632536582146852	0.00306767333954328
ACSS2	18.39015289	12.4804073633333	-0.559268449053903	0.00133024180506456
ACTA1	0.362286649333333	0.855536976333333	1.23969856753323	0.267383994296358
ACTA2	1.38019991966667	2.21670960666667	0.683542532565185	0.577247070530446
ACTB	2537.603197	5113.31990333333	1.01079379407615	0.000601190672460991
ACTG1	1450.49212566667	3508.682871	1.27438709344664	6.3455551182119e-07
ACTL10	10.9850327493333	2.741101097	-2.00271172724594	0.000794733928874253
ACTL6A	136.0675264	247.4010041	0.862528558390313	0.00240995742280643
ACTL8	366.6393248	0.429818613333333	-9.73641785847819	0.000256376646722813
ACTN1	0.986773895	4.395062484	2.15509222120246	0.0014813964069272
ACTN4	121.5587653	151.558021633333	0.318216286558159	0.00597584701792165
ACTR10	30.7019800966667	28.7884984666667	-0.0928391602824646	0.226424658432388
ACTR1A	58.8158082266667	69.4204947733333	0.239157679838255	0.0102467723497792
ACTR1B	103.231736766667	105.797214366667	0.0354150719341047	0.350992477362037
ACTR2	304.497828666667	352.908107266667	0.212860632655641	0.0188304622660961
ACTR3	125.361407233333	215.2785817	0.780111511488798	0.000308626723868626
ACTR3B	29.7870288133333	10.3963193533333	-1.51861136909979	3.18341610152697e-05
ACTR3C	4.97981064066667	5.82949756266667	0.227280660377809	0.0618488993743736
ACTR5	20.6088371066667	19.46795166	-0.0821620028850777	0.184518000066305
ACTR6	47.3612123066667	29.22600131	-0.696453556478493	0.000411108880444505
ACTR8	30.1296341133333	24.49899006	-0.298460876146369	0.0300891538376868
ACVR1	0.633071344	6.23496647666667	3.29994180468365	0.000133313206697836
ACVR1B	7.88593163233333	2.03299825333333	-1.95567222726852	0.0109782039778907
ACVR1C	1.959939611	3.65814532533333	0.900303186267738	0.00476989483882311
ACVR2A	2.90115439766667	2.65373226066667	-0.128604254710968	0.31083712311291
ACVR2B	11.8232245733333	2.77766793833333	-2.08967751350489	0.000112629518372024
ACVR2B-AS1	0.880617803666667	0.187749194	-2.22970929757098	0.0355823586386338
ACY1	4.112417383	1.254101081	-1.71333306134201	0.00263495981390576
ACY3	92.6331505633333	2.549996195	-5.18296158272765	2.61610035365448e-09
ACYP1	82.36040228	40.38381955	-1.02817350772009	0.000318305298347896
ACYP2	1.051046896	29.6956109733333	4.82035076915788	0.000290704705308017
ADA	41.6882016566667	266.826320333333	2.67818994044174	0.000264379804168899
ADAL	5.22690184166667	8.877930296	0.764267315026046	0.00409090162927603
ADAM10	97.1436376566667	226.675736166667	1.22243855444023	0.00212936403000598
ADAM11	4.28142457133333	0.877709707	-2.28627514081562	0.000374151903090338
ADAM15	148.722715166667	135.834256233333	-0.13077765350081	0.0164070694657955
ADAM17	33.2796547066667	27.4163394633333	-0.279604504636243	0.00629693554769587
ADAM19	6.308678694	0.232495562	-4.76206279240209	0.000691379028471226
ADAM1A	4.738140717	4.48312374	-0.0798167253145418	0.603139583404372
ADAM22	12.44505676	4.25080148266667	-1.54976602010522	9.5287346534891e-05
ADAM8	16.8260954966667	278.715171	4.05001919067241	0.00125487816897893
ADAM9	35.29793576	47.63386783	0.43240388260793	0.00125837408480259
ADAMTS13	3.341624479	0.0996585196666667	-5.06741266255282	0.00163630459551916
ADAMTS17	0.10214746	0.445947179	2.12621950726238	0.0206737293278973
ADAMTSL2	0.602235968333333	0.561348928666667	-0.101431061174292	0.830430333647526
ADAMTSL5	8.06777129566667	0.219036939666667	-5.20292408720174	0.000660003219711071
ADAP2	4.64663268666667	0.194377912666667	-4.57924940657628	0.0114427335680275
ADAR	110.717885966667	225.095882466667	1.0236513650332	2.52105388198579e-05
ADAT1	7.294576945	8.03706416233333	0.139844289139955	0.086168120619182
ADAT2	18.1909447166667	7.084203292	-1.36054295079158	9.14158261442033e-08
ADAT3	16.4144644133333	11.9152264833333	-0.462161302681075	0.0265157889841574
ADC	0.263911183666667	1.09900122866667	2.05806860557253	0.0203735530191021
ADCK1	10.2723006166667	3.944231727	-1.38094310945993	9.00270304424559e-07
ADCK2	55.8772970333333	42.5881613033333	-0.391809790108754	0.0146265036503583
ADCK3	150.783804633333	112.292553	-0.4252192256459	0.00303770541586066
ADCK4	16.5098818133333	10.5085978906667	-0.651759602095049	0.000360953630106755
ADCK5	55.45837986	16.4962325266667	-1.74926889682761	0.000225838281572674
ADCY1	0.076900129	14.4884780033333	7.55770431587901	0.000232692494818857
ADCY3	42.7087364533333	102.405449303333	1.26168936624477	0.000193593955171827
ADCY6	4.14558830266667	12.4140888833333	1.58232962559436	0.00161235403906874
ADCY7	28.6297186233333	63.9128924833333	1.15859348899112	2.13200355627505e-06
ADD1	66.36132622	94.0980096466667	0.503821488909252	0.000376877386727185
ADD3	78.1024602766667	52.1981118966667	-0.581370372124013	0.00104721596964764
ADH5	84.9131855166667	19.33323799	-2.13490531143414	4.87327717510554e-07
ADI1	118.417222066667	261.1685096	1.14110203909221	0.00010102650572405
ADIPOR1	105.380366933333	211.000565533333	1.00164075743286	0.000101567605299529
ADIPOR2	90.8509381333333	82.2353862333333	-0.143742086640702	0.0244839926611777
ADK	28.1259804466667	33.3517462466667	0.245858912431342	0.045626186843243
ADM	10.5811085163333	336.476587833333	4.99094344248048	0.000774854460712313
ADM2	0.192561987333333	0.977284020666667	2.34345496636832	0.00171408488587087
ADM5	10.74764439	0.570169796666667	-4.23648506411418	0.000775436094443863
ADNP	64.5613295433333	52.6467478433333	-0.29432587489983	0.00152821303454388
ADNP2	34.5355158466667	12.6369330266667	-1.45043440782617	0.000822436590278171
ADO	24.82952762	26.8934920666667	0.115200283861964	0.18203028405459
ADORA2A	1.47248415566667	3.37567848533333	1.19692539153665	0.000463126634318406
ADORA2A-AS1	1.14241311033333	1.90914880866667	0.740845117093427	0.0208319417394238
ADORA2B	4.36238726333333	0.54903852	-2.99013857245155	0.00203127563391989
ADPGK	65.05717376	125.8241501	0.951628798233079	3.27577339853405e-05
ADPRH	5.865142529	1.42769240066667	-2.038480986491	0.000363478441508325
ADPRHL2	27.3156023566667	55.5866967766667	1.02501441557096	0.000398949649922112
ADPRM	3.39543135333333	7.39858200233333	1.12365392801482	0.00013135432807927
ADRBK1	411.651786033333	317.2839007	-0.375650166186688	0.00199355053663044
ADRM1	367.358233266667	350.1994672	-0.069010719969942	0.297190673899141
ADSL	156.9159595	189.846066433333	0.274838014559599	0.00748293288482803
ADSS	92.8707486533333	98.7284731566667	0.0882419510930542	0.255693524769193
ADTRP	0.374009251333333	16.2101800566667	5.43768234919698	0.00077536475109313
AEBP1	2.228399879	2.520568815	0.177741199676306	0.367368169911861
AEBP2	23.10538876	11.9011265366667	-0.957131221187958	0.00220160278026842
AEN	32.6350209266667	71.9337776166667	1.14024840510527	9.18981483398358e-06
AES	547.4969433	70.0369006266667	-2.96666376401766	0.000497773940933364
AFAP1-AS1	0.059542656	25.0525701233333	8.71681932377451	8.23545387938597e-05
AFF1	19.39145768	40.6684491433333	1.0684887192003	2.19447937373573e-05
AFF4	8.963019985	23.0133447466667	1.36041386072527	0.000433471140876835
AFG3L1P	9.781221491	7.42933123533333	-0.396782292154271	0.00323365666855936
AFG3L2	155.021057166667	115.6770672	-0.422361315459445	0.000964632565125021
AFMID	37.0160286466667	21.0189677633333	-0.816458299897973	3.05013430582094e-06
AFTPH	34.8632089133333	60.9171999466667	0.805144264494876	0.000207183027293478
AGA	8.92998774	32.9047271	1.88156475694034	0.000324217387679188
AGAP1	2.63487610733333	17.35551205	2.71958689786941	9.37002253000983e-05
AGAP2	31.1112095266667	14.6443353666667	-1.08709176639612	0.000275642121288121
AGAP3	137.691025766667	43.7720897766667	-1.65335136437953	0.000409616047489964
AGAP4	1.77727542166667	3.575061411	1.00830075320627	0.00360205302379058
AGAP5	4.24708767466667	6.65265829433333	0.64745704211664	0.00409199912857604
AGAP6	7.34835064466667	19.7940823733333	1.42957681258852	0.0016106706328161
AGAP7	0.940846459	0.47851803	-0.975386017419119	0.055520038696911
AGBL3	2.09193819966667	2.61575546033333	0.322387441699174	0.301595812836903
AGBL5	25.6065363866667	34.4820526233333	0.429333533641722	0.00717206935735823
AGER	2.24437665733333	0.426846686333333	-2.39452492863396	0.000836151156479466
AGFG1	12.4734856666667	35.2769657033333	1.49986179794446	0.000173673323712808
AGFG2	7.25192821366667	4.150993861	-0.804907845706498	0.000138881194396149
AGGF1	23.7164751033333	37.0680928666667	0.644288288083205	0.00233451536660584
AGK	55.05202592	70.0720621766667	0.348043698376108	0.00487244780251862
AGL	7.157483329	4.12858020333333	-0.793806673125397	0.00270964993545318
AGMAT	15.7287727	29.92304388	0.927850835704711	0.0010345358324167
AGO1	7.21338611	11.8708227066667	0.718671370393458	1.25594780707975e-05
AGO2	36.8792073033333	18.1360857266667	-1.02394453060786	0.00629033649796271
AGO3	7.41571531033333	6.34936607366667	-0.223973300770696	0.291976889696144
AGO4	7.33164918433333	7.04360710133333	-0.0578233187074817	0.268387063277439
AGPAT1	8.34518709333333	4.66811345066667	-0.838104770423081	8.38495814795093e-05
AGPAT2	62.2094608	1.09874084766667	-5.8232109486444	0.000331403678246493
AGPAT3	71.2212995133333	80.1287111566667	0.170010512069605	0.00218864379889415
AGPAT4	10.793564	0.380007897	-4.8279981067875	5.36333097269667e-05
AGPAT5	30.32124026	61.9792731266667	1.03145706883836	0.00122932034974206
AGPAT6	37.1770063633333	35.9619928533333	-0.0479376327416548	0.138511181081735
AGPS	34.9560688866667	26.17599533	-0.417298554377672	0.000719038190571393
AGRN	31.39222148	1.254811139	-4.64486497896599	0.00167527140888487
AGTPBP1	48.7142443866667	33.84744352	-0.5252968162423	0.00108307678242001
AGTRAP	17.26632653	98.2328321633333	2.50824411701007	0.0015441483250113
AHCTF1	45.7374459266667	62.3405488566667	0.446795051817084	0.0102157674623843
AHCY	251.117881833333	182.890140366667	-0.457387463734775	0.000128874945984884
AHCYL1	45.0874643	16.4582706533333	-1.45391362261711	5.93608537915657e-05
AHCYL2	9.244891169	9.51928003833333	0.0421961275255281	0.528517701090221
AHDC1	4.09696042466667	1.97643224733333	-1.05165545690706	0.00745654091951323
AHI1	5.80301330466667	6.372559614	0.135070727843132	0.294273267536026
AHNAK	220.126590666667	9.12953745766667	-4.59164785017777	0.000234409015564377
AHRR	4.52601832833333	0.286755033	-3.98035171374725	0.000212925678091503
AHSA1	626.1605466	245.931225566667	-1.34827768570469	4.17637811964859e-06
AHSA2	47.32586207	36.7948727733333	-0.363124039577355	0.00615259993860986
AIDA	31.1483704433333	47.30138671	0.602725789661795	0.0263835034902952
AIF1L	22.54057476	0.657788242666667	-5.09875727128435	0.000395980466582375
AIFM1	69.7715811233333	53.4363788933333	-0.384817280382948	7.0833343587819e-05
AIFM2	26.5477068466667	27.95224425	0.0743768714053505	0.381704507310086
AIG1	9.09998722966667	11.2975742833333	0.3120766171471	0.00871519564668475
AIM1	1.51233542966667	0.348755149	-2.11649173669542	0.000560031497077416
AIM1L	1.767920785	0.312953135	-2.49803509989838	0.0121587350873616
AIM2	44.9838815466667	27.6684001466667	-0.701168926766689	0.00251778866600277
AIMP1	33.86713288	69.9070268566667	1.04555162203155	1.7070657192651e-05
AIMP2	40.1697367533333	66.05208266	0.717495044273023	2.43083442533549e-05
AIP	320.5624146	76.26123452	-2.07158349108657	8.11859094101674e-08
AJUBA	1.45610662266667	0.442823707	-1.71731163462612	0.000242518828209002
AK1	45.0840786966667	4.85861810133333	-3.21400009727338	0.00170435810963104
AK2	74.0760007033333	101.87925358	0.459782178829534	0.00514914250318757
AK3	37.66636251	50.6072539366667	0.426067475534242	0.000572169849470728
AK6	46.43689206	49.29812876	0.0862614679840298	0.144777794651057
AK7	6.59515538166667	0.0897121036666667	-6.19996019748305	0.0017029666273359
AK9	0.646987306666667	1.40858163833333	1.1224338684333	0.0165404151905392
AKAP1	30.0646667466667	52.2648446933333	0.797771894575557	3.63396551565341e-05
AKAP10	7.47888376533333	24.7504580833333	1.72656036006244	0.00185973799096735
AKAP11	8.93700804066667	9.499995321	0.0881348805696826	0.0380470324247448
AKAP13	22.8460854166667	18.5183701533333	-0.302989857466018	0.00703820823190812
AKAP2	0.589912541	0.678642730666667	0.202151192180237	0.455915958434416
AKAP3	0.212045095333333	0.544071775666667	1.35942587556508	0.0215231667286421
AKAP5	6.50812916266667	2.41070371166667	-1.43278853661097	3.49896696935398e-05
AKAP6	0.040219127	0.317063596666667	2.97881857356393	0.00738710989703003
AKAP8	53.0966404233333	40.95750792	-0.374492643956828	0.00112841326518513
AKAP8L	60.59708874	35.4938735566667	-0.771678455324926	0.00210561077795536
AKAP9	17.2335500233333	25.8248256566667	0.583538689502001	0.0161267970708965
AKIP1	16.96830272	35.48360415	1.06431029052668	0.000343769065659888
AKIRIN1	40.4189496533333	77.8932203066667	0.946465932406961	0.00319322722383586
AKIRIN2	99.35417209	54.8654766133333	-0.856681912882945	2.0093825047379e-06
AKNA	93.94414912	58.0216409666667	-0.69521221442681	0.000608437387925308
AKR1A1	90.04284164	125.516046	0.47918831814697	0.00301439525279101
AKR1B1	383.257591166667	504.622128233333	0.396889103894088	0.00397626191196294
AKR7A2	64.02624076	40.98782949	-0.643467711881471	0.000139313871813621
AKR7A3	2.618769742	0.834613499666667	-1.64970905369461	0.0135336857011878
AKR7L	2.05813523033333	0.381043623	-2.43330970173719	0.00112494831584668
AKT1	135.928304766667	64.24091108	-1.0812816454293	0.00313470279351474
AKT1S1	40.94591506	32.8838923033333	-0.316338455816433	0.0061503040987308
AKT2	81.33075751	76.6364597766667	-0.0857701338611015	0.069051526067033
AKT3	27.4443844066667	16.3920554933333	-0.74351420565483	0.000134516213698375
AKTIP	6.047784271	32.4930237366667	2.42565142069247	6.6054035204537e-06
ALAD	56.47989055	27.6056017633333	-1.0327762426763	0.000104433407539655
ALAS1	53.73190933	42.3651427433333	-0.342901374199339	0.00337141470566632
ALCAM	0.0303654186666667	10.274865359	8.4024745130872	0.00117364981559268
ALDH16A1	58.2228979433333	42.6745245266667	-0.448211569835924	0.0126785377802947
ALDH18A1	83.9816130066667	80.3551474266667	-0.0636830541215182	0.284822769033992
ALDH1A3	2.553133686	1.45012106133333	-0.816095734800055	0.0397710791122882
ALDH1B1	95.2215909033333	51.5992396133333	-0.883938927066069	0.00143358164222373
ALDH1L2	4.011022294	4.89192201266667	0.286431419572871	0.0489267604177008
ALDH2	10.0071604416667	0.530443573666667	-4.2376895619366	0.00139841773995686
ALDH3A2	29.9422511633333	50.98850976	0.767989480626845	0.00138577593663806
ALDH3B1	4.61190116133333	6.716289338	0.542302788364205	0.0296763814395469
ALDH4A1	15.11602177	10.026506599	-0.592259466827478	0.0165110937577499
ALDH5A1	27.9867165666667	38.15104119	0.446980192342945	0.00194382500886078
ALDH6A1	17.94695099	10.0660095026667	-0.834246900301903	9.66835983696013e-05
ALDH8A1	0.0618821166666667	0.703801271666667	3.50757367096245	2.27085724355351e-05
ALDH9A1	88.2009834933333	93.0120886666667	0.0766234909263967	0.247941006071917
ALDOA	1046.63480833333	740.922118266667	-0.498364337823947	0.000139216162315773
ALDOC	157.294550966667	12.69500711	-3.63113558535409	5.03762433772746e-05
ALG1	21.0838241366667	30.96640293	0.55456724520554	8.87414503541605e-05
ALG10	11.05548362	14.0333326966667	0.34409553016704	0.0422922142250059
ALG10B	3.667181345	8.11431586933333	1.14579785380709	0.000173145467108927
ALG11	6.16226997033333	5.63542025333333	-0.12893868722252	0.330880486113427
ALG12	26.37734273	22.3695149033333	-0.237765262900766	0.00997717131226874
ALG13	11.88757094	12.4939973866667	0.0717811827458557	0.25676137472769
ALG14	17.5683643433333	10.9132211916667	-0.686902882869893	0.0169095763003797
ALG1L2	3.24511316333333	0.967836233	-1.74543393296671	0.00252293742737914
ALG1L9P	0.325158425666667	0.574444195	0.821023939421861	0.0520978820044043
ALG2	29.56802146	70.1031756533333	1.24544209042706	6.02775375429517e-06
ALG3	188.848966633333	198.881472066667	0.0746759904935199	0.244156523131482
ALG5	43.8306422733333	69.6070693166667	0.667294014511118	0.00970215562932244
ALG6	13.3529920466667	25.12864548	0.912169859790166	0.00083627545102929
ALG8	142.003465533333	120.615118	-0.235515391332492	0.00139213019652614
ALG9	16.4974654666667	14.0735172666667	-0.229261464493763	0.0481578989724045
ALKBH1	20.5385465866667	8.28750317033333	-1.30932467050495	5.05167001723695e-05
ALKBH2	142.7430861	49.44931804	-1.52939833904806	7.35623424057993e-06
ALKBH3	21.1292175066667	32.3210032366667	0.613232639803061	0.00428814003909087
ALKBH3-AS1	0.285333680333333	0.972164817	1.76855087301385	0.013567575925284
ALKBH4	38.8935996066667	12.10304287	-1.68416295621932	4.96853848015559e-06
ALKBH5	45.5145500766667	71.1640878433333	0.644821565669757	0.00624404545319484
ALKBH6	32.9340929266667	35.7706085666667	0.119192847312327	0.170122481355834
ALKBH7	61.7391867166667	83.0271924966667	0.42739743681777	0.00442081642535877
ALKBH8	28.0120054966667	12.5022945933333	-1.16385237322687	0.000238592197251868
ALMS1	8.80772299733333	11.2587449766667	0.354205015745437	0.0544752446630045
ALMS1-IT1	0.511899459	0.948058320333333	0.889115328418345	0.00617758123608905
ALOX12	2.217567052	3.64082581	0.71528799121202	0.102148643247102
ALOX12B	5.08808919066667	0.734928738333333	-2.79144768799537	0.0131002414466773
ALOX12P2	2.79576085266667	9.64879857666667	1.78710835700015	0.000553624386348685
ALOX15P1	6.12008586466667	2.85936652566667	-1.09785633147823	0.00957006991061993
ALOX5AP	1.637922184	10.8944720206667	2.73365755798661	0.00319542766051382
ALPK1	0.0837536803333333	1.174662506	3.80994991602264	0.000114723436977304
ALS2	4.26512859266667	8.86307787433333	1.05521855027508	5.39855790661557e-05
ALS2CL	1.325059123	0.334949061333333	-1.98404311895768	0.00163813235294554
ALS2CR12	0.320404839	0.367451002333333	0.197655950346427	0.800797161378231
ALX3	3.10980948166667	1.12415530133333	-1.46798484155311	0.00225127118189446
ALYREF	223.5250137	374.410379233333	0.74418414311614	1.81126518057451e-06
AMACR	0.83045631	0.832676780333333	0.00385232361785214	0.969459727147726
AMBRA1	20.64375251	15.7818015666667	-0.387443334765495	0.000639784403956742
AMD1	93.87966867	195.819851666667	1.06064237345591	0.00163871067664213
AMDHD1	3.45482076533333	1.61548373633333	-1.09664463959851	0.00368807952545776
AMDHD2	16.5550149566667	48.98560624	1.56508958086679	0.00112973317846938
