siIRF4 MM1R	siIRF4 MM1S	LOG2_FOLD_CHANGE	P_VALUE
ABHD15	18.7771202566667	23.8939309833333	0.347668400941614	0.102957382353583
ABHD16A	5.28634280133333	5.076302848	-0.0584918401435792	0.129984748940337
ABHD16B	7.844522558	5.43596659533333	-0.529149052367136	0.0116175373391951
ABHD17A	185.066531166667	129.383842133333	-0.516386550675012	0.010401182652111
ABHD17B	26.3023009766667	39.55985191	0.588848010643646	7.41385431795048e-06
ABHD17C	6.64659941033333	16.6712823033333	1.32667676563136	0.000887236612610215
ABHD2	149.916136066667	180.527640366667	0.268064068684422	0.0470866420839618
ABHD3	69.07647131	95.18685708	0.462568000870704	0.00409046670467747
ABHD4	81.6074769266667	68.34340438	-0.255899224535353	0.00505463142331379
ABHD5	9.30569867166667	11.6753616633333	0.327280863476732	0.000789775827103278
ABHD6	6.941835228	9.942226013	0.518251778274823	0.0119234904871152
ABHD8	17.5498696733333	17.6057987233333	0.00459036251220216	0.94644101271796
ABI1	87.6680266433333	121.978908533333	0.476509032634809	5.98710484640294e-06
ABI2	12.0427769033333	17.5080187566667	0.539847738032241	0.00379135439958287
ABL1	14.63894878	15.0746403933333	0.0423116292408523	0.433282926026028
ABL2	11.73026812	11.10961023	-0.0784277875333836	0.34058699645036
ABLIM1	34.1735097566667	65.95776819	0.948664157244813	0.00329911475339891
ABR	120.510403233333	87.1460955	-0.467649762250921	0.00270266755857972
ABRACL	92.7058500833333	132.8166261	0.518703469551624	0.00314577389902366
ABT1	70.98308137	64.0198559866667	-0.148955771507282	0.0818098715806802
ABTB1	48.6085846833333	46.3145385766667	-0.0697459880106853	0.197214762873166
ABTB2	0.877369466333333	0.673802694	-0.380858302796006	0.287421273737559
ACAA1	46.92185648	40.6271038433333	-0.207817571423652	0.0462671260199994
ACAA2	72.6674422133333	103.1057971	0.504744418593785	0.000382251793236788
ACACA	13.6470344	10.5586621866667	-0.370160424460042	0.0108679516749297
ACACB	7.77912208933333	5.51729508566667	-0.495646206164422	0.00892766276101998
ACAD10	5.083455474	5.48653485133333	0.110085768214387	0.181453946654266
ACAD11	3.12225495633333	1.36799528733333	-1.19052508913636	0.0162293751668558
ACAD8	39.2778465933333	35.2962606766667	-0.154200485164409	0.061437794566112
ACAD9	79.86857211	64.2353215333333	-0.314261100893142	0.00465383362527047
ACADM	63.6325801866667	82.8349304833333	0.38047364152955	0.00199781099221918
ACADS	4.72886056866667	6.16698864033333	0.383073584565661	0.00435617709598283
ACADSB	12.4405241633333	14.8535398033333	0.255759513520675	0.0100748653900866
ACADVL	219.045943233333	226.002176133333	0.0451031681918563	0.332799335414837
ACAP1	68.3269533233333	94.48210097	0.46758624692331	0.000538603660518349
ACAP2	34.8774921233333	49.5838819533333	0.5075749189302	0.00279747101690441
ACAP3	29.6733774666667	22.47001773	-0.401167882917864	0.0116015004428773
ACAT1	92.9046822933333	127.770811333333	0.459735082947986	0.00258923392549586
ACAT2	57.2554548966667	36.3649296	-0.654865366240448	0.00107826953051232
ACBD3	75.8883969866667	78.9787482866667	0.0575851825240686	0.15172279499566
ACBD4	15.78140964	13.57544962	-0.217226095696836	0.0531948207132846
ACBD5	18.85830252	26.3780175466667	0.48413632068773	0.0104313088487745
ACBD6	122.337203066667	131.6344759	0.105674191537379	0.0530915115902341
ACCS	15.28059001	6.65987219366667	-1.19813385277552	0.000187613847321167
ACD	36.7125187433333	24.78595706	-0.566749130450641	0.00780429880232019
ACER2	0.551806214	0.329153282333333	-0.745402118802976	0.0409656228991528
ACER3	7.523221924	11.10405785	0.561664435720347	0.00713331928146804
ACIN1	64.5000274666667	50.89567604	-0.341756680883103	0.00120409782015419
ACKR4	1.05159387466667	1.30932555133333	0.316246210602775	0.12446384364153
ACLY	119.916576633333	102.717125833333	-0.223354363526608	0.0112277563019701
ACN9	20.1994053466667	18.9630289866667	-0.0911233958870385	0.494234159766388
ACO1	19.8660038666667	18.64177022	-0.0917628327462295	0.0517355682442999
ACO2	146.088245866667	143.234949833333	-0.028456546582648	0.638217722246077
ACOT11	1.10419608733333	1.13956369866667	0.0454851756528786	0.87228284263582
ACOT13	18.93137004	18.1129448133333	-0.063757701313636	0.277124776216161
ACOT2	1.139081765	0.198130253333333	-2.52335021630693	0.0388843452794056
ACOT7	41.7243821033333	45.4104228266667	0.122132785217887	0.237717933109171
ACOT8	46.7576177666667	41.3513335833333	-0.177267571345435	0.0362653918732164
ACOT9	25.87756431	27.0436350233333	0.0635872499649677	0.529756609589035
ACOX1	10.4603957933333	12.33925397	0.238317731603075	0.0185381039048818
ACOX3	12.1381525133333	13.38605234	0.141181707418562	0.221488915854764
ACOXL	20.5488113266667	28.66187048	0.480077821563096	0.00646320921997463
ACP1	168.656263633333	192.8723171	0.193560189884759	0.00345261045720903
ACP2	39.9601219266667	28.6612049866667	-0.479461719822033	0.000488266707201061
ACP5	11.51961546	1.637387704	-2.81462468686731	0.003919586545527
ACP6	83.5095158766667	70.7534523533333	-0.23914005677422	0.000354483226631282
ACPT	0.992004041	0.280402574333333	-1.82284640297361	0.00225883599600681
ACRC	5.142117087	3.43499874066667	-0.582052890865426	0.0290965624482329
ACRV1	0.978337859333333	1.04802781033333	0.0992723237111634	0.742688054544685
ACSBG2	0.453003972666667	0.498204023666667	0.137212971130989	0.321556217344816
ACSF2	8.14813060566667	7.53278216666667	-0.113286295306937	0.211623516059043
ACSF3	14.731405	15.27000948	0.0518059245797238	0.371668461531079
ACSL1	5.601966569	9.36814400366667	0.741829878757726	0.0260456057631053
ACSL3	34.35357822	35.07407186	0.0299445514066804	0.627233376821585
ACSL4	25.6997282466667	27.4635675933333	0.0957659435366377	0.177560224089212
ACSL5	45.2140451333333	55.48571599	0.295345421881705	0.00211285855769736
ACSM3	3.76533658066667	4.953829869	0.395765490377546	0.0269469912565434
ACSS1	253.1854242	279.7122941	0.143749313808579	0.169330496888925
ACSS2	26.6801787966667	21.65666382	-0.300957319918184	0.0292026237965211
ACTA1	0.705707693333333	0.811786750333333	0.202030055380787	0.569602351884927
ACTA2	0.573700218333333	1.52789330133333	1.41317482579726	0.0122101069314737
ACTB	4730.96611033333	5521.92915	0.223037550987595	0.0287275295185861
ACTG1	2627.72085366667	3653.803113	0.475586871360739	0.00134149243100564
ACTL10	4.525535072	2.78044441066667	-0.702772884173163	0.0360707960439465
ACTL6A	156.7018079	198.7360812	0.342831997908617	0.000459322897756736
ACTL8	3.509700066	0.261223581333333	-3.74799070140532	0.0749868183385617
ACTN1	2.01279024366667	5.396360429	1.42278987637247	0.00821693962872927
ACTN4	175.7516626	130.845959133333	-0.425668966305172	0.00606920921231084
ACTR10	24.2753958066667	31.5080775333333	0.376226912181377	0.0126308101217057
ACTR1A	63.13512779	70.2921483	0.154920617364856	0.00418320076508578
ACTR1B	106.725018833333	101.611049553333	-0.0708411226504698	0.171644031287918
ACTR2	361.8851364	415.0992761	0.19792456245346	0.0205984778680113
ACTR3	173.875036433333	241.134402933333	0.471786679583689	0.000512533978171993
ACTR3B	12.0689092066667	12.6558600633333	0.0685102624674193	0.442121693392373
ACTR3C	7.27553448266667	7.21971326133333	-0.0111116965680034	0.956728910586327
ACTR5	18.60862322	17.5822739533333	-0.0818496505209367	0.150332096664117
ACTR6	22.7332143266667	28.4668427933333	0.324480809075465	0.00818450953230222
ACTR8	26.4606810433333	24.8722138233333	-0.0893152695730427	0.0467858282410953
ACVR1	4.60680715033333	5.15073804933333	0.161011965641149	0.428957479033935
ACVR1B	3.626132071	2.76567872	-0.390797898904694	0.107509437976936
ACVR1C	1.44874210933333	2.148779623	0.568716725261093	0.0656687914560657
ACVR2A	3.85816911166667	3.87484249333333	0.0062212870095022	0.97434252612411
ACVR2B	1.750109733	3.02966226933333	0.791711595881201	0.000753649464330546
ACVR2B-AS1	0.113302092333333	0.192054376666667	0.761340337921388	0.44410927167556
ACY1	2.58889332166667	1.47508782633333	-0.811534663843436	0.121598658820085
ACY3	11.75609848	5.334906807	-1.13987437489081	0.00315694925974499
ACYP1	32.4102977933333	27.22239483	-0.251658286201798	0.11565809104676
ACYP2	30.5644642866667	31.11339534	0.0256805610290494	0.644269899020654
ADA	287.748953133333	231.0344525	-0.316702673281922	0.0065933247658939
ADAL	7.939974811	8.374938171	0.0769441090963595	0.330511214031562
ADAM10	186.5485153	196.799037933333	0.0771722898758139	0.189556174323829
ADAM11	1.570644305	1.12137999166667	-0.486081264855673	0.0795061841763576
ADAM15	148.6024843	123.723930966667	-0.26433365801042	0.0162900113742584
ADAM17	27.76108051	30.7445359566667	0.147266310399991	0.0967250144821134
ADAM19	0.567140014333333	0.290584167	-0.964748851372863	0.0566699872613409
ADAM1A	3.90234632933333	4.654222801	0.254198453877101	0.140619114983452
ADAM22	4.54932999333333	3.95247771466667	-0.20289675851561	0.195225586955007
ADAM8	242.125610466667	224.868971366667	-0.106671082265452	0.357393492537018
ADAM9	48.1684935233333	42.87668076	-0.167896578290957	0.0203016634884908
ADAMTS13	0.202895475333333	0.179264495333333	-0.178646912645054	0.579496743129318
ADAMTS17	0.479139204	0.418616697666667	-0.194815003547448	0.491567791384585
ADAMTSL2	0.441787676666667	1.22203437833333	1.46785979021854	0.000455420018880445
ADAMTSL5	0.749491962666667	0.491646972333333	-0.608290248715559	0.0813241630717235
ADAP2	0.302279896666667	0.354692054333333	0.230681977243746	0.518661747590711
ADAR	278.391082233333	248.844053466667	-0.161871085856352	0.0599486933448069
ADAT1	8.71210566	7.73280731533333	-0.172029186410609	0.0279445330351006
ADAT2	9.15431830066667	8.19276770166667	-0.16010154698451	0.102672468248352
ADAT3	25.54101977	15.6041747966667	-0.710884063804505	0.028875379413798
ADC	1.19020335066667	2.01777557066667	0.761557633603181	0.0153206861211837
ADCK1	5.15618018933333	4.651248227	-0.148684745996935	0.368747690593086
ADCK2	65.7372579533333	56.4869177166667	-0.218794499407832	0.0030742549163262
ADCK3	150.503078166667	140.141653333333	-0.102907172265973	0.0418744331519388
ADCK4	20.26685106	14.9148160666667	-0.442375762942083	0.0363532614545583
ADCK5	26.1834196333333	15.15373601	-0.78898000955831	0.000331431359726874
ADCY1	5.511194646	9.156527371	0.732435475834697	0.00824336336676038
ADCY3	97.77162659	103.44541156	0.0813818945341732	0.336022108280542
ADCY6	15.54194589	12.52362119	-0.311515367908181	0.021034361364599
ADCY7	101.309228113333	89.6674566133333	-0.176109211281621	0.0787884814306321
ADD1	91.8180812566667	103.628252513333	0.174567194221876	0.0296401860355903
ADD3	32.3018446633333	47.01057939	0.541368906043391	0.00135470302193413
ADH5	25.1081271366667	21.53818716	-0.221257593926807	0.0304464781788979
ADI1	233.080700966667	245.930901966667	0.0774234707848098	0.0753814192051558
ADIPOR1	173.072425733333	197.3678893	0.189511400345691	0.00107533015151552
ADIPOR2	69.80183963	67.9963437733333	-0.0378078858218411	0.474260464995776
ADK	36.33249997	34.1642088533333	-0.0887749198084269	0.0930416713412403
ADM	226.743786133333	242.013853566667	0.09402661932733	0.41019508648249
ADM2	1.26815820666667	1.15436447433333	-0.135635930822398	0.472274709661431
ADM5	0.366000279333333	0.505810541666667	0.466752355136944	0.464929699236806
ADNP	51.03038998	55.6080004533333	0.123935794794896	0.228493663871325
ADNP2	12.3184292866667	11.48164645	-0.101488773795215	0.151902836015843
ADO	25.53608999	27.5518236833333	0.109610174628933	0.137365405046708
ADORA2A	5.027597915	3.12968053533333	-0.683853873603609	0.00820118644876383
ADORA2A-AS1	2.95775518966667	2.30379125466667	-0.360492646153137	0.193259261798452
ADORA2B	0.53946601	0.861182588333333	0.67478708787636	0.170434014940569
ADPGK	114.400438633333	129.8723091	0.183001273702705	0.0224449444075038
ADPRH	2.21953242633333	2.83104410733333	0.35107844051886	0.0676535434296137
ADPRHL2	54.2277645733333	58.0078623333333	0.0972167555973901	0.172605073929241
ADPRM	8.13350254866667	10.2929116353333	0.339702483981154	0.142235538317744
ADRBK1	288.7104777	347.3777111	0.266881723034749	0.0114719275577133
ADRM1	326.209164166667	285.029683566667	-0.194685139854365	0.0389967387823762
ADSL	164.760071833333	169.434033	0.0403570272755788	0.332726759864327
ADSS	85.7199097366667	95.4986902	0.155850615332976	0.0591661640238617
ADTRP	41.04866871	31.27184183	-0.392471240547052	0.00633562926356695
AEBP1	0.794052415333333	2.495774057	1.65218118479477	0.0102356528321983
AEBP2	10.0447359376667	13.20531762	0.394679364150773	0.00941603434639597
AEN	87.29544901	62.8416861833333	-0.474184551630306	0.000673414235396156
AES	49.4414516766667	74.2491242166667	0.586652905538086	0.00311559779874548
AFAP1-AS1	23.7931396866667	18.8416706966667	-0.336618764133793	0.0485569812950491
AFF1	38.7809584133333	41.5752704666667	0.100377191018551	0.189393658156602
AFF4	28.5366111866667	28.18530262	-0.0178709628686491	0.815286431650225
AFG3L1P	10.0474244306667	6.51131435333333	-0.625805030786641	0.00259138843592964
AFG3L2	99.7328173533333	108.324117433333	0.119214271790737	0.0464210101725468
AFMID	25.1661247433333	27.5110653666667	0.128528931850823	0.0702321185021036
AFTPH	58.25186824	73.4803167733333	0.335053525635302	0.00250018858538
AGA	23.6458547766667	32.1589231566667	0.443631803717987	0.000406946433102835
AGAP1	22.7394017966667	21.5541678733333	-0.0772274354105216	0.3243622653791
AGAP2	20.6204801166667	17.88211077	-0.205560884543876	0.0493222497088886
AGAP3	46.1854515266667	41.4916058366667	-0.154618978046371	0.0499905317129113
AGAP4	4.41418050733333	3.842851298	-0.199968475061002	0.165062468330932
AGAP5	10.50136191	6.39796364366667	-0.714891742051195	0.00199268292757474
AGAP6	27.85031901	19.5345793666667	-0.511663662278102	0.00922574420416885
AGAP7	1.90868948433333	1.749100207	-0.125969472105613	0.222812418502586
AGBL3	5.09556644833333	3.973989118	-0.358654610360234	0.113822706594983
AGBL5	31.64119938	33.4006957266667	0.0780738667956062	0.354678651141725
AGER	1.30885972866667	0.714521835	-0.873260486740158	0.00016792291882677
AGFG1	24.93234228	32.9348184933333	0.401595175502935	0.00212039358009695
AGFG2	2.56900052133333	2.4867369	-0.0469533063920118	0.816086783412341
AGGF1	29.6555487033333	39.5082478433333	0.413851799880073	0.000444557015845308
AGK	56.6615156966667	54.52488867	-0.0554542752074355	0.376375687879055
AGL	3.73676706933333	5.61872013233333	0.588450905253194	0.00738482221063377
AGMAT	33.3928115066667	42.14780097	0.335919795419588	0.0349558965019383
AGO1	12.62702771	12.1448997466667	-0.0561645005994435	0.576378013529547
AGO2	18.54591618	15.89474501	-0.222551667292048	0.0927534247631278
AGO3	8.19317537966667	6.88597184533333	-0.250762414704205	0.0474338099626851
AGO4	11.0679018733333	15.5478375766667	0.49033218313133	0.00259290417085665
AGPAT1	4.46737469133333	5.35757411966667	0.262152641463426	0.0403042519077165
AGPAT2	0.294396107	1.412296052	2.2622120457916	0.00199999156682997
AGPAT3	71.90103803	88.8516902466667	0.305386622345982	0.00178758589592609
AGPAT4	1.09573449666667	0.805421820666667	-0.444081802856762	0.184622909558091
AGPAT5	53.05610038	64.6550815966667	0.285245122319992	0.00833240308904356
AGPAT6	40.4680288166667	39.5238113166667	-0.0340605035440266	0.511099395854383
AGPS	23.4978114133333	23.2836646833333	-0.0132082443368994	0.83741295758868
AGRN	0.454476145	1.10136373966667	1.27701454046355	0.00349612028918901
AGTPBP1	33.42370445	37.0755584566667	0.14959678316912	0.079060762613858
AGTRAP	111.8482241	135.531720366667	0.277088195207278	0.00864322743901682
AHCTF1	44.9915106233333	50.8673739166667	0.177087808141241	0.138596360572697
AHCY	166.953028866667	162.044427333333	-0.0430528594604129	0.299331959995094
AHCYL1	22.9025712233333	17.4813011566667	-0.389697005182306	0.00204431530473003
AHCYL2	10.4476543073333	9.46168001566667	-0.143010790481514	0.12615169176853
AHDC1	3.30407877966667	2.496323074	-0.404443425771557	0.0161140554220872
AHI1	5.573624103	6.16394067333333	0.14523726895807	0.0859346709196703
AHNAK	7.308948459	6.218896074	-0.233005352038698	0.172033890927075
AHRR	0.690675373666667	0.446256027333333	-0.630136129684949	0.168894294013108
AHSA1	141.182816733333	186.0820415	0.39837431993041	0.0003104902911087
AHSA2	86.1570818233333	50.9267550766667	-0.758545590716158	0.000196908780145185
AIDA	40.5992123233333	49.4981364933333	0.285922474055509	0.0026936266105242
AIF1L	0.293867978333333	0.382580640666667	0.380595709715224	0.128778666090655
AIFM1	50.26987261	50.8796014733333	0.0173933373396348	0.628344045252921
AIFM2	20.8683483566667	17.25014276	-0.274708120177476	0.0906597050887015
AIG1	8.321729887	8.77675202333333	0.0768036852239363	0.0232002719408367
AIM1	0.513942379666667	0.574657517666667	0.161095778315775	0.274259900702467
AIM1L	0.252437891	0.258336282	0.033321801257724	0.958761340940671
AIM2	52.2587248466667	41.7460481966667	-0.32403228790443	0.0176922805718233
AIMP1	50.0189788766667	62.03840577	0.310686007631943	0.00389707194848676
AIMP2	66.8900573033333	55.8045384666667	-0.261409322989423	0.0154397017032659
AIP	138.784257533333	87.7152083766667	-0.661945021450178	0.000486790127688899
AJUBA	0.195056703666667	0.367098501	0.912273641941825	0.299526048301435
AK1	4.68370253433333	5.004429157	0.0955560617086855	0.558244739929504
AK2	88.1292321233333	83.7305615466667	-0.0738663341344801	0.0814336030801839
AK3	51.59849706	54.9967634366667	0.092017674405336	0.0197353011005018
AK6	32.8040412533333	40.7900966533333	0.314345368817733	0.0222906762540842
AK7	0.287681861333333	0.0811758506666667	-1.82535175724346	0.0547153927916223
AK9	1.94572930366667	2.07267353033333	0.091181881909805	0.552044126014958
AKAP1	52.33017167	43.7259840066667	-0.259152140919002	0.0313738250927324
AKAP10	25.0477977033333	27.78714919	0.149734067668	0.0390366964039605
AKAP11	19.2966761033333	9.33600076133333	-1.04747577756097	0.000384380403932985
AKAP13	28.6664329666667	29.0988531933333	0.0215998988820834	0.733052530099206
AKAP2	1.35224631066667	0.889381025666667	-0.604484430169635	0.0128104265856304
AKAP3	0.936974908	1.12958777566667	0.269714062613487	0.0677719541470754
AKAP5	2.09403923733333	3.21573356133333	0.618859402183071	0.0486496762310973
AKAP6	1.500919731	0.592766669333333	-1.34031059010802	0.000201468990240085
AKAP8	55.4745850366667	41.5201701766667	-0.418014613943611	0.00795940784121566
AKAP8L	48.05751201	42.9716098566667	-0.161378134313489	0.0970030804704955
AKAP9	33.9874750266667	34.88357618	0.0375447631224073	0.391865267989394
AKIP1	37.6226725966667	32.10458359	-0.228823050573022	0.0462080246120434
AKIRIN1	72.5285570366667	87.7838253466667	0.275405993117706	0.0178927894078629
AKIRIN2	75.4321667933333	67.9037067833333	-0.15168953637595	0.101161450794422
AKNA	97.88918219	87.2351466166667	-0.166239928334333	0.084906598588891
AKR1A1	163.993587766667	147.592008933333	-0.152024794082357	0.0262976605258212
AKR1B1	529.879561433333	461.8607814	-0.198206434777773	0.00711987192040722
AKR7A2	35.80180502	37.640295	0.0722456093153586	0.0340311304100415
AKR7A3	1.12964978433333	0.557962782333333	-1.0176347769337	0.141850891843772
AKR7L	1.015615466	0.423939483666667	-1.26042402654079	0.0739251039308921
AKT1	51.06356933	56.1244442733333	0.136334869538392	0.0218471264403316
AKT1S1	43.79156611	40.22201525	-0.122667678527398	0.0997102900578942
AKT2	95.8179935666667	81.3734561733333	-0.235738336124017	0.00531307302982949
AKT3	11.1250445266667	19.3212788766667	0.79637947910404	0.0141537889464391
AKTIP	27.97901586	39.0586246166667	0.481295930330579	0.00280094406283641
ALAD	29.4822166366667	31.24961429	0.0839933845532088	0.253577183172432
ALAS1	48.51889031	41.2530330533333	-0.234046359771764	0.0152319330354898
ALCAM	5.59264449366667	8.61349594133333	0.623068274280424	0.00224972916217877
ALDH16A1	61.85956091	38.1633085466667	-0.696810342557256	0.00733965703746441
ALDH18A1	65.7929885766667	72.75558512	0.145124154388681	0.0261838534901251
ALDH1A3	0.978522356666667	1.471813301	0.58891795950704	0.216489521802752
ALDH1B1	46.3183973366667	44.4780946266667	-0.0584903489420362	0.332267691694356
ALDH1L2	3.726041307	2.40330248966667	-0.632625424620315	0.0141974844036375
ALDH2	0.318678487333333	1.049250505	1.71918562044719	0.0669678976592224
ALDH3A2	34.6843365266667	46.2533255733333	0.415272810188283	0.0144990101723768
ALDH3B1	13.4158022866667	13.91521304	0.0527296636273232	0.256727156980198
ALDH4A1	11.8528951466667	8.89624890233333	-0.413970431845933	0.00919441583561755
ALDH5A1	20.24276348	29.51982607	0.544277965323648	0.00490119999380753
ALDH6A1	10.9175601366667	12.9029472033333	0.241050155998428	0.0278392900265955
ALDH8A1	2.175523404	1.138294804	-0.934488291429348	0.00627135295118644
ALDH9A1	107.868802666667	103.248249966667	-0.0631603468222341	0.13574845855821
ALDOA	632.217794233333	593.988687233333	-0.0899861869752221	0.21567259189468
ALDOC	45.2057589666667	15.7952913733333	-1.51701202530725	4.00574227642553e-05
ALG1	37.49260657	31.5761953066667	-0.247768780702899	0.00501304866927472
ALG10	11.0216092266667	11.7448435033333	0.0916926078290667	0.15100148656536
ALG10B	6.40348443566667	7.67414879433333	0.261149580984378	0.0724213497677356
ALG11	6.026504089	6.50922459666667	0.111164341662332	0.511914461434378
ALG12	28.1468122033333	22.9027771566667	-0.297448989638433	0.0653894918697817
ALG13	13.7121373633333	13.75068923	0.00405046605105894	0.961359977220982
ALG14	9.83449205933333	10.4507358316667	0.0876820794660616	0.559641354752374
ALG1L2	1.563488144	0.822232473666667	-0.927150022613975	0.116311965079614
ALG1L9P	1.21026566766667	0.938309632333333	-0.367187790287749	0.163497221970633
ALG2	66.3022619566667	72.7603930466667	0.134095246434848	0.0143841265547245
ALG3	167.122808566667	159.625230233333	-0.066219942015873	0.259232016478117
ALG5	64.84552309	56.1995970966667	-0.206447187217434	0.0170086176956148
ALG6	20.7658966	22.3062366266667	0.103230967612887	0.0288295704276312
ALG8	83.4712426	97.9973747433333	0.231463853479586	0.00174429218258273
ALG9	13.4066537066667	11.7789225566667	-0.186741607501262	0.0466887437137331
ALKBH1	6.663208563	8.316087757	0.319687930915988	0.0944665200711679
ALKBH2	62.07889508	43.8660769333333	-0.500997191891564	0.00200071240044222
ALKBH3	31.8524340666667	31.2828421633333	-0.0260320302395876	0.789747654803603
ALKBH3-AS1	1.18665849633333	1.29643363566667	0.127643549319624	0.783010373295439
ALKBH4	14.5350703533333	12.8785687466667	-0.174565785326451	0.0626729022432819
ALKBH5	72.45564232	76.2530110733333	0.0736962669394921	0.0990832381608997
ALKBH6	37.1166056433333	32.07560723	-0.210588202828238	0.0476908970564136
ALKBH7	94.2568212433333	96.6718878866667	0.0364993879225022	0.321953078650204
ALKBH8	9.71465244233333	10.138507166	0.0616109527812144	0.124338936731103
ALMS1	7.94553222266667	9.50997082566667	0.259297055108362	0.146990907514129
ALMS1-IT1	0.641060034666667	0.667685751333333	0.0587097827026687	0.878275807979102
ALOX12	6.85685408966667	5.080066808	-0.432699352704472	0.0699975492633176
ALOX12B	0.192943404	0.860917779666667	2.15769773785012	0.0671049666203393
ALOX12P2	15.5487557	10.4480220333333	-0.573569287869491	0.00103101357983732
ALOX15P1	8.92393496733333	5.67117076466667	-0.654033402104795	0.0937405200124204
ALOX5AP	22.6223532933333	28.3397260833333	0.32507680032393	0.012542668853777
ALPK1	1.16145802166667	1.68589348266667	0.537576375411123	0.0129920948963303
ALS2	7.722519759	7.49713361166667	-0.0427325435140274	0.488993196350267
ALS2CL	0.301288567333333	0.311775242666667	0.0493604419835996	0.905990421470035
ALS2CR12	1.67233503666667	0.783007075	-1.09476665840249	0.0219074349152533
ALX3	1.637422523	1.22054915933333	-0.42389624221542	0.196248255845306
ALYREF	275.045413966667	274.6141586	-0.00226383797376909	0.967206971422573
AMACR	1.60965571066667	1.03315306066667	-0.639698139260457	0.0131985679311657
AMBRA1	19.5773289033333	17.8630749933333	-0.132203488685994	0.060656605473378
AMD1	124.4774973	158.908868933333	0.352314686407672	0.000906333678912224
AMDHD1	1.934086251	1.94423768166667	0.007552464611693	0.979331923658896
AMDHD2	62.3757576966667	52.3292139166667	-0.253368848277967	0.0413108990041473
AMER1	5.87296470466667	6.871551548	0.226546918661061	0.0274559672168987
AMFR	45.3515805733333	54.98635265	0.277920761246876	0.0173943881170443
AMH	15.60460976	8.87799911833333	-0.813665808295328	0.0567346553081487
AMIGO1	1.019717011	0.865428157666667	-0.23668286874497	0.444367624013697
