CTRL KMS12PE	CTRL MM1S	LOG2_FOLD_CHANGE	P_VALUE
ABCE1	140.861298333333	162.695864466667	0.207902294530121	0.0144378936349698
ABCF1	31.5198062466667	14.7292574266667	-1.09757396757536	0.000341219249911225
ABCF2	124.381473566667	82.9759417933333	-0.584006609832051	0.00254571642775855
ABCF3	68.6876268966667	69.5347885566667	0.0176847036814697	0.75971253062578
ABCG2	21.55256811	6.34852850366667	-1.76336564473244	2.10466790016099e-05
ABHD1	5.379452806	1.08912837733333	-2.30428541347312	0.00190017818373617
ABHD10	21.02579899	27.0119816833333	0.361438859748139	0.0021575106276796
ABHD11	43.8849773333333	32.6208450766667	-0.427933005140578	0.00503182568610657
ABHD12	45.8558127	148.228159966667	1.69264302571695	0.000483036463256687
ABHD13	24.9565026266667	13.49347229	-0.887154124514976	0.00371899285718333
ABHD14A	42.8201581	16.8853592766667	-1.34251724595013	0.000159465148908836
ABHD14B	44.5619923366667	42.1083401466667	-0.0817077284864537	0.268028978509695
ABHD15	19.3189233533333	16.2363522	-0.250787154268616	0.0397435162909569
ABHD16A	4.59035059066667	5.24814111466667	0.193202167879175	0.022271025698024
ABHD16B	9.993668256	5.806552714	-0.783332422281255	0.000187157154461566
ABHD17A	56.1185882566667	110.444030133333	0.976764816871635	0.000445653247367756
ABHD17B	44.6737999866667	35.7413994066667	-0.321832854295217	0.00592859795251466
ABHD17C	22.66864953	20.0478414733333	-0.177251534198833	0.0295143854347498
ABHD2	28.8740321266667	139.601071933333	2.27346552686537	6.39902893165273e-05
ABHD3	32.1252063766667	116.8221322	1.86253599422157	0.00134787925759678
ABHD4	18.1953141333333	48.9658854	1.42821001274479	0.00068315927304575
ABHD5	9.89320682433333	14.2725011066667	0.528728031248914	0.0030859275984323
ABHD6	23.3527338633333	8.76810621266667	-1.41325427394549	2.81264010722585e-05
ABHD8	6.13615560033333	16.2186272933333	1.40224474618201	0.00322961104615454
ABI1	137.705805566667	93.4344711166667	-0.559562571680107	0.000455551323404041
ABI2	30.99562087	18.6021803233333	-0.736592676179335	0.00126142590801045
ABL1	44.1893291	13.25507105	-1.73715362431213	0.00548547897259682
ABL2	15.9063749033333	12.1204380933333	-0.392163233884514	0.0606746055618084
ABLIM1	5.36587465466667	32.7221347633333	2.6083816123559	0.00352331531600448
ABR	0.946206295	64.9397121433333	6.10080242045087	0.00186346219872537
ABRACL	215.017982066667	138.7038121	-0.632449879336551	0.00367566389435613
ABT1	111.1418329	68.8891858666667	-0.690052504404846	0.000138952913731437
ABTB1	3.779085602	23.62875149	2.64443429804494	7.43576274568388e-06
ABTB2	1.02312492533333	0.737489109333333	-0.472288661381588	0.0986801559097372
ACAA1	49.2417169866667	31.92487689	-0.625200010806057	0.00122000014618573
ACAA2	88.4084836833333	114.6673914	0.375198460039531	0.00198637336901393
ACACA	62.06647504	13.31442654	-2.22082392064952	0.0018656097603583
ACACB	7.293132837	7.79181604833333	0.0954209466692573	0.287525310007038
ACAD10	7.84801375166667	4.731653352	-0.729983185965768	0.0213366155827038
ACAD11	1.05998596666667	1.231389417	0.216241909851525	0.282150802613368
ACAD8	52.09373815	34.4156992666667	-0.598043142638566	0.0011304965507588
ACAD9	37.3165305066667	76.8869446566667	1.04292379220574	0.00108858568367196
ACADM	110.2046262	87.12545311	-0.339018627946106	0.00411044717855206
ACADS	12.78358755	7.89485385266667	-0.695308302302238	0.0192764410883305
ACADSB	7.65702933466667	10.9295273573333	0.51337432412987	0.0145987224546393
ACADVL	79.0757144733333	238.9567077	1.59544267461444	0.000966004078943427
ACAP1	26.40033499	59.75481466	1.17849872505013	0.000524181870267301
ACAP2	49.8513041366667	42.33757857	-0.235692487715085	0.0164911085100055
ACAP3	28.2756024633333	27.45100111	-0.042698999988435	0.797261443213543
ACAT1	203.6247046	137.774666266667	-0.563601973306957	0.00115398863672881
ACAT2	198.413525066667	60.0798721833333	-1.72355672318923	0.0004114430648124
ACBD3	81.0162271766667	73.4291476433333	-0.141858048663082	0.063878453154697
ACBD4	7.67879895566667	11.0556528766667	0.525831642942849	0.0229177125472306
ACBD5	40.6328038333333	19.5743490733333	-1.053680587153	0.000533662005393804
ACBD6	82.24213099	132.4595972	0.68760282417169	0.00049696952958592
ACCS	2.319902221	3.30973294266667	0.512650812780882	0.149904129729042
ACD	26.6702292433333	38.2458648566667	0.52007354643963	0.0070274273114712
ACER2	0.502005277666667	0.347680331	-0.529941078440834	0.176014361503535
ACER3	7.17740270866667	12.35518049	0.78358231173797	0.000720679193352729
ACIN1	71.0952711566667	50.5511809133333	-0.492008808409554	0.00280472243899707
ACKR4	0.539561984	1.38601644933333	1.36108377077756	0.0465492800160395
ACLY	218.194555166667	109.843121666667	-0.990170569466086	0.00538047485898708
ACN9	49.0809267933333	19.8269337966667	-1.30770090725973	1.62428040563038e-05
ACO1	31.5898002433333	18.62284362	-0.762385431881479	0.00218833736812539
ACO2	44.0483201166667	135.966743366667	1.62609491541041	2.33819025058083e-07
ACOT11	0.0425235093333333	0.595726048333333	3.8083164747726	0.0317730477100928
ACOT13	29.2435061766667	20.2303813433333	-0.5315927798895	0.000160260027555297
ACOT2	27.2891453333333	0.193463400666667	-7.14012273776031	0.00277133916230818
ACOT7	57.86514681	73.1012057366667	0.337200552943846	0.010632388169138
ACOT8	46.45530959	36.8498749733333	-0.334183773793974	0.00863235618621968
ACOT9	50.7790137033333	31.6174026733333	-0.683513516213766	0.0115243893660819
ACOX1	15.1962970533333	9.60067785933333	-0.662511642277513	0.00139571810576135
ACOX3	6.25339778033333	13.0918884433333	1.06596101876329	0.000106844814756062
ACOXL	1.312799075	27.4529952833333	4.38624553178424	1.74503369101752e-05
ACP1	202.703825666667	207.429720166667	0.0332492984659627	0.43858138971091
ACP2	33.76892405	25.70965278	-0.393386086652711	0.0155095838121431
ACP5	2.57078218333333	0.463634382333333	-2.47114791577942	0.000558527121840258
ACP6	34.43722005	50.1220741466667	0.541477431705867	2.34732644559056e-05
ACPT	0.263838382	0.437779517	0.730549998188701	0.285481199223085
ACRC	1.240364592	1.83274996133333	0.563245727267143	0.0501730976291108
ACRV1	2.31600429766667	1.51984348766667	-0.607715166776631	0.0618978865102448
ACSBG2	2.60605819566667	0.562653330333333	-2.21155109282722	0.000494646072668137
ACSF2	6.13240253733333	5.68875649933333	-0.108339070664813	0.500692153167691
ACSF3	9.422910258	11.43660038	0.279413654384974	0.0719951875594676
ACSL1	16.4267999	7.39360858633333	-1.15170088150966	0.00358348199523213
ACSL3	61.3765807133333	39.0061596966667	-0.653986308970871	0.00035424511106224
ACSL4	44.93606906	31.0910073266667	-0.531376565500776	0.00237674792017484
ACSL5	26.13474709	48.7025403866667	0.898027828903258	2.89456311364495e-06
ACSM3	14.6355691	4.841304569	-1.5960110827642	7.71462960473037e-05
ACSS1	46.15999543	138.336638	1.58346831383033	0.000131859436802157
ACSS2	17.7206192933333	12.4804073633333	-0.505763998658188	0.0144080826365201
ACTA1	1.11194653233333	0.855536976333333	-0.378185303607496	0.593665511489297
ACTA2	1.05026078733333	2.21670960666667	1.07767218272069	0.454988123447489
ACTB	2912.31917766667	5113.31990333333	0.812091810433271	0.000293070720358485
ACTG1	1616.746164	3508.682871	1.11783636964359	0.000500803412224815
ACTL10	6.149019126	2.741101097	-1.1656007557349	0.00468188504891075
ACTL6A	151.777670266667	247.4010041	0.704891800492154	0.000397716986163055
ACTL8	0.501663765333333	0.429818613333333	-0.222992777305109	0.597967062311537
ACTN1	6.18512113833333	4.395062484	-0.492918175187039	0.0902481989568009
ACTN4	108.022646773333	151.558021633333	0.488536410041966	0.00564560272773755
ACTR10	27.4083206633333	28.7884984666667	0.0708786082087456	0.313194792869936
ACTR1A	50.02422123	69.4204947733333	0.472734844937113	0.00112412223733497
ACTR1B	51.23018758	105.797214366667	1.04623556252993	0.000166695799792859
ACTR2	394.6707572	352.908107266667	-0.161357054748978	0.017632895314415
ACTR3	151.864859433333	215.2785817	0.503416713386031	0.000305883866443937
ACTR3B	14.80461418	10.3963193533333	-0.509974037029106	0.0569378253875389
ACTR3C	4.56776122466667	5.82949756266667	0.351884307472608	0.0336464788193603
ACTR5	27.3752505866667	19.46795166	-0.491771073426602	0.0115130012965317
ACTR6	48.99442558	29.22600131	-0.745365159925564	0.000280813422646468
ACTR8	29.81723997	24.49899006	-0.283424443703351	0.000160163329348354
ACVR1	8.56873955933333	6.23496647666667	-0.458701199840514	0.00240914149922524
ACVR1B	9.45647133066667	2.03299825333333	-2.21769296862003	0.00504080121247184
ACVR1C	1.21488335433333	3.65814532533333	1.59029458772922	0.00170619909144389
ACVR2A	10.5809719133333	2.65373226066667	-1.99537742470998	2.83650899307921e-05
ACVR2B	7.84838952166667	2.77766793833333	-1.49852250554061	0.0151683241046038
ACVR2B-AS1	0.439897000666667	0.187749194	-1.22835905028867	0.0949807341078578
ACY1	2.73136952966667	1.254101081	-1.12297087636926	0.0284110634234366
ACY3	1.23896207633333	2.549996195	1.04136306597531	0.0220090757977266
ACYP1	56.1263982933333	40.38381955	-0.474902113637091	0.00245633912615998
ACYP2	9.150334144	29.6956109733333	1.69835338314597	1.2340225840833e-05
ADA	75.1317775866667	266.826320333333	1.82840584279677	1.69305927367425e-05
ADAL	8.02406474266667	8.877930296	0.14589013508925	0.187854351739061
ADAM10	156.997636266667	226.675736166667	0.529887132046346	0.004799991592723
ADAM11	6.26201480766667	0.877709707	-2.83481115202432	0.00380268395036531
ADAM15	86.7713277466667	135.834256233333	0.646557050677073	0.00114433393224324
ADAM17	41.79248787	27.4163394633333	-0.608207683355949	8.45278629172225e-05
ADAM19	0.137028371	0.232495562	0.762728551050889	0.256514056347999
ADAM1A	6.49337992766667	4.48312374	-0.534465303740222	0.040322639337662
ADAM22	24.19063469	4.25080148266667	-2.50864183168303	0.000720453542432939
ADAM8	3.29018767033333	278.715171	6.4044778462368	0.00113093933206718
ADAM9	80.2517339233333	47.63386783	-0.752544864437267	3.86918977064538e-05
ADAMTS13	1.43689055566667	0.0996585196666667	-3.84981322500209	0.0322767436951928
ADAMTS17	2.5284689	0.445947179	-2.50331929070139	0.00634724025225711
ADAMTSL2	17.90787838	0.561348928666667	-4.99555280128795	0.00146716157233031
ADAMTSL5	4.27095976433333	0.219036939666667	-4.28531420680587	0.00483297625338257
ADAP2	4.00010573966667	0.194377912666667	-4.36310193835701	0.00144957265665004
ADAR	205.037937866667	225.095882466667	0.134648792585425	0.0962922923647448
ADAT1	9.32195528833333	8.03706416233333	-0.213963993753926	0.225500140824826
ADAT2	14.3342662233333	7.084203292	-1.01679053622064	0.002359201723133
ADAT3	11.679380337	11.9152264833333	0.0288426419813775	0.869530982829287
ADC	0.179001469	1.09900122866667	2.61814966687455	0.0144931639036067
ADCK1	10.794868541	3.944231727	-1.4525294555581	0.0111804021462333
ADCK2	22.5850237933333	42.5881613033333	0.915086010817102	0.000760286482480738
ADCK3	131.0926396	112.292553	-0.22332443099182	0.0121757276406667
ADCK4	7.251608009	10.5085978906667	0.535197344239635	0.00279643474578681
ADCK5	11.80607506	16.4962325266667	0.482607154608939	0.0126748695622856
ADCY1	0.108267682333333	14.4884780033333	7.0641595734143	0.000253857550450381
ADCY3	58.9500645966667	102.405449303333	0.796727188338363	0.000547465977610786
ADCY6	5.04362071733333	12.4140888833333	1.29944668707835	0.00188433476937301
ADCY7	29.5805045233333	63.9128924833333	1.11146032123211	1.95104494171662e-05
ADD1	74.00878603	94.0980096466667	0.346467655559283	0.0160058662507234
ADD3	40.0285456866667	52.1981118966667	0.38296842194312	0.0117938779198588
ADH5	110.3182367	19.33323799	-2.51251611257147	0.000399246683147089
ADI1	170.221313333333	261.1685096	0.617569266853181	0.000213735838645476
ADIPOR1	60.5993614033333	211.000565533333	1.79987236995822	8.29950778628104e-06
ADIPOR2	148.688245933333	82.2353862333333	-0.854459373943012	1.49434747967338e-05
ADK	42.41483707	33.3517462466667	-0.346806719343772	0.00402362927119637
ADM	126.0916351	336.476587833333	1.41603355439811	0.000140424674192906
ADM2	2.794631847	0.977284020666667	-1.51580843323543	8.95635364673293e-05
ADM5	2.70940519633333	0.570169796666667	-2.24851264405224	0.00286964823277835
ADNP	58.44191549	52.6467478433333	-0.150659050481128	0.0878832236998536
ADNP2	21.0492906266667	12.6369330266667	-0.736125249360697	0.00114921366398129
ADO	25.18413621	26.8934920666667	0.0947418495802033	0.265038473123113
ADORA2A	0.157715752666667	3.37567848533333	4.41977883290504	0.000907455409866509
ADORA2A-AS1	0.266190882	1.90914880866667	2.84239649834874	0.00342631014432451
ADORA2B	0.437231365666667	0.54903852	0.328510471502748	0.322072824004215
ADPGK	109.106900633333	125.8241501	0.205666502937321	0.00214947758359839
ADPRH	7.93537750066667	1.42769240066667	-2.47461367521621	0.000767327089887998
ADPRHL2	40.99006636	55.5866967766667	0.439465327303996	0.0149458603755883
ADPRM	3.562469053	7.39858200233333	1.05437131154725	0.000140105289151502
ADRBK1	285.259975166667	317.2839007	0.153496982787802	0.140554330424673
ADRM1	334.295879166667	350.1994672	0.0670513177288778	0.332662456329037
ADSL	148.857369566667	189.846066433333	0.35089945928853	0.00357252481148977
ADSS	122.703037133333	98.7284731566667	-0.313632837806248	0.00849883205277977
ADTRP	1.75485755266667	16.2101800566667	3.20747428358629	0.000884493247531024
AEBP1	3.10501287633333	2.520568815	-0.300849908795985	0.300773543179391
AEBP2	24.8472936733333	11.9011265366667	-1.06199058175193	0.000209602027786322
AEN	70.0180102033333	71.9337776166667	0.0389433061826006	0.34444471504618
AES	311.8796475	70.0369006266667	-2.15480226296039	0.00246652244023165
AFAP1-AS1	0.405286846333333	25.0525701233333	5.94987145254469	5.73585416678158e-05
AFF1	38.43959889	40.6684491433333	0.0813166939642937	0.350042905087151
AFF4	10.2508454056667	23.0133447466667	1.16672778299862	9.66539576035493e-05
AFG3L1P	5.66485698966667	7.42933123533333	0.39119281439958	0.0412266504738758
AFG3L2	258.8966257	115.6770672	-1.16227328142966	3.94139753882256e-08
AFMID	75.15683057	21.0189677633333	-1.83821240769672	1.93443504917046e-06
AFTPH	32.57657334	60.9171999466667	0.903014772166303	0.000192105698749033
AGA	4.65609010066667	32.9047271	2.82110397529421	0.000566173873673021
AGAP1	0.198678030333333	17.35551205	6.44881777098104	0.000165769521996227
AGAP2	7.97265268933333	14.6443353666667	0.877210990148196	0.00107995287051181
AGAP3	61.6283776566667	43.7720897766667	-0.493583550131639	0.00948593783343141
AGAP4	1.19861696933333	3.575061411	1.57659732013574	0.00460396956935581
AGAP5	3.73453852766667	6.65265829433333	0.833000951378655	0.00225158492019019
AGAP6	8.480041987	19.7940823733333	1.22292587444816	0.000441005380574303
AGAP7	0.413651075333333	0.47851803	0.210158952189868	0.728910155115759
AGBL3	1.623936488	2.61575546033333	0.68773246365119	0.0977904109547957
AGBL5	36.6593935666667	34.4820526233333	-0.0883372637597306	0.168547899550368
AGER	0.480640919333333	0.426846686333333	-0.171241497959853	0.426664412952029
AGFG1	41.48734905	35.2769657033333	-0.233945000201339	0.00328446922590967
AGFG2	4.96651824866667	4.150993861	-0.258778014106678	0.0751368832707243
AGGF1	18.3499802066667	37.0680928666667	1.01439938429041	0.00251549975269437
AGK	108.074863833333	70.0720621766667	-0.625119758965964	0.000871842056527475
AGL	18.4108883833333	4.12858020333333	-2.1568416060128	5.16827812810311e-05
AGMAT	5.696963154	29.92304388	2.39299195834021	0.00106480483736056
AGO1	13.8057991133333	11.8708227066667	-0.21785447271208	0.0337498757837405
AGO2	48.1624987	18.1360857266667	-1.40904712632442	0.00903355999004025
AGO3	22.4187479866667	6.34936607366667	-1.82002124638382	0.00124850918086876
AGO4	7.34972067066667	7.04360710133333	-0.0613749841364646	0.547071340404876
AGPAT1	10.4754878543333	4.66811345066667	-1.16610590442661	0.00287797365226913
AGPAT2	62.8615118666667	1.09874084766667	-5.83825391734005	0.00378180159554604
AGPAT3	32.9267051633333	80.1287111566667	1.28306111687591	0.000663874844990072
AGPAT4	0.195252611333333	0.380007897	0.960687556441775	0.0218486172706374
AGPAT5	95.4354896133333	61.9792731266667	-0.622740025731213	0.000513599286124926
AGPAT6	39.9749445333333	35.9619928533333	-0.152623061120411	0.0088700090839214
AGPS	62.8956004833333	26.17599533	-1.26471470881303	3.60772053982279e-06
AGRN	7.253605535	1.254811139	-2.5312280497117	0.0047425948919308
AGTPBP1	52.2522792866667	33.84744352	-0.626447098189441	0.000650034289845537
AGTRAP	67.1818637166667	98.2328321633333	0.548133475762437	0.00483590308227719
AHCTF1	107.048330633333	62.3405488566667	-0.78001953590978	8.66661735330526e-05
AHCY	231.1857955	182.890140366667	-0.338075457313756	0.000486879441808689
AHCYL1	37.9107013	16.4582706533333	-1.20379239170962	6.92954201928532e-05
AHCYL2	9.21422265066667	9.51928003833333	0.0469900044639398	0.505717108427692
AHDC1	4.721342247	1.97643224733333	-1.25629856674528	0.0349684608038801
AHI1	2.75599236133333	6.372559614	1.20930107503816	0.00669462129055023
AHNAK	29.8347288133333	9.12953745766667	-1.70837898945996	0.004845169770597
AHRR	3.638579616	0.286755033	-3.6654846656232	0.00391164765141722
AHSA1	539.289169233333	245.931225566667	-1.13280413623039	1.97000251863712e-06
AHSA2	16.5504593033333	36.7948727733333	1.15263349135424	0.00245517785636349
AIDA	57.8538701066667	47.30138671	-0.290530992027864	0.0597033631005848
AIF1L	6.37311881233333	0.657788242666667	-3.2763044300473	0.000108294216914976
AIFM1	94.89453411	53.4363788933333	-0.828502743787122	0.000802968056594333
AIFM2	20.56863445	27.95224425	0.44251810322797	0.000177158661731766
AIG1	14.5220530333333	11.2975742833333	-0.36223238359893	0.00254852497559443
AIM1	0.871594661333333	0.348755149	-1.32144284276483	0.0282712827402916
AIM1L	0.190143274666667	0.312953135	0.71885971650724	0.219920995537362
AIM2	0.745522535666667	27.6684001466667	5.21384345306712	0.000898503455071159
AIMP1	67.73330251	69.9070268566667	0.0455721387650531	0.163126938282136
AIMP2	84.6591182266667	66.05208266	-0.358061411046983	0.00703695511946753
AIP	242.915544066667	76.26123452	-1.67143301962295	0.00307144162711796
AJUBA	2.04668057166667	0.442823707	-2.20848159108468	0.00148106993659291
AK1	6.161590558	4.85861810133333	-0.342756779737471	0.205123912176548
AK2	225.5616817	101.87925358	-1.14666170944114	6.09101801599801e-06
AK3	37.01765648	50.6072539366667	0.451130628875206	6.98089544439952e-05
AK6	57.7701304766667	49.29812876	-0.228790866717328	0.104623300883211
AK7	1.19234714966667	0.0897121036666667	-3.73235788270375	0.0285940036196498
AK9	0.252038095666667	1.40858163833333	2.48252946231184	0.00679849049229601
AKAP1	61.25272864	52.2648446933333	-0.22893325205755	0.00253229619268226
AKAP10	11.4186587033333	24.7504580833333	1.11606203296261	0.00261847392487597
AKAP11	9.17867072833333	9.499995321	0.0496415678119969	0.347458237145657
AKAP13	11.9899719	18.5183701533333	0.627128851476561	0.002916532272678
AKAP2	0.716028333666667	0.678642730666667	-0.0773644048719803	0.706133855208629
AKAP3	0.236196083333333	0.544071775666667	1.20381194713811	0.0310521085709312
AKAP5	3.32231786433333	2.41070371166667	-0.462735763507244	0.0112974055343313
AKAP6	0.0590103393333333	0.317063596666667	2.4257325858365	0.00152507101065272
AKAP8	37.1219068766667	40.95750792	0.141857115837326	0.0827229966115997
AKAP8L	51.6411224766667	35.4938735566667	-0.540950330769754	0.00645764526801758
AKAP9	37.1703753266667	25.8248256566667	-0.525394646347286	0.00471139131059976
AKIP1	29.2090136133333	35.48360415	0.280738915619513	0.022321796346027
AKIRIN1	88.1569109933333	77.8932203066667	-0.178575908918393	0.0365792898769663
AKIRIN2	61.6567218866667	54.8654766133333	-0.168359549819827	0.0886686223536229
AKNA	18.05680761	58.0216409666667	1.68404824721813	0.000585997586464334
AKR1A1	52.05102749	125.516046	1.26987326263595	5.37312068750761e-07
AKR1B1	256.142413833333	504.622128233333	0.9782573073157	0.00185140376370934
AKR7A2	26.3219902833333	40.98782949	0.638927014472103	0.000404025608038564
AKR7A3	0.859451837333333	0.834613499666667	-0.0423085390160291	0.957832757321329
AKR7L	1.14496910266667	0.381043623	-1.58728059101293	0.0255610356893793
AKT1	84.0573222266667	64.24091108	-0.387881144338722	0.0231769244585204
AKT1S1	16.8372532066667	32.8838923033333	0.96572427435845	0.000839920425527862
AKT2	34.3097718066667	76.6364597766667	1.15941138667385	4.21635688021811e-05
AKT3	0.434035341666667	16.3920554933333	5.23904044329234	0.000731925765828478
AKTIP	22.0183739733333	32.4930237366667	0.561422072478567	0.000227997313943343
ALAD	61.4081144166667	27.6056017633333	-1.15346825450535	0.00102303729570859
ALAS1	64.1705315733333	42.3651427433333	-0.599033204186127	0.0148340733150397
ALCAM	0.303131704333333	10.274865359	5.08303092836636	0.00119049695646088
ALDH16A1	21.6088916333333	42.6745245266667	0.981750003890356	0.00692199940413139
ALDH18A1	71.08834321	80.3551474266667	0.176777431959894	0.0180006886013989
ALDH1A3	1.40551460133333	1.45012106133333	0.0450749052680395	0.889977122403904
ALDH1B1	61.2182372	51.5992396133333	-0.246611696883456	0.014114246110607
ALDH1L2	57.94124839	4.89192201266667	-3.56611745932358	0.000466169236507292
ALDH2	10.388374737	0.530443573666667	-4.29162686025176	0.000659803336695344
ALDH3A2	18.1016758866667	50.98850976	1.49404890209824	0.000956800856256428
ALDH3B1	3.42025713433333	6.716289338	0.973559592221569	0.0041235263766248
ALDH4A1	10.45369315	10.026506599	-0.0601936825806874	0.534481064979862
ALDH5A1	33.78567	38.15104119	0.175310965228986	0.0343596537114177
ALDH6A1	13.0731719333333	10.0660095026667	-0.377117358655338	0.00569155952859104
ALDH8A1	0.771448271666667	0.703801271666667	-0.132401301407098	0.269241000725244
ALDH9A1	109.459397	93.0120886666667	-0.23490567521092	0.0241754650192193
ALDOA	922.975559766667	740.922118266667	-0.316970543875233	0.00391093274117631
ALDOC	119.419897033333	12.69500711	-3.23371012180314	0.00252475131655602
ALG1	29.4500295166667	30.96640293	0.0724347286845898	0.0583834714284199
ALG10	15.84094009	14.0333326966667	-0.174800288434297	0.116709439954131
ALG10B	6.92835677566667	8.11431586933333	0.227956240479447	0.0863610474810234
ALG11	7.84020756966667	5.63542025333333	-0.476368648918733	0.00836928804111353
ALG12	11.39807223	22.3695149033333	0.97274413077613	0.000154364608696952
ALG13	13.0769351033333	12.4939973866667	-0.0657893166554337	0.427619829276179
ALG14	17.94369335	10.9132211916667	-0.717399874334093	0.0110189589552273
ALG1L2	0.967576518333333	0.967836233	0.000387192926818377	0.999398974144502
ALG1L9P	0.565645288666667	0.574444195	0.0222691126592888	0.937522398713082
ALG2	86.13639131	70.1031756533333	-0.297143083659343	0.00236786043417162
ALG3	150.3028462	198.881472066667	0.404036550966534	0.00412046597246554
ALG5	58.4766296533333	69.6070693166667	0.251373671273775	0.0433883698192341
ALG6	21.35364092	25.12864548	0.234850828397191	0.00404961942009582
ALG8	214.2136103	120.615118	-0.828639399057022	0.00074242161862143
ALG9	18.3115728466667	14.0735172666667	-0.379772781370117	0.0107047215792476
ALKBH1	27.8295550033333	8.28750317033333	-1.74760841782023	0.000141348078624186
ALKBH2	72.7882850666667	49.44931804	-0.557755649317888	0.000208158409539326
ALKBH3	29.7845366833333	32.3210032366667	0.11790846246094	0.216121348741266
ALKBH3-AS1	0.370373675333333	0.972164817	1.39221936211175	0.00865691354004119
ALKBH4	39.3223451633333	12.10304287	-1.69997955948675	0.00255270708279369
ALKBH5	51.0646451866667	71.1640878433333	0.478824603953638	0.00798517802934938
ALKBH6	20.8074208566667	35.7706085666667	0.781676513464231	0.00589083845439671
ALKBH7	75.8145698533333	83.0271924966667	0.131108786892374	0.0193632066503873
ALKBH8	25.7043734966667	12.5022945933333	-1.03982094665654	0.00152826869053055
ALMS1	13.76382907	11.2587449766667	-0.289835863031722	0.0435844094387226
ALMS1-IT1	1.09590544466667	0.948058320333333	-0.209075611983376	0.378782570269616
ALOX12	2.386106905	3.64082581	0.609607037094131	0.135448761247679
ALOX12B	2.60075476333333	0.734928738333333	-1.82325409530983	0.0335671136839513
ALOX12P2	1.600522819	9.64879857666667	2.59180607006998	1.18474199858812e-05
ALOX15P1	1.23517867133333	2.85936652566667	1.21097581661922	0.054880813409252
ALOX5AP	0.366063578333333	10.8944720206667	4.89535823135591	0.00245720865615184
ALPK1	5.78933894233333	1.174662506	-2.30115230948185	0.000708549871055832
ALS2	5.37651429733333	8.86307787433333	0.721136641853058	0.00127162759475682
ALS2CL	0.338064723	0.334949061333333	-0.0133577702323925	0.957674167993948
ALS2CR12	0.322268882	0.367451002333333	0.189286997188831	0.731686653990114
ALX3	4.323434417	1.12415530133333	-1.94333644822974	0.0170131880284585
ALYREF	534.369621733333	374.410379233333	-0.513217565467085	0.0125763958764572
AMACR	0.901828688	0.832676780333333	-0.115096810013273	0.731939457503111
AMBRA1	20.1614471433333	15.7818015666667	-0.353337290802427	0.00537941699870516
AMD1	183.913165266667	195.819851666667	0.0905022711903157	0.0907335017801751
AMDHD1	1.89555998266667	1.61548373633333	-0.230657883006052	0.203367247383646
AMDHD2	5.228455342	48.98560624	3.2279012001322	0.000759009421093989
AMER1	9.640285593	6.01285723433333	-0.681025182402905	0.00037542613153902
