CTRL MM1S	siIRF4 KMS12PE	LOG2_FOLD_CHANGE	P_VALUE
ABHD17A	110.444030133333	62.24924843	-0.82718711440767	0.00185456420927242
ABHD17B	35.7413994066667	42.8985218733333	0.263331816290745	0.000300618632403253
ABHD17C	20.0478414733333	19.0658999633333	-0.0724522799477552	0.0872925487743482
ABHD2	139.601071933333	28.5986639533333	-2.28729036423023	3.78702313049057e-06
ABHD3	116.8221322	23.5919188466667	-2.30794895180051	0.000988555516828234
ABHD4	48.9658854	20.20392407	-1.27714144659117	6.3436804713409e-05
ABHD5	14.2725011066667	8.72417118	-0.710148191206651	0.000879754865142384
ABHD6	8.76810621266667	18.3473729533333	1.06523632765261	0.00419105783205494
ABHD8	16.2186272933333	7.68976826033333	-1.07663969164451	0.0067342681060284
ABI1	93.4344711166667	147.199827866667	0.655749172384943	0.00451223809607325
ABI2	18.6021803233333	34.5548153366667	0.893415042753395	0.00119491687408131
ABL1	13.25507105	45.8873105866667	1.79155085081203	0.00061325150052792
ABL2	12.1204380933333	12.1874482266667	0.00795424420478014	0.877793107808404
ABLIM1	32.7221347633333	6.306466695	-2.37536302922336	0.0030467015749771
ABR	64.9397121433333	0.373448214666667	-7.44204897822904	0.00184476715844451
ABRACL	138.7038121	217.642528933333	0.649953058374336	0.000181202586880569
ABT1	68.8891858666667	106.1773278	0.624126304791335	0.00214783643179682
ABTB1	23.62875149	7.41825222766667	-1.67139217455058	0.000249540833798768
ABTB2	0.737489109333333	0.901065089	0.289009578862428	0.252085225604743
ACAA1	31.92487689	58.55711672	0.875163462291554	0.00153110420940302
ACAA2	114.6673914	97.43420784	-0.234954905331337	0.00621980330498343
ACACA	13.31442654	49.7807392633333	1.9025973628779	0.00073921115093958
ACACB	7.79181604833333	4.330977514	-0.847266936122545	0.000822278157502322
ACAD10	4.731653352	8.82186098533333	0.89873864310342	0.00166144946946039
ACAD11	1.231389417	0.957168939666667	-0.363441587691769	0.172292855157082
ACAD8	34.4156992666667	61.6787423466667	0.841706525160709	6.5825892197456e-05
ACAD9	76.8869446566667	41.5574556566667	-0.887631322133089	0.000500889441185826
ACADM	87.12545311	118.602029933333	0.444962543463796	0.00195796302922127
ACADS	7.89485385266667	16.55303021	1.06811087735701	0.000788053773400228
ACADSB	10.9295273573333	6.32819500966667	-0.788365049937061	0.00486114504642634
ACADVL	238.9567077	94.52589636	-1.33796773569749	0.000934317696462037
ACAP1	59.75481466	45.6702295166667	-0.387800920869207	0.00659851646273869
ACAP2	42.33757857	42.6308298333333	0.00995837938144648	0.91898679849303
ACAP3	27.45100111	43.2537656466667	0.655966974568457	0.00436192286982787
ACAT1	137.774666266667	187.844780166667	0.44723039439102	0.000336497176612643
ACAT2	60.0798721833333	163.708181433333	1.44617277461648	8.47660800474836e-06
ACBD3	73.4291476433333	61.9215169333333	-0.245912038847758	0.0173036413263424
ACBD4	11.0556528766667	8.379954361	-0.399769932242282	0.0598803244650252
ACBD5	19.5743490733333	39.5874896566667	1.01608025246925	0.00368970767309397
ACBD6	132.4595972	88.7754431566667	-0.577319814077372	0.00131970370283089
ACCS	3.30973294266667	4.17560621133333	0.335270849307519	0.20841241912196
ACD	38.2458648566667	27.64368023	-0.468354076128851	0.0230686992979185
ACER2	0.347680331	0.347799991333333	0.000496443581941639	0.998816546100437
ACER3	12.35518049	5.86719144466667	-1.07437411376581	0.000220826426158365
ACIN1	50.5511809133333	63.9210415133333	0.338546120411247	0.00189135699751579
ACKR4	1.38601644933333	0.650143207333333	-1.09211493823921	0.0428866946510522
ACLY	109.843121666667	214.624264	0.966368655285432	0.00236776295726823
ACN9	19.8269337966667	47.14244281	1.24956493321766	2.87974415545123e-06
ACO1	18.62284362	27.90453978	0.583426470294573	0.0131549084455705
ACO2	135.966743366667	43.6614752133333	-1.63882103888159	2.47641098265452e-05
ACOT11	0.595726048333333	0.0604011653333333	-3.30200075364145	0.0349379680750621
ACOT13	20.2303813433333	27.1408487	0.423942319836956	0.000229860802765526
ACOT2	0.193463400666667	34.0562520433333	7.45971519845869	0.000972817460389281
ACOT7	73.1012057366667	61.1682214733333	-0.257112873394889	0.00372756952609916
ACOT8	36.8498749733333	54.11101799	0.554262658523447	0.00673089508361438
ACOT9	31.6174026733333	49.8466997	0.656779131266817	0.000672795378287916
ACOX1	9.60067785933333	17.7364304433333	0.885507511790227	1.61063008487654e-05
ACOX3	13.0918884433333	8.347656741	-0.649230031637545	0.00980661508285413
ACOXL	27.4529952833333	4.40343889633333	-2.64026101254016	2.23154891745432e-06
ACP1	207.429720166667	213.613769266667	0.0423820284977978	0.26025462891973
ACP2	25.70965278	34.46006193	0.422615168227222	0.0025826110547347
ACP5	0.463634382333333	4.66796317	3.33173371507463	4.10362968019184e-05
ACP6	50.1220741466667	31.61648278	-0.66476923536896	0.00162669539156424
ACPT	0.437779517	0.528097964	0.270601124616847	0.48873361701997
ACRC	1.83274996133333	1.374729892	-0.414861790467377	0.0612544137724898
ACRV1	1.51984348766667	2.34461094466667	0.625425783900321	0.0526312283009851
ACSBG2	0.562653330333333	2.11741328433333	1.91198467909178	0.0187264830316364
ACSF2	5.68875649933333	8.628450761	0.600988217194996	0.0045069329450141
ACSF3	11.43660038	10.53693233	-0.118203354266237	0.0260837443650419
ACSL1	7.39360858633333	19.0110400366667	1.3624868844813	2.57324078611292e-05
ACSL3	39.0061596966667	49.30049694	0.337900222185194	0.00858601319280465
ACSL4	31.0910073266667	42.12576076	0.438205380796297	0.013245660587504
ACSL5	48.7025403866667	26.5356617033333	-0.876064502295722	0.000319828623874158
ACSM3	4.841304569	20.33403013	2.07042841750902	0.004844015002317
ACSS1	138.336638	60.00253159	-1.20508802367259	0.000450957350522709
ACSS2	12.4804073633333	16.3848149833333	0.392694357255952	0.00346659993872941
ACTA1	0.855536976333333	0.862507749	0.0117072090096247	0.984984781344968
ACTA2	2.21670960666667	0.504544739666667	-2.13536567798317	0.30889267425108
ACTB	5113.31990333333	3251.541421	-0.653136485595498	0.00262520794508671
ACTG1	3508.682871	1835.682872	-0.934612713122082	0.000165921850961362
ACTL10	2.741101097	6.74560575566667	1.29919246459279	0.000777482630832334
ACTL6A	247.4010041	141.458946766667	-0.806467930775999	0.00254383111254993
ACTL8	0.429818613333333	0.567068501333333	0.399795061721775	0.294847924075091
ACTN1	4.395062484	6.25050822633333	0.508089823391089	0.0178254341077313
ACTN4	151.558021633333	96.6144018133333	-0.649560047470201	0.000231742409625486
ACTR10	28.7884984666667	28.0387609333333	-0.0380699473130042	0.540462477567951
ACTR1A	69.4204947733333	44.08331378	-0.655128970978241	0.00057153890758662
ACTR1B	105.797214366667	61.1288387	-0.791376577130059	4.49367828535349e-05
ACTR2	352.908107266667	401.102719766667	0.184679175543514	0.0110143572192604
ACTR3	215.2785817	161.470652	-0.414932818760371	0.000482614360382401
ACTR3B	10.3963193533333	18.1987307233333	0.807764976478178	0.00104817208550473
ACTR3C	5.82949756266667	5.83066486033333	0.000288856106711443	0.998087404818246
ACTR5	19.46795166	24.47422769	0.330162237345655	3.53137770265661e-05
ACTR6	29.22600131	45.11604684	0.62638820771576	0.000559740720132183
ACTR8	24.49899006	29.38464941	0.262340408380794	0.00125200266206328
ACVR1	6.23496647666667	6.21586121066667	-0.00442751194349987	0.974503732075757
ACVR1B	2.03299825333333	9.15504816233333	2.17095850000669	0.00154981059599553
ACVR1C	3.65814532533333	1.33887348733333	-1.45009274531616	0.000475736440022824
ACVR2A	2.65373226066667	7.73806985633333	1.54395093072085	1.50128011163467e-06
ACVR2B	2.77766793833333	6.09049314833333	1.13268490827125	0.00624589089396702
ACVR2B-AS1	0.187749194	0.568774264666667	1.59904947448193	0.0321668047063274
ACY1	1.254101081	2.95879373466667	1.23835549138435	0.0153038473346176
ACY3	2.549996195	2.93695453266667	0.203825836951375	0.454268881301866
ACYP1	40.38381955	55.4584482633333	0.457629881146528	0.00314615831025308
ACYP2	29.6956109733333	10.9612655733333	-1.43783533611808	0.000355742275062691
ADA	266.826320333333	87.96324804	-1.60092820238891	0.000372899434020058
ADAL	8.877930296	7.386171844	-0.2653965534067	0.071208605496115
ADAM10	226.675736166667	157.4281556	-0.525936384293334	0.00179208728974486
ADAM11	0.877709707	10.3894376466667	3.56522989392962	1.67592792965948e-06
ADAM15	135.834256233333	104.484771033333	-0.378554680244183	0.00456369000967742
ADAM17	27.4163394633333	38.0809415866667	0.474033190836299	0.000342160232346072
ADAM19	0.232495562	0.0924206626666667	-1.33091583860493	0.0841184001219422
ADAM1A	4.48312374	7.08988265633333	0.661257429633564	0.00144469509212363
ADAM22	4.25080148266667	24.8846473533333	2.54944915222134	0.00432292405230174
ADAM8	278.715171	1.493587201	-7.543866253165	0.00112871010260607
ADAM9	47.63386783	70.6667916866667	0.56904471221568	0.000277703782540525
ADAMTS13	0.0996585196666667	2.64335025066667	4.72923064389533	0.00546472075980742
ADAMTS17	0.445947179	5.79565489166667	3.70002694784754	0.000529562903188184
ADAMTSL2	0.561348928666667	23.8640115166667	5.4097949548789	0.000205395054926029
ADAMTSL5	0.219036939666667	3.200521748	3.86906101199337	0.00746840893026385
ADAP2	0.194377912666667	4.28442204433333	4.46216440357273	0.00478070469563842
ADAR	225.095882466667	189.303740533333	-0.249836748596748	0.00666745612732085
ADAT1	8.03706416233333	8.470339287	0.0757511597306267	0.264503305815238
ADAT2	7.084203292	17.8918251966667	1.33662305024986	0.00173945999124429
ADAT3	11.9152264833333	14.9203513733333	0.324475136990639	0.0879524321968397
ADC	1.09900122866667	0.445856905	-1.30154033365293	0.0476294227099934
ADCK1	3.944231727	8.907401301	1.17526027879935	0.000867524023968655
ADCK2	42.5881613033333	20.8638455533333	-1.02944734944388	0.000302265026280407
ADCK3	112.292553	135.6389302	0.272509056331068	0.00261505528673673
ADCK4	10.5085978906667	8.41368245033333	-0.320760916630301	0.0144125253592524
ADCK5	16.4962325266667	16.0928847666667	-0.0357136109969172	0.692621229699932
ADCY1	14.4884780033333	0.0177949013333333	-9.66922640057243	0.000254217103432643
ADCY3	102.405449303333	71.9706325133333	-0.508812244907419	0.0010116107509649
ADCY6	12.4140888833333	5.86403381333333	-1.08201305307454	0.00423869446990688
ADCY7	63.9128924833333	30.64682796	-1.06036922208598	6.46309105005742e-05
ADD1	94.0980096466667	76.92409634	-0.290728616802555	0.00428759856798776
ADD3	52.1981118966667	40.7042311866667	-0.358818852968797	0.00996099669467056
ADH5	19.33323799	103.563292333333	2.42135754524999	6.25089927815159e-07
ADI1	261.1685096	132.570472966667	-0.978221470391247	1.22573971670437e-05
ADIPOR1	211.000565533333	52.4678610033333	-2.00774098485391	1.72909077022097e-06
ADIPOR2	82.2353862333333	166.998894466667	1.02200732170295	0.000509605629299521
ADK	33.3517462466667	43.2685588533333	0.375556768986624	0.00249372491318361
ADM	336.476587833333	118.441755066667	-1.50632835146604	0.00155888108044907
ADM2	0.977284020666667	4.93708768933333	2.33681046171838	0.0048503466435838
ADM5	0.570169796666667	2.643073513	2.21275302865305	0.0389699910035618
ADNP	52.6467478433333	55.9321453133333	0.0873332527259938	0.0447195319860396
ADNP2	12.6369330266667	17.6362797733333	0.480899903369247	0.0248012353998983
ADO	26.8934920666667	34.1049366866667	0.342723485881581	0.00255242937267664
ADORA2A	3.37567848533333	0.317398016666667	-3.41081248357415	0.000278190372389067
ADORA2A-AS1	1.90914880866667	0.241796608666667	-2.98106364280418	0.0047491808806894
ADORA2B	0.54903852	0.397995541666667	-0.46415510100399	0.302184520128323
ADPGK	125.8241501	76.8989884533333	-0.710372327057768	8.69871343141541e-06
ADPRH	1.42769240066667	10.2217566423333	2.83988606317068	0.000107985006628463
ADPRHL2	55.5866967766667	40.7550079466667	-0.447762305312382	0.00358780325782956
ADPRM	7.39858200233333	3.697905185	-1.00054055890484	0.000161215080391843
ADRBK1	317.2839007	407.5739865	0.361287654776892	0.00310198475031869
ADRM1	350.1994672	313.170388433333	-0.161229082586802	0.0754361198475389
ADSL	189.846066433333	140.867588866667	-0.43049039566702	0.00277546079925026
ADSS	98.7284731566667	122.542642966667	0.311745751340661	0.0135101551159362
ADTRP	16.2101800566667	4.86904944133333	-1.73518806064841	0.000358055440332473
AEBP1	2.520568815	1.719196594	-0.552014812772048	0.0445128053321896
AEBP2	11.9011265366667	20.5709411766667	0.789509660002325	7.23146074217281e-05
AEN	71.9337776166667	53.32191601	-0.431940747965997	0.000102424098078276
AES	70.0369006266667	401.417630333333	2.51891683542595	5.37818608664341e-08
AFAP1-AS1	25.0525701233333	0.176320297666667	-7.15061624112561	7.20179576313011e-05
AFF1	40.6684491433333	38.1606504533333	-0.0918242134217584	0.193408306367583
AFF4	23.0133447466667	10.217620579	-1.17141141046746	0.000113455659921845
AFG3L1P	7.42933123533333	6.136083307	-0.275914279977009	0.0616801404980292
AFG3L2	115.6770672	227.336632166667	0.974727292592272	5.67618154000981e-05
AFMID	21.0189677633333	104.555888	2.31451058296068	0.000262472812167548
AFTPH	60.9171999466667	28.087944	-1.1168986050298	3.90955657976559e-05
AGA	32.9047271	4.07828408666667	-3.01226067695331	0.00104134514659808
AGAP1	17.35551205	0.028699087	-9.24017337376939	0.000158360860209568
AGAP2	14.6443353666667	8.611130608	-0.766068142545797	0.00681928931335672
AGAP3	43.7720897766667	65.3311131233333	0.577758957764956	0.00885603029024448
AGAP4	3.575061411	1.09512704633333	-1.70686977671593	0.00178403525108192
AGAP5	6.65265829433333	3.289925545	-1.01587599896091	0.00519379575212553
AGAP6	19.7940823733333	8.937041378	-1.14719997850969	0.00112030092715508
AGAP7	0.47851803	0.456974734333333	-0.0664588824461479	0.898366823108024
AGBL3	2.61575546033333	1.61985843433333	-0.691359937669645	0.0929476373784313
AGBL5	34.4820526233333	36.37324239	0.0770318797850701	0.212451154894601
AGER	0.426846686333333	0.703285234666667	0.720391949044153	0.0177123618539108
AGFG1	35.2769657033333	36.5267794433333	0.0502280823341643	0.422742476500877
AGFG2	4.150993861	5.619345139	0.436945214741971	0.00937974498360726
AGGF1	37.0680928666667	18.04605373	-1.03849450485593	0.00339372152089111
AGK	70.0720621766667	65.8082577266667	-0.0905707274351264	0.0770108018254775
AGL	4.12858020333333	17.14608437	2.05416151060411	0.00138105280132648
AGMAT	29.92304388	6.899744512	-2.11664209184611	0.00141097098377117
AGO1	11.8708227066667	13.4052843133333	0.175381893495581	0.12620864084128
AGO2	18.1360857266667	42.5567857766667	1.23052607565276	0.00562241836965146
AGO3	6.34936607366667	20.4323534766667	1.68617092454151	0.000422508223141747
AGO4	7.04360710133333	7.50297419266667	0.0911481593334297	0.404398608342095
AGPAT1	4.66811345066667	10.8175073433333	1.2124565712493	0.00284259250475547
AGPAT2	1.09874084766667	67.0579370566667	5.93148504821061	5.80411130800562e-05
AGPAT3	80.1287111566667	43.12656009	-0.893742624846976	1.06233232889643e-05
AGPAT4	0.380007897	0.123316636333333	-1.62366195654154	0.00822431060810827
AGPAT5	61.9792731266667	78.6548256633333	0.343749445626303	0.00226267528054198
AGPAT6	35.9619928533333	36.5485230733333	0.0233401372199271	0.323199115543719
AGPS	26.17599533	53.95927707	1.04362662362146	0.00100603276400254
AGRN	1.254811139	14.2039112	3.50074609974483	5.90434409101775e-05
AGTPBP1	33.84744352	51.5005905833333	0.605542104604071	0.000570485299658511
AGTRAP	98.2328321633333	70.10978924	-0.486589396319193	0.00384781290063754
AHCTF1	62.3405488566667	90.6643483333333	0.54036449892141	0.00594505457890736
AHCY	182.890140366667	197.109319333333	0.108018687360682	0.034037439604928
AHCYL1	16.4582706533333	48.9451420833333	1.57235292309222	4.10726640718076e-05
AHCYL2	9.51928003833333	9.69866206666667	0.0269332769865835	0.702476629137546
AHDC1	1.97643224733333	6.210355716	1.65177740531996	0.00507466759712275
AHI1	6.372559614	1.94144237633333	-1.71474407696773	0.00371118157227228
AHNAK	9.12953745766667	20.6446392666667	1.17715353592908	0.00496176771275425
AHRR	0.286755033	3.928145236	3.77595755852074	0.00263631735845848
AHSA1	245.931225566667	466.120520333333	0.92244810332729	8.58029627024722e-06
AHSA2	36.7948727733333	22.2252588133333	-0.727304526828829	0.00121189870205087
AIDA	47.30138671	54.6738441733333	0.208968337532435	0.0950887442722325
AIF1L	0.657788242666667	9.722695525	3.88566121605726	0.000591065588201436
AIFM1	53.4363788933333	87.8784711066667	0.717687523086259	0.000444061239453088
AIFM2	27.95224425	19.58970835	-0.512868200823626	0.000910629453345409
AIG1	11.2975742833333	15.1866441966667	0.426790068742336	0.000660150463811056
AIM1	0.348755149	1.09403916666667	1.64937796554819	0.0122721244495505
AIM1L	0.312953135	0.109964078666667	-1.50891430470105	0.0149358505123252
AIM2	27.6684001466667	0.329369004333333	-6.39239062114436	0.00160853342504638
AIMP1	69.9070268566667	64.2564786366667	-0.12159555765983	0.0165992803984347
AIMP2	66.05208266	80.88462619	0.29226146324284	0.0119904194613364
AIP	76.26123452	292.2478319	1.93817053109761	5.69732159516983e-07
AJUBA	0.442823707	1.74289987233333	1.97668532522369	0.0108485349741964
AK1	4.85861810133333	8.69916370433333	0.840330676149604	0.00229518328826703
AK2	101.87925358	211.464477733333	1.05355504178655	6.75012449588177e-05
AK3	50.6072539366667	36.6101917233333	-0.4670988637062	3.1485871263531e-05
AK6	49.29812876	46.5932416866667	-0.0814121780964521	0.267861270247982
AK7	0.0897121036666667	1.48036901933333	4.04451039658155	0.0111840100348058
AK9	1.40858163833333	0.278885457	-2.3364985721795	0.0117665635560712
AKAP1	52.2648446933333	50.36830797	-0.0533245944285515	0.304991851176548
AKAP10	24.7504580833333	10.6581561113333	-1.21549735724891	0.000271827026962985
AKAP11	9.499995321	7.798738857	-0.284685959910465	0.0470012449684374
AKAP13	18.5183701533333	15.71648095	-0.23667890668566	0.0420979685473663
AKAP2	0.678642730666667	0.401700964	-0.756530348487181	0.0680838720211799
AKAP3	0.544071775666667	0.340982124666667	-0.674100878202593	0.23769508503101
AKAP5	2.41070371166667	6.04995119933333	1.32746915830914	0.000442465390561717
AKAP6	0.317063596666667	0.047588994	-2.73607238308084	0.00169319297447671
AKAP8	40.95750792	34.9688899466667	-0.228055936694573	0.0173569660029278
AKAP8L	35.4938735566667	51.3868493066667	0.533829169790816	0.00288046922504879
AKAP9	25.8248256566667	31.2380201333333	0.274544408829246	0.0481809737396739
AKIP1	35.48360415	28.7661679933333	-0.302779505693837	0.016016933031154
AKIRIN1	77.8932203066667	79.81919199	0.0352379104852324	0.510144877026439
AKIRIN2	54.8654766133333	65.4110594533333	0.253635944087477	0.00963312782335269
AKNA	58.0216409666667	24.0566486733333	-1.27015542341032	0.000243206687091089
AKR1A1	125.516046	55.1809561033333	-1.18562945127933	9.07989634391749e-05
AKR1B1	504.622128233333	263.504548866667	-0.937375604205646	0.00166332821289995
AKR7A2	40.98782949	29.42370651	-0.478216599483791	0.00353778715624599
AKR7A3	0.834613499666667	1.358919567	0.703279905913688	0.203064500273817
AKR7L	0.381043623	1.132857327	1.57193810209996	0.0194414903955574
AKT1	64.24091108	95.6114769566667	0.573691452368987	0.000176764704318571
AKT1S1	32.8838923033333	18.3627394766667	-0.840599768054493	0.00514281385365566
AKT2	76.6364597766667	36.6673251033333	-1.06353589259393	0.00125149645222118
AKT3	16.3920554933333	0.400460802666667	-5.35519192559002	0.000789500699095298
AKTIP	32.4930237366667	21.3889616233333	-0.60326355903619	0.000299970133181857
ALAD	27.6056017633333	54.8329405533333	0.990081793635151	8.34882487016432e-05
ALAS1	42.3651427433333	69.3063508566667	0.710109829110894	0.00935292556765772
ALCAM	10.274865359	0.11441484	-6.48870149206383	0.00114541663613942
ALDH16A1	42.6745245266667	23.8030740733333	-0.842227175092835	0.0136310783701847
ALDH18A1	80.3551474266667	61.81249445	-0.378491957341644	0.0061743871210179
ALDH1A3	1.45012106133333	0.81411102	-0.832875893874258	0.145382176828114
ALDH1B1	51.5992396133333	53.7979560266667	0.0602015550863116	0.380522098225499
ALDH1L2	4.89192201266667	30.0470884233333	2.61875189027254	0.00157960758515876
ALDH2	0.530443573666667	12.8553843633333	4.59902964421808	0.000230647301548741
ALDH3A2	50.98850976	18.77190361	-1.44159721542284	0.000116272767583529
ALDH3B1	6.716289338	6.49828645033333	-0.0476050426019654	0.63687856363183
ALDH4A1	10.026506599	11.41483323	0.18709074738731	0.112674186712442
ALDH5A1	38.15104119	20.2075434833333	-0.916828478455405	0.000819372793904089
ALDH6A1	10.0660095026667	14.5955007666667	0.536031845162552	0.00812922378842483
ALDH8A1	0.703801271666667	0.536630926	-0.391237921429084	0.193666857895092
ALDH9A1	93.0120886666667	114.116977266667	0.295023299578435	0.0174935959141837
ALDOA	740.922118266667	892.790927866667	0.269000465047788	0.00514115031452271
ALDOC	12.69500711	133.345981233333	3.39284123765996	0.00168455601719507
ALG1	30.96640293	24.2926230533333	-0.350185531912355	0.000604346572854075
ALG10	14.0333326966667	13.0303428933333	-0.106982618207993	0.369701050404441
ALG10B	8.11431586933333	5.781722675	-0.488970053583337	0.00318554365739181
ALG11	5.63542025333333	5.52517440666667	-0.0285031962337465	0.809327186594521
ALG12	22.3695149033333	12.65806756	-0.821476798027504	1.88243540661882e-05
ALG13	12.4939973866667	13.41917115	0.103060431377773	0.129943044352291
ALG14	10.9132211916667	15.1661347033333	0.474776445511806	0.00767113855489486
ALG1L2	0.967836233	1.22333834266667	0.337988614231953	0.498069121981341
ALG1L9P	0.574444195	0.461888257	-0.314622879793604	0.244256390491545
ALG2	70.1031756533333	94.07102369	0.424270604590226	0.000240131981612014
ALG3	198.881472066667	125.534536833333	-0.663824549560419	0.00550879802676483
ALG5	69.6070693166667	45.1087549833333	-0.625826366350864	0.00563515361551853
ALG6	25.12864548	20.0114300333333	-0.328508640005987	0.0090187372123596
ALG8	120.615118	189.4896513	0.651708312692075	5.23792731900898e-05
ALG9	14.0735172666667	13.8951785	-0.0183985655572301	0.819762973127182
ALKBH1	8.28750317033333	21.68220044	1.3875017552523	0.00311541281142939
ALKBH2	49.44931804	65.82934025	0.412780114171815	0.000876438372583769
ALKBH3	32.3210032366667	27.70001605	-0.22258516751009	0.057786145612708
ALKBH3-AS1	0.972164817	0.259991867666667	-1.90273442577392	0.00610443943920926
ALKBH4	12.10304287	39.02204411	1.68891954698879	1.02837117341358e-05
ALKBH5	71.1640878433333	41.29817656	-0.785071301319101	0.00245055505058368
ALKBH6	35.7706085666667	22.7191849766667	-0.654863582337222	0.00280776790679867
ALKBH7	83.0271924966667	86.5271663366667	0.059569241427901	0.439930274196114
ALKBH8	12.5022945933333	20.4537266733333	0.710170824001648	0.00496479971058372
ALMS1	11.2587449766667	11.6987270823333	0.0553055435181898	0.725614292875815
ALMS1-IT1	0.948058320333333	0.941257701666667	-0.0103860456212428	0.934124882736534
ALOX12	3.64082581	2.92319984433333	-0.31671725654234	0.301870147942113
ALOX12B	0.734928738333333	1.74324101233333	1.24609577121904	0.00352844313711642
ALOX12P2	9.64879857666667	1.829743471	-2.39870791825758	0.000622985631952999
ALOX15P1	2.85936652566667	1.591994765	-0.844859970724839	0.0879458985473987
ALOX5AP	10.8944720206667	2.207891506	-2.30285509464237	0.00181675866340333
ALPK1	1.174662506	9.225605665	2.97339731432969	0.00501487787302138
ALS2	8.86307787433333	3.574365421	-1.31012065527314	0.00020375208966947
ALS2CL	0.334949061333333	0.109871472333333	-1.60812486365869	0.00189555554735026
ALS2CR12	0.367451002333333	0.478976597666667	0.382403282052657	0.532178185128243
ALX3	1.12415530133333	3.21881100533333	1.51768651376552	0.00682594679397216
ALYREF	374.410379233333	489.723367866667	0.387346608784884	0.0241228405066812
AMACR	0.832676780333333	0.532735157333333	-0.644338100865569	0.0418144850559889
AMBRA1	15.7818015666667	20.7974682966667	0.398146012721167	0.000647374205085709
AMD1	195.819851666667	149.774848366667	-0.38673165582053	0.00131006349050303
AMDHD1	1.61548373633333	1.54564292033333	-0.0637591650789707	0.751557336959475
AMDHD2	48.98560624	4.12893521533333	-3.56851620767397	0.000604553625401449
AMER1	6.01285723433333	8.55888794833333	0.509372655762057	0.0150344356448327
