siIRF4 MM1S	siIRF4 KMS12PE	LOG2_FOLD_CHANGE	P_VALUE
ACRC	3.43499874066667	1.374729892	-1.32116138548944	8.21554282783028e-05
ACRV1	1.04802781033333	2.34461094466667	1.16167154701741	0.00719758934225333
ACSBG2	0.498204023666667	2.11741328433333	2.08749430879342	0.0247212254020532
ACSF2	7.53278216666667	8.628450761	0.195918736636752	0.0469626999168751
ACSF3	15.27000948	10.53693233	-0.535246048740406	0.0033551446134467
ACSL1	9.36814400366667	19.0110400366667	1.02100230194006	0.000915284153815264
ACSL3	35.07407186	49.30049694	0.491197261432378	0.00265576850860412
ACSL4	27.4635675933333	42.12576076	0.617183692800633	0.00847822318762145
ACSL5	55.48571599	26.5356617033333	-1.06418389311105	5.53053939947651e-05
ACSM3	4.953829869	20.33403013	2.03727995277439	0.00607187046822243
ACSS1	279.7122941	60.00253159	-2.22084838907364	0.000723376794983776
ACSS2	21.65666382	16.3848149833333	-0.402451632708977	0.0140961278011577
ACTA1	0.811786750333333	0.862507749	0.0874366252719023	0.712786828080492
ACTA2	1.52789330133333	0.504544739666667	-1.59848968924418	0.000648177403107542
ACTB	5521.92915	3251.541421	-0.764048575097978	0.00453178136074173
ACTG1	3653.803113	1835.682872	-0.993082051842576	0.000420985077852516
ACTL10	2.78044441066667	6.74560575566667	1.27863250938664	0.00139772425714308
ACTL6A	198.7360812	141.458946766667	-0.490470397613194	0.000398839855491208
ACTL8	0.261223581333333	0.567068501333333	1.11823788327402	0.0713599714154772
ACTN1	5.396360429	6.25050822633333	0.211986788769522	0.109128905134302
ACTN4	130.845959133333	96.6144018133333	-0.437559205510334	0.00313647126270931
ACTR10	31.5080775333333	28.0387609333333	-0.168299134619509	0.0862597951576841
ACTR1A	70.2921483	44.08331378	-0.673130871293169	8.34409120708308e-05
ACTR1B	101.611049553333	61.1288387	-0.733132229760314	4.39093538618925e-05
ACTR2	415.0992761	401.102719766667	-0.049484667296875	0.296068437262417
ACTR3	241.134402933333	161.470652	-0.578565524062495	0.000436267682012841
ACTR3B	12.6558600633333	18.1987307233333	0.524032279637448	0.000736039915527426
ACTR3C	7.21971326133333	5.83066486033333	-0.308281139314385	0.210212634960881
ACTR5	17.5822739533333	24.47422769	0.47714166538463	0.00244211625555787
ACTR6	28.4668427933333	45.11604684	0.664358166170455	0.000165390006855434
ACTR8	24.8722138233333	29.38464941	0.240527761033967	0.00154041985782408
ACVR1	5.15073804933333	6.21586121066667	0.271175120340353	0.209706051772942
ACVR1B	2.76567872	9.15504816233333	1.72693390270678	0.0003265575719405
ACVR1C	2.148779623	1.33887348733333	-0.682497884640757	0.0493371909449163
ACVR2A	3.87484249333333	7.73806985633333	0.997836084798264	3.37814805944177e-05
ACVR2B	3.02966226933333	6.09049314833333	1.00740206946298	0.00978995529826356
ACVR2B-AS1	0.192054376666667	0.568774264666667	1.56634134743474	0.0212190753459871
ACY1	1.47508782633333	2.95879373466667	1.00420827124467	0.0434506411342966
ACY3	5.334906807	2.93695453266667	-0.861142138196103	0.0500844236346809
ACYP1	27.22239483	55.4584482633333	1.02661325976184	0.00224028780324975
ACYP2	31.11339534	10.9612655733333	-1.5051214621762	0.000212771224497459
ADA	231.0344525	87.96324804	-1.39313522462487	0.00312609930151817
ADAL	8.374938171	7.386171844	-0.181251711470928	0.0547842792108016
ADAM10	196.799037933333	157.4281556	-0.322029581943913	0.00538023736272363
ADAM11	1.12137999166667	10.3894376466667	3.21177042818164	1.67780171179443e-06
ADAM15	123.723930966667	104.484771033333	-0.243831896162122	0.00347055370026984
ADAM17	30.7445359566667	38.0809415866667	0.308739119429127	0.00828446549827228
ADAM19	0.290584167	0.0924206626666667	-1.65266875834121	0.107410465257509
ADAM1A	4.654222801	7.08988265633333	0.60722147456864	0.00537945842237149
ADAM22	3.95247771466667	24.8846473533333	2.65442670901823	0.00301019538595114
ADAM8	224.868971366667	1.493587201	-7.23415932394176	0.00422042835358267
ADAM9	42.87668076	70.6667916866667	0.720839185456232	0.000144130833752131
ADAMTS13	0.179264495333333	2.64335025066667	3.88220591329909	0.00599624135279059
ADAMTS17	0.418616697666667	5.79565489166667	3.79126992699363	0.000329770479735225
ADAMTSL2	1.22203437833333	23.8640115166667	4.28747980221369	0.000509862043371907
ADAMTSL5	0.491646972333333	3.200521748	2.70261244834258	0.00561891752962386
ADAP2	0.354692054333333	4.28442204433333	3.59446168515271	0.004525124980208
ADAR	248.844053466667	189.303740533333	-0.394538993732928	0.00621753391697288
ADAT1	7.73280731533333	8.470339287	0.131427494465729	0.101842315392409
ADAT2	8.19276770166667	17.8918251966667	1.1268777541408	0.00017693887409869
ADAT3	15.6041747966667	14.9203513733333	-0.0646505531449491	0.604809703209386
ADC	2.01777557066667	0.445856905	-2.17811305245991	6.61876026811673e-06
ADCK1	4.651248227	8.907401301	0.937386657164179	0.00353717487442365
ADCK2	56.4869177166667	20.8638455533333	-1.4369116852297	1.32484307921858e-06
ADCK3	140.141653333333	135.6389302	-0.0471145109471967	0.236078579842316
ADCK4	14.9148160666667	8.41368245033333	-0.825936912126811	0.000169011886835831
ADCK5	15.15373601	16.0928847666667	0.0867494424843549	0.285389662172019
ADCY1	9.156527371	0.0177949013333333	-9.00719281359187	0.00292871153545368
ADCY3	103.44541156	71.9706325133333	-0.523389411587361	0.0175315418672683
ADCY6	12.52362119	5.86403381333333	-1.09468644861594	2.03778948397879e-05
ADCY7	89.6674566133333	30.64682796	-1.54884671845314	0.00203356905311291
ADD1	103.628252513333	76.92409634	-0.429909887553106	0.00194065733528559
ADD3	47.01057939	40.7042311866667	-0.207806691593015	0.0321331157899042
ADH5	21.53818716	103.563292333333	2.26554400471896	5.08072596284249e-07
ADI1	245.930901966667	132.570472966667	-0.891493541362355	9.14089245968889e-05
ADIPOR1	197.3678893	52.4678610033333	-1.91138140925811	2.06835919453373e-06
ADIPOR2	67.9963437733333	166.998894466667	1.29630947357755	0.000969621240445897
ADK	34.1642088533333	43.2685588533333	0.34083335123692	0.00342004453688474
ADM	242.013853566667	118.441755066667	-1.03091186026109	8.23615384184524e-06
ADM2	1.15436447433333	4.93708768933333	2.09656146295537	0.00574960590417364
ADM5	0.505810541666667	2.643073513	2.38554754203598	0.0367011208911921
ADNP	55.6080004533333	55.9321453133333	0.00838520508119953	0.91689782021464
ADNP2	11.48164645	17.6362797733333	0.619216731415111	0.0129433777875967
ADO	27.5518236833333	34.1049366866667	0.307832768934294	0.00394084603984849
ADORA2A	3.12968053533333	0.317398016666667	-3.30165038210526	0.00486239798312907
ADORA2A-AS1	2.30379125466667	0.241796608666667	-3.25214408561836	0.00550827912998484
ADORA2B	0.861182588333333	0.397995541666667	-1.11356688109176	0.0800335000619804
ADPGK	129.8723091	76.8989884533333	-0.756057331512427	0.00291326154700382
ADPRH	2.83104410733333	10.2217566423333	1.85223701789644	0.00251837333697827
ADPRHL2	58.0078623333333	40.7550079466667	-0.509271107490813	0.00131849480827019
ADPRM	10.2929116353333	3.697905185	-1.47687100689205	0.0180215735904276
ADRBK1	347.3777111	407.5739865	0.230556785167058	0.00715660420121519
ADRM1	285.029683566667	313.170388433333	0.135835633967778	0.0431860261279844
ADSL	169.434033	140.867588866667	-0.266383976300054	0.00316563121740291
ADSS	95.4986902	122.542642966667	0.359731021122416	0.00206372008713622
ADTRP	31.27184183	4.86904944133333	-2.6831521375267	0.00172314297002351
AEBP1	2.495774057	1.719196594	-0.53775280292314	0.0464919833069481
AEBP2	13.20531762	20.5709411766667	0.639488800359764	0.000506945407800299
AEN	62.8416861833333	53.32191601	-0.236993270348162	0.00164420536237883
AES	74.2491242166667	401.417630333333	2.43465806726482	3.54134734632255e-07
AFAP1-AS1	18.8416706966667	0.176320297666667	-6.73958452000105	0.00408228426903393
AFF1	41.5752704666667	38.1606504533333	-0.123639886471341	0.161421844030435
AFF4	28.18530262	10.217620579	-1.46388378866801	0.00115331741907345
AFG3L1P	6.51131435333333	6.136083307	-0.0856307208153155	0.488308672823576
AFG3L2	108.324117433333	227.336632166667	1.06947569096575	2.60061726291262e-06
AFMID	27.5110653666667	104.555888	1.92619039444321	5.39891769181426e-05
AFTPH	73.4803167733333	28.087944	-1.38740682093654	5.36618464514263e-05
AGA	32.1589231566667	4.07828408666667	-2.97918491883353	0.000230519824043555
AGAP1	21.5541678733333	0.028699087	-9.55274630975885	0.00114805652183834
AGAP2	17.88211077	8.611130608	-1.05424246409763	1.55431068509245e-06
AGAP3	41.4916058366667	65.3311131233333	0.654950726381926	0.00197147657013027
AGAP4	3.842851298	1.09512704633333	-1.81107890388269	9.2272593315797e-05
AGAP5	6.39796364366667	3.289925545	-0.95955785999002	0.00825522440599281
AGAP6	19.5345793666667	8.937041378	-1.12816098162181	3.91154201090362e-05
AGAP7	1.749100207	0.456974734333333	-1.93642663702693	0.000413715516599974
AGBL3	3.973989118	1.61985843433333	-1.29472018610832	0.0268061116768341
AGBL5	33.4006957266667	36.37324239	0.122999382576563	0.162794346826784
AGER	0.714521835	0.703285234666667	-0.02286817063666	0.775640342932853
AGFG1	32.9348184933333	36.5267794433333	0.149340957932489	0.0765821212439707
AGFG2	2.4867369	5.619345139	1.17614813643404	0.00120493742064854
AGGF1	39.5082478433333	18.04605373	-1.13047047912458	0.000536461748620115
AGK	54.52488867	65.8082577266667	0.271353707882098	0.0235978030353397
AGL	5.61872013233333	17.14608437	1.6095657007715	0.00042416496342797
AGMAT	42.14780097	6.899744512	-2.6108425146062	1.83545888033135e-06
AGO1	12.1448997466667	13.4052843133333	0.142451236925278	0.233329662325576
AGO2	15.89474501	42.5567857766667	1.42083931891434	0.00114667990976762
AGO3	6.88597184533333	20.4323534766667	1.56912320149147	9.46729057357725e-05
AGO4	15.5478375766667	7.50297419266667	-1.05117944044296	0.000199863821140005
AGPAT1	5.35757411966667	10.8175073433333	1.01371629091625	0.00171552699913848
AGPAT2	1.412296052	67.0579370566667	5.56929365152597	5.72412384772982e-05
AGPAT3	88.8516902466667	43.12656009	-1.04282257447318	9.74702688087175e-05
AGPAT4	0.805421820666667	0.123316636333333	-2.70737711544323	0.00344175603463196
AGPAT5	64.6550815966667	78.6548256633333	0.282771517388363	0.00813201080191225
AGPAT6	39.5238113166667	36.5485230733333	-0.112908965995402	0.123347633517993
AGPS	23.2836646833333	53.95927707	1.21255287356263	0.00054673006966056
AGRN	1.10136373966667	14.2039112	3.68892532458972	0.000682813088923886
AGTPBP1	37.0755584566667	51.5005905833333	0.474120552831085	0.000999637838481212
AGTRAP	135.531720366667	70.10978924	-0.950942741996462	0.000125101177481734
AHCTF1	50.8673739166667	90.6643483333333	0.833794740242883	0.00147031883358615
AHCY	162.044427333333	197.109319333333	0.282606581056901	0.000812068307320577
AHCYL1	17.4813011566667	48.9451420833333	1.48535310561079	6.18526766982924e-05
AHCYL2	9.46168001566667	9.69866206666667	0.0356893696084816	0.508810547569173
AHDC1	2.496323074	6.210355716	1.31487124552444	0.00379276406292053
AHI1	6.16394067333333	1.94144237633333	-1.66672408881344	0.000797585967778049
AHNAK	6.218896074	20.6446392666667	1.73103679672106	0.00196823316309384
AHRR	0.446256027333333	3.928145236	3.13790471158457	0.00201080201371577
AHSA1	186.0820415	466.120520333333	1.3247641972264	2.81340817488135e-07
AHSA2	50.9267550766667	22.2252588133333	-1.19622357595527	0.00114508253983981
AIDA	49.4981364933333	54.6738441733333	0.143476604844869	0.0506165365175798
AIF1L	0.382580640666667	9.722695525	4.66752056534949	0.000943385521684542
AIFM1	50.8796014733333	87.8784711066667	0.788422399826895	0.000478341002062556
AIFM2	17.25014276	19.58970835	0.183487617535898	0.113504043936786
AIG1	8.77675202333333	15.1866441966667	0.791044060337059	0.000690903649691519
AIM1	0.574657517666667	1.09403916666667	0.928890082574439	0.037107012297331
AIM1L	0.258336282	0.109964078666667	-1.23221795295849	0.262305205170056
AIM2	41.7460481966667	0.329369004333333	-6.98579102918362	0.000361336010964507
AIMP1	62.03840577	64.2564786366667	0.0506803076162511	0.0974926350746219
AIMP2	55.8045384666667	80.88462619	0.535483056230004	0.000679810780604414
AIP	87.7152083766667	292.2478319	1.7362934127717	4.0420635980462e-07
AJUBA	0.367098501	1.74289987233333	2.24725056211195	0.00428187814942385
AK1	5.004429157	8.69916370433333	0.797671200130655	0.00407508222662625
AK2	83.7305615466667	211.464477733333	1.33658913078503	1.09259147790005e-06
AK3	54.9967634366667	36.6101917233333	-0.587101389543435	3.79873330562147e-06
AK6	40.7900966533333	46.5932416866667	0.191901782622482	0.0782257806255192
AK7	0.0811758506666667	1.48036901933333	4.18876244056821	0.00934879616399017
AK9	2.07267353033333	0.278885457	-2.89374828402752	0.00420939925161706
AKAP1	43.7259840066667	50.36830797	0.20402541631628	0.0358453006937628
AKAP10	27.78714919	10.6581561113333	-1.38245995978718	7.81171824205534e-05
AKAP11	9.33600076133333	7.798738857	-0.259563835726666	0.11923305789073
AKAP13	29.0988531933333	15.71648095	-0.888684074197452	0.000160881614900738
AKAP2	0.889381025666667	0.401700964	-1.14667970254992	0.0124676175373203
AKAP3	1.12958777566667	0.340982124666667	-1.72802836521793	0.0115327664096619
AKAP5	3.21573356133333	6.04995119933333	0.911775627844642	0.00131763298480997
AKAP6	0.592766669333333	0.047588994	-3.63876446634005	0.00369249257806788
AKAP8	41.5201701766667	34.9688899466667	-0.247740356996305	0.0121175716518733
AKAP8L	42.9716098566667	51.3868493066667	0.258015372386268	0.0256835373020398
AKAP9	34.88357618	31.2380201333333	-0.159244930986824	0.0980264585822718
AKIP1	32.10458359	28.7661679933333	-0.158406237270427	0.134289144181861
AKIRIN1	87.7838253466667	79.81919199	-0.137219465224363	0.0949090473148442
AKIRIN2	67.9037067833333	65.4110594533333	-0.0539557499006921	0.496293428751655
AKNA	87.2351466166667	24.0566486733333	-1.85847383197812	0.00270550625093891
AKR1A1	147.592008933333	55.1809561033333	-1.41937225259782	1.87425080264669e-05
AKR1B1	461.8607814	263.504548866667	-0.809630178647092	2.50941094448243e-06
AKR7A2	37.640295	29.42370651	-0.355298940396636	5.07983513749502e-05
AKR7A3	0.557962782333333	1.358919567	1.28421926843956	0.0646616180282903
AKR7L	0.423939483666667	1.132857327	1.41803593499815	0.0289312482348266
AKT1	56.1244442733333	95.6114769566667	0.768554551206075	7.48226940823778e-05
AKT1S1	40.22201525	18.3627394766667	-1.13120406129922	0.000414493974348697
AKT2	81.3734561733333	36.6673251033333	-1.15006324287695	0.00173187011757712
AKT3	19.3212788766667	0.400460802666667	-5.59238574145915	0.00297985119473536
AKTIP	39.0586246166667	21.3889616233333	-0.868774702824204	0.000963835135252223
ALAD	31.24961429	54.8329405533333	0.811204460948825	0.000115736487870702
ALAS1	41.2530330533333	69.3063508566667	0.74848736438324	0.0038633362027626
ALCAM	8.61349594133333	0.11441484	-6.23425280816217	0.000800608253407988
ALDH16A1	38.1633085466667	23.8030740733333	-0.681038346452307	3.22465681069459e-05
ALDH18A1	72.75558512	61.81249445	-0.235159515165053	0.00630310574329766
ALDH1A3	1.471813301	0.81411102	-0.854297224866038	0.14055652112494
ALDH1B1	44.4780946266667	53.7979560266667	0.274456374227522	0.0216714173182972
ALDH1L2	2.40330248966667	30.0470884233333	3.64413505127845	0.00112822952305217
ALDH2	1.049250505	12.8553843633333	3.6149416832776	9.5543776136113e-05
ALDH3A2	46.2533255733333	18.77190361	-1.30098214031465	0.000940705815618779
ALDH3B1	13.91521304	6.49828645033333	-1.09853175081988	5.73512250263689e-05
ALDH4A1	8.89624890233333	11.41483323	0.359640724071899	0.00594275046617473
ALDH5A1	29.51982607	20.2075434833333	-0.546790268996279	0.00559291191718779
ALDH6A1	12.9029472033333	14.5955007666667	0.177823076199898	0.112217730332541
ALDH8A1	1.138294804	0.536630926	-1.08487214134576	0.023309202960845
ALDH9A1	103.248249966667	114.116977266667	0.144396109882824	0.00394048575101463
ALDOA	593.988687233333	892.790927866667	0.587886912685718	0.000294517529730265
ALDOC	15.7952913733333	133.345981233333	3.07760789013943	0.00170524170098716
ALG1	31.5761953066667	24.2926230533333	-0.378319071012815	0.00321679524751858
ALG10	11.7448435033333	13.0303428933333	0.149847558928993	0.197210616111739
ALG10B	7.67414879433333	5.781722675	-0.408507327234231	0.0208242098033198
ALG11	6.50922459666667	5.52517440666667	-0.236465689286736	0.24215755225589
ALG12	22.9027771566667	12.65806756	-0.855465375001772	0.0166950390402156
ALG13	13.75068923	13.41917115	-0.0352083684646971	0.65291283771017
ALG14	10.4507358316667	15.1661347033333	0.537248916488349	0.00616013961206658
ALG1L2	0.822232473666667	1.22333834266667	0.573205213245991	0.307792172577288
ALG1L9P	0.938309632333333	0.461888257	-1.02252020781208	0.0498745413324193
ALG2	72.7603930466667	94.07102369	0.370597067619018	0.00292833562595406
ALG3	159.625230233333	125.534536833333	-0.346604370362368	0.0188371499958886
ALG5	56.1995970966667	45.1087549833333	-0.31715231984337	0.00569799635219424
ALG6	22.3062366266667	20.0114300333333	-0.156622864222955	0.084781553980271
ALG8	97.9973747433333	189.4896513	0.951304053442268	4.45350095861221e-05
ALG9	11.7789225566667	13.8951785	0.238376788990366	0.0206210987232888
ALKBH1	8.316087757	21.68220044	1.38253428979827	0.000337529571616476
ALKBH2	43.8660769333333	65.82934025	0.58562505110599	0.00250615961411941
ALKBH3	31.2828421633333	27.70001605	-0.175484780641807	0.0921491379104235
ALKBH3-AS1	1.29643363566667	0.259991867666667	-2.31800995388928	0.0272442235665491
ALKBH4	12.8785687466667	39.02204411	1.59931708413075	5.08788808652238e-07
ALKBH5	76.2530110733333	41.29817656	-0.884716224043597	0.000151176154573112
ALKBH6	32.07560723	22.7191849766667	-0.49756549670574	0.00851790275266249
ALKBH7	96.6718878866667	86.5271663366667	-0.159943259177019	0.0883881516225459
ALKBH8	10.138507166	20.4537266733333	1.01251848661837	0.000457611141538028
ALMS1	9.50997082566667	11.6987270823333	0.298838740909981	0.141919629380634
ALMS1-IT1	0.667685751333333	0.941257701666667	0.495420511516471	0.199901719863235
ALOX12	5.080066808	2.92319984433333	-0.797299007765007	0.0475081456286872
ALOX12B	0.860917779666667	1.74324101233333	1.01782467607163	0.0221662727336514
ALOX12P2	10.4480220333333	1.829743471	-2.51351654166028	0.00204988776328056
ALOX15P1	5.67117076466667	1.591994765	-1.83281100612208	0.0579063192577872
ALOX5AP	28.3397260833333	2.207891506	-3.68208462789817	2.72385537800982e-06
ALPK1	1.68589348266667	9.225605665	2.45213024035898	0.00480125400294951
ALS2	7.49713361166667	3.574365421	-1.06865197952136	0.00275616943156603
ALS2CL	0.311775242666667	0.109871472333333	-1.50468952639234	0.0989095045066383
ALS2CR12	0.783007075	0.478976597666667	-0.709070174304449	0.252899582082901
ALX3	1.22054915933333	3.21881100533333	1.39899746762634	0.00305338818914943
ALYREF	274.6141586	489.723367866667	0.83456102789228	0.00464307948348282
AMACR	1.03315306066667	0.532735157333333	-0.955563605572224	0.0117661124657085
AMBRA1	17.8630749933333	20.7974682966667	0.219427466995342	0.0148542418013641
AMD1	158.908868933333	149.774848366667	-0.08540427291895	0.0978752963711332
AMDHD1	1.94423768166667	1.54564292033333	-0.330997536704557	0.292291084789145
AMDHD2	52.3292139166667	4.12893521533333	-3.66377489978466	0.00206788119046704
AMER1	6.871551548	8.55888794833333	0.316787474002884	0.0489394256170637
