siIRF4 KMS12BM	CTRL KMS12BM	CTRL MM1R	siIRF4 MM1R	CTRL KMS12PE	siIRF4 MM1S	CTRL MM1S	siIRF4 KMS12PE
AAR2	39.8111017266667	38.7926999633333	39.7137803033333	40.97518598	53.5248244633333	47.6698816033333	45.8036977233333	50.10535064
AARD	0.0830536866666667	0.0197224863333333	0.0222663943333333	0	0	0	0	0
AARS	141.9750372	163.7371283	203.974194433333	140.2814876	129.8887585	105.562467766667	153.8447347	90.6348861566667
AARS2	33.33875706	33.3579259833333	29.73413848	23.8933247233333	25.4616042033333	17.70969249	22.9435346833333	23.9419800933333
AARSD1	0.303656845	0.444917251666667	0.221360528666667	0.236863022	0.157685600333333	0.109484272333333	0	0.287260181
AASDH	9.14086035133333	8.517299501	7.072427097	7.952069535	12.6508446933333	10.44569157	8.38620275233333	13.77350871
AASDHPPT	92.34137944	89.6434874766667	55.2098874566667	56.8417842266667	162.255941666667	68.07560019	70.6080938733333	135.652342
AASS	4.60447519866667	3.51235252966667	23.5485684733333	24.0463149333333	7.872664695	10.1116013633333	9.77731334833333	6.44791148266667
AATF	152.606361066667	167.3355416	125.574995566667	109.025787133333	120.979132166667	88.5790465966667	110.339263233333	106.668996433333
AATK	0.011973064	0.0230060503333333	0	0	0.006662007	0.070833597	0.0179706153333333	0
AATK-AS1	0.0187226236666667	0	0	0	0	0	0	0.0246971806666667
ABAT	3.535179651	1.600523034	0.946831094666667	2.184106072	16.8208976466667	2.62643517366667	1.09047144433333	36.55265713
ABCA1	0.0758069393333333	0.0330799386666667	0.972849956333333	2.81874016633333	6.68441051333333	1.17504199866667	0.329934212333333	7.386552614
ABCA10	0.057778568	0.015298937	0.728082977	0.852482914	0.0280314183333333	0.367100429666667	0.370535906	0
ABCA11P	9.591519331	9.604324995	3.042639005	4.05071574266667	9.250975854	8.62667673966667	7.46348725333333	8.00088472866667
ABCA12	0.0411146746666667	0.0347702316666667	0.036630152	0.0401872353333333	0.191303289	0.125531655333333	0.145473113333333	0.125199606333333
ABCA13	0.212669944666667	0.0894198133333333	0.0110604373333333	0.034873097	0.013887162	0.011889975	0.009214732	0.00333333333333333
ABCA17P	2.34559855433333	2.359700579	0.080864751	0.112938086666667	0.901086904	0.00888619133333333	0.049235774	1.14877431333333
ABCA2	50.11076114	38.58922547	0.952616139	0.783489164	11.1842906603333	1.05324241966667	0.868675840333333	17.4843581533333
ABCA3	51.7923641066667	51.71719839	0.323670225	0.479173276	21.4440549866667	0.435197704	0.366407703	24.38477983
ABCA4	0.0270326066666667	0.0138246176666667	0	0.0183646906666667	0.00960843833333333	0.0202627266666667	0.0152226616666667	0.00456302766666667
ABCA5	0.0836977156666667	0.00657070466666667	6.81586426866667	6.315281691	2.55414204166667	6.21005840933333	7.01912115766667	1.53977839233333
ABCA6	0.037389321	0.0124699706666667	0.313406119666667	0.475356592666667	0.0407937623333333	0.241022993	0.132709685333333	0.0193372686666667
ABCA7	12.6417585933333	12.6495190233333	61.61599865	67.55471202	7.24855836733333	22.9260812333333	19.4405986166667	10.3106804533333
ABCA8	0.0189593003333333	0.00586681566666667	0	0.00943749366666667	0.0238568643333333	0.0880059773333333	0.162493441666667	0.0205762513333333
ABCA9	0.023541324	0.011180562	0.202366410666667	0.516199296	0.0114824113333333	0.232407051333333	0.114344066333333	0.00476726633333333
ABCB1	0.106881426666667	0.073756541	0.237368774666667	0.640158245333333	0.060744959	1.10837808733333	0.257045754	0.015345978
ABCB10	83.3866155166667	89.36046376	74.67571458	59.22592972	95.63564426	79.19936542	87.30225532	85.8102472466667
ABCB11	0.0310646876666667	0.00643318166666667	0.015737673	0.079527513	0.014739646	0.008275306	0	0.00699982766666667
ABCB4	0.200844605	0.161030504666667	0.0195623316666667	0.073909179	0.0449819773333333	0.00990837166666667	0	0.0332118156666667
ABCB5	0.0102491636666667	0.013674053	0.00514593433333333	0.016824501	0.00474322466666667	0	0	0.00388697533333333
ABCB6	4.01687403766667	3.65873902533333	32.6457297133333	20.2727519733333	2.49338261866667	21.6309721666667	38.0916665666667	3.11104303366667
ABCB7	48.0079622166667	44.5188693766667	29.21095688	29.6771169933333	53.0408720666667	31.8415202033333	31.9611793733333	52.34771505
ABCB8	37.90462051	38.6164394166667	47.8208365633333	46.4346911366667	14.8088868733333	42.17737853	44.3707003033333	14.4231430366667
ABCB9	9.767991988	8.852328738	3.93043288833333	3.125837036	25.6287534133333	2.58868731066667	3.518399866	23.1231533266667
ABCC1	48.2660667766667	56.5553501366667	15.9701290666667	16.7685703	51.4392993833333	21.0648056566667	21.4789370933333	58.4876989966667
ABCC10	14.1431015633333	12.21438896	17.50209759	22.0038112366667	9.147497647	16.5653545633333	13.5194051566667	11.32061233
ABCC11	0.093761077	0.0340884863333333	0.023688137	0.194500452666667	0.0882428256666667	0.0760195256666667	0.020267486	0.052847222
ABCC12	0.0477917586666667	0.01874179	0	0.00635312866666667	0	0	0.00621043333333333	0
ABCC13	0.062571814	0.0993415003333333	0	0.048446232	0	0.012415628	0	0.0457239093333333
ABCC2	0.143266941	0.194538177666667	1.41896053766667	1.61712149833333	0.184007439333333	1.229205512	0.686641255333333	0.155723827666667
ABCC3	0.492645561	0.178708124	0.00754463666666667	0.160959632	0.272109153	0.327943611666667	0.201675037	0.0688735213333333
ABCC4	0.175300120333333	0.109824404	7.60520902833333	6.34575758566667	7.42597781466667	6.30203155833333	7.25243024233333	6.04848169466667
ABCC5	17.21773695	18.24373319	17.7928067733333	24.0729794733333	10.3346811576667	18.3833642866667	15.48129226	9.738234124
ABCC5-AS1	1.39101640066667	0.431835075	1.026708356	1.65938308633333	0.154265830333333	0.479060465	0.136867883666667	0.294183363
ABCC6	0.277295614333333	0.216174264	0.0525469466666667	0.156916551666667	0.0517832176666667	0.108712133	0.0952067786666667	0.0762228113333333
ABCC6P1	0.225216563666667	0.145464680333333	0.0145990383333333	0.165443425666667	0	0	0.011782496	0.0142978906666667
ABCC6P2	0	0	0	0.0401294	0	0	0	0
ABCC8	0.110409337333333	0.0608018316666667	0.024228948	0.138581646333333	0	0.04572592	0.0179239213333333	0
ABCC9	0.078286916	0.030175886	0.00418099833333333	0.0301982836666667	0	0.009339302	0.005214925	0.00354981633333333
ABCD1	47.86544355	40.4703683033333	4.671469508	7.08776064333333	16.8114548333333	7.13596792966667	3.780549111	22.5541380666667
ABCD2	0.964514822666667	1.416251724	1.787824833	2.58290943333333	12.83199374	3.094046951	1.91248438133333	14.8331305166667
ABCD3	37.2937276733333	36.3136808466667	15.4518167833333	14.9448258	26.9457779266667	14.56722365	18.15542273	22.6469128666667
ABCD4	29.7786709833333	28.33653671	6.90890099233333	9.27733008566667	13.67699478	7.90630560766667	5.223568784	14.9843280866667
ABCE1	91.36408835	97.2393873066667	117.447123433333	107.151915533333	140.861298333333	140.865677533333	162.695864466667	115.4876804
ABCF1	25.1338990466667	26.43444737	15.8953379166667	14.1473392433333	31.5198062466667	12.40614604	14.7292574266667	28.4994893733333
ABCF2	101.710460313333	127.726140266667	86.5718195733333	75.6877929066667	124.381473566667	68.79331659	82.9759417933333	100.138467623333
ABCF3	68.46466417	66.8923082133333	78.6475457166667	78.3428270666667	68.6876268966667	73.34897743	69.5347885566667	62.81457646
ABCG1	1.37492810233333	0.806422272666667	2.16997984766667	6.170106386	0.049507675	7.86908447866667	1.993328186	0.028407816
ABCG2	1.63268761466667	1.82740262166667	14.30656873	27.75979512	21.55256811	16.9865627933333	6.34852850366667	14.09239877
ABCG4	0.0188637533333333	0.0234692886666667	0.0202123406666667	0.024698037	0.154905830666667	0.0493930473333333	0.0197756913333333	0.233667122666667
ABCG5	0.0252293236666667	0.033740808	0	0.0561494483333333	0.012843396	0.014421382	0.0518278773333333	0.0231615776666667
ABCG8	0.014860326	0.01152662	0.140418746	0.116656081333333	0.013394009	0.054831241	0.0496758286666667	0
ABHD1	12.7225415333333	11.84182812	1.40814859466667	1.91317194766667	5.379452806	0.913257809	1.08912837733333	7.768749244
ABHD10	17.0384471533333	15.8520626666667	27.77124578	24.6570625033333	21.02579899	23.86171415	27.0119816833333	20.58960929
ABHD11	27.60744731	25.9721075466667	35.84694049	25.4136151833333	43.8849773333333	24.1694960966667	32.6208450766667	42.7815542533333
ABHD12	61.1463087966667	56.6350454566667	303.3327707	259.809083666667	45.8558127	136.235876866667	148.228159966667	45.09017805
ABHD12B	1.37654802933333	1.37995276866667	0	0.0165874453333333	0.607048559666667	0.0217888576666667	0.173331348333333	0.573554468666667
ABHD13	17.41519219	17.18566991	10.0378763103333	10.0738454916667	24.9565026266667	14.4631734066667	13.49347229	19.5063487466667
ABHD14A	37.6959880166667	45.5832528066667	18.31002975	15.65439109	42.8201581	14.7200823433333	16.8853592766667	34.8926599533333
ABHD14A-ACY1	0.0157134526666667	0.0328010693333333	0	0	0.0187285283333333	0	0	0
ABHD14B	90.1236557533333	83.38047477	53.9047367666667	63.9371027	44.5619923366667	49.1462512766667	42.1083401466667	51.8838458333333
ABHD15	60.1484455166667	54.94406649	17.7290554866667	18.7771202566667	19.3189233533333	23.8939309833333	16.2363522	20.3202434966667
ABHD16A	3.84814107366667	3.665506334	4.900759433	5.28634280133333	4.59035059066667	5.076302848	5.24814111466667	4.76749155633333
ABHD16B	35.9127867033333	36.6523415366667	8.74352183266667	7.844522558	9.993668256	5.43596659533333	5.806552714	12.1996906
ABHD17A	111.876264133333	109.8037795	197.8218257	185.066531166667	56.1185882566667	129.383842133333	110.444030133333	62.24924843
ABHD17B	34.2393449766667	31.7468843066667	25.6677638566667	26.3023009766667	44.6737999866667	39.55985191	35.7413994066667	42.8985218733333
ABHD17C	25.76037189	28.6048493466667	9.17948127833333	6.64659941033333	22.66864953	16.6712823033333	20.0478414733333	19.0658999633333
ABHD2	94.58664109	78.95659923	114.725413866667	149.916136066667	28.8740321266667	180.527640366667	139.601071933333	28.5986639533333
ABHD3	71.3370248133333	78.9352410666667	91.36458638	69.07647131	32.1252063766667	95.18685708	116.8221322	23.5919188466667
ABHD4	15.42945388	15.5692394166667	62.5351062333333	81.6074769266667	18.1953141333333	68.34340438	48.9658854	20.20392407
ABHD5	7.67683927966667	7.940653183	10.7750883293333	9.30569867166667	9.89320682433333	11.6753616633333	14.2725011066667	8.72417118
ABHD6	15.10119849	15.6264830366667	6.423806455	6.941835228	23.3527338633333	9.942226013	8.76810621266667	18.3473729533333
ABHD8	11.5246360466667	9.678977378	16.7221743833333	17.5498696733333	6.13615560033333	17.6057987233333	16.2186272933333	7.68976826033333
ABI1	43.8911538933333	37.6460777666667	71.4985205833333	87.6680266433333	137.705805566667	121.978908533333	93.4344711166667	147.199827866667
ABI2	18.4197311833333	16.7862094633333	12.6056564833333	12.0427769033333	30.99562087	17.5080187566667	18.6021803233333	34.5548153366667
ABI3	0.646351669666667	0.700915265	0.483180036666667	0.293308408	0.0347611576666667	0.0348594903333333	0.0304367176666667	0.101341518
ABI3BP	0.0950357653333333	0.132703641333333	0.179077726	0.18703106	0.354529006333333	0.435953671666667	0.483553131	0.174175266333333
ABL1	46.4406773433333	42.8238235633333	12.38650454	14.63894878	44.1893291	15.0746403933333	13.25507105	45.8873105866667
ABL2	8.21872706366667	8.78288062566667	12.9794967733333	11.73026812	15.9063749033333	11.10961023	12.1204380933333	12.1874482266667
ABLIM1	18.2904954866667	14.67982703	14.4656307	34.1735097566667	5.36587465466667	65.95776819	32.7221347633333	6.306466695
ABLIM2	0.134234698666667	0.116095394666667	0.0368150776666667	0.141675316333333	0.035501719	0.0378075636666667	0.0694856696666667	0.00591309933333333
ABLIM3	0	0	0.0431420053333333	0.023457529	0.613111439333333	0.640316206333333	0.458605274333333	0.0988772083333333
ABO	0.0186989093333333	0.0613410826666667	0.0494075863333333	0	0	0	0	0
ABR	26.1318653666667	24.0192008733333	100.200218346667	120.510403233333	0.946206295	87.1460955	64.9397121433333	0.373448214666667
ABRA	0	0	0	0.0324966166666667	0.0520103896666667	0	0.0801174556666667	0.0371859753333333
ABRACL	105.427570333333	118.715525766667	88.5590961433333	92.7058500833333	215.017982066667	132.8166261	138.7038121	217.642528933333
ABT1	125.436596866667	135.516212333333	74.7841729766667	70.98308137	111.1418329	64.0198559866667	68.8891858666667	106.1773278
ABTB1	31.77935632	23.2821345766667	23.59754934	48.6085846833333	3.779085602	46.3145385766667	23.62875149	7.41825222766667
ABTB2	0.335656391	0.515041247666667	0.998408824333333	0.877369466333333	1.02312492533333	0.673802694	0.737489109333333	0.901065089
AC093375.1	2.37303911333333	2.43473606666667	0.103284861333333	0	2.37697136333333	0	0.018757601	2.69622893933333
ACAA1	118.0211366	115.014273566667	40.9398147766667	46.92185648	49.2417169866667	40.6271038433333	31.92487689	58.55711672
ACAA2	172.876921566667	140.0604109	81.7159312933333	72.6674422133333	88.4084836833333	103.1057971	114.6673914	97.43420784
ACACA	22.8072783166667	25.4430267633333	18.5519590333333	13.6470344	62.06647504	10.5586621866667	13.31442654	49.7807392633333
ACACB	2.61769966166667	2.16212126566667	11.12357657	7.77912208933333	7.293132837	5.51729508566667	7.79181604833333	4.330977514
ACAD10	12.4291451666667	11.2237823733333	4.59839687366667	5.083455474	7.84801375166667	5.48653485133333	4.731653352	8.82186098533333
ACAD11	4.016365857	4.30541921566667	1.905806505	3.12225495633333	1.05998596666667	1.36799528733333	1.231389417	0.957168939666667
ACAD8	52.2209907233333	47.6777142033333	38.19399566	39.2778465933333	52.09373815	35.2962606766667	34.4156992666667	61.6787423466667
ACAD9	70.7491050566667	66.7227910133333	97.00527244	79.86857211	37.3165305066667	64.2353215333333	76.8869446566667	41.5574556566667
ACADL	0	0.0388591996666667	0	0.0504088883333333	0	0.059417431	0.0528386906666667	0.03755071
ACADM	108.919941166667	95.5023533666667	65.02239896	63.6325801866667	110.2046262	82.8349304833333	87.12545311	118.602029933333
ACADS	26.98328634	22.1983305033333	5.785622833	4.72886056866667	12.78358755	6.16698864033333	7.89485385266667	16.55303021
ACADSB	16.0164709266667	14.1657028633333	8.78619351666667	12.4405241633333	7.65702933466667	14.8535398033333	10.9295273573333	6.32819500966667
ACADVL	164.0550469	156.1941832	250.446831566667	219.045943233333	79.0757144733333	226.002176133333	238.9567077	94.52589636
ACAN	0.0257397533333333	0.0313786343333333	0.00449861766666667	0.02869463	0.016260265	0.034616261	0.070705237	0.0112018716666667
ACAP1	108.364355433333	88.5421951833333	49.1439496066667	68.3269533233333	26.40033499	94.48210097	59.75481466	45.6702295166667
ACAP2	45.1981185433333	43.0808565766667	31.8646116933333	34.8774921233333	49.8513041366667	49.5838819533333	42.33757857	42.6308298333333
ACAP3	76.24411866	73.03620799	35.94761873	29.6733774666667	28.2756024633333	22.47001773	27.45100111	43.2537656466667
ACAT1	256.632069066667	264.813057566667	100.467602953333	92.9046822933333	203.6247046	127.770811333333	137.774666266667	187.844780166667
ACAT2	150.765880233333	177.8974579	95.22330062	57.2554548966667	198.413525066667	36.3649296	60.0798721833333	163.708181433333
ACBD3	41.4781554833333	43.8691329766667	75.36944296	75.8883969866667	81.0162271766667	78.9787482866667	73.4291476433333	61.9215169333333
ACBD4	32.0041700433333	30.1143679433333	14.7881206266667	15.78140964	7.67879895566667	13.57544962	11.0556528766667	8.379954361
ACBD5	10.1954339133333	9.95234355966667	14.6788135666667	18.85830252	40.6328038333333	26.3780175466667	19.5743490733333	39.5874896566667
ACBD6	91.8944848333333	89.59688015	127.852890933333	122.337203066667	82.24213099	131.6344759	132.4595972	88.7754431566667
ACBD7	0.0702998863333333	0.036548444	2.71292830066667	1.890617104	26.2698530933333	7.10018127033333	8.52941582566667	21.40358204
ACCS	2.03249685866667	1.212707704	8.08745250466667	15.28059001	2.319902221	6.65987219366667	3.30973294266667	4.17560621133333
ACCSL	0.016222845	0.050796601	0.042029449	0.140405426666667	0	0.041658177	0.0242465353333333	0
ACD	28.7443494566667	32.83512952	50.67580717	36.7125187433333	26.6702292433333	24.78595706	38.2458648566667	27.64368023
ACE	0.887613283333333	0.702213037666667	0.014948185	0.0460156526666667	0.123731290333333	0.110310825666667	0.0780908106666667	0.069320625
ACE2	0	0.00878716966666667	0.0550127593333333	0.094317723	0	0.0541098393333333	0.0370616503333333	0
ACER1	0.109198811333333	0.0971259933333333	0.032518022	0.108296910666667	0.263722155	0.0675723023333333	0.122391059666667	0.055217913
ACER2	1.442080825	1.363402089	0.579433186	0.551806214	0.502005277666667	0.329153282333333	0.347680331	0.347799991333333
ACER3	5.25389182966667	4.854962915	9.711715329	7.523221924	7.17740270866667	11.10405785	12.35518049	5.86719144466667
ACHE	0.100321905333333	0.124338658666667	0	0.0496502243333333	0.0121860506666667	0.0247442613333333	0.0146704436666667	0.0551439156666667
ACIN1	112.160026533333	110.7844856	61.2630827166667	64.5000274666667	71.0952711566667	50.89567604	50.5511809133333	63.9210415133333
ACKR1	0	0	0	0	0	0	0	0
ACKR2	0.273566668333333	0.280944323666667	0.202014313666667	0.548660498333333	0.0365019283333333	0.216856828333333	0.0593571063333333	0.0661862983333333
ACKR3	0.0988137586666667	0.108878577666667	0.0364255223333333	0	0.170868524	0.122313948333333	0.288081883333333	0.0588284816666667
ACKR4	0.577600961666667	0.744748358333333	1.31540507866667	1.05159387466667	0.539561984	1.30932555133333	1.38601644933333	0.650143207333333
ACLY	185.155639533333	202.818205166667	136.586924366667	119.916576633333	218.194555166667	102.717125833333	109.843121666667	214.624264
ACMSD	0.335896481333333	0.277845881	0.267418724333333	0.504018939333333	0.658173110666667	0.419062019666667	0.305517164666667	0.347324779
ACN9	60.8221773033333	56.96317699	21.12754954	20.1994053466667	49.0809267933333	18.9630289866667	19.8269337966667	47.14244281
ACO1	38.5549275266667	37.2328315166667	21.4400239566667	19.8660038666667	31.5898002433333	18.64177022	18.62284362	27.90453978
ACO2	92.15611144	92.34161372	151.417065466667	146.088245866667	44.0483201166667	143.234949833333	135.966743366667	43.6614752133333
ACOT1	2.70839385366667	2.91474287833333	0.09543805	0.0353479183333333	4.64669060466667	0	0.062054162	5.58311487633333
ACOT11	1.11816117933333	0.756349511	0.845610893333333	1.10419608733333	0.0425235093333333	1.13956369866667	0.595726048333333	0.0604011653333333
ACOT12	0.037319693	0.0354191656666667	0.336297816666667	0.904703096333333	0.018429181	0.565760219666667	0.108918785333333	0
ACOT13	29.9698206733333	29.7728199933333	20.8753985566667	18.93137004	29.2435061766667	18.1129448133333	20.2303813433333	27.1408487
ACOT2	18.5456625466667	17.66168198	1.086018244	1.139081765	27.2891453333333	0.198130253333333	0.193463400666667	34.0562520433333
ACOT4	4.09322002033333	4.23635036066667	0.0243675123333333	0.0520796993333333	0.0437439136666667	0.022803535	0.020642556	0.088690725
ACOT6	2.23488537	2.115933635	0.237656056666667	0.129501738	0.962966442333333	0.0370671006666667	0	0.733891130666667
ACOT7	109.059125866667	107.758590533333	68.9427507933333	41.7243821033333	57.86514681	45.4104228266667	73.1012057366667	61.1682214733333
ACOT8	66.6060980033333	58.7569115	41.57619402	46.7576177666667	46.45530959	41.3513335833333	36.8498749733333	54.11101799
ACOT9	58.7373252433333	60.0532701466667	31.7253404566667	25.87756431	50.7790137033333	27.0436350233333	31.6174026733333	49.8466997
ACOX1	5.46092856433333	4.353348888	8.816574601	10.4603957933333	15.1962970533333	12.33925397	9.60067785933333	17.7364304433333
ACOX2	0.0642952526666667	0.0572030876666667	0.0644321326666667	0.052979061	0.0461589313333333	0.117406495	0.061502115	0.040494269
ACOX3	5.15787648233333	5.27539152566667	9.52871202233333	12.1381525133333	6.25339778033333	13.38605234	13.0918884433333	8.347656741
ACOXL	0.936565156333333	0.728421503666667	20.6816752833333	20.5488113266667	1.312799075	28.66187048	27.4529952833333	4.40343889633333
ACP1	163.339366433333	166.764306633333	175.109508966667	168.656263633333	202.703825666667	192.8723171	207.429720166667	213.613769266667
ACP2	35.7927461566667	33.4386622333333	35.6440401633333	39.9601219266667	33.76892405	28.6612049866667	25.70965278	34.46006193
ACP5	39.86423451	20.22794151	3.22621627866667	11.51961546	2.57078218333333	1.637387704	0.463634382333333	4.66796317
ACP6	24.01260945	27.13964812	64.4026386066667	83.5095158766667	34.43722005	70.7534523533333	50.1220741466667	31.61648278
ACPP	0.715741227333333	1.50807795633333	0	0.075185624	0.06606677	0.010349551	0.00882363833333333	0.0166219806666667
ACPT	2.69548886133333	3.27151761766667	0.959661054666667	0.992004041	0.263838382	0.280402574333333	0.437779517	0.528097964
ACR	0	0	0.0290275766666667	0.0620394666666667	0	0.0543290056666667	0	0
ACRBP	0.366665521333333	0.336005468333333	0.220124695	0.251884042666667	0.762287007333333	0.0594491933333333	0.258200646	0.457470133
ACRC	2.49234349266667	2.55422553466667	3.08911237	5.142117087	1.240364592	3.43499874066667	1.83274996133333	1.374729892
ACRV1	1.749481319	1.78902280033333	1.40756566433333	0.978337859333333	2.31600429766667	1.04802781033333	1.51984348766667	2.34461094466667
ACSBG1	0.207148424333333	0.205125800666667	0.368645053	0.385500174666667	0.191418056666667	0.179479375666667	0.268694692	0.109051856
ACSBG2	1.250005331	1.00415767433333	0.827411800666667	0.453003972666667	2.60605819566667	0.498204023666667	0.562653330333333	2.11741328433333
ACSF2	25.30398113	18.16955885	6.95105518833333	8.14813060566667	6.13240253733333	7.53278216666667	5.68875649933333	8.628450761
ACSF3	9.063202038	7.99603442766667	12.9434616966667	14.731405	9.422910258	15.27000948	11.43660038	10.53693233
ACSL1	7.35030883233333	7.60023288866667	4.83350688133333	5.601966569	16.4267999	9.36814400366667	7.39360858633333	19.0110400366667
ACSL3	48.97212314	50.86472418	42.90006135	34.35357822	61.3765807133333	35.07407186	39.0061596966667	49.30049694
ACSL4	33.1844984333333	32.3736140933333	33.0354754233333	25.6997282466667	44.93606906	27.4635675933333	31.0910073266667	42.12576076
ACSL5	8.271243075	5.59629816166667	40.0336061	45.2140451333333	26.13474709	55.48571599	48.7025403866667	26.5356617033333
ACSL6	0.215750877	0.150780459	0.00575094433333333	0.0798779866666667	0.0728892813333333	0.021131635	0	0.127038155666667
ACSM1	0.0193090046666667	0	0.0517497923333333	0.265191966	0.0171579253333333	0.10954625	0.0469461513333333	0
ACSM2A	0.0799293576666667	0.0222810273333333	0.01341693	0.108180886333333	0	0	0.0148882236666667	0
ACSM2B	0.158111633666667	0.0396794633333333	0.0162915936666667	0.121597051666667	0	0.014872305	0.013801168	0
ACSM3	8.64711146333333	4.720362509	3.417844959	3.76533658066667	14.6355691	4.953829869	4.841304569	20.33403013
ACSM4	0.300892081666667	0.0782510173333333	0.128468837	0.270719348333333	0.927718744333333	0	0	0.938139522
ACSM5	0.0163715456666667	0.0928200676666667	0.0615021886666667	0.302798068333333	0.029303819	0.153861827333333	0.126042519	0.012417753
ACSS1	285.765304	214.461678833333	149.662696766667	253.1854242	46.15999543	279.7122941	138.336638	60.00253159
ACSS2	17.43403984	18.39015289	22.6441533233333	26.6801787966667	17.7206192933333	21.65666382	12.4804073633333	16.3848149833333
ACSS3	0	0.0217741393333333	0	0	0.130241695666667	0.0618081073333333	0.0357137263333333	0.0844254363333333
ACTA1	0.410571946	0.362286649333333	0.588142269333333	0.705707693333333	1.11194653233333	0.811786750333333	0.855536976333333	0.862507749
ACTA2	1.567829723	1.38019991966667	0.389050729333333	0.573700218333333	1.05026078733333	1.52789330133333	2.21670960666667	0.504544739666667
ACTB	2755.90288166667	2537.603197	5389.92786833333	4730.96611033333	2912.31917766667	5521.92915	5113.31990333333	3251.541421
ACTBL2	0	0	0	0	0.0255512053333333	0	0.011487301	0
ACTC1	0.0214474783333333	0.03457194	0	0.00767163733333333	2.86141844033333	4.244983483	2.67695917666667	1.29860120333333
ACTG1	1539.19813433333	1450.49212566667	3249.697024	2627.72085366667	1616.746164	3653.803113	3508.682871	1835.682872
ACTG1P4	0.0174614726666667	0.015490894	0.280722948666667	0.427845799	0.288396644	0.303312936333333	0.122991468	0.335075675
ACTG2	0.248375561666667	0.0959234966666667	0	0.0976857586666667	0.188792127333333	0.172259799	0.360462918666667	0.0476804826666667
ACTL10	12.4513554066667	10.9850327493333	3.992044593	4.525535072	6.149019126	2.78044441066667	2.741101097	6.74560575566667
ACTL6A	129.448256433333	136.0675264	186.933643033333	156.7018079	151.777670266667	198.7360812	247.4010041	141.458946766667
ACTL6B	0.442613714666667	0.474301846666667	0.049083859	0.0399505723333333	0.070242704	0	0	0.0646796496666667
ACTL7A	0	0	0	0.055624391	0	0.024355608	0	0.0218744616666667
ACTL7B	0.0209847743333333	0.0218325816666667	0.0251454213333333	0	0.0253696046666667	0	0	0
ACTL8	326.502457333333	366.6393248	2.59192121766667	3.509700066	0.501663765333333	0.261223581333333	0.429818613333333	0.567068501333333
