CTRL KMS12BM	siIRF4 MM1R	LOG2_FOLD_CHANGE	P_VALUE
ABCF1	26.43444737	14.1473392433333	-0.901888422394489	9.1567958357155e-05
ABCF2	127.726140266667	75.6877929066667	-0.754921272296471	1.96519561643006e-05
ABCF3	66.8923082133333	78.3428270666667	0.22796086174072	0.00477073959998147
ABCG2	1.82740262166667	27.75979512	3.92513048496521	0.000675278510201366
ABHD1	11.84182812	1.91317194766667	-2.62985337096095	0.00311523525884698
ABHD10	15.8520626666667	24.6570625033333	0.637330360100814	0.000102458858962373
ABHD11	25.9721075466667	25.4136151833333	-0.031361469635622	0.679676603399656
ABHD12	56.6350454566667	259.809083666667	2.1976849061007	0.00388252263342684
ABHD13	17.18566991	10.0738454916667	-0.770591581276696	0.00366650505751351
ABHD14A	45.5832528066667	15.65439109	-1.54193648559066	0.000258225774870874
ABHD14B	83.38047477	63.9371027	-0.383056216807352	2.66519331570851e-05
ABHD15	54.94406649	18.7771202566667	-1.54898786853839	0.000189896957256399
ABHD16A	3.665506334	5.28634280133333	0.528257483353047	0.00300902751938695
ABHD16B	36.6523415366667	7.844522558	-2.2241478198696	6.76278129022961e-07
ABHD17A	109.8037795	185.066531166667	0.75311629742926	0.00112914590166979
ABHD17B	31.7468843066667	26.3023009766667	-0.271425995463381	0.0016681861894822
ABHD17C	28.6048493466667	6.64659941033333	-2.10557143555187	2.77209668019071e-05
ABHD2	78.95659923	149.916136066667	0.925023917243469	0.000193657559757776
ABHD3	78.9352410666667	69.07647131	-0.192475156715235	0.0545415015759698
ABHD4	15.5692394166667	81.6074769266667	2.3900028707719	0.000317436505874628
ABHD5	7.940653183	9.30569867166667	0.228856786270699	0.005861203947403
ABHD6	15.6264830366667	6.941835228	-1.17060408898234	0.000387770933906076
ABHD8	9.678977378	17.5498696733333	0.858533782743481	0.000438247472294345
ABI1	37.6460777666667	87.6680266433333	1.21955121149485	5.05126629304003e-06
ABI2	16.7862094633333	12.0427769033333	-0.479108391769887	0.00342064723995261
ABL1	42.8238235633333	14.63894878	-1.54860165609194	0.000255375454979185
ABL2	8.78288062566667	11.73026812	0.417469889265488	0.0027754104852439
ABLIM1	14.67982703	34.1735097566667	1.21904345670836	0.00238491754588495
ABR	24.0192008733333	120.510403233333	2.32689763653008	4.04604365226311e-05
ABRACL	118.715525766667	92.7058500833333	-0.356776338552014	0.00811620199688467
ABT1	135.516212333333	70.98308137	-0.932918348992417	7.26058533592598e-05
ABTB1	23.2821345766667	48.6085846833333	1.06198779340084	0.000136855281497621
ABTB2	0.515041247666667	0.877369466333333	0.768496522651891	0.0617469005630466
ACAA1	115.014273566667	46.92185648	-1.29348091408673	0.000113156540246945
ACAA2	140.0604109	72.6674422133333	-0.946668193486829	3.36890412799967e-05
ACACA	25.4430267633333	13.6470344	-0.898682830224256	6.11984732550273e-07
ACACB	2.16212126566667	7.77912208933333	1.8471599084905	0.00185813623357006
ACAD10	11.2237823733333	5.083455474	-1.1426775346614	0.000311600643626354
ACAD11	4.30541921566667	3.12225495633333	-0.463565369305952	0.0418599590678686
ACAD8	47.6777142033333	39.2778465933333	-0.279599234701529	0.00896708922579869
ACAD9	66.7227910133333	79.86857211	0.259448283462407	0.0156320463259414
ACADM	95.5023533666667	63.6325801866667	-0.585770662977984	0.000740716119646816
ACADS	22.1983305033333	4.72886056866667	-2.23088666874215	0.00412266632738394
ACADSB	14.1657028633333	12.4405241633333	-0.187354913464368	0.00503948082845839
ACADVL	156.1941832	219.045943233333	0.487892768631364	0.000212789279165756
ACAP1	88.5421951833333	68.3269533233333	-0.373910342968396	7.2969225500719e-05
ACAP2	43.0808565766667	34.8774921233333	-0.304750628853539	0.00148132631504625
ACAP3	73.03620799	29.6733774666667	-1.29944271733429	0.00288985654498431
ACAT1	264.813057566667	92.9046822933333	-1.51115104741303	4.24972451882317e-07
ACAT2	177.8974579	57.2554548966667	-1.63556084038637	5.17603400499501e-06
ACBD3	43.8691329766667	75.8883969866667	0.790673127144142	1.0112541490905e-05
ACBD4	30.1143679433333	15.78140964	-0.932225902478343	0.000257006946442924
ACBD5	9.95234355966667	18.85830252	0.922091627531304	0.00196399376996413
ACBD6	89.59688015	122.337203066667	0.449342795727595	0.000795462327323422
ACCS	1.212707704	15.28059001	3.65539648121917	0.000881305775722063
ACD	32.83512952	36.7125187433333	0.16103195106641	0.123756921449179
ACER2	1.363402089	0.551806214	-1.30497749027755	0.0726477474430526
ACER3	4.854962915	7.523221924	0.631890372826554	0.00418775934680074
ACIN1	110.7844856	64.5000274666667	-0.780384178682201	1.44285205576194e-05
ACKR4	0.744748358333333	1.05159387466667	0.497752700246522	0.053458601942235
ACLY	202.818205166667	119.916576633333	-0.758156052845782	4.10875694141424e-05
ACN9	56.96317699	20.1994053466667	-1.49571678965549	6.97188752723351e-05
ACO1	37.2328315166667	19.8660038666667	-0.906273638391758	0.000123346155419401
ACO2	92.34161372	146.088245866667	0.661787255219508	0.000534867417651048
ACOT11	0.756349511	1.10419608733333	0.545871427502439	0.106890079988612
ACOT13	29.7728199933333	18.93137004	-0.65321705496133	0.000814513721645241
ACOT2	17.66168198	1.139081765	-3.95467952742487	4.36630828167002e-05
ACOT7	107.758590533333	41.7243821033333	-1.36884029581754	4.70955468436708e-05
ACOT8	58.7569115	46.7576177666667	-0.329557135517334	0.0131874488832792
ACOT9	60.0532701466667	25.87756431	-1.21454097668485	8.57418451505124e-05
ACOX1	4.353348888	10.4603957933333	1.26473988935836	0.000117181878758011
ACOX3	5.27539152566667	12.1381525133333	1.20219877707093	0.00376052862145586
ACOXL	0.728421503666667	20.5488113266667	4.8181376188652	1.73443689001336e-05
ACP1	166.764306633333	168.656263633333	0.0162753639535728	0.159323087659754
ACP2	33.4386622333333	39.9601219266667	0.257043853828306	0.0512360437981327
ACP5	20.22794151	11.51961546	-0.812256953451029	0.00435569542354198
ACP6	27.13964812	83.5095158766667	1.62153858592126	1.73347324111163e-05
ACPT	3.27151761766667	0.992004041	-1.72154213721451	0.0230208711823803
ACRC	2.55422553466667	5.142117087	1.0094765423009	0.00546571841600754
ACRV1	1.78902280033333	0.978337859333333	-0.870767097195426	0.0394437637813314
ACSBG2	1.00415767433333	0.453003972666667	-1.14839021389188	0.0589434794051378
ACSF2	18.16955885	8.14813060566667	-1.15698238147534	9.29289075519599e-05
ACSF3	7.99603442766667	14.731405	0.88153844435048	0.000276327909500033
ACSL1	7.60023288866667	5.601966569	-0.440110252907568	0.0013821190835053
ACSL3	50.86472418	34.35357822	-0.566205085980937	0.000226093491198632
ACSL4	32.3736140933333	25.6997282466667	-0.333065328496878	0.00503476404982574
ACSL5	5.59629816166667	45.2140451333333	3.01422626190964	0.000213536711185491
ACSM3	4.720362509	3.76533658066667	-0.326118826175314	0.041238062729918
ACSS1	214.461678833333	253.1854242	0.239474469445614	0.078922931265576
ACSS2	18.39015289	26.6801787966667	0.536834860829211	2.77645318497281e-05
ACTA1	0.362286649333333	0.705707693333333	0.961939095890162	0.132657003019201
ACTA2	1.38019991966667	0.573700218333333	-1.26650828197105	0.0148130442926435
ACTB	2537.603197	4730.96611033333	0.898668332591032	0.00210514182899005
ACTG1	1450.49212566667	2627.72085366667	0.857269560806397	0.00362522842943098
ACTL10	10.9850327493333	4.525535072	-1.27937888786664	0.00589369389872198
ACTL6A	136.0675264	156.7018079	0.203699027318891	0.0108380188485037
ACTL8	366.6393248	3.509700066	-6.70686997862512	0.000187410284854486
ACTN1	0.986773895	2.01279024366667	1.02840537945156	0.0362414606493072
ACTN4	121.5587653	175.7516626	0.531884410903464	0.0027705692230991
ACTR10	30.7019800966667	24.2753958066667	-0.338836885157337	0.00681338701077204
ACTR1A	58.8158082266667	63.13512779	0.102238962788327	0.0331188082623647
ACTR1B	103.231736766667	106.725018833333	0.0480118472148298	0.341306585315596
ACTR2	304.497828666667	361.8851364	0.249099913042569	6.44924237878344e-05
ACTR3	125.361407233333	173.875036433333	0.471957537207233	5.00142962582017e-05
ACTR3B	29.7870288133333	12.0689092066667	-1.30338893472648	4.37085694664644e-05
ACTR3C	4.97981064066667	7.27553448266667	0.546962352366909	0.0409295783420821
ACTR5	20.6088371066667	18.60862322	-0.147291780403116	0.072984924904365
ACTR6	47.3612123066667	22.7332143266667	-1.05890432400865	0.000168243942040061
ACTR8	30.1296341133333	26.4606810433333	-0.187332959226499	0.0661598591019541
ACVR1	0.633071344	4.60680715033333	2.86332720675865	0.00699700261780975
ACVR1B	7.88593163233333	3.626132071	-1.12084973106391	0.0114065823560003
ACVR1C	1.959939611	1.44874210933333	-0.436008399668763	0.0498848374374529
ACVR2A	2.90115439766667	3.85816911166667	0.411289304202112	0.155812159568011
ACVR2B	11.8232245733333	1.750109733	-2.75610627057781	0.000469369182352527
ACVR2B-AS1	0.880617803666667	0.113302092333333	-2.95834150844518	0.0382337535625227
ACY1	4.112417383	2.58889332166667	-0.667651177358898	0.0483596064578118
ACY3	92.6331505633333	11.75609848	-2.97811923268936	2.13407701363232e-07
ACYP1	82.36040228	32.4102977933333	-1.3454986001336	0.000182687451805503
ACYP2	1.051046896	30.5644642866667	4.86195633418695	0.000930321829913979
ADA	41.6882016566667	287.748953133333	2.78709963595962	0.000497767925051992
ADAL	5.22690184166667	7.939974811	0.603178363993914	0.00252767377557753
ADAM10	97.1436376566667	186.5485153	0.941359462214998	2.03838375478417e-05
ADAM11	4.28142457133333	1.570644305	-1.44673441021196	0.00127114215362945
ADAM15	148.722715166667	148.6024843	-0.00116677957245052	0.980628737239233
ADAM17	33.2796547066667	27.76108051	-0.261576743629062	0.00981676581903093
ADAM19	6.308678694	0.567140014333333	-3.47556102129294	0.0012010166677333
ADAM1A	4.738140717	3.90234632933333	-0.279979224126719	0.18199828849173
ADAM22	12.44505676	4.54932999333333	-1.45184681838651	1.05202273387794e-05
ADAM8	16.8260954966667	242.125610466667	3.84698334371462	7.75532017714549e-05
ADAM9	35.29793576	48.1684935233333	0.448505987658334	0.000790602546941078
ADAMTS13	3.341624479	0.202895475333333	-4.04174101931153	0.00141525287041202
ADAMTS17	0.10214746	0.479139204	2.22979153166374	0.000189995161222839
ADAMTSL2	0.602235968333333	0.441787676666667	-0.446975698727625	0.134999272838437
ADAMTSL5	8.06777129566667	0.749491962666667	-3.4281852748354	0.000410353500219721
ADAP2	4.64663268666667	0.302279896666667	-3.9422286654	0.012593326845895
ADAR	110.717885966667	278.391082233333	1.33022469602573	9.63242835367804e-07
ADAT1	7.294576945	8.71210566	0.256197140815461	0.0154022406978179
ADAT2	18.1909447166667	9.15431830066667	-0.990696107698004	0.000628488818715919
ADAT3	16.4144644133333	25.54101977	0.637848451259018	0.0239047863888532
ADC	0.263911183666667	1.19020335066667	2.17308369077632	0.00414872455276456
ADCK1	10.2723006166667	5.15618018933333	-0.994384741827821	0.00039978767041501
ADCK2	55.8772970333333	65.7372579533333	0.234449045084898	0.0331587227215726
ADCK3	150.783804633333	150.503078166667	-0.00268848610166227	0.956335310142454
ADCK4	16.5098818133333	20.26685106	0.295792156343545	0.0703898309343131
ADCK5	55.45837986	26.1834196333333	-1.08275194075057	0.000732346305388854
ADCY1	0.076900129	5.511194646	6.16323525306376	0.00168153841593481
ADCY3	42.7087364533333	97.77162659	1.19488463839054	6.95739335504839e-05
ADCY6	4.14558830266667	15.54194589	1.90651838904394	0.000346582987820623
ADCY7	28.6297186233333	101.309228113333	1.8231801966399	7.50561662500491e-07
ADD1	66.36132622	91.8180812566667	0.468435565437928	0.000858039121706255
ADD3	78.1024602766667	32.3018446633333	-1.27375143954319	6.67056435626837e-06
ADH5	84.9131855166667	25.1081271366667	-1.75783417697631	4.89138833677396e-07
ADI1	118.417222066667	233.080700966667	0.976950639278512	5.86523471970013e-05
ADIPOR1	105.380366933333	173.072425733333	0.715769781491365	0.000369488068914913
ADIPOR2	90.8509381333333	69.80183963	-0.38023635269346	0.00420057389248563
ADK	28.1259804466667	36.33249997	0.369357249989473	0.0261425633422058
ADM	10.5811085163333	226.743786133333	4.4215003319482	0.00458820922649342
ADM2	0.192561987333333	1.26815820666667	2.71933989595372	0.00522170891206235
ADM5	10.74764439	0.366000279333333	-4.87603193263405	0.00191904432845681
ADNP	64.5613295433333	51.03038998	-0.339313622049932	7.04788877790915e-06
ADNP2	34.5355158466667	12.3184292866667	-1.48726246207682	0.00163006605445
ADO	24.82952762	25.53608999	0.0404808261803187	0.633660860137351
ADORA2A	1.47248415566667	5.027597915	1.77161716367136	0.00366135962105561
ADORA2A-AS1	1.14241311033333	2.95775518966667	1.37241820606074	0.0344833198009128
ADORA2B	4.36238726333333	0.53946601	-3.01551388024014	0.00187702288688374
ADPGK	65.05717376	114.400438633333	0.814312528985032	0.000687651981641986
ADPRH	5.865142529	2.21953242633333	-1.40191038173563	0.000384805215540163
ADPRHL2	27.3156023566667	54.2277645733333	0.989306462152003	0.00182461451229764
ADPRM	3.39543135333333	8.13350254866667	1.26028189202088	0.0116205480956563
ADRBK1	411.651786033333	288.7104777	-0.511801019611604	0.00114531578425029
ADRM1	367.358233266667	326.209164166667	-0.171390296670157	0.0348874963446395
ADSL	156.9159595	164.760071833333	0.070374567917054	0.0967855043163864
ADSS	92.8707486533333	85.7199097366667	-0.115593934021676	0.00168319640051232
ADTRP	0.374009251333333	41.04866871	6.77811766662232	0.00104209994467219
AEBP1	2.228399879	0.794052415333333	-1.48870199496737	0.0102659793104362
AEBP2	23.10538876	10.0447359376667	-1.20178972569617	0.00113075811169596
AEN	32.6350209266667	87.29544901	1.41948547911774	0.000201697025391452
AES	547.4969433	49.4414516766667	-3.46905790139462	0.000553402567414678
AFAP1-AS1	0.059542656	23.7931396866667	8.64240636678375	0.000102908687823354
AFF1	19.39145768	38.7809584133333	0.999927201231332	2.42600386468384e-05
AFF4	8.963019985	28.5366111866667	1.67075720179447	0.000172195019339766
AFG3L1P	9.781221491	10.0474244306667	0.0387391794706768	0.605464317476393
AFG3L2	155.021057166667	99.7328173533333	-0.636323985623657	0.00134480658742383
AFMID	37.0160286466667	25.1661247433333	-0.556667043231325	1.30049993428332e-06
AFTPH	34.8632089133333	58.25186824	0.74059895476632	0.00104436828597472
AGA	8.92998774	23.6458547766667	1.40485719510257	6.06316309912178e-05
AGAP1	2.63487610733333	22.7394017966667	3.10938726926939	0.00135580022886044
AGAP2	31.1112095266667	20.6204801166667	-0.593356560300406	0.000938782788934411
AGAP3	137.691025766667	46.1854515266667	-1.57592415495013	0.00193181315895212
AGAP4	1.77727542166667	4.41418050733333	1.31247835543403	0.00619090600480896
AGAP5	4.24708767466667	10.50136191	1.30603064519695	0.00050553454274912
AGAP6	7.34835064466667	27.85031901	1.92220147797874	0.00130167206045781
AGAP7	0.940846459	1.90868948433333	1.02055120926727	0.0015042348889306
AGBL3	2.09193819966667	5.09556644833333	1.28440230049808	0.00333253031927673
AGBL5	25.6065363866667	31.64119938	0.305292164054623	0.0107959324883959
AGER	2.24437665733333	1.30885972866667	-0.778004322212993	0.0102204659062225
AGFG1	12.4734856666667	24.93234228	0.999153746843204	0.00136411472105395
AGFG2	7.25192821366667	2.56900052133333	-1.49715746100656	0.000115590966500063
AGGF1	23.7164751033333	29.6555487033333	0.322412462471784	0.00287978665249362
AGK	55.05202592	56.6615156966667	0.0415735382663192	0.10512037181096
AGL	7.157483329	3.73676706933333	-0.937661768545982	0.000645706660673245
AGMAT	15.7287727	33.3928115066667	1.08613146304521	0.00529653446066753
AGO1	7.21338611	12.62702771	0.807766527563205	0.00490969372950375
AGO2	36.8792073033333	18.54591618	-0.991706106577398	0.00410592526970193
AGO3	7.41571531033333	8.19317537966667	0.143836836983547	0.42394853888145
AGO4	7.33164918433333	11.0679018733333	0.594172097937582	0.0105130111841655
AGPAT1	8.34518709333333	4.46737469133333	-0.901517131553454	1.74362621683143e-06
AGPAT2	62.2094608	0.294396107	-7.72323159775136	0.000300082378833625
AGPAT3	71.2212995133333	71.90103803	0.0137038393498294	0.547426314185279
AGPAT4	10.793564	1.09573449666667	-3.30020114502905	1.30190964259467e-06
AGPAT5	30.32124026	53.05610038	0.807189874756306	0.00280806402381328
AGPAT6	37.1770063633333	40.4680288166667	0.122371974017701	0.00928271241525728
AGPS	34.9560688866667	23.4978114133333	-0.573016559981941	0.000324437580659886
AGRN	31.39222148	0.454476145	-6.11005874427442	0.0019765682403168
AGTPBP1	48.7142443866667	33.42370445	-0.543472047638435	0.00100238773665025
AGTRAP	17.26632653	111.8482241	2.69550926748007	5.27230353415023e-05
AHCTF1	45.7374459266667	44.9915106233333	-0.02372299764563	0.514380510969451
AHCY	251.117881833333	166.953028866667	-0.588922497970581	4.12568700112558e-05
AHCYL1	45.0874643	22.9025712233333	-0.977216799953374	0.00025763706632034
AHCYL2	9.244891169	10.4476543073333	0.176450825385143	0.0700953276812023
AHDC1	4.09696042466667	3.30407877966667	-0.310305871339989	0.0409359034788367
AHI1	5.80301330466667	5.573624103	-0.0581865292692269	0.389132148657256
AHNAK	220.126590666667	7.308948459	-4.91252575893106	0.000256260054380635
AHRR	4.52601832833333	0.690675373666667	-2.71216273712613	3.38819523926971e-05
AHSA1	626.1605466	141.182816733333	-2.1489680995342	5.77266648283341e-05
AHSA2	47.32586207	86.1570818233333	0.864340600265247	0.00185978807300252
AIDA	31.1483704433333	40.5992123233333	0.382295048293853	0.006189863263578
AIF1L	22.54057476	0.293867978333333	-6.2612123302918	0.00044691701184494
AIFM1	69.7715811233333	50.26987261	-0.472945494463219	0.000319980296721173
AIFM2	26.5477068466667	20.8683483566667	-0.347270826776697	0.0345309445503002
AIG1	9.09998722966667	8.321729887	-0.128981059671558	0.143043163614474
AIM1	1.51233542966667	0.513942379666667	-1.55709963203745	2.9879407071886e-05
AIM1L	1.767920785	0.252437891	-2.80805325289867	0.0112615181897984
AIM2	44.9838815466667	52.2587248466667	0.216263769177003	0.0578661945322906
AIMP1	33.86713288	50.0189788766667	0.562589749123528	0.00236722316823212
AIMP2	40.1697367533333	66.8900573033333	0.735682774275283	0.00260673740503401
AIP	320.5624146	138.784257533333	-1.20776135131048	4.53688458408709e-06
AJUBA	1.45610662266667	0.195056703666667	-2.90015051345621	0.000113449619267644
AK1	45.0840786966667	4.68370253433333	-3.26689668296312	0.00164186775465877
AK2	74.0760007033333	88.1292321233333	0.250614423965532	0.00259743628598932
AK3	37.66636251	51.59849706	0.454052326966141	0.00152685453455741
AK6	46.43689206	32.8040412533333	-0.501397861552637	0.00145879477609637
AK7	6.59515538166667	0.287681861333333	-4.51886048422625	0.00123129165420319
AK9	0.646987306666667	1.94572930366667	1.58850169837152	0.00803142467396727
AKAP1	30.0646667466667	52.33017167	0.799574024749728	0.00066967218241394
AKAP10	7.47888376533333	25.0477977033333	1.74378889493271	0.000798662226331399
AKAP11	8.93700804066667	19.2966761033333	1.11048853394685	0.00274627633936396
AKAP13	22.8460854166667	28.6664329666667	0.327415411163691	0.0132186161290906
AKAP2	0.589912541	1.35224631066667	1.19678497641261	0.00138005774239568
AKAP3	0.212045095333333	0.936974908	2.14363929996693	0.00101868714384343
AKAP5	6.50812916266667	2.09403923733333	-1.63595440832954	0.000468716481536457
AKAP6	0.040219127	1.500919731	5.22182124693116	0.00118712138890808
AKAP8	53.0966404233333	55.4745850366667	0.0632063902885149	0.346403670290295
AKAP8L	60.59708874	48.05751201	-0.334486523606889	0.000280806035920952
AKAP9	17.2335500233333	33.9874750266667	0.979783266195663	1.47208066867253e-05
AKIP1	16.96830272	37.6226725966667	1.1487600726763	0.00107611691387364
AKIRIN1	40.4189496533333	72.5285570366667	0.843517314998851	0.0061092914627163
AKIRIN2	99.35417209	75.4321667933333	-0.397400682518827	0.00214540879893917
AKNA	93.94414912	97.88918219	0.0593461224753253	0.221382522644375
AKR1A1	90.04284164	163.993587766667	0.864955913547814	6.74920232477605e-05
AKR1B1	383.257591166667	529.879561433333	0.467350113113307	0.000312469384123524
AKR7A2	64.02624076	35.80180502	-0.838630980283985	0.000449622321148419
AKR7A3	2.618769742	1.12964978433333	-1.21301363928678	0.00184412852645288
AKR7L	2.05813523033333	1.015615466	-1.01898350809459	0.0104955997056489
AKT1	135.928304766667	51.06356933	-1.41247961380478	0.00164400000896996
AKT1S1	40.94591506	43.79156611	0.0969335159556919	0.156385721721201
AKT2	81.33075751	95.8179935666667	0.236495552545931	0.00196183020226311
AKT3	27.4443844066667	11.1250445266667	-1.30269986888974	1.02241154882042e-05
AKTIP	6.047784271	27.97901586	2.20986663414991	0.000259715442546623
ALAD	56.47989055	29.4822166366667	-0.937892294543185	0.000225336248737241
ALAS1	53.73190933	48.51889031	-0.147232549699921	0.0247777850462241
ALCAM	0.0303654186666667	5.59264449366667	7.52495755490512	0.000417304587620726
ALDH16A1	58.2228979433333	61.85956091	0.0874099440808049	0.256210552453318
ALDH18A1	83.9816130066667	65.7929885766667	-0.35213965068679	0.0153870998939275
ALDH1A3	2.553133686	0.978522356666667	-1.38359236331531	0.00111870397162609
ALDH1B1	95.2215909033333	46.3183973366667	-1.03970339726524	0.00171678487067525
ALDH1L2	4.011022294	3.726041307	-0.106326316812724	0.414165432757616
ALDH2	10.0071604416667	0.318678487333333	-4.97278722144331	0.00247910271319149
ALDH3A2	29.9422511633333	34.6843365266667	0.212101595330366	0.00188452391390386
ALDH3B1	4.61190116133333	13.4158022866667	1.5404998329548	0.000796125532184732
ALDH4A1	15.11602177	11.8528951466667	-0.350839011666134	0.0565138285045791
ALDH5A1	27.9867165666667	20.24276348	-0.467335982439829	0.00212125544333333
ALDH6A1	17.94695099	10.9175601366667	-0.717088287337677	0.00037313287358134
ALDH8A1	0.0618821166666667	2.175523404	5.13569618230848	0.000658473560588785
ALDH9A1	88.2009834933333	107.868802666667	0.290411027444241	0.00809325637433043
ALDOA	1046.63480833333	632.217794233333	-0.727264598486655	0.0007003733369436
ALDOC	157.294550966667	45.2057589666667	-1.79889021252631	5.878960291418e-06
ALG1	21.0838241366667	37.49260657	0.830469565008899	0.000323725227173803
ALG10	11.05548362	11.0216092266667	-0.0044272547990132	0.929767279721206
ALG10B	3.667181345	6.40348443566667	0.804185546473612	0.000802895038164825
ALG11	6.16226997033333	6.026504089	-0.0321405358318629	0.735868427357857
ALG12	26.37734273	28.1468122033333	0.0936723037119346	0.0949844180734986
ALG13	11.88757094	13.7121373633333	0.205999516537267	0.0314069648054866
ALG14	17.5683643433333	9.83449205933333	-0.837057433312498	0.00793773909795787
ALG1L2	3.24511316333333	1.563488144	-1.05350050936677	0.0274771694670224
ALG1L9P	0.325158425666667	1.21026566766667	1.89610905772809	0.000844333003997012
ALG2	29.56802146	66.3022619566667	1.16502038096342	9.11385467051037e-06
ALG3	188.848966633333	167.122808566667	-0.176324246688658	0.0297418464831777
ALG5	43.8306422733333	64.84552309	0.565067155221058	4.15172718950481e-05
ALG6	13.3529920466667	20.7658966	0.637053116394247	0.000641238220511348
ALG8	142.003465533333	83.4712426	-0.766574985562271	1.4207556695002e-06
ALG9	16.4974654666667	13.4066537066667	-0.299295211540097	0.000223687971061765
ALKBH1	20.5385465866667	6.663208563	-1.62404513596691	6.12936673530208e-06
ALKBH2	142.7430861	62.07889508	-1.20124608409067	3.47963043279747e-05
ALKBH3	21.1292175066667	31.8524340666667	0.592164283174365	0.00800356106449181
ALKBH3-AS1	0.285333680333333	1.18665849633333	2.05618285180958	0.100351515020373
ALKBH4	38.8935996066667	14.5350703533333	-1.41999470803483	7.21810281933867e-06
ALKBH5	45.5145500766667	72.45564232	0.670770221454761	5.01954354318932e-05
ALKBH6	32.9340929266667	37.1166056433333	0.172482964509083	0.0773685851137558
ALKBH7	61.7391867166667	94.2568212433333	0.610410549500188	0.0018348174097698
ALKBH8	28.0120054966667	9.71465244233333	-1.5278109886248	0.00205144440113726
ALMS1	8.80772299733333	7.94553222266667	-0.148625236754716	0.042077652423016
ALMS1-IT1	0.511899459	0.641060034666667	0.324598988577962	0.138644148636468
ALOX12	2.217567052	6.85685408966667	1.62856909513916	0.00625208313320329
ALOX12B	5.08808919066667	0.192943404	-4.72087433069808	0.0111749341434827
ALOX12P2	2.79576085266667	15.5487557	2.47548626827234	0.00102003547564404
ALOX15P1	6.12008586466667	8.92393496733333	0.544128106023797	0.0244869578435085
ALOX5AP	1.637922184	22.6223532933333	3.78781029091849	0.00151681114704004
ALPK1	0.0837536803333333	1.16145802166667	3.79364061458223	0.00115753736257464
ALS2	4.26512859266667	7.722519759	0.856482418037321	2.58270552886984e-05
ALS2CL	1.325059123	0.301288567333333	-2.13683889820763	0.000176879169137074
ALS2CR12	0.320404839	1.67233503666667	2.38389606510603	0.00188214659350838
ALX3	3.10980948166667	1.637422523	-0.925399553198507	0.00324965381728794
ALYREF	223.5250137	275.045413966667	0.299233561982514	0.017841706828193
AMACR	0.83045631	1.60965571066667	0.954775967584965	0.00585178941982891
AMBRA1	20.64375251	19.5773289033333	-0.0765213003536754	0.0676902934811724
AMD1	93.87966867	124.4774973	0.407000304146661	0.00591270764465421
AMDHD1	3.45482076533333	1.934086251	-0.836958732584619	0.0202406976551214
AMDHD2	16.5550149566667	62.3757576966667	1.91371712125546	1.34691541180149e-05
