siIRF4 MM1S	CTRL MM1S	LOG2_FOLD_CHANGE	P_VALUE
ABRACL	132.8166261	138.7038121	0.0625716830658243	0.323108470691451
ABT1	64.0198559866667	68.8891858666667	0.105758096813327	0.0389862395680028
ABTB1	46.3145385766667	23.62875149	-0.97092173900589	0.000481242335939109
ABTB2	0.673802694	0.737489109333333	0.130295548259776	0.714098896494614
ACAA1	40.6271038433333	31.92487689	-0.347761467256434	0.00160891739364779
ACAA2	103.1057971	114.6673914	0.153329732326212	0.0313631318091209
ACACA	10.5586621866667	13.31442654	0.33456323958155	0.0201586953368151
ACACB	5.51729508566667	7.79181604833333	0.497998474935093	0.0133466910421569
ACAD10	5.48653485133333	4.731653352	-0.21355088568995	0.0243814754869719
ACAD11	1.36799528733333	1.231389417	-0.151776185546269	0.431475686365989
ACAD8	35.2962606766667	34.4156992666667	-0.0364485276633507	0.138505467014242
ACAD9	64.2353215333333	76.8869446566667	0.259371829962243	0.0194847089243296
ACADM	82.8349304833333	87.12545311	0.0728549909752406	0.295686639131548
ACADS	6.16698864033333	7.89485385266667	0.356346370707451	0.0984908886415144
ACADSB	14.8535398033333	10.9295273573333	-0.442575772482347	0.0051112615177235
ACADVL	226.002176133333	238.9567077	0.0804126015686126	0.168526647904112
ACAP1	94.48210097	59.75481466	-0.660986084969578	0.000209369472860311
ACAP2	49.5838819533333	42.33757857	-0.227932466276595	0.020347835301201
ACAP3	22.47001773	27.45100111	0.288857500927043	0.0432479141161883
ACAT1	127.770811333333	137.774666266667	0.108752335779194	0.0868724055787373
ACAT2	36.3649296	60.0798721833333	0.724333960255904	0.000582097324183836
ACBD3	78.9787482866667	73.4291476433333	-0.10511164964618	0.099398669407103
ACBD4	13.57544962	11.0556528766667	-0.29621575691922	0.0520207013160746
ACBD5	26.3780175466667	19.5743490733333	-0.430371809343604	0.0136031357639184
ACBD6	131.6344759	132.4595972	0.00901498672094164	0.774854918798141
ACCS	6.65987219366667	3.30973294266667	-1.00877967865782	0.00600497481733051
ACD	24.78595706	38.2458648566667	0.625780805375261	0.00736517088196568
ACER2	0.329153282333333	0.347680331	0.0790018686559863	0.824275009135481
ACER3	11.10405785	12.35518049	0.154029097143423	0.124660764905594
ACIN1	50.89567604	50.5511809133333	-0.00979829905422884	0.820634951460969
ACKR4	1.30932555133333	1.38601644933333	0.0821205253023051	0.749183705692644
ACLY	102.717125833333	109.843121666667	0.0967677920470519	0.0728646284917488
ACN9	18.9630289866667	19.8269337966667	0.06427215835683	0.483843065511926
ACO1	18.64177022	18.62284362	-0.00146548220926281	0.970875264361215
ACO2	143.234949833333	135.966743366667	-0.0751297379926878	0.286518516519131
ACOT11	1.13956369866667	0.595726048333333	-0.935760621855646	0.0597234688396762
ACOT13	18.1129448133333	20.2303813433333	0.159502395425674	0.0138697522127936
ACOT2	0.198130253333333	0.193463400666667	-0.0343885244826452	0.953489250036668
ACOT7	45.4104228266667	73.1012057366667	0.686871732209132	0.000123062629370515
ACOT8	41.3513335833333	36.8498749733333	-0.166274132701927	0.030869340085409
ACOT9	27.0436350233333	31.6174026733333	0.225429775119302	0.000442942673343675
ACOX1	12.33925397	9.60067785933333	-0.362046995385415	0.00575539471415364
ACOX3	13.38605234	13.0918884433333	-0.0320573461544493	0.733262376022465
ACOXL	28.66187048	27.4529952833333	-0.0621691989328224	0.256182358985306
ACP1	192.8723171	207.429720166667	0.104976527074194	0.0502800768424877
ACP2	28.6612049866667	25.70965278	-0.156789139196958	0.0455449751409909
ACP5	1.637387704	0.463634382333333	-1.82033650331292	0.00555815597476548
ACP6	70.7534523533333	50.1220741466667	-0.497354427357892	0.000358803290859527
ACPT	0.280402574333333	0.437779517	0.642704860142886	0.278927358782263
ACRC	3.43499874066667	1.83274996133333	-0.906299595022061	0.00151621516406528
ACRV1	1.04802781033333	1.51984348766667	0.536245763117094	0.186021346308788
ACSBG2	0.498204023666667	0.562653330333333	0.175509629701634	0.55855025078445
ACSF2	7.53278216666667	5.68875649933333	-0.405069480558244	0.000234288847109767
ACSF3	15.27000948	11.43660038	-0.417042694474169	0.00304594220371411
ACSL1	9.36814400366667	7.39360858633333	-0.341484582541243	0.0803296591046209
ACSL3	35.07407186	39.0061596966667	0.153297039247185	0.0619939939699689
ACSL4	27.4635675933333	31.0910073266667	0.178978312004336	0.0644311637675199
ACSL5	55.48571599	48.7025403866667	-0.18811939081533	0.0183934193554075
ACSM3	4.953829869	4.841304569	-0.0331484647346302	0.819155605076367
ACSS1	279.7122941	138.336638	-1.01576036540104	0.000553886173162096
ACSS2	21.65666382	12.4804073633333	-0.79514598996493	0.00343109964572986
ACTA1	0.811786750333333	0.855536976333333	0.075729416262278	0.90893064405993
ACTA2	1.52789330133333	2.21670960666667	0.536875988738984	0.641181059165162
ACTB	5521.92915	5113.31990333333	-0.11091208950248	0.141384943427476
ACTG1	3653.803113	3508.682871	-0.0584693387204938	0.253005515525432
ACTL10	2.78044441066667	2.741101097	-0.0205599552061455	0.93833474790491
ACTL6A	198.7360812	247.4010041	0.315997533162805	0.00786957183451919
ACTL8	0.261223581333333	0.429818613333333	0.718442821552242	0.065380908289009
ACTN1	5.396360429	4.395062484	-0.296103034621568	0.0926465373570296
ACTN4	130.845959133333	151.558021633333	0.212000841959867	0.0114504616490788
ACTR10	31.5080775333333	28.7884984666667	-0.130229187306504	0.156370664951252
ACTR1A	70.2921483	69.4204947733333	-0.0180019003149276	0.673201798277833
ACTR1B	101.611049553333	105.797214366667	0.0582443473697445	0.091591787809114
ACTR2	415.0992761	352.908107266667	-0.234163842840389	0.00539766476194959
ACTR3	241.134402933333	215.2785817	-0.163632705302123	0.00418312436478173
ACTR3B	12.6558600633333	10.3963193533333	-0.283732696840729	0.0528340842266249
ACTR3C	7.21971326133333	5.82949756266667	-0.308569995421097	0.20968742417593
ACTR5	17.5822739533333	19.46795166	0.146979428038975	0.041128608782267
ACTR6	28.4668427933333	29.22600131	0.0379699584546948	0.61816483766198
ACTR8	24.8722138233333	24.49899006	-0.0218126473468273	0.498399609973077
ACVR1	5.15073804933333	6.23496647666667	0.275602632283853	0.148889473776978
ACVR1B	2.76567872	2.03299825333333	-0.444024597299913	0.0921564713650981
ACVR1C	2.148779623	3.65814532533333	0.767594860675408	0.00695209931764361
ACVR2A	3.87484249333333	2.65373226066667	-0.546114845922582	0.00201817880267751
ACVR2B	3.02966226933333	2.77766793833333	-0.125282838808277	0.0889811357496574
ACVR2B-AS1	0.192054376666667	0.187749194	-0.0327081270471921	0.973138092212456
ACY1	1.47508782633333	1.254101081	-0.234147220139674	0.678969823342842
ACY3	5.334906807	2.549996195	-1.06496797514748	0.0405222042822227
ACYP1	27.22239483	40.38381955	0.568983378615316	0.00824971203774106
ACYP2	31.11339534	29.6956109733333	-0.067286126058119	0.140057192348594
ADA	231.0344525	266.826320333333	0.20779297776404	0.031372006795965
ADAL	8.374938171	8.877930296	0.0841448419357722	0.403377157975366
ADAM10	196.799037933333	226.675736166667	0.203906802349421	0.0264259319613445
ADAM11	1.12137999166667	0.877709707	-0.353459465747985	0.27712424475488
ADAM15	123.723930966667	135.834256233333	0.134722784082061	0.0199565262837952
ADAM17	30.7445359566667	27.4163394633333	-0.165294071407172	0.0759899632937683
ADAM19	0.290584167	0.232495562	-0.32175291973628	0.545990258305798
ADAM1A	4.654222801	4.48312374	-0.0540359550649247	0.462197624217635
ADAM22	3.95247771466667	4.25080148266667	0.104977556796896	0.439878178808418
ADAM8	224.868971366667	278.715171	0.309706929223243	0.0444378389982707
ADAM9	42.87668076	47.63386783	0.151794473240553	0.0364275407366137
ADAMTS13	0.179264495333333	0.0996585196666667	-0.847024730596237	0.0612255522501727
ADAMTS17	0.418616697666667	0.445947179	0.0912429791460885	0.780715483926485
ADAMTSL2	1.22203437833333	0.561348928666667	-1.1223151526652	0.0424420891629946
ADAMTSL5	0.491646972333333	0.219036939666667	-1.16644856365078	0.0759210809986193
ADAP2	0.354692054333333	0.194377912666667	-0.867702718420022	0.132432508507121
ADAR	248.844053466667	225.095882466667	-0.14470224513618	0.0875670699882
ADAT1	7.73280731533333	8.03706416233333	0.0556763347351025	0.208237928194538
ADAT2	8.19276770166667	7.084203292	-0.209745296109062	0.0827872985992656
ADAT3	15.6041747966667	11.9152264833333	-0.389125690135588	0.0107034027977267
ADC	2.01777557066667	1.09900122866667	-0.876572718806979	0.0258186532618871
ADCK1	4.651248227	3.944231727	-0.237873621635172	0.240262053652968
ADCK2	56.4869177166667	42.5881613033333	-0.40746433578582	0.00158601434651711
ADCK3	140.141653333333	112.292553	-0.319623567278265	0.00160427758253731
ADCK4	14.9148160666667	10.5085978906667	-0.50517599549651	0.000878434836965847
ADCK5	15.15373601	16.4962325266667	0.122463053481272	0.258309622012642
ADCY1	9.156527371	14.4884780033333	0.662033586980558	0.00290940358059227
ADCY3	103.44541156	102.405449303333	-0.0145771666799414	0.846303997717478
ADCY6	12.52362119	12.4140888833333	-0.0126733955413956	0.873345750574513
ADCY7	89.6674566133333	63.9128924833333	-0.488477496367159	0.0170144661604647
ADD1	103.628252513333	94.0980096466667	-0.139181270750551	0.0537447036226723
ADD3	47.01057939	52.1981118966667	0.151012161375782	0.0946057500441083
ADH5	21.53818716	19.33323799	-0.155813540531029	0.116581725671712
ADI1	245.930901966667	261.1685096	0.0867279290288923	0.051729715219841
ADIPOR1	197.3678893	211.000565533333	0.0963595755958063	0.00810323936645366
ADIPOR2	67.9963437733333	82.2353862333333	0.274302151874599	0.0050012261026557
ADK	34.1642088533333	33.3517462466667	-0.0347234177497046	0.546458558053145
ADM	242.013853566667	336.476587833333	0.475416491204948	0.00725627136218762
ADM2	1.15436447433333	0.977284020666667	-0.240248998763007	0.159481293741798
ADM5	0.505810541666667	0.570169796666667	0.172794513382934	0.786448390050212
ADNP	55.6080004533333	52.6467478433333	-0.078948047644794	0.385765531633439
ADNP2	11.48164645	12.6369330266667	0.138316828045865	0.0818934181776996
ADO	27.5518236833333	26.8934920666667	-0.0348907169472874	0.472435488987054
ADORA2A	3.12968053533333	3.37567848533333	0.109162101468895	0.433459661205986
ADORA2A-AS1	2.30379125466667	1.90914880866667	-0.271080442814179	0.12383637908148
ADORA2B	0.861182588333333	0.54903852	-0.649411780087766	0.178923123245831
ADPGK	129.8723091	125.8241501	-0.0456850044546587	0.323123409271254
ADPRH	2.83104410733333	1.42769240066667	-0.987649045274239	0.0367528581978604
ADPRHL2	58.0078623333333	55.5866967766667	-0.0615088021784313	0.260938709002781
ADPRM	10.2929116353333	7.39858200233333	-0.476330447987215	0.088862463427951
ADRBK1	347.3777111	317.2839007	-0.130730869609833	0.0846107257185621
ADRM1	285.029683566667	350.1994672	0.29706471655458	0.0291412319752753
ADSL	169.434033	189.846066433333	0.164106419366966	0.026522205349461
ADSS	95.4986902	98.7284731566667	0.047985269781755	0.521375179559169
ADTRP	31.27184183	16.2101800566667	-0.947964076878292	0.00294464474272254
AEBP1	2.495774057	2.520568815	0.0142620098489081	0.938967836312834
AEBP2	13.20531762	11.9011265366667	-0.150020859642561	0.0823765658448794
AEN	62.8416861833333	71.9337776166667	0.194947477617835	0.00213012542357731
AES	74.2491242166667	70.0369006266667	-0.084258768161128	0.230858934886689
AFAP1-AS1	18.8416706966667	25.0525701233333	0.411031721124553	0.0311292202425881
AFF1	41.5752704666667	40.6684491433333	-0.0318156730495826	0.616960585333989
AFF4	28.18530262	23.0133447466667	-0.292472378200557	0.0378454631306378
AFG3L1P	6.51131435333333	7.42933123533333	0.190283559161693	0.0776626247926562
AFG3L2	108.324117433333	115.6770672	0.0947483983734749	0.0480823901644074
AFMID	27.5110653666667	21.0189677633333	-0.388320188517471	0.00579707906759265
AFTPH	73.4803167733333	60.9171999466667	-0.270508215906746	0.00563174229462407
AGA	32.1589231566667	32.9047271	0.0330757581197872	0.542887048779427
AGAP1	21.5541678733333	17.35551205	-0.312572935989459	0.0214891177266707
AGAP2	17.88211077	14.6443353666667	-0.288174321551834	0.0226106860543826
AGAP3	41.4916058366667	43.7720897766667	0.0771917686169705	0.428795667430876
AGAP4	3.842851298	3.575061411	-0.104209127166757	0.304669293319924
AGAP5	6.39796364366667	6.65265829433333	0.0563181389708865	0.573934483585276
AGAP6	19.5345793666667	19.7940823733333	0.0190389968878836	0.769181153231067
AGAP7	1.749100207	0.47851803	-1.86996775458078	0.00320162291015962
AGBL3	3.973989118	2.61575546033333	-0.603360248438675	0.0686830240448303
AGBL5	33.4006957266667	34.4820526233333	0.0459675027914932	0.569473351185042
AGER	0.714521835	0.426846686333333	-0.743260119680813	0.0116033681315737
AGFG1	32.9348184933333	35.2769657033333	0.0991128755983246	0.0959476043136579
AGFG2	2.4867369	4.150993861	0.739202921692068	0.0144997380754261
AGGF1	39.5082478433333	37.0680928666667	-0.091975974268652	0.15008761407155
AGK	54.52488867	70.0720621766667	0.361924435317224	0.00364866166604882
AGL	5.61872013233333	4.12858020333333	-0.444595809832609	0.0219645702764631
AGMAT	42.14780097	29.92304388	-0.494200422760085	0.00365096392604898
AGO1	12.1448997466667	11.8708227066667	-0.0329306565703032	0.717070632773048
AGO2	15.89474501	18.1360857266667	0.190313243261586	0.141476272081053
AGO3	6.88597184533333	6.34936607366667	-0.117047723050038	0.114280545276811
AGO4	15.5478375766667	7.04360710133333	-1.14232759977639	0.00111282783558371
AGPAT1	5.35757411966667	4.66811345066667	-0.198740280333053	0.0556567310682501
AGPAT2	1.412296052	1.09874084766667	-0.362191396684646	0.0279530511918056
AGPAT3	88.8516902466667	80.1287111566667	-0.149079949626206	0.0173307554003503
AGPAT4	0.805421820666667	0.380007897	-1.08371515890169	0.00719926484094708
AGPAT5	64.6550815966667	61.9792731266667	-0.0609779282379399	0.218920730214212
AGPAT6	39.5238113166667	35.9619928533333	-0.136249103215329	0.0808520981333854
AGPS	23.2836646833333	26.17599533	0.168926249941168	0.0311671092265668
AGRN	1.10136373966667	1.254811139	0.188179224844889	0.563111302774611
AGTPBP1	37.0755584566667	33.84744352	-0.131421551772985	0.146980469749198
AGTRAP	135.531720366667	98.2328321633333	-0.464353345677268	0.0014590127932827
AHCTF1	50.8673739166667	62.3405488566667	0.293430241321473	0.0268884624180691
AHCY	162.044427333333	182.890140366667	0.174587893696219	0.00995157317107584
AHCYL1	17.4813011566667	16.4582706533333	-0.0869998174814336	0.185036621477213
AHCYL2	9.46168001566667	9.51928003833333	0.00875609262189838	0.874063227727535
AHDC1	2.496323074	1.97643224733333	-0.336906159795518	0.0288343991657138
AHI1	6.16394067333333	6.372559614	0.0480199881542895	0.659322056143492
AHNAK	6.218896074	9.12953745766667	0.553883260791988	0.0151646489269263
AHRR	0.446256027333333	0.286755033	-0.638052846936167	0.0586542663233229
AHSA1	186.0820415	245.931225566667	0.402316093899109	0.000924042231082485
AHSA2	50.9267550766667	36.7948727733333	-0.468919049126445	0.00318296333249709
AIDA	49.4981364933333	47.30138671	-0.0654917326875663	0.505267052006829
AIF1L	0.382580640666667	0.657788242666667	0.781859349292227	0.0522315285762819
AIFM1	50.8796014733333	53.4363788933333	0.0707348767406362	0.0503218877630683
AIFM2	17.25014276	27.95224425	0.696355818359524	0.00213416323152075
AIG1	8.77675202333333	11.2975742833333	0.364253991594722	0.00877636805954296
AIM1	0.574657517666667	0.348755149	-0.720487882973753	0.0301961038732869
AIM1L	0.258336282	0.312953135	0.276696351742566	0.641049163046325
AIM2	41.7460481966667	27.6684001466667	-0.593400408039261	0.000850996116937122
AIMP1	62.03840577	69.9070268566667	0.172275865276081	0.00493756576239077
AIMP2	55.8045384666667	66.05208266	0.243221592987164	0.0204749978666046
AIP	87.7152083766667	76.26123452	-0.201877118325908	0.00348084717727267
AJUBA	0.367098501	0.442823707	0.270565236888263	0.618620125375401
AK1	5.004429157	4.85861810133333	-0.0426594760189495	0.780711865667898
AK2	83.7305615466667	101.87925358	0.283034088998483	0.0161540767675801
AK3	54.9967634366667	50.6072539366667	-0.120002525837235	0.00239672256761854
AK6	40.7900966533333	49.29812876	0.273313960718934	0.0262525505192445
AK7	0.0811758506666667	0.0897121036666667	0.144252043986658	0.831463130442906
AK9	2.07267353033333	1.40858163833333	-0.557249711848018	0.0199505476973512
AKAP1	43.7259840066667	52.2648446933333	0.257350010744831	0.0224100153990936
AKAP10	27.78714919	24.7504580833333	-0.16696260253827	0.0434402577079741
AKAP11	9.33600076133333	9.499995321	0.0251221241837996	0.818167887260092
AKAP13	29.0988531933333	18.5183701533333	-0.652005167511792	0.00387746993958236
AKAP2	0.889381025666667	0.678642730666667	-0.390149354062735	0.140365689047705
AKAP3	1.12958777566667	0.544071775666667	-1.05392748701534	0.0024104708423677
AKAP5	3.21573356133333	2.41070371166667	-0.415693530464502	0.0709269883144842
AKAP6	0.592766669333333	0.317063596666667	-0.90269208325921	0.012612754589766
AKAP8	41.5201701766667	40.95750792	-0.0196844203017319	0.679473065910493
AKAP8L	42.9716098566667	35.4938735566667	-0.275813797404548	0.0439888950640006
AKAP9	34.88357618	25.8248256566667	-0.433789339816069	0.00868436885791567
AKIP1	32.10458359	35.48360415	0.144373268423411	0.129360962141947
AKIRIN1	87.7838253466667	77.8932203066667	-0.172457375709596	0.0584983873762428
AKIRIN2	67.9037067833333	54.8654766133333	-0.307591693988169	0.0367075377737534
AKNA	87.2351466166667	58.0216409666667	-0.588318408567802	0.00890455842248708
AKR1A1	147.592008933333	125.516046	-0.233742801318487	6.94176890375374e-05
AKR1B1	461.8607814	504.622128233333	0.127745425558555	0.0644702337274885
AKR7A2	37.640295	40.98782949	0.122917659087155	0.0500927791079835
AKR7A3	0.557962782333333	0.834613499666667	0.580939362525869	0.502176736502988
AKR7L	0.423939483666667	0.381043623	-0.153902167101809	0.800021755920982
AKT1	56.1244442733333	64.24091108	0.194863098837088	0.0161471020021787
AKT1S1	40.22201525	32.8838923033333	-0.290604293244728	0.00938039698879106
AKT2	81.3734561733333	76.6364597766667	-0.086527350283015	0.121195246591182
AKT3	19.3212788766667	16.3920554933333	-0.237193815869134	0.0889276979671606
AKTIP	39.0586246166667	32.4930237366667	-0.265511143788015	0.0200023799437467
ALAD	31.24961429	27.6056017633333	-0.178877332686326	0.0666563695953714
ALAS1	41.2530330533333	42.3651427433333	0.038377535272346	0.508313798677337
ALCAM	8.61349594133333	10.274865359	0.254448683901656	0.0220626040993859
ALDH16A1	38.1633085466667	42.6745245266667	0.161188828640528	0.201356370731576
ALDH18A1	72.75558512	80.3551474266667	0.143332442176591	0.0284285878886439
ALDH1A3	1.471813301	1.45012106133333	-0.0214213309917805	0.959072431133553
ALDH1B1	44.4780946266667	51.5992396133333	0.21425481914121	0.0242355149361652
ALDH1L2	2.40330248966667	4.89192201266667	1.02538316100591	0.00154099718706037
ALDH2	1.049250505	0.530443573666667	-0.984087960940474	0.126956297442299
ALDH3A2	46.2533255733333	50.98850976	0.140615075108195	0.0896503611649137
ALDH3B1	13.91521304	6.716289338	-1.05092670821792	0.000614639917323187
ALDH4A1	8.89624890233333	10.026506599	0.172549976684588	0.171820891062058
ALDH5A1	29.51982607	38.15104119	0.370038209459126	0.00444396474866989
ALDH6A1	12.9029472033333	10.0660095026667	-0.358208768962654	0.00536901583463589
ALDH8A1	1.138294804	0.703801271666667	-0.693634219916679	0.0763270121872953
ALDH9A1	103.248249966667	93.0120886666667	-0.150627189695611	0.0621518460304715
ALDOA	593.988687233333	740.922118266667	0.31888644763793	0.0015504944993813
ALDOC	15.7952913733333	12.69500711	-0.315233347520529	0.00861821770607919
ALG1	31.5761953066667	30.96640293	-0.0281335391004596	0.492247234996936
ALG10	11.7448435033333	14.0333326966667	0.256830177136987	0.0680311259865169
ALG10B	7.67414879433333	8.11431586933333	0.0804627263491055	0.371214487900733
ALG11	6.50922459666667	5.63542025333333	-0.20796249305299	0.293674677563487
ALG12	22.9027771566667	22.3695149033333	-0.033988576974268	0.744399132265772
ALG13	13.75068923	12.4939973866667	-0.13826879984247	0.177936078965645
ALG14	10.4507358316667	10.9132211916667	0.0624724709765435	0.573397059057063
ALG1L2	0.822232473666667	0.967836233	0.235216599014038	0.531971235804967
ALG1L9P	0.938309632333333	0.574444195	-0.707897328018479	0.0943220883609091
ALG2	72.7603930466667	70.1031756533333	-0.0536735369712084	0.0865471393033382
ALG3	159.625230233333	198.881472066667	0.317220179198051	0.00647989502270268
ALG5	56.1995970966667	69.6070693166667	0.308674046507494	0.0289552747181789
ALG6	22.3062366266667	25.12864548	0.171885775783032	0.0106748722269194
ALG8	97.9973747433333	120.615118	0.299595740750193	0.000616622780036484
ALG9	11.7789225566667	14.0735172666667	0.256775354547596	0.0410401020889643
ALKBH1	8.316087757	8.28750317033333	-0.00496746545402907	0.967230649119581
ALKBH2	43.8660769333333	49.44931804	0.172844936934175	0.0469771494875294
ALKBH3	31.2828421633333	32.3210032366667	0.0471003868682837	0.608153912566619
ALKBH3-AS1	1.29643363566667	0.972164817	-0.415275528115355	0.238221070313891
ALKBH4	12.8785687466667	12.10304287	-0.0896024628580438	0.280183641407012
ALKBH5	76.2530110733333	71.1640878433333	-0.0996449227244955	0.140826168808413
ALKBH6	32.07560723	35.7706085666667	0.157298085631482	0.0972607716774512
ALKBH7	96.6718878866667	83.0271924966667	-0.21951250060492	0.00324604863203369
ALKBH8	10.138507166	12.5022945933333	0.302347662616725	0.115887831464607
ALMS1	9.50997082566667	11.2587449766667	0.243533197391791	0.141197794742637
ALMS1-IT1	0.667685751333333	0.948058320333333	0.505806557137714	0.190516148104105
ALOX12	5.080066808	3.64082581	-0.480581751222667	0.126428313029283
ALOX12B	0.860917779666667	0.734928738333333	-0.22827109514741	0.5758176361181
ALOX12P2	10.4480220333333	9.64879857666667	-0.114808623402702	0.174386726387853
ALOX15P1	5.67117076466667	2.85936652566667	-0.987951035397236	0.108800120232694
ALOX5AP	28.3397260833333	10.8944720206667	-1.37922953325581	6.88160397915656e-05
ALPK1	1.68589348266667	1.174662506	-0.521267073970707	0.0305211281958786
ALS2	7.49713361166667	8.86307787433333	0.241468675751786	0.0164611075736972
ALS2CL	0.311775242666667	0.334949061333333	0.103435337266357	0.782058832462136
ALS2CR12	0.783007075	0.367451002333333	-1.09147345635711	0.140689160929912
ALX3	1.22054915933333	1.12415530133333	-0.118689046139185	0.699287510620826
ALYREF	274.6141586	374.410379233333	0.447214419107395	0.000709489200806029
AMACR	1.03315306066667	0.832676780333333	-0.311225504706655	0.0202524744965291
AMBRA1	17.8630749933333	15.7818015666667	-0.178718545725826	0.0341003047818967
AMD1	158.908868933333	195.819851666667	0.30132738290158	0.0030223387294213
AMDHD1	1.94423768166667	1.61548373633333	-0.267238371625586	0.37562995368294
AMDHD2	52.3292139166667	48.98560624	-0.0952586921106962	0.284400384881433
AMER1	6.871551548	6.01285723433333	-0.192585181759174	0.0174646871033971
AMFR	54.98635265	47.7135404133333	-0.204674852708344	0.000206367768173428
AMH	8.87799911833333	8.56488874233333	-0.0518000595276579	0.888358555255377
