GENE	p300H3K27ac_33_DMSO_compare_TSS_SIGNAL	p300H3K27ac_33_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
PPP2R5A	2162.4	2795.8902	633.4902	0.563881920424908	0.370674287424119
LONP1	1638.213	2286.5581	648.3451	0.582596549388575	0.481054629598583
LRRC14B	2484.2	3167.2097	683.0097	0.560428259165142	0.350431063029062
CREM	2119.312	2814.3578	695.0458	0.570439026949067	0.409209762107558
FAIM3	2318.8683	3052.4398	733.5715	0.568286112651032	0.396541958240921
TRMT112	1615.3135	2351.3896	736.0761	0.59278184949108	0.541699407560335
POGZ	1774.4	2522.2661	747.8661	0.587028649957231	0.507389217939999
SUPT16H	1537.6	2286.3738	748.7738	0.597905194852538	0.572381048295018
C19orf20	1740.2	2500.8392	760.6392	0.589676039778175	0.523159173934029
FAM36A	1748.6	2511.563	762.963	0.589546221588235	0.522385159883329
HBP1	1648.6	2411.857	763.257	0.59398658820916	0.548902971810715
PES1	1637.7039	2404.623	766.9191	0.594861093495432	0.554136185540963
ALDOA	2079.78	2854.4656	774.6856	0.578500916127888	0.456789748546585
SPRY1	1927.2032	2706.2153	779.0121	0.584064508742303	0.489767927042784
ZEB1	2147.7443	2929.7625	782.0182	0.577008089875921	0.447961474617769
LOC100286793	2343.513	3129.2875	785.7745	0.571789068503411	0.417161412961613
SFT2D2	1958.742	2746.0174	787.2754	0.583667976730117	0.487413384701156
TRAPPC3	1421.8015	2218.4705	796.669	0.609424378178334	0.641845307085711
WDR81	2129.1958	2926.3809	797.1851	0.578842152666777	0.45880893844652
CXCR4	1549.2775	2351.0532	801.7757	0.602783040935478	0.601711608213779
DEF6	2000	2801.7763	801.7763	0.583487469001836	0.486341772412529
CCNT1	1549.8	2352.0829	802.2829	0.602807147287788	0.60185686008151
POLB	1412.1766	2224.9908	812.8142	0.611737254655917	0.655878854385675
HCLS1	2156	2971.2025	815.2025	0.579497786560995	0.462689756194343
IDI1	1416.4	2251.6454	835.2454	0.613854288717364	0.668750893877562
KCNJ11	1415.9136	2259.9732	844.0596	0.614810336379238	0.674572430588716
IGF1	2700.6481	3548.5981	847.95	0.567844182551169	0.393943523828737
BCL9	1529.2	2377.8021	848.6021	0.608600159185991	0.636851541997921
TMEM146	1418.5852	2286.5581	867.9729	0.617130813806851	0.688724776334612
C12orf77	1670.6	2543.6704	873.0704	0.60358500014617	0.606545400150885
LOC284648	1463.4754	2369.6454	906.17	0.618202640522052	0.69527269132261
UPP1	1435.5457	2347.7043	912.1586	0.62055225004956	0.709651449495234
TOR1AIP1	2061	2986.8492	925.8492	0.591707295851865	0.535279895843474
SLC39A1	1779.796	2709.6409	929.8449	0.60355919024054	0.606389779371652
C3orf79	1391.4	2323.1318	931.7318	0.625417125248463	0.739533780163881
EVC2	1620.7472	2562.0612	941.314	0.612521768867061	0.660645857249118
RHEB	1723.4096	2664.8424	941.4328	0.607267403968596	0.628784588526097
PEA15	1691.8	2634.4936	942.6936	0.608949332518718	0.638966647913386
HYLS1	1437.75	2397.1497	959.3997	0.62508797818102	0.737507169175497
VPS24	1773.27	2736.6959	963.4259	0.606810774334236	0.626022912942793
C9orf95	1334.632	2305.1037	970.4717	0.633316232274778	0.788389654456401
DIRC2	1417.475	2406.5443	989.0693	0.629323262045252	0.76363969029074
BSCL2	1444.9656	2434.4774	989.5118	0.62753271539239	0.752576960499362
LDHA	1730.3316	2725.7312	995.3996	0.611690481561436	0.655594754906886
CREB3L4	1711.1768	2709.6409	998.4641	0.612927536007648	0.663112840707505
IFT80	1372.7071	2372.7234	1000.0163	0.633498178647288	0.789520103584144
SRRM2	1323.776	2332.0481	1008.2721	0.637899427382187	0.816938525204159
C5orf33	1510.9226	2522.6203	1011.6977	0.625410554081376	0.739493313459743
PRDX5	1332.1915	2351.3896	1019.1981	0.638343377318338	0.819712115877762
FLJ13224	1593.9634	2621.2016	1027.2382	0.621850295302794	0.717609814395221
IL4I1	1551.4793	2582.2895	1030.8102	0.624681646443313	0.735006301581237
C9orf46	1624.4	2669.117	1044.717	0.621662147838241	0.71645561462624
PLEC	2560.5474	3615.0607	1054.5133	0.585377284546278	0.497567605455231
DSE	1509.3466	2569.8223	1060.4757	0.629986735778457	0.767744463983847
LOC646329	2196.4	3257.0512	1060.6512	0.597245868817896	0.56842558230907
NFKB1	1427.2	2488.3382	1061.1382	0.635503492214684	0.801995060878923
HIST1H2BJ	1523.3963	2600.4009	1077.0046	0.630584088858686	0.771442761753548
AIDA	1294.899	2391.2589	1096.3599	0.648713095008762	0.88493076368096
BROX	1294.899	2391.2589	1096.3599	0.648713095008762	0.88493076368096
MIR3609	1326.2	2426.0149	1099.8149	0.646555425170344	0.871290051067783
TUFT1	1303.8	2435.1707	1131.3707	0.651294405703687	0.901300325183317
SLC3A2	2323.207	3459.5912	1136.3842	0.598255564235321	0.574483867552402
MDC1	1588.2	2737.8276	1149.6276	0.632873354760843	0.785639002811173
LNPEP	1664.6	2818.1241	1153.5241	0.628663294267876	0.759559601867981
LSG1	1313.6	2471.3234	1157.7234	0.652938815089362	0.911757783394687
PURB	1422.6	2583.5108	1160.9108	0.644892497731216	0.860802846103397
ATG3	1453.6582	2623.7243	1170.0661	0.643482503787663	0.851928043137695
PRKAB2	1572.4	2744.1921	1171.7921	0.635731159309679	0.803413208269039
HIST1H2AG	1423.7187	2600.4009	1176.6822	0.646203681421397	0.869069933489667
HNRNPA3	1919.4	3098.034	1178.634	0.617453861874416	0.690697579075164
NCSTN	1222.2888	2403.3833	1181.0945	0.662879387245195	0.975481550295316
RFFL	2826.6271	4008.5761	1181.949	0.586460414227334	0.504008293447611
GNAI2	1247.6	2430.8357	1183.2357	0.660834087707446	0.962296927189155
NDUFS7	1453	2645.3021	1192.3021	0.645462934516223	0.864397788095961
DCAF8	1603.4567	2796.8893	1193.4326	0.635606677293104	0.80263775798852
SECISBP2	1845	3047.4249	1202.4249	0.622886393207589	0.723969851571271
ARHGAP31	1514	2721.2946	1207.2946	0.642527818489887	0.845927941985214
GABPB2	2291.6	3499.7462	1208.1462	0.604306162874532	0.610895059381201
HIST1H2AH	1386.1285	2600.4009	1214.2724	0.652296932765628	0.907673050949461
UBE2B	1346	2565.7352	1219.7352	0.655907178993097	0.930693872965775
HIST1H2BK	1378.621	2600.4009	1221.7799	0.653527667188763	0.91550816197185
AKT1S1	1358.8211	2582.2895	1223.4684	0.655218734536402	0.926295224075113
TBC1D17	1358.8211	2582.2895	1223.4684	0.655218734536402	0.926295224075113
TRAPPC10	1245.6	2469.6851	1224.0851	0.664736361685944	0.987486251539288
C14orf43	1737.1768	2978.1961	1241.0193	0.631592911771623	0.777694160793283
PRMT10	1192.2	2436.2383	1244.0383	0.671428889944194	1.03102897855588
SH2D3C	2098	3343.5505	1245.5505	0.614448124665939	0.672366229608326
APH1A	1426.9104	2672.5871	1245.6767	0.651930413422621	0.905342219859231
C1orf25	1218.2451	2472.2786	1254.0335	0.66989912569861	1.02103690931588
C1orf26	1208.4306	2472.2786	1263.848	0.671685391500095	1.03270670737138
NEDD9	1979.955	3257.498	1277.543	0.621962240043013	0.71829665161626
CKS2	1760.0199	3047.4249	1287.405	0.633897013232476	0.79199892679607
REEP4	1586.8528	2875.8469	1288.9941	0.644418646408137	0.857818567024176
MRPS21	1383.2821	2672.5871	1289.305	0.658943118777105	0.950141563465101
SOAT1	1305.3425	2597.9606	1292.6181	0.665580031435427	0.992951155940752
NAGK	1227.424	2520.8168	1293.3928	0.672533312160734	1.03825757626081
SLFN5	1203	2507.3926	1304.3926	0.67577555000514	1.05955126419953
EYA1	1482.733	2788.2992	1305.5662	0.652839657823231	0.911126547777581
TNFSF15	1156.974	2469.221	1312.247	0.6809399384203	1.09369952225582
C17orf91	1427.075	2746.5753	1319.5003	0.658075090766469	0.94457268755071
LRRC8B	1283.3338	2605.5038	1322.17	0.669995527712446	1.02166588916856
RRAS	1365.9413	2696.4948	1330.5535	0.663763006635354	0.981189765172845
TOB2	1366.2	2726.3188	1360.1188	0.666171356378375	0.996785575138218
PICALM	1202.2	2568.4505	1366.2505	0.68116907149045	1.0952213447001
RTN4	2145.8194	3512.7162	1366.8968	0.620781850343046	0.711058364072305
GABARAPL1	1520	2889.9221	1369.9221	0.655322709668726	0.926959280663185
ABCB8	1444.8	2833.6025	1388.8025	0.66230386224765	0.97176759211691
CYP4V2	1419.4	2808.9485	1389.5485	0.664313383818765	0.984748962503494
RPS11	1407.489	2797.6059	1390.1169	0.665289599052806	0.991069096515017
RNF139	1128.6	2523.4431	1394.8431	0.690967502546725	1.16085930161716
ADCK3	1528.4867	2925.9547	1397.468	0.656862317236904	0.93680343487408
CKAP2	1232.8	2640.0347	1407.2347	0.6816801915145	1.09861812518995
NDUFB2	1234.2332	2641.8141	1407.5809	0.68157426768244	1.09791394244642
CCPG1	1274.4729	2688.1523	1413.6794	0.678376622649046	1.07671418112332
TROVE2	1832.064	3246.2444	1414.1804	0.639237349192893	0.825301717774087
ZXDC	1445.2	2862.9694	1417.7694	0.664544295774442	0.98624309071827
RPS27	1288.688	2709.6409	1420.9529	0.677693348338602	1.07219864867176
FAM173B	1198.7924	2627.4034	1428.611	0.68668817210034	1.1320558798295
GORASP1	1240.2393	2669.7125	1429.4732	0.68279933783327	1.10606587654818
TTC21A	1240.2393	2669.7125	1429.4732	0.68279933783327	1.10606587654818
AP1AR	1258.4	2688.7944	1430.3944	0.681191278544578	1.09536886716878
EIF3B	1257.8	2690.3483	1432.5483	0.681420274917232	1.09689041949854
EMB	1331	2764.8024	1433.8024	0.67503315101334	1.05466580370312
STK40	1900.6	3338.2086	1437.6086	0.63720758952713	0.81261917497443
NEK8	1314.2076	2752.4296	1438.222	0.67683185507672	1.06651247357199
FLJ27352	1246.7525	2688.1523	1441.3998	0.683155612811776	1.10843978187391
ADAR	2761.288	4208.978	1447.69	0.60384754326449	0.608128601199538
LOC400657	1234.4	2688.0425	1453.6425	0.68529812737854	1.12274598138353
TRMT12	1204.704	2659.7242	1455.0202	0.688258149032242	1.14259793851262
LOC100134713	1184.2252	2641.8141	1457.5889	0.69048274020604	1.15758549077119
GTPBP8	1450.941	2910.4399	1459.4989	0.667320733210897	1.00424837062527
CCT5	1164.9902	2627.4034	1462.4132	0.692808731667515	1.17331990369676
RPL23AP82	1176.8876	2640.0071	1463.1195	0.691663592396196	1.16556526884265
TMED1	1310.0115	2774.4322	1464.4207	0.679268072663114	1.08261307106967
TMPO	1370.6376	2840.138	1469.5004	0.67449284165131	1.0511138614444
VDAC2	1116.4597	2598.9757	1482.516	0.69950770776421	1.21901196867895
SLC12A6	1490.83	2973.4704	1482.6404	0.666055178544885	0.996031958341265
UBAP2	1269	2751.7691	1482.7691	0.684388740452666	1.11666734989425
CDC73	1749.132	3246.2444	1497.1124	0.649849809115485	0.892132452359785
CAMK2D	1355.2	2857.5359	1502.3359	0.678308815893254	1.07626584374069
UCHL5	1738.5452	3246.2444	1507.6992	0.651229973678327	0.900891044336221
LRMP	1269.6	2780.1518	1510.5518	0.686499305957466	1.13078962488903
PDXDC1	1293.0336	2804.5917	1511.5581	0.684443182249973	1.11703099005002
LOC400027	2436.5515	3948.9763	1512.4248	0.618425981952502	0.696637993134938
JMJD1C	1151.6862	2665.3114	1513.6252	0.698274319061662	1.2105564200808
DNAJC1	1296.8	2810.8958	1514.0958	0.684299893872375	1.11607397798867
WDR92	1454.9048	2975.8114	1520.9066	0.671632139291612	1.03235833953633
DAZAP1	1124	2645.3021	1521.3021	0.701801561620651	1.23479045550788
ZFAT	1399.2	2923.3906	1524.1906	0.67630522307618	1.06304040898832
SNORA21	1164.0457	2691.0791	1527.0334	0.698052395087184	1.20903709830582
C19orf25	1114.4	2645.3021	1530.9021	0.703593537370953	1.24716532801491
HIST1H4I	1068.8	2600.4009	1531.6009	0.708710417028405	1.28274214565831
GALNT4	1259.8225	2791.5614	1531.7389	0.689038972584158	1.14785180573436
FLOT1	1091.7826	2630.7975	1539.0149	0.706713470047293	1.26881459461341
KAZALD1	1080.8365	2620.6349	1539.7984	0.707998149060398	1.27776807455367
ZNF76	1237.2	2801.7763	1564.5763	0.693684758685016	1.17926303387271
FKBP5	1143.8906	2709.0263	1565.1357	0.70311049272825	1.24382531820246
TXNDC12	1144.1134	2712.7919	1568.6785	0.70335973766325	1.24554832837007
PNO1	1405.2104	2975.8114	1570.601	0.679250534658376	1.08249693555235
FAM63A	2051.2065	3625.2975	1574.091	0.638649686497182	0.82162665197407
COX18	1266.2	2845.85	1579.65	0.692075728651159	1.16835432114853
HMGB2	1321.3479	2906.0277	1584.6798	0.687430683944904	1.13703808837815
CDK5	1246.4021	2833.6025	1587.2004	0.694509633641099	1.18486782080998
HNRNPA2B1	1747.355	3353.4656	1606.1106	0.6574364916892	0.940480060865781
LOC100128191	1220.0868	2840.138	1620.0512	0.699502648227753	1.21897724247257
WDR74	1837.6	3459.5912	1621.9912	0.653099174521018	0.912778811127043
CNDP2	2532.2	4155.3473	1623.1473	0.621355949138483	0.714577703902752
MTMR9	1013.4	2638.1751	1624.7751	0.722475925525946	1.38033658782569
AARS	1024.6	2652.7044	1628.1044	0.721371991940618	1.37240312313409
CEP70	1199.4	2835.0893	1635.6893	0.702713302523816	1.24108130015704
RPL23	1052.1295	2691.0791	1638.9496	0.718923091809524	1.35487250951889
LOC641518	1229.2552	2868.9699	1639.7147	0.700051810233655	1.22274837398377
BCL2L12	1048.7254	2696.4948	1647.7694	0.719982979905961	1.36244828201755
HCG27	1627.6	3292.0506	1664.4506	0.669163497098757	1.01624032514659
RAB11B	1190.2125	2855.1074	1664.8949	0.705780375984604	1.26232584152939
RSL24D1	1048.8	2732.8261	1684.0261	0.722658990533199	1.38165406799972
SMG7	1914.6	3604.8894	1690.2894	0.653120087521139	0.91291198301252
KRAS	1633	3325.8646	1692.8646	0.670690746426107	1.02620464504825
NUDT17	1532.8	3231.2582	1698.4582	0.67825749903727	1.07592657038879
GDI2	1558	3259.7852	1701.7852	0.67661488934791	1.06508166936827
NAA50	1691.1487	3407.3461	1716.1974	0.668304319933797	1.01064497693388
LASP1	965.2	2688.2477	1723.0477	0.735811190071231	1.47776625610269
C21orf59	1849.1655	3572.4361	1723.2706	0.658926340142736	0.950033854648971
NUPL2	987.3288	2714.7114	1727.3826	0.733301437407406	1.45919631801935
ANKRD28	2875	4615.0235	1740.0235	0.616156077480932	0.682776038129777
ADK	2177.6488	3920.2184	1742.5696	0.642883531474743	0.848162728447602
ADAM17	945	2691.5433	1746.5433	0.740137839139713	1.51004740034543
RUNX3	1433.0042	3180.316	1747.3118	0.689376818023601	1.1501272825266
ACAD11	1193.5356	2945.1594	1751.6238	0.711615472993299	1.30310411990371
PM20D2	1207.8	2961.0397	1753.2397	0.710279097562806	1.29372225541775
RBL1	1200.4	2956.0415	1755.6415	0.711195261619826	1.30015129963818
C19orf24	1547	3306.558	1759.558	0.681264754639792	1.09585701117748
C1orf109	1337.8716	3097.6227	1759.7511	0.698371475756377	1.21122176775437
SERINC3	967.0584	2727.3832	1760.3248	0.738239630043144	1.49584249373556
C1orf63	987.2	2752.4519	1765.2519	0.736018210678914	1.47930305284079
RNF168	1633.884	3403.3918	1769.5078	0.675641345665449	1.05866768370668
UBA5	1173.8228	2945.1594	1771.3366	0.7150211525556	1.32713108273227
SGK196	1029.2	2804.3177	1775.1177	0.731525955912503	1.44612643875145
SCYL3	1981.2	3756.4681	1775.2681	0.654702927135154	0.923002324838072
HIST1H2AI	3912.0866	5694.9149	1782.8283	0.592787968233376	0.54173597678042
PPP1R10	1679.421	3471.8185	1792.3975	0.673977301967808	1.04772759566645
HYOU1	1126.1096	2933.0612	1806.9516	0.72257644344505	1.38105992774798
PHF5A	912.764	2726.3188	1813.5548	0.749177457572551	1.57864047540678
CDK4	1234.1004	3051.7278	1817.6274	0.712050893687246	1.30616651674976
UNC45A	1577.998	3397.821	1819.823	0.682866679837028	1.10651447532536
SLFN13	977	2800.1193	1823.1193	0.741337267266088	1.51905782766818
TAF6	959.8068	2783.1797	1823.3729	0.743571931130395	1.53591812200714
CXCR3	919.8	2750.1513	1830.3513	0.749369971203705	1.58011888808144
SEC61G	912.4	2745.8865	1833.4865	0.750593618077753	1.58953364179542
CXorf21	1176	3012.903	1836.903	0.719258240164549	1.35726616613625
C12orf44	1152.2	2989.9668	1837.7668	0.721836406974244	1.37573830218214
CNPY4	941.1018	2783.1797	1842.0779	0.747306480458043	1.56431136696583
RAB27A	893.2	2736.9841	1843.7841	0.753951872578584	1.61553189738572
PPA1	905.4	2751.3637	1845.9637	0.75240401779311	1.60351964896792
ZNF425	1280.6331	3128.2054	1847.5723	0.709530503328711	1.28847803974294
ZNF394	889.1472	2739.8641	1850.7169	0.754989134368361	1.62361015101156
ASH2L	951.9262	2805.6103	1853.6841	0.746662154845335	1.55939299702117
USP7	1170.0407	3039.8	1869.7593	0.722070077378462	1.37741769140505
RPL23A	879.0851	2752.4296	1873.3445	0.757928805850628	1.64663092626065
STAT3	917.0511	2793.4284	1876.3773	0.752848358278222	1.60696281105444
SYS1	894.0208	2771.487	1877.4662	0.756099059453645	1.63227993831269
SYS1-DBNDD2	894.0208	2771.487	1877.4662	0.756099059453645	1.63227993831269
MIR150	920.0646	2797.6059	1877.5413	0.752515829469018	1.60438567870945
TFRC	1717.7389	3595.2898	1877.5509	0.676693088445014	1.0655973040556
ZNF786	1003.002	2880.6014	1877.5994	0.741734184288746	1.52204556028712
NGRN	1104	2982.7045	1878.7045	0.729855682004901	1.4338808831629
NSL1	1354.42	3235.418	1880.998	0.704908975000861	1.25627693130729
TATDN3	1354.42	3235.418	1880.998	0.704908975000861	1.25627693130729
PRDX6	1120.4	3004.23	1883.83	0.728363513818209	1.42298137943939
PAN2	1853.5936	3738.4107	1884.8171	0.668527865760046	1.01210010351746
SLC7A5P1	877.0776	2763.7203	1886.6427	0.759097422023892	1.65583521957626
SQSTM1	1613.933	3501.6123	1887.6793	0.684504211115089	1.11743866826158
RANBP3	1103.418	2992.3519	1888.9339	0.730595705583949	1.43930042547369
SLC17A5	908.6	2798.4607	1889.8607	0.754900155802682	1.62291627697499
CHCHD4	1141.4904	3042.2935	1900.8031	0.727163154865623	1.41424061481837
LOC220930	1024.9356	2929.7625	1904.8269	0.740830886686395	1.51525045449427
DCLRE1C	2127.6	4033.9743	1906.3743	0.654698637651744	0.922974950660683
NUB1	954.5178	2863.2249	1908.7071	0.749978488597464	1.58479698870144
EIF4ENIF1	1013.7408	2922.4845	1908.7437	0.742458644326076	1.52750655153184
TMEM43	1132.6096	3042.2935	1909.6839	0.728709966945101	1.4255086780092
LEMD3	1304.2	3214.4644	1910.2644	0.711374892103074	1.30141324821571
ZDBF2	1015.7789	2926.1573	1910.3784	0.742314728482922	1.52642091443398
POC1B	880.7893	2791.5614	1910.7721	0.760156539515684	1.66420344036055
FAM82A2	923.6	2837.5797	1913.9797	0.754438746970797	1.61932083618064
LOC401980	1550.8988	3466.4643	1915.5655	0.690893648896967	1.16036035274197
STAG3L3	899.5904	2815.8045	1916.2141	0.757874889692076	1.64620700124831
CWC25	1296.2	3213.4155	1917.2155	0.712569730168792	1.30981919658382
BRD9	923.969	2843.758	1919.789	0.754767529600738	1.62188234492799
CEP350	1495	3422.3901	1927.3901	0.695976937034139	1.19485872989232
CELF1	1102.986	3036.6915	1933.7055	0.733557505385383	1.46108587218711
VPS11	995.554	2933.0612	1937.5072	0.746589078003873	1.55883569743855
KLHL32	1722.8	3662.3207	1939.5207	0.680081451099137	1.08800290106696
UNKL	1143.5523	3083.5024	1939.9501	0.729468298576784	1.43104762076106
OTUD7B	1006.888	2949.3901	1942.5021	0.745496152052607	1.55051343676382
TRIP13	900.755	2843.758	1943.003	0.759446689062102	1.65859203872231
ZNF142	945.8243	2889.1472	1943.3229	0.753368623469562	1.6109995971382
PMS2L2	872.016	2815.8045	1943.7885	0.763541636584535	1.69112066046432
TMEM183A	1520.1408	3466.4643	1946.3235	0.695155166788724	1.18925994615215
TMEM183B	1520.1408	3466.4643	1946.3235	0.695155166788724	1.18925994615215
INSIG1	1504.6	3456.7221	1952.1221	0.696734062075913	1.20002462864088
ADSL	1087.6	3047.2262	1959.6262	0.736965969694204	1.48634854085978
NGLY1	1701.5316	3661.3236	1959.792	0.68271908590782	1.10553134491295
LEF1	909.102	2868.9699	1959.8679	0.759374087083944	1.65801875502703
CAPN14	1986.8	3946.6996	1959.8996	0.665155450587711	0.990200061900291
BCS1L	927.9584	2889.1472	1961.1888	0.756894752924834	1.63851167358426
SEC24A	1034	2995.3707	1961.3707	0.743384246080908	1.53449837293953
ESR1	988.1902	2952.7954	1964.6052	0.749253029495972	1.57922074161113
SFMBT1	900.7154	2865.4858	1964.7704	0.760842463753662	1.66963651368115
SLC25A3	883.4	2850.9488	1967.5488	0.763439344498296	1.69030339275347
RPS13	1065.8	3034.3463	1968.5463	0.740058055977173	1.50944900682803
TMEM140	2344.6	4315.3746	1970.7746	0.647956615330034	0.880143986246013
RNF103	923.6607	2896.7327	1973.072	0.758228903861053	1.64899167347629
FKBP14	1674.6252	3651.1312	1976.506	0.685561059458146	1.12450527132437
AMPD3	999.2089	2976.4818	1977.2729	0.748670363114515	1.57474984062042
RBM39	1280.6	3258.0055	1977.4055	0.717842848425579	1.34716912427425
GTPBP1	1479.2	3464.2889	1985.0889	0.700778128580404	1.22774211695868
HSP90AB1	1169.2	3156.2875	1987.0875	0.729695207765599	1.43270688932454
DCAF17	1131.0332	3119.3267	1988.2935	0.73389707539825	1.46359338167504
CBX3	1348.5375	3353.4656	2004.9281	0.713199359651634	1.31425716244328
UBXN7	821.4	2828.0896	2006.6896	0.774927430948152	1.78367097614343
FASTKD3	829.5554	2836.383	2006.8276	0.773712673404441	1.77364211780287
MTRR	829.5554	2836.383	2006.8276	0.773712673404441	1.77364211780287
GRHL3	2582.3493	4593.4748	2011.1255	0.64013202330308	0.830901754855434
EPC1	984.1611	2998.2917	2014.1306	0.752875639856924	1.60717434941361
MARCH9	1036.609	3051.7278	2015.1188	0.746447259433225	1.55775446159686
HMGN2	859.56	2876.9547	2017.3947	0.769956746055355	1.74287225184846
TMEM87B	898	2919.4679	2021.4679	0.764765540006243	1.70091809848398
MAP4K1	1195.3608	3217.6663	2022.3055	0.72912905973317	1.42856857607738
SVIP	921.2952	2945.71	2024.4148	0.761754858772882	1.67688000491534
TCF3	1621.3809	3654.355	2032.9741	0.692672087698704	1.17239373725135
MARCH6	1733.2	3767.9453	2034.7453	0.684938334568258	1.12033987949379
ST3GAL5	1077.8	3117.4533	2039.6533	0.743090601942915	1.53227845655048
TRIM38	1195.6	3237.6317	2042.0317	0.730309606872115	1.43720407764271
NARS	922.2	2967.0281	2044.8281	0.762883539795467	1.68586701943352
DAZAP2	1075.6	3123.858	2048.258	0.743871709158658	1.53818721461872
HSPA4L	1184.8	3238.1575	2053.3575	0.732124941286458	1.45052961252087
