DMSO_RPMI8226	KB528_1Hr_RPMI8226	KB528_3Hr_RPMI8226	KB528_6Hr_RPMI8226	KB528_24Hr_RPMI8226
SLC35E2	3.23880749396472	2.46380650788217	2.10399338934496	3.34313179559036	6.92665742878302
NADK	144.506770629404	153.511271912331	122.17567639743	122.869415279813	129.564714995938
GNB1	297.465275802361	314.896429117944	291.563314210864	334.043320616127	367.23888146601
CALML6	1.21085034709834	1.64045702306815	1.34158151718207	0.882541064417788	0.925193636220292
TMEM52	28.0427495545524	33.6891612391785	27.5908457389861	20.2210075517158	11.4145431252252
CFAP74	0.0106963601493892	0.0175139829413718	0.0120349675562078	0.0110913418930165	0.0200186765641085
GABRD	0	0	0	0.00714451300855983	0
PRKCZ	8.6295140227518	8.93167572519016	6.20593538650799	7.60348989785936	12.9953747587769
FAAP20	12.8531679765773	12.6743213128498	12.16103341314	12.6305096449604	16.8457499301359
SKI	14.8846218025635	18.5168992917609	26.6617365325975	24.4433394035953	17.8620905178328
MORN1	2.18473618025393	2.18176134177415	1.92505258043452	2.07762585850612	3.93522452075712
LOC100129534	0.0528709677052044	0.10825625987627	0.137948392535754	0.0561287389902522	0.227982684222506
RER1	94.970443276857	93.3174955364529	96.287842599202	100.303740439853	105.497105404007
PEX10	49.2224811846711	47.2497617694358	46.2187574055145	45.7362792086112	63.0370976649928
PLCH2	0.626736768529205	0.738113151232295	0.437502346935716	0.165520085412625	0.118675557415169
PANK4	24.7089190157503	23.9765694645301	23.3710637649338	30.6608333775253	29.6011166328425
HES5	0.0633187958392855	0.0350326854738064	0	0.0372695965006641	0.0522600612017547
LOC115110	1.82545957257933	1.64380291508384	1.08241756428102	0.680602999654507	4.90715027556365
TNFRSF14	19.2837097502746	19.1604413887686	13.2309160404763	12.2219924611875	19.2363621430532
LOC100996583	0.0176087735025026	0.0366502749181969	0.032948691730874	0	0
FAM213B	40.3304305095504	37.9857401702695	33.240383168741	30.555553834251	41.4418683270227
MMEL1	0.0385610298567359	0.0433477375649423	0.0500465099709161	0.0270174495882844	0.0889319000247294
TTC34	0.0207733925150651	0.112047824402603	0.0505384156206371	0.0792435901364152	0.0935656236801921
ACTRT2	0	0	0	0	0
LINC00982	0.00333333333333333	0.0099814341371019	0.00333333333333333	0.0035741131864547	0.0110052032780617
PRDM16	0.0195723709595218	0.0122088750488452	0.0157166662097725	0.0117032908645498	0.0131783059463898
MIR4251	0	0	0	0	0
ARHGEF16	8.30082240105579	8.53712121470378	5.42134329301893	4.66812197094837	9.29654826263549
MEGF6	7.7242461573187	9.77799817295099	6.46109267160715	3.34619515952463	4.38707364552833
MIR551A	0	0	0	0	0
TPRG1L	39.6207675794292	37.5323716431989	41.6024594817842	56.6653750406358	51.556329327065
WRAP73	38.1159992236652	37.9712426610233	40.2764453838868	53.83507196713	49.0190425840649
TP73	0.269924502907828	0.327695583265237	0.200133543911183	0.25704669372574	0.545370123512408
TP73-AS1	1.30606776182086	1.18808864294026	0.703301617977101	0.994546221208477	2.12205183797545
CCDC27	0	0	0.0108310129747463	0.00632621322055091	0.00658369335354887
SMIM1	6.93106189068621	6.46736661197995	6.15515852884184	3.68160003666195	5.20659270428045
LRRC47	88.4069022518603	88.9674279126626	105.003047507653	106.154576201247	93.2459385450232
CEP104	24.2552690547314	25.9951528826143	26.1960054287573	31.0297891272463	28.2652953166042
DFFB	9.94019192789641	9.23631843992951	6.7736302431542	8.47659984915379	8.58387479561797
C1orf174	25.2214891487081	25.7421991510646	34.7626076635017	42.0132022264822	32.0053796881428
LINC01134	1.12762647593997	1.10342962699311	1.31181750160618	1.42286333293683	1.62920489529863
LINC01346	0	0	0	0	0
LOC284661	0	0.00582746910773184	0.00567662058994659	0	0.00661626013150961
AJAP1	0.271612508533071	0.324171437870054	0.197243798380118	0.158526833722218	0.186311950943855
MIR4417	0	0	0	0	0
MIR4689	0.840366903366588	1.69469804395694	3.57349371635332	1.36431002284443	0.613412115026367
NPHP4	11.9920054017427	12.848666231216	11.7200341716913	12.5087429220529	15.7206104454824
KCNAB2	90.0590860528572	96.5660699414103	78.1290805878762	67.8485875116103	79.395460663055
CHD5	0.0330417959029574	0.0679394872959073	0.064924816903371	0.0595040669500311	0.0828438505445078
RPL22	473.815917547662	460.19260682546	473.652837638607	431.608039114333	488.750839375988
LOC102724450	39.0912996123833	41.2218057464768	31.0263524884821	22.9658034900428	38.9026939026095
RNF207	13.533092518818	13.3033980977273	9.0634296731791	7.98857814670112	14.3228768411654
ICMT	51.6789898528505	59.0424930406568	75.5449220223558	94.897735056318	59.1314193611208
LINC00337	0.463444280067029	0.674612624848486	0.63418148885331	0.70932440784612	1.00170576341419
HES3	0.0297709362861459	0	0	0.0174584264813011	0
GPR153	1.46278360125982	1.97023186828683	1.20063049817331	1.19578264903026	3.06396098001201
ACOT7	120.280018889102	118.650831250124	114.381706455546	121.654259971307	138.165216850836
HES2	0.0384888092427506	0.195885350679866	0.0899676090926469	0.0297854549026346	0.012996800595834
ESPN	4.46392900216749	5.24642973527071	5.34941255935334	4.55803284432842	3.06909793705264
MIR4252	0	0	0	0	0
TNFRSF25	86.6864758827394	71.1495168703868	59.598722158913	48.8686715758164	46.9004977009197
PLEKHG5	1.66218833586303	1.90075621845328	1.50795559622819	1.17878297144818	2.26680962835457
NOL9	11.4207153914795	15.6437323367901	17.5679884072335	16.3959028506414	13.5380882720358
TAS1R1	0.0201061706431443	0.0223775240422983	0	0.014761918649171	0.0495554939449651
ZBTB48	30.0090541857327	31.3898414299819	33.9307041702338	31.0674384577081	30.2105366640786
KLHL21	58.0243483426012	89.4025949141481	87.1857209941536	82.176452806085	52.2047948768357
PHF13	14.5246836989441	9.84641566150556	12.0767768533703	22.8367716674468	24.8920262947163
THAP3	10.7882703233168	8.41590294685734	13.3541154527131	19.5006608347618	13.7042722844242
DNAJC11	72.6218697042594	81.775183555924	83.758170870843	84.4950165601215	67.2186248907931
LOC100505887	0	0	0	0.028357087714387	0
CAMTA1	8.49648178598359	8.25464594409776	8.2054989395711	7.73581127778158	9.39103803535986
VAMP3	33.1148156321361	37.293857351929	48.434667950668	56.0577661878636	41.330867613042
PER3	0.0717662043673994	0.0786946082792328	0.0745145406297075	0.0808117290284872	0.126135451515161
UTS2	0.0734881632695897	0.0522162087441087	0.105462704364258	0.0483517480429146	0.112962742073943
TNFRSF9	0.0126287382551854	0.0174503359206937	0.0262016497546178	0.0203702395425386	0.0104981669812302
PARK7	759.978905432727	728.821094601187	741.466388651534	761.65527764989	818.863652004209
ERRFI1	1.20486527420549	1.83828622978744	2.07943515709574	1.45323385176603	1.64440561867548
LOC102724539	0	0	0	0	0
SLC45A1	0.0278604762411397	0.0289235274638533	0.0219743902686853	0.0378270577725819	0.0702996595724233
RERE	35.6059183974256	45.1995835203131	23.3220719822263	28.891818868572	40.0018562580307
LOC102724552	0.143534848327811	0.0542767475826186	0.0169644252212525	0.0524759313835675	0.0591343531809669
ENO1	2492.10672842966	2339.05739899833	2367.63609727363	2509.45148208859	2064.58952414805
MIR6728	2.27102126505488	5.35763853804277	6.45727628610581	4.71823026593755	2.01738029981762
ENO1-AS1	2.83464663816941	2.53006546195785	2.36117801274132	2.17046678229659	4.33187571303164
CA6	0	0.00826122414862327	0	0	0.0195665746419894
SLC2A7	0	0	0	0.00893644414650921	0.0178325191848615
SLC2A5	6.50704869375633	7.77673835849355	5.2645142581485	3.43139643189127	1.0990328559683
GPR157	3.51098903392792	2.88358479546637	2.32783706767295	1.93768392191966	3.52439656521348
MIR34A	0	0.474674395893207	0.619108353303597	0	0
H6PD	4.63891408596188	5.3690089537714	4.99907769802684	5.40441972311744	11.7851843369724
SPSB1	8.17738289188669	9.80040231810699	5.99467003249484	11.9604891207352	7.48316927981878
LOC100506022	0.0674535326599864	0.0710840838481208	0.095203102829086	0.159992302173651	0.265616260645662
SLC25A33	36.8460874905078	49.6701019757166	63.4306790407614	47.5843161439959	33.2178804925841
TMEM201	19.9123959338706	24.7849120987588	28.8752218740568	31.4071371725003	20.1135808230626
PIK3CD	1.55451274076631	1.55801126839546	0.734803934596167	0.495326511758771	2.0981094490227
PIK3CD-AS1	0	0	0	0	0.00785131615502756
PIK3CD-AS2	16.2121119151908	13.8107109997901	12.4794771220761	10.8933763523268	13.5902623488698
CLSTN1	74.7667811447114	86.5618037687833	74.508186546877	103.556194488474	111.755564461865
CTNNBIP1	9.18551995297465	9.19235655594881	10.5982291918931	11.5320766265579	16.2503706433068
LZIC	39.6593082607121	37.1756607848483	37.6655838648221	45.0553496886578	48.1860710580384
NMNAT1	3.00098795102452	3.3508833167467	5.8278489405509	5.11276631562476	6.70875416304223
MIR5697	0	0.482923882337657	0	0.445466137230517	0.706671054546218
RBP7	0	0	0.0166829443016529	0	0
UBE4B	41.7875278866229	46.9327651596542	35.2514771142965	49.5509414654266	52.6556934557245
KIF1B	4.68885469777622	5.38464876001084	4.33099897831196	6.49055540730088	8.8830533306322
RNU6-2	0.673692577543449	1.10719743764049	0.774674992541697	0.943682031506023	0.776268783488402
PGD	323.37502682959	328.623130599639	328.860758942055	361.149104691698	308.18489350933
APITD1-CORT	0.0994525482304519	0.109745120489495	0.276265734038179	0.276030479116945	0.16799269081639
APITD1	5.93102776028463	5.56668249520813	5.74494199604731	6.95430309167558	7.5297023092404
CORT	0.0540795436582535	0.311126362570444	0.585674394902789	0.266117076066087	0.226095850738217
DFFA	52.1221382842434	50.2889896275545	43.6126680089379	50.1714072691502	55.1457985291635
PEX14	30.9293417457782	30.7259131264524	33.0572219157967	39.8184953572759	41.1595318424471
CASZ1	0.119378260963125	0.145835719048662	0.120159785632873	0.110979454612175	0.37069695687459
C1orf127	0.0854311274049702	0.0648532117798498	0.0895722800361517	0.00938852256390602	0.0352178617403061
TARDBP	106.27088385888	108.806843611373	90.2994396476536	108.277050976552	116.042906414062
MASP2	0.1680773622714	0.396890301769089	0.252905832030016	0.146340130137359	0.0486085550407056
SRM	1064.63495660744	1167.81296177163	1206.84417677293	1289.23498782347	764.091425618661
EXOSC10	80.1914117757462	84.0427734714551	95.137495015863	132.838606413203	99.6490070225384
MTOR	38.2994853574972	42.8687376153978	34.8518115719467	50.1464568296838	48.7899092110231
MTOR-AS1	0	0	0	0	0.0189279686664135
ANGPTL7	0	0.00665977980040628	0	0.00531376561461434	0
UBIAD1	40.8368676415097	52.3319345443677	64.5138882975499	47.4944396309924	34.5008806607064
PTCHD2	1.20851342668594	1.46861299956189	1.36930392214121	0.811163689650483	0.370268633961461
LOC101929181	0.0980428245559971	0.118061218348385	0.115283339459056	0.158165617650687	0.0222943136302418
FBXO2	0.672290525415048	0.870277540460191	0.777427029435486	0.631434286191804	1.51011573648223
FBXO44	3.18647670645767	3.25992166741443	2.27358701563478	2.88842730838947	5.35576067643429
FBXO6	0.657317139324708	0.554439314254071	0.649962216151911	0.590342666988828	1.68922763158698
MAD2L2	167.213358813919	161.124270231572	156.472211000791	176.569262056942	199.011612901618
DRAXIN	0.134796200961153	0.119260423396482	0.0960345911888256	0.0674924993398952	0.0709166867092802
AGTRAP	82.2835658051809	80.5556412442391	64.6488337775042	55.1202815766293	60.1961394051759
C1orf167	0.266448030997144	0.319026795419237	0.21495661625135	0.0585356799992347	0.14291287080703
LOC102724659	0	0.0068474014702627	0	0.0433267992317212	0.0153243569064403
MTHFR	18.8192698447439	19.663218962827	8.93072460324459	9.93342458809232	11.7063346494341
CLCN6	10.5412607190443	12.7252496053862	7.13678333391459	8.64035036208113	9.98935142668893
NPPA-AS1	1.89072178170884	2.61653796165769	1.25312496820905	1.40391142634909	1.34857386421393
NPPA	0	0.0141524249759202	0	0	0
NPPB	0	0	0	0	0.0205056580954373
KIAA2013	228.111947447265	203.692390793911	190.359185569268	200.070538914665	195.387828345192
PLOD1	135.100472865731	142.164225763872	112.666532140881	136.215796763968	205.586614241897
MFN2	82.707305986553	97.5258491583399	101.300677736396	132.156974369351	89.8298355047626
MIIP	79.1104094219242	77.3930337716384	72.3253924837534	78.9879847911305	64.6987807548653
MIR6729	0.189091136996105	0	0.181127863131526	0.398795550752993	0.205586859669045
TNFRSF8	24.6526937942785	25.9939333322088	22.6080009284125	27.603333687189	18.6636973226407
MIR7846	0	0	0	0	0
TNFRSF1B	57.9715088813904	58.5620904431452	37.424226874735	23.6704822079641	38.8154592930091
MIR4632	0.201490555815522	0.198133949662883	0	0	0
VPS13D	4.77023671044205	5.95102884422503	3.99673780119498	5.92190437513352	7.49345940172579
SNORA59B	0	0	0	0	0
SNORA59A	0	0	0	0	0
DHRS3	44.4163694937851	41.9450317853737	25.2215155527941	17.0462077629634	47.9729659196677
MIR6730	1.21094331246082	0.436054975447183	0.133787626176696	0	0.633081455596242
AADACL4	0	0	0	0	0
AADACL3	0	0	0.00333333333333333	0	0
C1orf158	0.0110474620474226	0.0291047628681877	0	0	0
PRAMEF12	0.00583530444078844	0.0171551133216315	0	0	0
PRAMEF1	0.00901186844064889	0.041858956198697	0	0	0.0565638958569997
PRAMEF11	5.25416260288652	2.87631441615864	0.486115903487625	1.07805064867826	8.09483728782432
HNRNPCL4	0	0	0	0	0
HNRNPCL3	0	0	0	0	0
HNRNPCL1	0.0669858605958358	0.0729127961735605	0	0.0547110639789366	0.203817438313575
PRAMEF2	2.11147664806157	1.20972100018114	0.116281241403703	0.288329995701916	2.18310187991227
PRAMEF4	15.8167126417447	10.7119371787478	2.46591601593826	2.48496470690834	18.985031540293
PRAMEF8	0	0	0	0	0
PRAMEF7	0	0	0	0	0
PRAMEF6	0.0541752429510978	0.0270485381349083	0	0.0171754084938704	0.0161277092700198
PRAMEF9	0	0	0	0	0
LOC101929983	0	0	0	0	0
LOC391003	0.00333333333333333	0	0	0	0.00646659920487791
PRAMEF22	0	0	0	0	0
PRAMEF25	0	0	0	0	0
PRAMEF26	0	0	0	0	0
PRAMEF5	0	0	0	0	0
LOC649324	0	0	0	0	0
LOC645354	0	0	0	0	0
HNRNPCL2	0.587216632955543	0.392709326275372	0.205390958810589	0.301064929830184	0.592928812429752
PRAMEF10	0	0	0	0	0
LOC645382	0	0	0	0	0
PRAMEF15	0.0150247531025328	0.00343473306832726	0.00333333333333333	0.0107195779850399	0.0293477124159728
LOC400736	0	0	0	0	0
PRAMEF14	0	0	0	0	0
PRAMEF19	0	0.00853945190492405	0	0	0
PRAMEF16	0	0	0	0	0
PRAMEF17	0	0	0	0	0
PRAMEF20	0	0	0	0	0.00448119892004234
LRRC38	1.5917072171063	1.51745583284935	0.291284981899028	0.186871098072041	0.544964776642251
PDPN	0.019500838777387	0	0	0.00461516360452271	0.00480300313779035
PRDM2	12.0512745419667	17.0695708482766	17.4672256896307	17.2096324737935	14.5459410749471
KAZN	5.04869538505936	5.8711277706206	5.72969610525135	5.29483992104976	4.58727082318188
TMEM51-AS1	0.885185098961558	0.73678604228715	0.247528368648662	0.0905582950883176	0.694916178149534
TMEM51	13.830768906244	12.9197334874237	3.62235050472162	6.89068366392219	11.0505644539028
C1orf195	0	0	0	0	0.0190850118397092
FHAD1	0.56559672174028	0.605116743323237	0.390925190829958	0.274838401297771	0.725438346080847
EFHD2	105.644991673618	105.384288866068	109.731222401855	116.945021233447	109.450121738128
CTRC	0.0890605240022624	0.374985337489381	0.651801028056847	0.383411772559802	0.212611251444564
CELA2A	0.0133596998964639	0	0	0	0
CELA2B	0.0511895373889083	0.059998817293334	0.0628608590810179	0.0735731886499999	0.103792638925171
CASP9	11.8273379042176	11.5756952254685	9.10901132703476	10.3386469046782	12.6433464376045
DNAJC16	7.55988318041561	7.60267809805387	7.70262903857859	9.36523473516205	9.27057951793886
AGMAT	25.5942832956983	24.7079675021068	22.9100122210371	22.2900354496851	20.381007210698
DDI2	12.7057150064605	13.572122751256	11.3675140558717	14.9902283812192	10.8656915352062
RSC1A1	10.6023170862468	11.9455971598311	10.4261291699195	13.4061008734674	9.52136345614268
PLEKHM2	53.6024382729222	58.8964032544711	58.7971627747053	79.6291142556033	71.394164503123
SLC25A34	0.402570326584177	0.864647459817202	0.869879057115069	0.68991123920573	0.486824694071522
TMEM82	0.0448111716984326	0.0191085706394243	0.0172764087234509	0	0.0216950569371556
FBLIM1	0.403229004007787	0.38835327883679	0.188110337768548	0.106607306219907	0.180736701204835
UQCRHL	19.0616434882741	22.2374996691862	21.3996302540891	17.8064544658225	20.8946090838159
FLJ37453	5.35278698558596	5.55052840682485	5.07761607908585	4.71306118329444	7.16541248283833
SPEN	28.1900525963796	34.1553139046448	34.9504600892391	45.2987323336225	28.7270894295518
MIR5096	0.0503649092025333	0.186275911841515	0.0530452840659353	0.101908597876227	0.138960673306944
ZBTB17	26.3983102195626	30.1027964382474	35.2157949843689	36.1330521198093	34.4336631678298
C1orf64	0	0	0	0	0
HSPB7	0.0186001414549219	0.00884574408468238	0.0119204532243019	0.0215560190799241	0.018482912695004
CLCNKA	0.344304139149902	0.516816705085569	0.370973965852339	0.23745604193763	0.173547970559011
CLCNKB	0.00411894232732803	0.0358204815325018	0.0152149059122868	0.0186794671134327	0.0188679604324174
FAM131C	1.76430512452005	1.83201539961724	1.60887431407681	0.905763985807081	0.730127314671147
EPHA2	0.290527414023862	0.598315672939327	0.160862603627506	0.192932448028283	0.30357601999809
ARHGEF19	9.28409683441058	11.2650193826388	14.6986161824902	11.1022046304847	10.1842721364008
RSG1	13.5137147623113	11.0620045205697	9.25441412417203	13.2173848310379	20.3268036848563
FBXO42	8.7539634513126	9.2519199309872	13.6547679407749	13.5742446124056	13.6166757192083
SZRD1	119.495148857228	126.376899081528	108.518034740404	118.124419562501	136.987843244699
SPATA21	0	0	0	0	0.0136199737099265
NECAP2	85.7450821721521	71.3191447087815	55.1583637431008	57.5190759595011	87.9041420206394
CROCCP3	1.38243314758746	1.09500033232427	1.07111223130882	1.74412032061765	3.00551993258914
FAM231B	0	0	0	0	0
MIR3675	0	0	0	0	0
NBPF1	1.80139775214347	1.88765555741067	2.73619709458623	4.38610921075513	3.98663974360275
CROCCP2	49.2269606275518	44.9990249829901	47.0982053112854	63.314144529669	73.8801277809593
MST1P2	1.47476965076892	1.41461419224618	1.35591931357262	1.6000227931007	3.45793737032065
FAM231A, FAM231A	0	0	0	0	0
FAM231C	0	0	0	0	0
ESPNP	0.225015126947273	0.279978694577311	0.179381646022133	0.0818830863558663	0.306939378831609
MST1L	0.216879863451629	0.273549728463082	0.296447401295782	0.242668385317579	0.600445794643703
CROCC	14.4925586734858	15.1575951974217	12.5343014508066	13.6411377000387	22.3454783980813
MFAP2	0.961084479306443	1.31967709945388	1.09860705072562	0.671755597996049	1.44858609475264
ATP13A2	47.5442018981124	51.1406476883826	45.673486259082	52.9127453008156	62.5517753973165
SDHB	291.366505719641	264.000093017833	270.466195201981	278.323854561973	251.788744221926
PADI2	0.315152713642642	0.307632215298032	0.307691603666268	0.390703170968172	0.605495496932728
PADI1	0.0117837770732876	0.0344346786550264	0.0262361745389216	0.00357504225148887	0.0144817177261423
PADI3	0.0136187069610767	0.0362853564355251	0.0104695984839349	0.0312061114366087	0.0393275746239933
MIR3972	0	0	0	0	0
PADI4	3.11695529404264	3.77120864698307	3.24610703025805	2.56188185818141	2.12991565402995
PADI6	0.0142920849024071	0.0151329352204956	0.00491373585290034	0.00574006157824611	0.0410760300253396
RCC2	216.274974973414	225.911112917922	192.376829841371	238.128144442297	250.292879168523
ARHGEF10L	4.05601850441485	4.69506477768525	2.50313003562739	1.89360402960574	4.93123280324895
ACTL8	81.6995731743722	79.2228414269975	78.4136331037596	80.7514054179208	51.8798325201995
LOC101927876	0	0	0	0	0
IGSF21	12.3072234832329	12.4391123793564	10.2886231355768	8.09612538940696	4.58415661583289
KLHDC7A	0.0214512090380814	0.0174267493753461	0.0126458198696586	0.00481254627544664	0.00899398168240007
PAX7	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00653565066124395	0
TAS1R2	0.00487541606693647	0	0	0.0343820125720246	0.0333618479135654
ALDH4A1	14.5185693691936	15.178976744006	14.4637334574819	15.5692812529401	18.551053949512
MIR4695	0	0	0	0	0
MIR1290	0	0	0	0.134571610016043	0.366998701297826
IFFO2	11.4971895379568	13.5453132149425	10.708642241784	12.5187404837763	10.2410862773299
UBR4	41.7558604393032	50.7716351214628	38.3168655953539	52.2381235458433	54.2232061632848
EMC1	58.1231108998309	65.4055844922632	60.5610705285731	68.0996515877903	64.1106309180038
MRTO4	174.636561023856	193.387213449879	218.335204970125	194.817615507046	130.085344538437
AKR7L	0.475843731464217	0.497982268812995	0.936999586901481	0.463722174215721	0.878267905029973
AKR7A3	1.80875743720801	1.74263982713915	2.60738948722092	2.08411119355666	2.20965587101441
LOC100506730	2.00070032149481	2.51161754954597	3.05072020334894	3.04337350974909	3.56874148024072
AKR7A2	88.8121853627659	85.3681840851519	86.0870822855414	96.4901411802905	119.114228255626
PQLC2	4.20430498499774	4.31645900188552	3.95220652465988	6.20935712701971	8.61002128939276
CAPZB	143.506006500168	149.240649997624	140.138403759528	148.211987221384	176.471657370872
MINOS1	78.8139331448872	74.6449157345993	77.0916627236756	69.7297609172165	74.6335292698158
MINOS1-NBL1	0	0	0	0	0
RPS14P3	3.17447727443847	4.68727917156089	2.23629947927549	2.74928890162046	1.42696816963381
NBL1	0.0297767242092276	0.0225317206981545	0.041192814996642	0.0216899284011509	0.0666911338853296
HTR6	0	0	0.00333333333333333	0	0.00827481489473618
TMCO4	12.2027429789492	12.8505058878097	9.15158170543263	7.68432552814514	15.1410651588753
RNF186	0.162267261015146	0.181541384003201	0.119735291201819	0	0.0892395724924803
OTUD3	4.24049723113026	6.17950596923524	7.54100053059104	6.89673882361752	5.1750930401842
PLA2G2E	0	0	0	0	0
PLA2G2A	0	0	0.0766691525689478	0.013326732113835	0
