DMSO_0	KB528_1	LOG2_FOLD_CHANGE	P_VALUE
TMEM240	0.174292697667165	0.509214060825722	1.54676013043356	0.183638117589569
SSU72	111.098468441734	119.791233818665	0.108683408808863	0.310279644668859
C1orf233	3.79202994282552	3.23810896387176	-0.22781882234929	0.441940122442588
MIB2	32.7918625499732	33.0554148238613	0.0115487717676517	0.954741094556918
MMP23B	2.6181261822893	2.03299940383748	-0.364924838459189	0.176161759532884
MMP23A	0.842840084874847	0.601091471086487	-0.487674379595791	0.531640388256949
CDK11B	86.7969781017718	120.391179546958	0.472012976790151	0.11090574543201
SLC35E2B	22.2363112678306	19.2974157725707	-0.204509821565823	0.450090463478857
CDK11A	73.1281300411953	113.281239698349	0.631410582350871	0.161883351253905
SLC35E2	15.9676002546199	15.1625443820362	-0.0746356404440089	0.778027155704224
NADK	51.2583444106137	48.007485392148	-0.0945275115465491	0.70525962243105
GNB1	196.799430871602	219.974900907763	0.160612873401234	0.439600392838426
CALML6	1.50250276175586	1.65237696076329	0.1371752070616	0.821467270466997
TMEM52	3.96856181184966	7.43646861789547	0.90600141008488	0.113388812893958
PRKCZ	13.4561396965416	9.80788824483842	-0.456250142729371	0.0452746470707969
C1orf86	12.4378151914353	12.0053261093882	-0.0510584929334586	0.699425038981793
SKI	239.590505757491	207.193610283649	-0.209591227713416	0.344379100235152
MORN1	2.92078017892245	2.86595401480892	-0.0273383222013669	0.851155409337728
LOC100129534	1.24226440744161	0.886899989672775	-0.486128939116175	0.126018757905766
RER1	48.4425544623938	60.6362883096134	0.32390650251805	0.283645129821793
PEX10	7.3551381301522	10.922312322485	0.570453975453399	0.0175783466283955
PLCH2	25.9430894686749	17.469102134698	-0.570544835674439	0.161603801087922
PANK4	18.767746755173	28.8091632188323	0.618272305643326	0.0282511215757906
LOC115110	6.551825141651	5.46723059049075	-0.26108662900051	0.367515136501045
LOC100133445	7.16016784381081	4.56923720111645	-0.648040067984017	0.0482401374282857
TNFRSF14	357.432150702759	361.862891326057	0.017773759030217	0.948676523897256
FAM213B	12.8218180846142	10.6705069924138	-0.264972119899213	0.327183520349367
MEGF6	32.8729473405968	28.0700430143939	-0.227869537523275	0.220749053808788
TPRG1L	46.127873208205	76.0115799077451	0.72058044481386	0.0103855943136294
WRAP73	24.321806363892	46.8972462377169	0.947252830796294	0.0419698218414918
TP73-AS1	8.33925931342435	8.37563838511786	0.00627990552401965	0.946540829061346
SMIM1	1.19851828382436	1.50572451056072	0.329205918690683	0.401932474259783
LRRC47	35.7131847388885	75.054463805026	1.07148108492434	0.00513992963754758
CEP104	8.14588681915386	11.8573005843773	0.541631930979292	0.00839958078979989
DFFB	4.47363227095995	6.3688285891217	0.509581370863939	0.0308229497729198
C1orf174	30.3997757605043	58.8357502585551	0.952632361750659	0.000192644256789692
LINC01134	0.131260788222916	0.191671396435338	0.546199054715789	0.530669334918134
NPHP4	6.09799165619516	11.8016752394248	0.952585582220278	0.0211487224502018
KCNAB2	106.081447689369	115.443953563789	0.122020244098595	0.472246312451314
RPL22	582.209311823109	637.394315674563	0.130648239092744	0.208037243636507
RNF207	1.92154699240982	1.62703999387608	-0.240018544690015	0.552581786378066
ICMT	6.26732425451841	14.0202397809827	1.16158948189911	0.0293600887994177
LINC00337	0.0935574850568345	0.399541916870458	2.09442188171845	0.0919985631530204
GPR153	2.46041320715646	1.55257054619953	-0.664241801685477	0.029701829957714
ACOT7	7.81531156170613	13.7033811771465	0.810156614879279	0.0177892137296566
ESPN	0.432173985990813	0.719582127150201	0.735547119505042	0.175568755314615
TNFRSF25	138.156451256192	144.104503948693	0.0608124964813578	0.79444850436267
PLEKHG5	3.78819254245432	3.55847518181469	-0.0902504864393129	0.771871480395417
NOL9	14.8131386802712	28.5346247115698	0.945836230463541	0.0228558590680814
ZBTB48	28.9844579222068	50.0856546997994	0.789117948521033	0.0526474041324079
KLHL21	70.7601959631548	69.3265000993074	-0.0295311145329741	0.871005221305758
PHF13	5.41102306882592	10.9269174207183	1.013913164387	0.00982692666416213
THAP3	7.21022348087285	26.8997458422616	1.89947666018035	0.0154026994276775
DNAJC11	20.8342805595117	27.5302147280978	0.402056580230703	0.271362604256359
CAMTA1	5.43836288809936	5.34744407084528	-0.024322933681149	0.690965381521716
VAMP3	67.7114292701979	79.8757586192086	0.238358355757361	0.0913932614081611
PER3	3.4330110377336	4.17739837800481	0.283130236994435	0.0264480080752837
UTS2	2.00336915416463	1.57344935440741	-0.348497543797269	0.343377987313781
TNFRSF9	5.34799473479239	3.88074378985755	-0.462664856806983	0.148538182457801
PARK7	158.839532911523	143.232870793117	-0.149207406027113	0.282832122430435
ERRFI1	19.1708845087073	16.2931465659119	-0.234651654790653	0.075127436423543
SLC45A1	0.757859021216772	0.709118793103737	-0.0959021686218567	0.745958136799793
RERE	20.4420421358185	16.7889401658274	-0.284028166754965	0.121106726173835
ENO1	276.61280115676	243.66819143406	-0.182949990207136	0.333336746058659
MIR6728	4.46759169233414	3.61195991249377	-0.306715458187293	0.447447220960948
CA6	1.35243263026302	0.735219089640287	-0.879310598628029	0.378368603969448
SLC2A5	1.67617498792865	1.48646807950005	-0.173284287119089	0.60492615347475
GPR157	2.16286924744455	1.4919452532811	-0.535751855203527	0.254806269730871
H6PD	8.7919634949564	8.66563923518497	-0.0208792200042501	0.917154143267188
SPSB1	20.1099434782893	19.1367541979514	-0.0715628729868341	0.857335353921834
SLC25A33	37.6074302430147	34.5120483255952	-0.123917627060226	0.0756387611098172
TMEM201	5.0588090108204	5.81408775648582	0.200755074364007	0.0271903964716684
PIK3CD	105.160073785406	68.8701518724867	-0.610636295756184	0.0526858086910316
CLSTN1	45.0094266557646	44.717124709287	-0.00939976080669796	0.957824820004185
CTNNBIP1	14.2496403869236	11.6557779668531	-0.28988021035553	0.0819685805924059
LZIC	9.60607506467919	11.756866057196	0.291484555259179	0.232729750786368
NMNAT1	1.11815225291646	2.01146322980012	0.847128719512426	0.0444825655952582
RBP7	29.7013169709824	29.2232979850712	-0.0234079000775449	0.944067122427525
UBE4B	17.3021305741914	18.869153138285	0.12507997373767	0.482153912133679
KIF1B	5.71174473261823	7.68378062229251	0.42788482520013	0.0714673156002563
PGD	104.771027194121	138.928996532935	0.407107925459373	0.0743317286008561
APITD1	0.43301521641295	0.966348363372461	1.15812564360062	0.156629201031584
CORT	0.449938308498568	0.452381525802155	0.00781280864725836	0.977168064300062
DFFA	6.20004733287722	13.4092818626085	1.11288084083574	0.0190019621983295
PEX14	16.1887214034361	16.6527286417723	0.040769545160222	0.654878343841822
CASZ1	10.7026510811834	14.6486149749727	0.452796063322227	0.0169253527961838
C1orf127	1.03802492142854	0.849025883447416	-0.289960639427771	0.288441039334907
TARDBP	82.6384760269542	101.990949393586	0.303555579937883	0.0966822051546866
SRM	42.9214190417799	75.4572792627381	0.813962307938571	0.0347398769185553
EXOSC10	57.5669901469527	105.387046662592	0.8723838643175	0.0283961942399262
MTOR	17.3200055697396	18.0810337797972	0.0620377719318988	0.732641407851746
UBIAD1	8.59810107335115	16.427404765254	0.934014603536794	0.0442203636783299
PTCHD2	0.438889283956878	1.2575992395631	1.51874329985412	0.0405816548555469
FBXO2	4.52636103417883	3.036240475341	-0.576065603108408	0.165482951101525
FBXO44	25.3061052495652	23.3522231139513	-0.115925585789568	0.461022434047845
FBXO6	12.5462284930512	10.247967088393	-0.291915994945659	0.249461080993191
MAD2L2	37.4706458633067	41.5346485339547	0.14855450148304	0.198710256497992
DRAXIN	2.3234527002096	1.97855767752791	-0.231821153060718	0.734722529752046
AGTRAP	79.8905403975483	48.9798623482123	-0.705835968622481	0.102968613810372
MTHFR	17.7622154291313	14.9438121889577	-0.249263307287621	0.199840724964909
CLCN6	10.5954812667961	12.9596604683676	0.290578802249265	0.143465827679497
NPPA-AS1	2.11942833738596	2.59848988978122	0.293998259300419	0.378855337414197
KIAA2013	30.5076666387374	52.6557176145388	0.787418354178912	0.0121983365526443
PLOD1	17.5436332236076	12.9950724074296	-0.432982883295036	0.454312720622424
MFN2	44.2540830590879	69.7635292276661	0.656662455479391	0.00445820888417065
MIIP	43.9233054171403	44.9610088805574	0.0336877811527677	0.888753776801055
TNFRSF8	4.18213271125557	2.19778515766681	-0.928188479630221	0.191522737328379
TNFRSF1B	502.290226428	416.281375672991	-0.270962189199111	0.186867009563386
VPS13D	12.322141032895	9.81348035352804	-0.32841616870227	0.0672247289513216
DHRS3	32.2246752932817	30.2337078829141	-0.0920078986403704	0.801664524953857
MIR6730	6.0741368210059	2.46173083301753	-1.30300638044365	0.106748355893855
PRDM2	63.0696672963297	56.1992144993802	-0.166396356826407	0.0813982119189009
TMEM51	1.65494812248843	4.86438284882898	1.55547078613638	0.0474200244113157
EFHD2	428.276217069952	384.015158760105	-0.157378302503487	0.211292220363102
CTRC	10.3701173614161	17.7942470987394	0.778978669937346	0.287644453027771
CASP9	38.7453615341937	27.4961809428031	-0.494792355344571	0.0348906030208243
DNAJC16	3.24207908781286	3.45925300637633	0.0935412502459489	0.69239299790544
AGMAT	3.10558768654702	2.28211394781309	-0.444495474617053	0.216944243629525
DDI2	4.51284275757144	4.08115312128583	-0.145059670875685	0.786831593308204
RSC1A1	9.22824342241331	12.3339075038849	0.418501967199176	0.0508786964546088
PLEKHM2	108.341278647704	136.215542348979	0.330308303132771	0.0157377692698565
SLC25A34	5.29626641339422	12.820344975765	1.27538748349084	0.0542042203395643
UQCRHL	6.31171664277442	7.63072685882504	0.273788047696979	0.486263046773404
FLJ37453	3.61511210924236	3.94965563654534	0.127686485071235	0.121774146208206
SPEN	25.1233748059248	26.7855289135851	0.0924235106520183	0.523909940485525
ZBTB17	74.8028138931295	131.596099446344	0.814952280935772	0.0605053982966912
EPHA2	0.788268583527803	0.577664308525163	-0.448455917714766	0.406925236028524
ARHGEF19	5.63344156526257	6.31333020800752	0.164384652213439	0.608877013784802
RSG1	2.4004208947774	2.63214738024066	0.132952878133761	0.746206875758234
FBXO42	16.5419547651969	26.5966677929635	0.685115778574379	0.00287302345561721
SZRD1	90.3227512515674	79.5102233434245	-0.183949059018948	0.453854540854764
NECAP2	63.0886906824713	75.0227361439937	0.249946470309305	0.134949891378018
CROCCP3	2.85225497080349	2.80459257538572	-0.0243117489662582	0.837650013552104
NBPF1	5.57122977162609	5.4460937515121	-0.0327739998208604	0.922319800221408
CROCCP2	34.4114708229781	81.3730873090383	1.24166217044147	0.0155920422858862
MST1P2	3.99332954028752	3.660098854345	-0.125709517668986	0.595970900313606
ESPNP	0.435945670241357	0.441822954260378	0.0193200234969772	0.97501656180862
MST1L	0.564452788564238	0.638872253583717	0.178674566822492	0.752823065398945
CROCC	28.9532304918899	27.1416390712984	-0.0932164805603855	0.724093920201521
ATP13A2	23.6214448858969	35.1422338277804	0.573108684875277	0.0600177774410104
SDHB	74.1724354734186	95.3444208385546	0.362265379354475	0.0821461488700106
PADI2	5.61273426230838	3.94345504978888	-0.509243557862289	0.336336506262542
PADI4	17.5677186995956	15.8649208775102	-0.147086532529549	0.839571609191603
RCC2	93.6482197162304	99.81943018138	0.0920690996299297	0.482779296827461
ARHGEF10L	6.45825554887301	5.38458375977006	-0.262309703000461	0.561585511681425
ALDH4A1	5.56635477916854	9.000705825613	0.693305276738363	0.0814705099447
IFFO2	85.5411727438406	41.1601805012617	-1.05536967731678	0.00202093427121435
UBR4	40.3888543837468	78.7751381010953	0.963783153378684	0.00354983450292501
EMC1	9.38192507193266	22.6181556008726	1.26952540544039	0.00301694300414999
MRTO4	15.7185761257194	52.1768708295111	1.73093988857521	0.00822276659091521
AKR7L	0.706368812412601	0.679937075327662	-0.0550204079889034	0.907457550633897
AKR7A3	1.92576027765533	2.84688781424222	0.563957517798751	0.279397883100639
LOC100506730	0.912275251325597	1.41973387197915	0.638079438441811	0.018449401578376
AKR7A2	12.6031321250396	13.0936113938148	0.0550807505871089	0.798191108641925
PQLC2	4.64166696056542	7.57563885052761	0.706724542519438	0.173879861228351
CAPZB	175.243645922929	143.051084320031	-0.292831701923692	0.0935972119284997
MINOS1	17.1781514666635	15.7955599127594	-0.121055719157341	0.538941156210957
RPS14P3	17.7279821104433	16.5941728399685	-0.0953516126243204	0.794824819601502
NBL1	0.768042829638559	0.383120147899449	-1.00338986694808	0.100839796912483
TMCO4	18.8555782323261	12.3391115259398	-0.611752875993003	0.0060175523399681
OTUD3	12.8527135087039	25.4873928217709	0.987710825237141	0.0233615191463426
UBXN10-AS1	1.73671538795419	2.00297710903328	0.205784588165644	0.604975147456364
CAMK2N1	7.670149835049	8.16931643290348	0.090960605192854	0.72410738759003
MUL1	25.8157599721724	38.5468046263747	0.578359202315962	0.147549436291665
CDA	32.7955310599426	22.4439531950786	-0.547172427580436	0.263150804045978
PINK1	14.2930376065345	21.3811818486084	0.581029044851763	0.0109514041271561
PINK1-AS	3.99571985058522	5.52383866654813	0.467215747859655	0.0705692229025318
DDOST	83.9975121567744	95.5852267414455	0.186441059739944	0.562465054366816
HP1BP3	63.0974232898765	59.4532491695668	-0.0858254344479253	0.715412445987801
EIF4G3	16.8419329283029	14.7590807984207	-0.190454851714199	0.520799368976716
ECE1	49.3442713225812	99.818699768541	1.0164275083794	0.000213601573293296
LOC100506801	3.16874290498764	1.75702518031751	-0.850775744758689	0.0188406607688733
NBPF3	3.42527920636107	4.12743935528246	0.26902542575674	0.49681341435718
USP48	30.7183889434072	29.765848376711	-0.0454445402749384	0.800240912068619
LINC00339	11.2650523303257	8.22512877937053	-0.453743843284199	0.132068392025463
CDC42	232.780938328961	217.393049707031	-0.0986671089280724	0.479293470967347
ZBTB40	25.9244791979467	23.5191011125067	-0.140482084546692	0.320730077843127
C1QC	1.46253828634423	0.64102297289947	-1.19002642607406	0.313032050020425
EPHB2	0.557486434958881	0.488636538614708	-0.190174953502363	0.597020422825682
KDM1A	29.0344838072588	31.0536231694315	0.0969942189929303	0.49204459291037
LUZP1	15.5276410770051	12.9228635178747	-0.264912889895538	0.453811146683213
LINC01355	0.302426369190373	2.74233539170668	3.18074918389502	0.000562576280274535
HNRNPR	77.4727339394314	89.0088411672557	0.20025999286968	0.359549331906452
ZNF436	3.6886572306751	11.2734226894	1.61175795664235	0.0355348730199503
C1orf213	0.593426515683244	2.29770833019717	1.9530543783534	0.00227391605625336
TCEA3	9.90864852922094	4.62641242970032	-1.09879441395273	0.0404502329047815
ASAP3	0.884980201941663	1.23970253680582	0.486276905585366	0.19723577639157
E2F2	1.43851034456673	0.824102499644044	-0.803679903578698	0.133715031257159
ID3	84.8405703491489	49.8597939281421	-0.766877399416909	0.00833751350643776
MDS2	6.31638174037914	4.13279861117691	-0.611979301604996	0.150688352927261
RPL11	5588.0581603998	6067.62214340641	0.118784209269267	0.266485554515417
TCEB3	24.7413416966729	43.4747488161477	0.813253953848668	0.0193393728404739
TCEB3-AS1	2.13606899086553	2.52369004649855	0.240576488872262	0.318931759893837
PITHD1	168.43747690304	229.059280274928	0.443507844404422	0.0125462545090746
LYPLA2	65.2531820349264	129.31684864532	0.9867900948808	0.0356536401009995
GALE	8.44655941377354	13.7199192253868	0.699836283025496	0.0171452565938224
HMGCL	11.7694753482386	15.7835494399792	0.423371668011773	0.0563624386477587
FUCA1	26.36649007738	43.9301745003824	0.736506698571688	0.00316280513270114
CNR2	3.76376079138945	2.25558518895335	-0.738673164625825	0.0844765261185753
PNRC2	175.48168846879	202.665948612743	0.207783218411381	0.267917207257018
SRSF10	35.5894205868675	49.5489240651692	0.477405284953334	0.0191840007915356
IFNLR1	1.96981969330204	2.38576711608906	0.276389643708023	0.609785104522992
STPG1	1.29235814630651	1.52977920960848	0.243317512218656	0.194541330209438
NIPAL3	11.2373846920896	10.0046651406282	-0.167633431596848	0.590901746743755
RCAN3AS	10.4552398586775	5.10602645126945	-1.03395324324952	0.0151999100885112
RCAN3	75.092139860287	54.0333001103639	-0.474813106072145	0.277374999221248
SRRM1	109.445011275564	132.200724957328	0.272523893196975	0.0793242066311066
CLIC4	6.84489819072626	6.74793541975086	-0.0205829167998896	0.960585916400891
RUNX3	471.296295504419	332.980160412069	-0.501198120130983	0.00492323553894487
SYF2	131.823000970985	167.690400240457	0.347197982268952	0.0393285674797177
RSRP1	296.507639527035	455.445620924747	0.619209533782063	0.0628522778860316
TMEM50A	67.5174473431487	75.4512289872318	0.160284039702834	0.517968550857097
RHCE	0.267665099235679	0.643182245610734	1.26479854423337	0.21983327444508
TMEM57	63.1390529143151	93.9630161496646	0.573560403244462	0.0471301245377027
LDLRAP1	40.2651666274595	24.9722671224454	-0.689205500486733	0.0961046163626354
MAN1C1	11.6136231762695	16.4409704853162	0.501477332391057	0.108594343047864
SEPN1	16.9078448822362	12.6780553038515	-0.415359315410929	0.0969386706708266
MTFR1L	23.442985352483	33.0247479691748	0.494391249681015	0.100447760949894
PAQR7	3.19368567797715	2.69300965904793	-0.246002925546346	0.309239309772845
STMN1	22.4491267882461	37.4923784523131	0.739938021602832	0.0106945364510661
PAFAH2	14.260956261606	12.045765196757	-0.243544681816747	0.227083640130697
PDIK1L	3.39312332246953	7.79343174163857	1.1996448756811	0.125617987270527
ZNF593	35.9442655520823	51.9238083044335	0.530634574893857	0.0766441482648467
CNKSR1	2.43775809427441	2.81981943749213	0.210047814678187	0.0951558166271184
CEP85	11.0455987922136	14.871514072284	0.429079905326251	0.0672580913689633
SH3BGRL3	891.039775368968	903.616246431459	0.020220375636844	0.945261699495559
UBXN11	188.4183312902	213.069673161185	0.177385932545512	0.720274064144475
CD52	1124.80190312292	921.577415948372	-0.287493672675094	0.281333104484751
AIM1L	0.927194581908378	0.841572052095714	-0.1397853412042	0.791061334732138
ZNF683	31.3807242753422	24.2919474441936	-0.369400497447296	0.773969354759387
DHDDS	10.6599335697366	18.667239973262	0.808310187469667	0.0391303943515131
HMGN2	191.243470865786	206.72188309962	0.112280622784026	0.495404883658331
RPS6KA1	46.8593513068779	32.0710440868857	-0.547065660410132	0.111524741736082
ARID1A	34.8638347445836	27.8449500993127	-0.324315555977128	0.0955779781221238
PIGV	4.18782222723772	5.21659261166386	0.316907569635993	0.174064727858387
ZDHHC18	54.9355698813019	48.6914588904656	-0.174071845979837	0.509726532283404
SFN	1.2935501880167	1.24601387108522	-0.0540159006822635	0.906865406185061
GPN2	26.7745824450401	41.7939345486721	0.642429506667254	0.0511931631119942
GPATCH3	33.3991145715561	67.1644169047242	1.00788725214268	0.000336909073136662
NUDC	81.6209908497462	119.058775947044	0.544661837471194	0.0120699733096329
KDF1	0.596699364454862	2.94621318882226	2.30378568258319	0.0715628646025779
TRNP1	2.06009314825168	3.17787311102061	0.625351949471748	0.093260998157359
FAM46B	0.865556561716756	0.434639944288796	-0.993807331585076	0.0574535886029956
SLC9A1	35.1349857650868	42.3460176251867	0.269317985548637	0.163114254554316
WDTC1	27.6594541675286	18.6139012761361	-0.571392225927327	0.154247416677734
TMEM222	40.6615373200384	78.1653864012109	0.942865126073447	0.000236282095245669
LOC644961	3.00859034504609	2.05857511236302	-0.547441590121687	0.244809555545864
SYTL1	199.96138188117	151.827298411064	-0.397290192918784	0.0212404022392165
MAP3K6	4.12599396267843	3.00325972447115	-0.458212464424016	0.234825089875439
WASF2	63.6931669156237	66.8576554118409	0.0699541562822543	0.596416694857903
AHDC1	13.5596723992097	21.1561455862218	0.641754484967692	0.00856932057785527
FGR	435.293083309257	516.562025612705	0.246954493230061	0.632393289631062
IFI6	113.886236960954	107.585826154281	-0.0821053861001404	0.62484179189455
FAM76A	14.115104682387	20.7229073135412	0.553986591313985	0.0297327474458398
STX12	21.2407147057248	26.9195497638168	0.341821970079371	0.0709457092429836
PPP1R8	31.7539485199048	58.1370024681999	0.872520689964597	0.028519442916863
THEMIS2	226.466990819935	116.340297191232	-0.96094988785035	0.0905546124282339
RPA2	26.9439739509377	35.9960657091889	0.417876583036729	0.160895617735988
XKR8	12.2441389539578	24.8405748180711	1.0206072356705	0.0227490561030238
EYA3	4.45540922433645	8.10886676692272	0.863942360773584	0.00303504728538722
PTAFR	27.2366940446492	16.3606803386449	-0.735318859268837	0.308025503261782
DNAJC8	100.097550039827	140.327793766889	0.487394118406379	0.0283041400443589
ATPIF1	75.9405829159398	91.3622110405068	0.266726492476416	0.108348088514783
SESN2	98.0412098614307	82.0290146047858	-0.257253989845316	0.00981180582901922
MED18	8.88379663532174	16.7127370314113	0.911699749027302	0.0004553136090883
PHACTR4	11.7327178963615	11.6787194724342	-0.00665515707861399	0.952207843462468
RCC1	11.7447754342758	14.8691512622185	0.340303171469986	0.0908890003229223
SNHG3	78.0231785808107	101.19853060171	0.375213663790042	0.0991014753131603
TRNAU1AP	15.1754511318194	32.1928352584085	1.08500023697293	0.0847602931890086
SNHG12	281.384557782297	457.67260440127	0.7017727804537	0.0605626831172418
SNORD99	91.3346854008561	267.918806599172	1.55256110544874	0.105435804584959
SNORA61	126.911305909841	233.242586662851	0.878010629890849	0.0638717931642345
SNORA44	186.462790594059	306.908228945625	0.718919564880061	0.000553546222224627
SNORA16A	105.439005543745	164.656076195858	0.643047083119087	0.0195420304052877
TAF12	17.4576071594743	27.7894253544425	0.670680173579189	0.0255220551754712
RNU11	11.275983431562	22.2162207345821	0.978360153393331	0.152292534747372
GMEB1	8.13470448189412	14.2269946942563	0.806469097978201	0.00835573634027669
YTHDF2	61.1315502450843	85.0362886206191	0.476161479208786	0.0294085987229825
EPB41	61.9840314828888	35.4389083887836	-0.806562426036017	0.0529297087766513
SRSF4	109.963178683055	191.005126559519	0.796590844323067	0.107821752043929
MECR	3.66497548195662	3.79094057448725	0.0487522944678109	0.831762844847725
MATN1	1.86271273800268	1.52362141831163	-0.289900729466155	0.379112367146917
MATN1-AS1	9.77167566992585	5.97520584011657	-0.709617566735433	0.0535261820309846
LAPTM5	1151.57158378896	1044.32023728169	-0.14103991714767	0.607282873352247
SDC3	0.815364229766688	0.825238532646704	0.0173665193575401	0.975261096632484
PUM1	40.6382361237977	53.5104603385495	0.396983155946874	0.0156629388847274
SNRNP40	37.7071678694382	63.3361783925963	0.748191024175136	0.0309901028126824
ZCCHC17	21.8924726555861	36.5278408859009	0.738561570766576	0.00125062547899375
SERINC2	1.8540644529898	5.11327096124806	1.46355508164824	0.159914565244135
PEF1	50.9482518170146	61.2129638018742	0.264804577900059	0.055154686897525
BAI2	1.27543190353188	0.962962632222697	-0.405434153729596	0.398094932870191
PTP4A2	148.571882446458	118.306285559197	-0.328634383073028	0.0193420870439067
KHDRBS1	91.2152187393034	109.756050919947	0.266954023606903	0.166596317251573
TMEM39B	13.8810840587619	12.5702829189215	-0.143103120385258	0.612312955409249
KPNA6	21.9961828406869	35.2657335979335	0.681013866977789	3.31084514345161e-05
TXLNA	18.8663857527741	35.9533852490647	0.930309545071271	0.00813983805042091
CCDC28B	11.4190631347674	10.9563810233099	-0.0596729473879406	0.646172985083427
IQCC	2.23569780459217	4.12891130139539	0.885036231642386	0.0193609780419718
TMEM234	9.41646673819884	13.8526368214763	0.556902880374719	0.0481411931690622
EIF3I	188.890670872302	213.950998560488	0.179728962208084	0.0867387703681188
MTMR9LP	0.788557836064008	0.615818768902687	-0.356710733602983	0.142640415777569
FAM167B	1.17108911933787	0.578688451902956	-1.01699210883044	0.150489417462485
LCK	148.782462154895	75.4154480694564	-0.98027249776194	0.0591606481050042
HDAC1	76.8379941461162	83.5604580866128	0.121000543444529	0.523985254732926
MARCKSL1	388.121726842594	502.956635786655	0.373924821591061	0.0318353599811875
FAM229A	36.3875878650356	43.2387873610537	0.248879644993694	0.557450850113442
BSDC1	82.3579016787343	86.5062875394169	0.0708979226749231	0.339931195457944
ZBTB8OS	30.1467309821188	35.1189014740383	0.220246148564886	0.235356245171412
RBBP4	15.9973989958221	23.9574236204972	0.582635411595598	0.0176427585440251
KIAA1522	1.32952213368111	2.18857797087038	0.719085987574176	0.0858594112370036
YARS	61.6544801719273	112.099915497019	0.862507552479107	0.0557675435994417
S100PBP	8.03388471916669	7.58452438973005	-0.083039045025633	0.726929009952631
TMEM54	0.335559018595595	0.804922523834369	1.26228339426928	0.0727783642755668
RNF19B	167.57016722217	120.219193828797	-0.479098075936773	0.0972900296176446
AK2	19.2509303252566	19.0597235497976	-0.0144009735850348	0.957654996473402
ADC	2.42953282663389	3.47371476124171	0.515800368660305	0.304368510305283
TRIM62	15.0429525086057	21.5917573975009	0.52139291677435	0.0774111837435768
ZNF362	13.2106758976161	14.4966284008677	0.134013118840257	0.19018177381585
A3GALT2	1.59547066678213	2.02873008826646	0.346594850500356	0.656788178930017
PHC2	53.8712338971342	73.8191325904029	0.45447967547988	0.0108170032989022
MIR3605	4.10851702833933	12.721904342978	1.63062499258811	0.0966432869321328
ZSCAN20	0.179202202670196	0.882707756901134	2.30034750519505	0.00257137207707606
SMIM12	14.2546148776165	19.2188166501191	0.431090446600445	0.044424054536185
DLGAP3	1.46281930198744	1.7870622497617	0.288838321112262	0.218263032343367
LOC653160	5.68480963579652	9.13182613705892	0.683791352857773	0.0608005228220884
ZMYM6NB	15.2336196374736	17.5348609381084	0.20296721004673	0.640284119766679
ZMYM6	19.7472859185218	22.7480415269836	0.204087961223658	0.234225630029366
