DMSO_MM1S	KB528_1_MM1S	KB528_3_MM1S	KB528_6_MM1S	KB528_24_MM1S
LINC00337	0.507788785452619	0.820178967197308	1.4347679255051	1.67737812877895	0.792025906025074
ACOT7	73.122402754068	69.5294224186552	81.6034562858036	91.6868013357729	31.0486120856684
PLEKHG5	0.880472439226838	0.841363971636142	1.25502105793895	0.856951508186564	1.24055467399835
NOL9	9.53537910479021	10.6916448015999	13.8366415727626	10.3949967348707	8.8680229349698
ZBTB48	15.5598831418727	14.7367644315632	23.787607695351	19.9672288561921	37.5465089283141
KLHL21	34.7980825626387	47.4346875933582	36.7178369987038	30.5042728707389	31.1518811400878
PHF13	16.3064590534712	16.7874954531816	24.3312154415116	25.6437646235789	16.3504350184582
THAP3	12.3473108402296	12.6818750178623	18.354368217906	19.6502253405609	22.1737157830532
DNAJC11	52.2942453652219	49.1946491827647	60.0033677938812	47.3035527428782	52.6043073045104
CAMTA1	6.6251500271131	6.1102940324637	6.20689645697827	6.18116025719563	4.28374662917695
VAMP3	27.9926688791882	32.5475868171359	53.1099739522657	57.2759777264674	55.1523528193354
PARK7	431.085048686142	397.652474752446	411.728851757317	437.317061297304	406.982750191267
ERRFI1	0.509941541401381	1.20959548102371	2.11807014648571	2.0215955489689	2.10170641559908
RERE	6.24439308403616	5.99638500981023	4.61972700658717	4.63440973073753	8.01775272766197
ENO1	825.081672406729	785.791100964397	794.724019126234	677.120501888553	295.857514972413
ENO1-AS1	0.82866848323449	0.548524934522286	0.694798326194679	0.937522131951877	1.71687925788073
H6PD	1.82072034237398	1.38039795294986	2.12468006224618	2.50608848490521	8.66739123818904
SPSB1	0.726559651014524	0.81624175372027	0.890034952578634	0.772647375409178	1.41457860907445
SLC25A33	14.152674655294	19.6310042482635	22.9978859610428	15.1375352480575	10.6972719998731
TMEM201	14.4644913781739	16.7805384430653	19.6011745948856	13.3876401840585	4.6415413455824
PIK3CD	1.68207336788503	1.10385198008448	2.3157789815812	2.86738682693471	5.03549597362868
CLSTN1	59.5811422351545	55.1800187200864	73.8778063216812	79.3506862067644	101.655543390661
CTNNBIP1	16.4417644307369	15.9163970543709	22.4900898810022	25.816972067768	33.1188025481338
LZIC	17.6752289277281	15.8186238365705	22.4136672677756	29.4185092377956	28.0399188347024
NMNAT1	5.05061282889336	4.29160459077862	7.25537981733753	9.43195889823778	12.196935761344
UBE4B	27.3677075194928	22.8860571726268	32.0608533653825	40.2483266261955	35.0916975642966
KIF1B	5.41790749414435	5.24318653002389	5.99964730575621	6.92475952860671	7.64525348704491
RNU6-2	1.576206023117	1.67702325678856	1.37106241414249	1.41688326972325	1.81176861160112
PGD	164.563612066216	146.15554145355	181.339756297041	169.392253285994	91.9698190887842
APITD1	5.40437485628127	6.29220628640967	6.88857977532174	8.51409408183579	3.84584674523808
DFFA	19.5371580751347	17.7779967402621	19.5785155340468	21.8690160772259	27.2231639321315
PEX14	24.0269622198456	22.224821964873	32.6034575537752	33.0041891623529	37.1250257358414
TARDBP	96.1960052389972	84.1187440850181	91.3656400479049	109.493188666329	98.7563030669367
SRM	474.146607383938	525.105463057344	530.967145904517	393.24031198274	111.282140064013
EXOSC10	75.6428054046223	68.9579555182589	115.28851476898	130.711350899447	91.1519759811657
MTOR	17.1938541891988	16.5517369735064	27.6442568015987	30.2742298265941	26.8511492218859
UBIAD1	32.8275146291445	36.4642701326566	37.1472589750455	20.9873037541272	19.6308036989663
PTCHD2	0.819543374862385	0.808135450922746	0.875421574270733	0.704980892943702	0.698454235625646
FBXO2	3.51590752729584	3.58202502532618	3.52312819751612	4.25746586079686	9.72376356703664
FBXO44	10.0355196720588	10.0091560279456	11.8578173862185	16.258581940829	29.8087533870616
FBXO6	11.0557456445359	9.62168573578668	10.8518339337508	16.6420952513974	18.7056755286862
MAD2L2	93.5022964486061	91.1003822418173	106.266660434994	132.876187871251	66.7050236532864
AGTRAP	115.379212408084	110.004854765132	83.4332111725897	56.6853939253251	68.3026362431117
C1orf167	3.49201337975602	2.97545939105847	1.83425481433968	1.9875065454813	2.58813698304037
MTHFR	11.8317277907459	9.55254921667034	9.7454197691254	9.758027087722	22.1110624979949
CLCN6	5.8192808933325	4.86748592414913	4.49219766059612	4.78806201770715	8.52404464466733
NPPA-AS1	1.40382721555633	1.17149751699804	0.712037541747644	1.00153617848769	1.79944522762529
KIAA2013	101.049220264332	92.4489781890049	87.901024122237	91.4077171815611	140.091196626211
PLOD1	45.442908667529	38.9319381577043	46.3380877465559	53.3499690452171	64.418586188776
MFN2	53.150581429162	50.7851547086858	80.4262296339565	77.6148335040655	57.7845703218188
MIIP	48.0940062767641	46.7278396684369	45.9106898780699	46.6228095953613	48.2073313642391
TNFRSF8	2.26106359755391	2.04925454599663	1.65681057318443	0.757455356927519	0.185553097796478
TNFRSF1B	16.7947339015388	13.6867956940699	9.56539105219028	5.66943967559145	2.25820811536317
VPS13D	2.47662890570643	2.50600716717131	3.32864187093448	5.41444835884034	6.17697329277718
PRDM2	10.4878323486528	11.572282011263	18.0375042732967	15.6392502729553	13.1246916129784
KAZN	2.3857408814617	2.33830321223552	2.68572786207914	1.48690696243599	1.6086330516133
TMEM51	3.27903007919124	2.59835230549985	1.7483309689223	2.77179060944237	1.82087119465814
EFHD2	46.0657239371514	49.1093004566785	61.7089243999626	64.8975099620674	38.4195935948089
CASP9	6.42650690794912	6.91705606233307	14.4346746876633	19.075575387043	18.688005908887
DNAJC16	5.79407075837332	4.62950324236455	7.67704303085354	8.84754951906721	14.6090316949057
AGMAT	20.4371603158147	18.794633216712	15.1173252499683	10.0451061136725	6.89891089849738
DDI2	3.05666612187036	3.1725359525665	4.91107215027022	3.84981212320575	4.19586536629251
RSC1A1	4.7096573257623	4.72364275878158	5.71121213065137	4.94548399873653	4.56282603963334
PLEKHM2	47.355476552677	47.9052217344755	64.4367475332863	66.7436751301146	102.566631555174
SLC25A34	0.62743676052266	0.571097597259015	1.08283117194954	0.917522055026599	2.153095700233
UQCRHL	26.0843628037854	23.8177387856653	24.305197908665	23.5271524900047	22.0350252105617
FLJ37453	2.69927293558605	2.53737375696933	2.84133195529981	3.37887418472789	3.99060173639461
SPEN	12.198258580574	12.0398112340757	15.3650531544999	13.9488312201571	11.745523926431
ZBTB17	20.2097342378468	18.0761788338856	29.7995819413906	30.1212685130249	37.2432687729404
ARHGEF19	5.22113683355429	5.77644261536141	8.97313678695085	6.22089569229312	4.61347475085751
RSG1	4.41949402153206	3.84572883888092	7.34693941532844	9.35465057520029	8.86242435726654
FBXO42	9.51026244661494	8.65851288992419	16.2027288636469	14.7109218011001	15.8397098203754
SZRD1	99.390067652511	94.3957436432682	96.719598144707	87.4146516474625	96.7822873453255
NECAP2	79.5152341687959	62.7055177920579	54.674910505675	73.9351616604528	142.590133456015
CROCCP3	0.827078407480673	0.898993591533197	1.38577597940675	2.01228633298661	3.70023572138754
NBPF1	2.23436692893054	2.37496717159658	6.00390536704146	8.85120552998639	11.0363585037095
CROCCP2	58.5785370226317	54.1555760087088	80.4326185767933	93.129477974806	122.282213750802
MST1P2	3.55236104463208	2.90672244590678	3.8571000107367	5.92032399112588	19.0636500885851
MST1L	1.10753077303947	0.773083989761016	0.976339201537532	1.41089425221979	4.4084727801961
CROCC	8.075145181815	7.04404435572964	9.12570171813205	12.6854656812125	24.8043031234353
ATP13A2	14.9270829298968	12.8714986545156	18.0243475793884	24.4374368746101	38.3298424871286
SDHB	165.625875484744	154.655519092684	171.041824242269	183.494563871014	141.286245525209
RCC2	117.206040658497	106.822923105643	111.626046532743	106.602764867277	60.7521355515171
ALDH4A1	12.6976953768391	12.1594866145462	18.0282841314069	22.3897160244778	14.682871633842
IFFO2	6.96754167716221	8.4809835026044	6.82461883339956	6.77576336146661	8.87648640897024
UBR4	14.9057915828315	15.3252243782279	21.939416115777	26.9533537135282	24.6328133311492
EMC1	28.1772982229941	26.1211410127778	31.3584912070309	29.8216474478032	36.192030347306
MRTO4	111.838991965117	126.709393578849	105.227980795675	59.1024789651623	35.3516584917549
AKR7A3	0.684285590951413	0.532992722983322	1.22901669677781	1.03403291991994	1.06865227155085
LOC100506730	2.56858607336417	2.50451897066036	4.06315761990965	3.62879717367537	3.11607135641122
AKR7A2	44.821699151632	45.4850010544188	51.5330140912768	64.8007854410165	58.660789695886
PQLC2	8.60400327596797	10.1053699189624	17.7590400209789	17.9933526231536	17.5649809404036
CAPZB	125.163126980071	121.934375081923	127.34031419239	128.358027929182	163.184641727953
MINOS1	49.502181769061	46.4671315545902	43.5510450387745	43.1812789656543	34.3472755520872
RPS14P3	2.76661317902223	1.84229231561076	1.70265821612779	1.92600295222113	1.7808778474187
TMCO4	17.411162762665	14.7207244828914	17.0336408800818	16.6329928897394	29.8088607293153
OTUD3	2.92636501526011	3.79796388659007	6.46042137712604	5.35669862997984	2.79526271080508
MUL1	40.2187845586115	42.0703561580531	66.0662054376226	56.7782377591666	59.7787062565853
PINK1	19.6032117243017	17.7262589983143	24.5303296864244	48.9021759347335	105.37690321406
PINK1-AS	4.06071780589352	4.46128928632445	5.75585892641519	5.33863074213598	4.17982455790867
DDOST	372.375992564678	341.570221145924	430.559150227736	444.338755355456	398.355853829726
HP1BP3	97.1350825268615	85.7776804302789	115.803415086515	132.473503334403	155.589272021676
EIF4G3	9.36385315531296	8.29976254063266	12.4213123959096	16.3328253622855	20.6191251641413
ECE1	28.9002119747371	28.0089555230618	32.2457917989998	33.9223737952215	67.257937244289
LOC100506801	1.33545793822872	1.07814695028444	0.452040535595937	0.728686792009499	2.70864822739225
NBPF3	4.47651085781519	3.76572490466854	7.43212137323982	10.1397787302717	9.74073149325009
USP48	45.7462144599161	40.2352796198313	43.7359093889073	44.4127836475755	47.1175090689376
HSPG2	2.07891877994561	1.78408826943415	0.675349223430298	0.190539141677244	0.324607008006152
LOC101928043	1.70477243401049	1.89419222484847	1.69048430752061	1.28551675560657	1.71052644404083
LINC00339	17.8878129664406	13.854795742689	15.4532209627409	17.1685999819966	24.6047132964203
CDC42	129.482169169186	122.78165853095	144.64146114514	166.573683165633	154.988872500262
ZBTB40	9.26677304515443	8.49428783121671	11.3303214339521	13.7859424219392	24.0396135565652
KDM1A	38.9984144739523	33.6524769615999	43.2717948005283	52.9885907670966	43.383892298327
LUZP1	3.20074918115753	3.76033477644625	9.68581768859575	9.20685696334189	5.16663540817818
LINC01355	1.58570290917871	0.796405227346915	1.30644103135656	1.66247541783875	1.53961387682845
HNRNPR	63.6196359010559	57.9225842001246	72.1246524571971	71.6557552987461	40.5802102554656
ZNF436	1.99047027863127	2.53532697934682	5.42182545361353	5.84784847107741	4.98378008495952
ZNF436-AS1	1.01085686421077	0.784612140583529	1.63212000154366	2.22502113665772	2.71612943619772
E2F2	95.2132183726336	67.0159030697504	68.3656464470284	71.9922915752782	24.7743033247386
ID3	28.2855366016087	13.1674919201137	16.3856916490068	16.3386140398757	31.2237145612195
MDS2	4.05213243218175	2.98119620738426	2.12052701433086	1.64671853866102	4.33180017777933
RPL11	3100.91687306778	3017.71603223305	2944.57360750332	2887.02231816886	3473.37333578123
TCEB3	28.6703606856141	29.3427902417886	36.3598677593779	36.2214436335826	40.3530268413707
TCEB3-AS1	9.20187488973385	7.78725988175079	6.90775873520784	9.11547891448143	16.2421465358626
PITHD1	67.7241596898067	79.1120123806229	101.618306264127	90.307795826341	60.0608199477327
LYPLA2	101.150617539623	100.103110362711	105.126583212364	114.606157254217	132.891515139355
GALE	30.5508020827591	26.1535258962525	30.5265288511464	30.1289501186371	23.6044621789069
HMGCL	25.6338108372443	19.6301593414933	28.6404799611905	44.4197279866299	84.8269824442992
FUCA1	37.7162683945033	33.6454650201304	43.1326125711838	51.7432138899725	88.6720096562877
PNRC2	114.815198495228	87.0025819851684	137.557510644977	186.963990004466	145.917899185814
SRSF10	19.3407702492233	20.7209266097605	28.5439345856743	26.6978979942801	13.9403842429478
IL22RA1	8.36870662209187	6.4336782299648	6.456061499748	12.4019028556194	9.47954862338646
IFNLR1	18.8594448124753	8.4879787233425	12.9158439716382	28.2130596397333	45.030867669257
LOC284632	0.207045676174887	0.0604782713790491	0.0556438930327241	0.133077952017454	2.22135202800192
GRHL3	19.3084875522092	9.46760281791342	5.70548437851715	9.79924515079386	80.9054965438626
STPG1	4.74859547001322	2.8834794761985	6.38217115001993	12.7986998385357	12.583338029344
NIPAL3	25.7301662721404	23.3394465281376	24.8363979555402	33.3383977206245	41.6119527552452
RCAN3AS	1.46883233047029	1.18399943776681	0.822928934124268	1.24840469657222	4.26800924645676
RCAN3	8.13660165103475	7.93846857903989	11.6637160870517	19.0021537701537	21.7618735217677
SRRM1	60.1488641564994	66.3886380360604	83.3834569916383	66.6262914684767	61.3364670077381
CLIC4	71.5600603687968	63.2561325960393	69.0681372721091	87.0499181286541	70.003983563835
RUNX3	50.1770566305377	52.2173894456737	54.0596024006848	47.7345518970485	48.3588557335529
SYF2	66.5515994855506	72.5832851970142	93.7357303710468	99.2063446513457	118.778049132892
RSRP1	106.263012329461	96.1141099022051	157.370500127081	149.838681892217	288.358482514754
TMEM50A	102.248748791229	96.4321342961693	110.169052971223	132.964568737132	137.935987724188
TMEM57	21.2333480770681	20.8387129650392	36.157650047177	37.3989655643151	26.8934108310684
LDLRAP1	157.456710535959	136.831789347439	97.2360746748651	91.8982300024037	104.622784615433
MAN1C1	11.1401115749966	9.21589801051454	8.24041708691525	5.62438929189051	2.66814636825596
SEPN1	10.5081477461029	9.95798204900162	11.5397070641978	12.7769683040447	28.882992128026
MTFR1L	28.1161828712156	24.6830617773072	28.9402352376225	38.7212075198215	54.3879001141656
AUNIP	5.95295189004977	8.53930513185027	11.7245566086539	9.39701796141923	1.85148481692043
STMN1	286.89738619392	283.07054935167	300.003619460006	387.395333429771	181.299914653947
PAFAH2	6.49906438448959	4.35257750979195	9.24060391923407	12.3530168291433	10.3080631803314
PDIK1L	8.79668504633766	8.09892568143169	10.897367999771	12.1163798971184	8.16900217494497
ZNF593	119.811348150165	126.862743331151	116.82103235106	93.8883190610638	89.7258987525046
CNKSR1	19.1697315085289	17.400430374243	20.7657960949048	25.8838045340338	37.4101313948825
CEP85	25.731407127627	19.5725168278852	32.1938383731908	34.9314291291467	12.4099971312373
SH3BGRL3	236.246835405155	240.510704661981	241.184729526603	256.177832670886	315.016575128325
UBXN11	35.2556392168098	32.3485631066606	36.4477910605754	35.958861152624	31.5670252691669
CD52	20.2798344418672	18.4638893364596	19.2223289319573	19.5856768371652	15.9580253767967
DHDDS	26.7623377571552	25.1526163500298	52.7018779172018	41.8899659535097	31.3650824321416
LOC101928324	0.370030050780443	0.36837763692039	0.427722389331124	0.926891114802861	1.06653186287185
HMGN2	630.296262596689	710.505765825501	1111.36824453583	1499.01188725568	761.260778844989
RPS6KA1	56.4193575673961	49.6085516635154	61.0590214600244	68.275933012845	107.16157868825
ARID1A	41.2114425734455	36.9274272794361	30.4768955382289	37.4250941692866	43.6880083478211
PIGV	7.11758551623806	5.65388030731383	6.4681018357244	11.5919538180761	17.901530427574
ZDHHC18	49.9409460824172	47.8333417297459	58.350745294573	61.3325632075518	54.773562577816
SFN	16.1726005151181	13.0562458257397	10.7112585330185	9.99619025107842	3.6069227811518
GPN2	31.7307238808339	30.3157853596148	46.1135592589098	45.1486131450588	52.2316742368583
GPATCH3	20.8585458624833	28.8730943378047	36.8359755590895	32.2033668452482	35.5898795015843
NUDC	161.079804520721	148.121619850777	179.783752488946	176.85091431404	117.917011601552
KDF1	13.6599445475182	14.5146352998078	22.8657528346865	21.71519833242	30.3755476626964
SLC9A1	9.70266626177469	11.1754709189563	24.2772375004034	22.2736864819658	19.0520464746978
WDTC1	28.1338460439888	25.6554676901831	31.7194934695504	47.63957724007	90.2209851354358
TMEM222	70.241245512184	77.9784160523305	93.0004487280351	77.3902666506808	69.4597262822071
ACTG1P20	0.695324888187667	1.502840271694	1.45424241662948	1.05507471911816	1.30649509750814
SYTL1	7.77394002486815	6.82196706376156	6.826380585366	6.97696563448861	9.95971919088247
MAP3K6	1.8869946917294	1.7527516417063	3.61013793070377	6.10969423475589	2.71449042797596
GPR3	0.726059913485987	1.29910338389979	1.55239896644267	1.30257107702744	0.190788535179974
WASF2	51.4367227553012	51.4272845997711	64.7518082568832	77.607540591401	84.064228874159
AHDC1	0.99220591983179	0.941188174762938	2.02788262145277	2.34833957416275	1.75527925109277
IFI6	16.5576523242295	16.6207937473827	18.1928304646781	25.6347233480896	74.3849975881688
FAM76A	5.05997263503808	5.82260067929371	12.1662563242169	10.4943747546909	9.89521821436766
STX12	12.6492629303579	10.8640915826308	21.2513022744084	22.9990213426312	25.2826448028421
PPP1R8	50.2016437191418	48.9646632370691	74.3955071555594	66.6198396784543	49.086705911941
THEMIS2	0.871703737726544	1.22278518065794	3.27112836846352	2.78460545177705	2.8737668855434
RPA2	79.128555128822	68.5774303760258	99.2085622754704	112.095193266407	38.0083061613728
SMPDL3B	4.16127854303928	3.66763509128482	3.90439047457429	4.09670169418569	8.15011174391734
XKR8	8.68964346013033	11.3129822680179	15.9815505288271	20.5412675378084	20.4627327126529
EYA3	16.1415928168818	12.4167434912897	16.8003061835875	17.4590587645859	13.601466792018
DNAJC8	185.173214849908	175.9456417981	189.515980891087	210.089907082422	189.40180868301
ATPIF1	164.746056511017	151.881880428466	149.561423151634	166.702626736048	241.876197504451
SESN2	16.0645791201884	23.0174193425083	40.1855863643012	24.2669008971652	25.3433447685656
MED18	22.4945990966094	18.9336927387114	36.1323902616252	33.9393127614553	36.1617628575281
PHACTR4	9.48078313057722	9.2063731155578	12.6318284344048	16.6386049929289	14.2804119157376
SNHG3	100.875956947013	131.417447907063	100.392946440491	53.3158838608735	55.1690119893977
RCC1	93.3492922216828	81.6475721267459	87.9424877001406	78.1171220780231	35.7878114571529
SNORA73B	43.1488494547144	96.2568240312477	70.6161644726766	28.6179704348433	27.1624295451173
TRNAU1AP	50.8231241431727	40.9261122927406	45.4423280224399	57.0119131384202	51.9282034621712
SNHG12	147.872137606246	205.698895811239	144.417666039234	107.689533969304	104.812745831498
SNORD99	47.6825453913376	70.2966717370451	44.6259154864299	29.6479743286703	30.1304726684813
SNORA61	107.823142479899	157.908084021251	102.837190689759	86.8653757072659	54.9011345006706
SNORA44	36.3203649004727	55.2348654898187	40.7783996425733	27.7964913949729	61.6741981762435
SNORA16A	42.9915388503622	71.6936309274482	43.506589722085	34.5590847416413	37.8796559659718
TAF12	27.4857774332392	24.8799642469445	41.2441942533804	49.5891480758814	44.5801389109811
GMEB1	15.0112045597926	14.4085123617629	20.7037109539065	19.2601332020009	16.0581279319994
YTHDF2	76.2947615710052	85.4335283180034	113.782941323957	87.3977992088408	80.1615221069864
EPB41	38.4296511862277	35.2983002332049	47.5693430219395	48.9307609507257	46.2756536423811
SRSF4	109.373376638792	108.293340394815	150.220217717007	118.76662240513	102.533385885015
MECR	30.0372755373622	27.0525126519873	32.6963466473148	29.6469175053972	21.0690190685044
PTPRU	0.664436318980203	0.942321764164464	1.5872315533836	2.24098790240328	3.16135761904359
MATN1-AS1	1.18339860382791	1.09807087905779	1.18107435826746	1.09541294224039	2.94602686683789
LAPTM5	1102.50866788102	1011.00508963409	1018.49124821819	911.254466851962	1788.24713626692
SDC3	0.660873476138073	0.609407749674046	1.87097345842691	2.91160489555341	1.06993255615
PUM1	23.2127529149398	22.4212651398735	30.0506596657143	30.1984344190154	35.2433505888503
SNRNP40	84.4243812490163	77.8311998440694	116.316915344884	107.465737147738	52.6183104824134
ZCCHC17	36.5151387123428	34.3680711833462	52.6755931087246	63.844507061648	38.9043417503529
SERINC2	2.95966369914676	3.06833856680898	3.87004129335917	7.62240988602691	31.7232937158133
TINAGL1	0.707077836970736	0.750523677459406	1.402047704354	2.81050643438919	2.08196222439395
PEF1	50.4706401740057	45.1509395550908	56.7067315767082	70.6468556080701	71.4917871893995
ADGRB2	4.48536530049487	3.91410879195495	4.81967061584105	6.09144577871496	2.66939243100605
PTP4A2	82.3859157110478	77.5695601579353	82.2010706284966	82.4596477440069	65.3461536731471
KHDRBS1	116.515234763239	107.704264160631	128.791682573192	134.282824070905	119.972090259417
TMEM39B	40.619695605009	35.6170237122949	36.021217756196	39.992328867286	32.7087449032463
KPNA6	19.3172899617506	18.8268966518577	24.3699254917413	24.4039263202589	27.2960639573063
TXLNA	50.8138651007562	57.5694192206212	74.9831036093065	60.7108520884404	53.451319906696
CCDC28B	0.895817412655203	0.816324850303954	0.48472521210176	0.42738430021025	0.775960661199941
IQCC	4.92362514025789	5.83768575949549	11.6707020803605	12.1333384171212	5.64141410221464
TMEM234	10.2964982572818	9.96344771672105	13.127165688385	19.3399085503262	32.3663528021234
EIF3I	343.655800864839	335.454607942626	356.357343054641	346.352970556602	310.453785181094
FAM167B	0.774299008475389	0.477166761980126	0.542641897797956	0.748653000045556	1.71085436727775
HDAC1	109.395970918434	99.6802736358829	125.982668714955	143.745312405393	165.839741340606
MARCKSL1	67.001549740383	75.2879445749594	78.7981608950373	71.1241847878279	32.1681647025842
FAM229A	16.7033055512209	16.903886767728	19.179998179288	19.3012387175675	35.8776165000916
BSDC1	37.409051489458	35.9368057485137	53.1635606456094	63.9874003941061	76.5229197944608
ZBTB8A	3.31431865073033	3.01293592094993	7.40807893121406	3.21023873004741	2.90458037694094
ZBTB8OS	79.3963309142995	73.964032622744	74.3605103808755	70.7304369032117	60.2092457527588
RBBP4	70.8078825763452	64.9906724246603	81.2842684907318	78.3949083669685	46.0454599045757
KIAA1522	12.9960418261118	12.0226939622099	15.0516760645907	23.940461032409	17.2842304429516
YARS	154.409656847803	143.986751918987	169.703606566567	126.339258896638	96.2476801899208
S100PBP	29.9537654747995	18.9232613707115	14.9660819178259	20.6499352797846	21.2328001182087
TMEM54	20.9820973771404	21.3892802769826	23.6908049789671	34.6589403833572	43.6149015972975
RNF19B	15.3528142339765	17.3470048091696	30.1354620746231	29.38616319004	25.2859154038008
AK2	77.0087598871507	72.8507461260787	82.0257221206862	73.0407439366586	43.5300684789919
AZIN2	0.647043100789688	0.572180781264817	1.23411129590634	1.6471089685995	5.21672763078915
TRIM62	4.16345284908458	4.60211182315015	13.2382107955303	11.6249374121666	14.6712615043254
