GENE	p300H3K27ac_34_DMSO_compare_TSS_SIGNAL	p300H3K27ac_34_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
CR2	1542.2594	146.292	-1395.9674	0.0866375758534801	-3.398122656704
DLD	1548.462	153.4627	-1394.9993	0.0901700880185827	-3.334876031107
DDX5	1739.2894	347.8513	-1391.4381	0.166664039467967	-2.32195538483449
FLJ33630	1556.9416	166.7439	-1390.1977	0.0967368467159467	-3.22300894144895
C3orf58	1483.7693	94.336	-1389.4333	0.0597780135457374	-3.97531455594848
GAS5	1490.1836	101.3298	-1388.8538	0.0636688324458971	-3.87835966806366
CGGBP1	1667.0072	278.2222	-1388.785	0.143027963694153	-2.58295088991023
LIN54	1463.8555	80.9548	-1382.9007	0.0524043631765014	-4.17651271537757
SNHG8	1744.4088	362.4185	-1381.9903	0.172020981501426	-2.26700966736962
ARL4A	1703.0723	322.325	-1380.7473	0.159141616313994	-2.40155168720726
TXNDC9	1503.5883	126.9504	-1376.6379	0.0778579496457214	-3.56607274856923
GABPB1	1479.3824	103.706	-1375.6764	0.0655086601607339	-3.83442374742128
SEC23B	1903.7474	530.3924	-1373.355	0.217897262926312	-1.84371005807161
SNORD75	1474.5892	101.3298	-1373.2594	0.0642988630760845	-3.86318267303106
DNASE1L3	1787.03	417.2706	-1369.7594	0.189298410570682	-2.09850867394737
KIAA1377	1363.9164	0	-1363.9164	0	-8
URGCP	1641.24	280.1455	-1361.0945	0.145803900362525	-2.55053799713143
BRP44	2123.2329	764.1495	-1359.0834	0.264651298006111	-1.47433580766935
NUF2	1409.4	51.6867	-1357.7133	0.0353755187833823	-4.76914421434755
DNAJB9	1838.2237	490.9332	-1347.2905	0.210777212990675	-1.90471370476139
NCOR1	1396.5976	51.3656	-1345.232	0.0354743822218686	-4.76497009131222
PCNP	1578.4	233.176	-1345.224	0.128714445322747	-2.75897165149742
CENPL	1445.302	101.3298	-1343.9722	0.0655164338402973	-3.83424055680856
LOC387895	1590.414	247.6176	-1342.7964	0.134718902547704	-2.68321659550408
TBL1X	1757.5572	415.1958	-1342.3614	0.191092038533602	-2.08170788782034
CEP120	1512.2	178.0964	-1334.1036	0.105364005981436	-3.08591870007778
MITF	1602.9767	270.421	-1332.5557	0.144347887263874	-2.56747435940625
C2orf7	1372.116	42.2565	-1329.8595	0.0298765000026514	-5.02108536585454
CNOT2	1374.7612	45.1486	-1329.6126	0.0317968085014978	-4.92835597758708
STAM2	1417.3887	88.0516	-1329.3371	0.0584889350975924	-4.00874242247568
PIGP	1393.63	67.9341	-1325.6959	0.0464804109515279	-4.35856784813801
EXO1	1319.968	1.7739	-1318.1941	0.00134209258252311	-8
SNORA7A	1316.0884	0	-1316.0884	0	-8
HELQ	1325.4691	13.5954	-1311.8737	0.0101529089898209	-6.60724062899091
STK19	1439.5837	130.7037	-1308.88	0.083235527458222	-3.46127978516588
SNORD74	1402.3	101.3298	-1300.9702	0.0673901248831328	-3.79066460156543
C5orf28	1567.6	267.795	-1299.805	0.145905922158445	-2.54935654858315
MRPS18C	1309.5255	13.5954	-1295.9301	0.0102752514906234	-6.58978174435644
NT5C3	1721.9334	426.4614	-1295.472	0.198502342306917	-2.01354227311616
CUTC	1288.9669	0	-1288.9669	0	-8
PNPLA6	1286.9232	2.9928	-1283.9304	0.00232015107960518	-8
C9orf102	1331.724	48.0537	-1283.6703	0.0348271319358184	-4.79250378565451
TTC3	1348.556	67.9341	-1280.6219	0.0479594597943184	-4.31113569458062
ZBTB37	1381.2996	101.3298	-1279.9698	0.0683446584830976	-3.76889584734959
PM20D1	1284.725	8.4762	-1276.2488	0.00655443251985847	-7.24382623388095
DDX60	1275.58	0	-1275.58	0	-8
BPGM	1361.4	91.2594	-1270.1406	0.0628222968164458	-3.89897403604088
LOC348840	1548.2	278.2176	-1269.9824	0.152329675316313	-2.47630626161789
DNAJC25-GNG10	1285.2	16.8264	-1268.3736	0.012923240266096	-6.25512252990836
RG9MTD2	1332.2084	67.1782	-1265.0302	0.0480054618216296	-4.30968283354911
ZC3H15	1343	78.2782	-1264.7218	0.0550759168753872	-4.10070491283355
DOM3Z	1392.0162	130.7037	-1261.3125	0.0858356812700747	-3.41280411400129
MCCC2	1273.5832	14.3389	-1259.2443	0.0111333596962114	-6.47281504730693
IPMK	1803.36	544.7941	-1258.5659	0.232009517603636	-1.72690444244813
C9orf130	1305.804	48.0537	-1257.7503	0.0354939075207092	-4.76414703694381
ZBED5	1415.7655	158.0704	-1257.6951	0.100436392383729	-3.16294318331208
APBA3	1777.2843	519.6032	-1257.6811	0.226220570228189	-1.7741922570448
CCDC25	1453.6826	196.416	-1257.2666	0.119032886883244	-2.88772794154505
DUS4L	1255.4256	0	-1255.4256	0	-8
ASNS	2008.8192	760.6463	-1248.1729	0.274654549767816	-1.40105006027977
SRFBP1	1264.5394	16.992	-1247.5474	0.0132591366859993	-6.21761250712186
MBTD1	1241.545	3.1504	-1238.3946	0.00253106101299965	-8
SNORA24	1600.6864	362.4185	-1238.2679	0.184614943399102	-2.14296218243682
SRSF2IP	1760.6	524.1274	-1236.4726	0.229404785883865	-1.74807773654536
PNPLA8	1727	490.9332	-1236.0668	0.221347153286672	-1.81466944361134
COX15	1233.8184	0	-1233.8184	0	-8
GPBP1	3209.3	1976.778	-1232.522	0.381170125092604	-0.699107796848331
LOC729013	1385.6783	158.0704	-1227.6079	0.102393867602933	-3.13195321787577
ZNF678	1304.9262	77.4732	-1227.453	0.0560425590462496	-4.07412707651701
KLHL20	1380.8718	153.9279	-1226.9439	0.100291849157906	-3.16525273186862
NUP205	1492.7574	266.9804	-1225.777	0.151716011328506	-2.48317398312423
DUT	1240.2128	17.4637	-1222.7491	0.0138856852298663	-6.15008462189781
SPTLC1	1221.1164	0	-1221.1164	0	-8
SPTY2D1	1309.8592	89.2804	-1220.5788	0.0638109306605288	-3.87492444017911
PTPN7	1679.22	459.0007	-1220.2193	0.214664791150885	-1.87122299582522
TMEM87A	1234.054	14.1873	-1219.8667	0.0113658312699636	-6.44266166069383
SEPT7P2	1221.2	3.159	-1218.041	0.00258012560041622	-8
FRA10AC1	1266.6307	48.9251	-1217.7056	0.0371896805897553	-4.69427734244405
PAXIP1	1306.02	88.6308	-1217.3892	0.0635505317890328	-3.88122504441682
NCRNA00219	1212.4366	0	-1212.4366	0	-8
MTTP	1279.574	67.1782	-1212.3958	0.0498816337556382	-4.25152663320664
ENKUR	1225.7606	13.7376	-1212.023	0.0110831947960876	-6.47940344442346
THNSL1	1225.7606	13.7376	-1212.023	0.0110831947960876	-6.47940344442346
RTP4	1479.8	268.1638	-1211.6362	0.153414962026101	-2.46421580085476
NMD3	1207.096	0	-1207.096	0	-8
CEP290	1208.4985	1.9305	-1206.568	0.00159488908477903	-8
RPL32	1205.9896	0	-1205.9896	0	-8
DZIP3	1204.0599	0	-1204.0599	0	-8
TMTC3	1204.6591	1.9305	-1202.7286	0.0015999640640032	-8
KIAA1524	1201.9519	0	-1201.9519	0	-8
UBQLN1	1795.2	595.9077	-1199.2923	0.24921825980486	-1.59098378664242
S100PBP	1888.784	690.7999	-1197.9841	0.267795088967643	-1.45111794644132
METTL13	1649.8592	453.3095	-1196.5497	0.21553644270191	-1.86377460805084
DCTN4	1204.4251	11.8195	-1192.6056	0.00971802875835995	-6.67103186224983
MDN1	1381	192.507	-1188.493	0.122342639721336	-2.84273050799176
SBDS	1565.2184	376.8106	-1188.4078	0.19402933735799	-2.05445252025928
TSG101	1193.9884	7.7064	-1186.282	0.00641294278713697	-7.27551603416652
PARD3B	1214.423	28.3502	-1186.0728	0.0228120464779897	-5.42076829627731
FBXL17	1582.2	397.0446	-1185.1554	0.200604109264716	-1.99455899759117
ALG3	1752.7354	568.5689	-1184.1665	0.244935099633426	-1.6242011247861
SCLT1	1257.9538	75.7512	-1182.2026	0.0567975676780097	-4.0536663851215
ACAA1	1207.6366	26.9252	-1180.7114	0.0218095197826468	-5.48708551522094
UBE3C	1407.6	228.6675	-1178.9325	0.139749460280792	-2.62191418078524
IFRD1	2287.7658	1109.0016	-1178.7642	0.326487353829409	-1.04467792315793
DARS2	1275.576	101.3298	-1174.2462	0.0735923982599245	-3.65401843592333
TRIM23	1254.8445	82.044	-1172.8005	0.061369366256049	-3.93496695547922
NCRNA00167	1595.7156	427.6375	-1168.0781	0.211350900641119	-1.89974327168018
EIF4E	1297.4521	132.1718	-1165.2803	0.0924521477292035	-3.2951949741235
LOC283480	1165.098	0	-1165.098	0	-8
LOC283481	1165.098	0	-1165.098	0	-8
BLZF1	1293.1732	129.4475	-1163.7257	0.090992279249135	-3.32047650609514
NME7	1293.1732	129.4475	-1163.7257	0.090992279249135	-3.32047650609514
C4orf33	1239.4578	75.7512	-1163.7066	0.0575963211930575	-4.03229659940816
CTSS	1163.064	0	-1163.064	0	-8
UGP2	1628.4832	465.8959	-1162.5873	0.222450606005379	-1.8054492969269
ATIC	1225.1414	62.916	-1162.2254	0.0488456492699782	-4.28337750593177
MIR623	1374.405	212.649	-1161.756	0.133989769724282	-2.6922612143373
UTP18	1161.829	3.1504	-1158.6786	0.00270425382629083	-8
CENPM	2289.2601	1130.6171	-1158.643	0.330601666048126	-1.01777096531528
TSGA14	1231.2591	72.723	-1158.5361	0.0557699373327287	-4.08157886163911
SNORA13	1155.8779	0	-1155.8779	0	-8
SMC2	1241.293	85.8175	-1155.4755	0.0646649242847525	-3.85442801152021
AGPS	1154.203	0	-1154.203	0	-8
LOC100130691	1154.203	0	-1154.203	0	-8
ERLIN1	1180.856	30.7531	-1150.1029	0.0253820312178243	-5.26295738961179
MORF4L2	1196.2455	46.8238	-1149.4217	0.037667891886639	-4.67512766584558
IWS1	1289.8	143.1079	-1146.6921	0.0998723644415667	-3.17197215404093
TRIM39	1309.8571	164.2599	-1145.5972	0.111429350587504	-2.99535719827568
PRDM10	1572.3956	427.6375	-1144.7581	0.213815211358252	-1.87850395659445
CD2AP	1267.488	125.44	-1142.048	0.0900549059247858	-3.33690271883429
GOSR2	1141.4535	0	-1141.4535	0	-8
RAB4B	1733.9949	594.0732	-1139.9217	0.255178617841978	-1.54538704348615
NUP35	1176.7287	36.8396	-1139.8891	0.0303564290530661	-4.99738053187092
LOC100129961	1266.508	129.4515	-1137.0565	0.0927329911791854	-3.29037260251716
OXSR1	1163.8421	26.9252	-1136.9169	0.0226116387307579	-5.43379446782195
SKAP2	1292.8608	157.9375	-1134.9233	0.108862479367394	-3.03314128684349
DHX9	1340.7422	207.8522	-1132.89	0.134219909357802	-2.68940193697681
TP53BP2	1286.2	153.4289	-1132.7711	0.106575312568399	-3.06747283375652
PANX1	1220.8	94.1302	-1126.6698	0.0715857008988005	-3.69702539680254
GUF1	1143.2772	23.16	-1120.1172	0.0198553338319457	-5.62539617952712
C17orf49	2626.6	1506.8228	-1119.7772	0.364546012568567	-0.801686743635675
CCDC39	1607	493.884	-1113.116	0.235083898016264	-1.70212579236675
CNOT10	1179.2	69.0524	-1110.1476	0.0553192607520722	-4.09397306134786
C2orf77	1124.8696	15.0174	-1109.8522	0.0131744637845681	-6.22697890006618
PHOSPHO2	1124.8696	15.0174	-1109.8522	0.0131744637845681	-6.22697890006618
ZC3H6	1113.5728	4.671	-1108.9018	0.004177085533584	-7.89724871715196
ANKRD13C	1584.255	476.5357	-1107.7193	0.231239252001671	-1.73314836497895
MDH1	1114.5649	6.945	-1107.6199	0.00619254453304425	-7.3262902161891
ATR	1123.8474	19.0907	-1104.7567	0.0167031792885371	-5.87943234125519
GTF3C4	1131.9195	27.9277	-1103.9918	0.0240787752041821	-5.34093078519394
LOC100287814	2021.8	919.0012	-1102.7988	0.312500280535794	-1.13750163992739
RNF145	1818.0839	715.3824	-1102.7015	0.282372968608266	-1.34563224744451
BAT2L2	1432.8	330.1184	-1102.6816	0.187256766960967	-2.11778178419528
ZFYVE27	1100.9549	0	-1100.9549	0	-8
C11orf58	1183	82.1807	-1100.8193	0.0649557015847618	-3.84750664428505
DDX31	1128.656	27.9277	-1100.7283	0.0241467176132605	-5.33676526315157
ZNF101	1148.7864	48.384	-1100.4024	0.0404152992756921	-4.56943672001677
PTBP1	1311	210.7869	-1100.2131	0.138512757600949	-2.63681057140502
WDR36	1145.1344	45.822	-1099.3124	0.0384749601244848	-4.64333269202395
SPTLC3	1411.0716	313.2272	-1097.8444	0.181654826878033	-2.17150979059105
LOC387723	1266	168.2928	-1097.7072	0.117335037866745	-2.91123204387994
C5orf44	1179.42	82.044	-1097.376	0.0650387169193889	-3.8455359225797
THADA	1097.2601	0	-1097.2601	0	-8
RNPS1	1226.424	130.1438	-1096.2802	0.0959360822216184	-3.23627934555149
GEMIN8P4	1101.5653	10.0036	-1091.5617	0.00899953210277834	-6.78289193252404
ZNF326	1101.5653	10.0036	-1091.5617	0.00899953210277834	-6.78289193252404
CCNT2	1219.8736	129.4515	-1090.4221	0.0959379618744215	-3.23624807991622
GAR1	1147.132	57.24	-1089.892	0.0475268438655166	-4.32486392893162
CCDC77	1157.135	68.292	-1088.843	0.0557291458405927	-4.08269679429935
SLC30A6	1087.6123	0	-1087.6123	0	-8
CCDC45	1435.0934	347.8513	-1087.2421	0.195099320803388	-2.04460201718351
ZNF644	1091.5975	5.3622	-1086.2353	0.00488823791794721	-7.66940025015705
SCAMP1	1354.2	268.5958	-1085.6042	0.165514231673511	-2.33393217355683
RNU6ATAC	1378	292.8868	-1085.1132	0.175288236162976	-2.23416080850255
COL4A3	1242.6855	161.5404	-1081.1451	0.115038755516474	-2.94349430199767
COL4A4	1242.6855	161.5404	-1081.1451	0.115038755516474	-2.94349430199767
DUSP4	2008.3048	928.0032	-1080.3016	0.316044229692525	-1.11377655816355
C15orf33	1081.7849	2.1105	-1079.6744	0.00194714360813783	-8
DTWD1	1081.7849	2.1105	-1079.6744	0.00194714360813783	-8
TADA1	1198.89	120.4675	-1078.4225	0.0913077009074493	-3.31498340487283
CUL4A	1141.4827	64.6284	-1076.8543	0.0535841184116455	-4.14259690903595
FAM165B	1082.972	6.5936	-1076.3784	0.00605158606328981	-7.35971385880032
MPZL3	1083.3438	8.4237	-1074.9201	0.00771565374495943	-7.00682138324808
RG9MTD1	1306.3765	233.176	-1073.2005	0.151456998056253	-2.4860795343772
NCLN	1135.6632	62.6176	-1073.0456	0.0522561990478359	-4.18082301850781
FRG1B	1123.441	51.3132	-1072.1278	0.0436799459835938	-4.45245055208891
KDM5A	1139.4635	68.292	-1071.1715	0.0565445572386133	-4.06049431651337
TAF7	1066.891	0	-1066.891	0	-8
LOC202781	1148.286	88.6308	-1059.6552	0.0716546173517895	-3.69553006867024
SCN9A	1475.7795	416.1454	-1059.6341	0.219958730920028	-1.82631758569605
GTF2IRD2B	1591.5005	531.9389	-1059.5616	0.250508161429048	-1.58105516188345
C1orf174	1160.724	102.347	-1058.377	0.0810302825415198	-3.50348424541812
LOC100133612	1160.724	102.347	-1058.377	0.0810302825415198	-3.50348424541812
USP38	1378	320.092	-1057.908	0.188500976389972	-2.10601736260513
RLIM	1073.728	16.8707	-1056.8573	0.0154692097102261	-5.99196492629429
COG5	1056.528	0	-1056.528	0	-8
PTHLH	1055.592	0	-1055.592	0	-8
RPF2	1063	7.4554	-1055.5446	0.00696469932329736	-7.15564012291437
GPR37	1515.5385	460.1829	-1055.3556	0.232918922678066	-1.71955122174192
CD55	3095.7612	2044.8618	-1050.8994	0.397784821022666	-0.598290846232178
HCG18	1215.0248	164.2599	-1050.7649	0.119090641692756	-2.88693353113191
FAM115C	1914.3243	866.0804	-1048.2439	0.311494366269774	-1.14426238862658
WDR7	1156.698	109.5408	-1047.1572	0.0865088007096292	-3.40047201626336
NDUFA5	1302.6205	255.8238	-1046.7967	0.164153316226958	-2.34819444287948
TMEM18	1412	366.1544	-1045.8456	0.205918226223775	-1.94721605099082
PARK7	1044.4491	0	-1044.4491	0	-8
MAPK1	1048	4.1553	-1043.8447	0.00394932192994703	-7.97847036259522
C3orf23	1049.7635	6.7824	-1042.9811	0.00641940875450844	-7.27405275456378
MIR3661	1376.3309	334.1415	-1042.1894	0.195350418983668	-2.04229628710952
KLHL12	1293.1534	251.0876	-1042.0658	0.162596123273505	-2.36463073687623
ZNF3	1471	429.3775	-1041.6225	0.225943266535202	-1.7764787476027
MCM6	1115.2872	73.9779	-1041.3093	0.0622047178547491	-3.91417711179184
EIF4G2	1199.0022	158.0704	-1040.9318	0.11647895624744	-2.92319516446829
RBM22	1052.7462	11.8195	-1040.9267	0.0111026496532811	-6.47684485121345
C6orf64	1040.8299	0	-1040.8299	0	-8
TSEN34	1302.982	262.455	-1040.527	0.167656060256657	-2.31167516644239
CNNM2	1173.498	133.5936	-1039.9044	0.102206761943845	-3.13489258293946
C12orf61	1470.0766	435.59	-1034.4866	0.228576184312618	-1.75484859120674
UBE2D4	1314.5994	280.1455	-1034.4539	0.175667907763806	-2.23037500795876
MSL2	2263.3124	1229.0147	-1034.2977	0.351918553104605	-0.880933558749805
C19orf48	1072.1268	38.8962	-1033.2306	0.03500935624195	-4.7847025159379
CTH	1508.9452	476.5357	-1032.4095	0.240010216164759	-1.66288420901844
PIK3CA	1483.6	451.9896	-1031.6104	0.233515203842798	-1.71474069033551
EARS2	1354.3105	323.01	-1031.3005	0.192575002809541	-2.06790780575691
DCLRE1A	1039.3362	8.1012	-1031.235	0.0077343046944858	-7.00331106641589
NUDT9	1030.4554	0	-1030.4554	0	-8
LARS	1062.0896	32.062	-1030.0276	0.0293030691542196	-5.04989724731007
ITGB3BP	1130.7016	100.7808	-1029.9208	0.0818369795621927	-3.48792552360362
VRK2	1343.28	313.7853	-1029.4947	0.189362060746791	-2.09791038607286
TCP11L1	1028.2204	0	-1028.2204	0	-8
LOC100132707	1116.3165	88.6308	-1027.6857	0.0735557480397691	-3.6547941749387
ELAC2	1053.4832	26.48	-1027.0032	0.0245193539928027	-5.31412037516883
FAM164A	1079.5722	52.9	-1026.6722	0.0467119634371599	-4.35104819907631
YARS	1715.2478	690.7999	-1024.4479	0.287109810832096	-1.31207723691642
SREK1	1294.9773	271.4442	-1023.5331	0.173289373262561	-2.25419924578105
LIPT1	1889.51	868.1702	-1021.3398	0.314819027964156	-1.12196234595485
PDSS2	1027.5903	8.4992	-1019.0911	0.00820315233384761	-6.91772240987426
EFCAB7	1118.701	100.7808	-1017.9202	0.0826423157770784	-3.47253177384182
ZNF562	1022.052	4.2054	-1017.8466	0.0040978023642022	-7.92500985419248
ENPP1	1016.5662	0	-1016.5662	0	-8
LARP1B	1364.4	350.2829	-1014.1171	0.204284360682666	-1.96167419412324
NBEAL1	1021.1357	7.9704	-1013.1653	0.00774497401191189	-7.0013067564915
C11orf65	1083.6	70.7332	-1012.8668	0.0612762415565974	-3.93730095751152
PRMT3	1230.2	217.4837	-1012.7163	0.150228741264407	-2.49991369824628
C21orf45	1011.4314	0	-1011.4314	0	-8
ARPC4	1114.192	103.4057	-1010.7863	0.084925998135509	-3.4296102442785
TADA3	1114.192	103.4057	-1010.7863	0.084925998135509	-3.4296102442785
RPL7	1142.066	131.976	-1010.09	0.10358842173178	-3.11329852380571
ANKRD36	1151	142.449	-1008.551	0.110131130025227	-3.0143704344606
LIN7C	1008.032	0	-1008.032	0	-8
AKR1B1	1062.365	55.1696	-1007.1954	0.0493672410679723	-4.26726219180766
ATAD2B	1382.6	375.4851	-1007.1149	0.213576180129164	-1.88055626579532
UBFD1	1329.4945	323.01	-1006.4845	0.195466941239797	-2.04122707408582
ECE2	1574.084	568.5689	-1005.5151	0.265357445435983	-1.46910543871928
SRSF6	1037.124	32.8293	-1004.2947	0.0306829279371352	-4.9814605963861
ZNF271	1010.772	7.092	-1003.68	0.00696753200820542	-7.15504935341574
ZSCAN30	1010.772	7.092	-1003.68	0.00696753200820542	-7.15504935341574
BDNF-AS1	1002.56	0	-1002.56	0	-8
KIAA0528	1381.0762	378.5989	-1002.4773	0.215152729046402	-1.86705079708959
USP15	1319.2	317.6263	-1001.5737	0.194050095602692	-2.05426102373574
LOC154761	1631.4	629.8326	-1001.5674	0.27853507861155	-1.37307021909267
SHB	1046.3204	45.1232	-1001.1972	0.0413426767997907	-4.53531150234608
LOC284749	1165.2	164.0445	-1001.1555	0.123411832811796	-2.82841847675171
FBXO22	1041	40.3013	-1000.6987	0.0372711102816578	-4.69099988185971
DCAF6	1764.4763	764.1495	-1000.3268	0.302199518805827	-1.20731322910416
EIF4A2	2521.83	1521.8906	-999.9394	0.376358989787771	-0.728606369419542
STAMBPL1	1103.1055	104.067	-999.0385	0.0862072321892687	-3.40598621280027
BEST3	1142.8068	145.1848	-997.622	0.112721853154943	-2.97661920121243
CNOT1	1076.6	79.0821	-997.5179	0.0684289390655095	-3.7669873383612
SEPT7L	1050.2	54.8008	-995.3992	0.049593448258137	-4.26032333627997
PMFBP1	1614.5256	620.4304	-994.0952	0.277602959521351	-1.3797690338373
SENP7	1227.2	233.176	-994.024	0.159668468942245	-2.39587917827679
DPP8	992.403	0	-992.403	0	-8
CLN5	1197.768	207.0707	-990.6973	0.147398203081962	-2.53215315910931
NHLRC2	993.6206	8.1012	-985.5194	0.00808727532933794	-6.93841564920553
QRSL1	984.0903	0	-984.0903	0	-8
