GENE	p300H3K27ac_34_DMSO_compare_TSS_SIGNAL	p300H3K27ac_34_DMSO_compare_DISTAL_SIGNAL
ABCD4	210.2373	160.2558
ABCE1	1332.9966	1923.1372
ABCF1	1031.0742	4890.994399999999
ABCF2	1121.8	360.55039999999997
ABCF3	1011.2	440.0769
ABCG1	933.8421000000001	11539.7851
ABCG2	0.0	3740.1027000000004
ABCG4	0.0	3245.9531
ABCG5	0.0	0.0
ABCG8	0.0	0.0
ABHD1	0.0	8694.5649
ABHD10	811.1439	2320.9994
ABHD11	1086.3311999999999	3671.0589
ABHD12	991.6	14413.390300000001
ABHD12B	0.0	981.2635
ABHD13	478.101	13.524000000000001
ABHD14A	593.9064999999999	469.5415
ABHD14B	745.7444999999999	469.5415
ABHD15	903.7121999999999	1794.3532999999998
ABHD2	844.0047	13745.4652
ABHD3	933.9624	2180.1928000000003
ABHD4	743.9778	8745.930299999998
ABHD5	1079.6	592.5598
ABHD6	568.6839	417.2706
ABHD8	0.0	4108.6362
ABI1	810.6516	6236.1913
ABI2	790.6560000000001	530.3172999999999
ABI3	0.0	1675.3716
ABL1	298.44620000000003	169.2864
ABL2	668.8	7220.7146
ABLIM1	1242.4552	422.1096
ABO	0.0	97.49520000000001
ABP1	0.0	1196.2642
ABR	451.79999999999995	8248.7525
ABRA	0.0	960.4499999999999
ABT1	768.873	8320.8431
ABTB1	679.939	2663.0167
ABTB2	148.18800000000002	325.02840000000003
ACAA1	1207.6366	26.9252
ACAA2	605.1225	1332.2975
ACACA	1349.0504	1616.0711999999999
ACACB	0.0	4028.9152999999997
ACAD10	535.1646000000001	261.032
ACAD11	989.7760000000001	3424.9955
ACAD8	406.455	1777.8964
ACAD9	1198.6000000000001	1338.3521
ACADL	0.0	827.3492000000001
ACADM	670.9525	690.5181
ACADS	0.0	1235.844
ACADSB	900.3199999999999	54.3907
ACADVL	378.46579999999994	4278.8706999999995
ACAN	0.0	1065.0691000000002
ACAP1	188.108	1928.9254999999998
ACAP2	1065.5889	1570.2828
ACAP3	434.2815	350.16620000000006
ACAT1	950.6888999999999	2657.5439
ACAT2	351.7016	49.218
ACBD3	1243.8208	11193.6158
ACBD4	1315.9317	7907.6227
ACBD5	1716.306	1095.7843
ACBD6	2356.3999999999996	86.39399999999999
ACBD7	0.0	931.9038
ACCN2	0.0	1692.3463
ACCN3	0.0	2866.881
ACCN4	0.0	364.9567
ACCN5	0.0	3170.7946
ACCS	771.6800000000001	0.0
ACCSL	0.0	0.0
ACD	1191.7256	3303.0452000000005
ACE	0.0	11.9518
ACE2	0.0	66.1352
ACER1	0.0	848.7317
ACER2	0.0	301.72450000000003
ACER3	417.972	1512.8205999999998
ACHE	0.0	15.1632
ACIN1	599.644	756.7419
ACLY	805.644	2636.6932999999995
ACMSD	0.0	129.4515
ACN9	157.4664	462.0792
ACO2	1249.496	3039.8187000000003
ACOT1	0.0	0.0
ACOT11	0.0	941.2620000000001
ACOT12	0.0	43.731
ACOT13	876.0984	2718.111
ACOT2	0.0	0.0
ACOT7	905.8256	7.6788
ACOT8	589.3751	571.2582
ACOT9	463.6091	1970.3107
ACOX1	1153.4745	1399.6662
ACOX2	0.0	23.951
ACOX3	743.5495999999999	2180.2333999999996
ACOXL	560.3498999999999	12537.4081
ACP1	351.9279	847.0329
ACP2	794.9799	917.4712000000001
ACP5	0.0	1258.886
ACP6	1412.068	1481.4084
ACPL2	703.6800000000001	1062.7872
ACPP	0.0	624.5784
ACPT	0.0	38.8962
ACR	0.0	3103.5033
ACRBP	0.0	1117.3276
ACRC	0.0	2836.1417
ACRV1	0.0	231.22270000000003
ACSBG1	0.0	1387.8323
ACSBG2	0.0	824.3344
ACSF2	350.079	1803.6723
ACSF3	181.9828	2299.8244
ACSL1	0.0	3095.1117
ACSL3	364.416	0.0
ACSL4	502.9365	1087.7058
ACSL5	775.5554	0.0
ACSL6	0.0	8672.263
ACSM1	0.0	94.5792
ACSM3	599.5079999999999	122.4723
ACSS1	830.3833999999999	5762.5484
ACSS2	821.5605	1370.3971999999999
ACTA1	0.0	4417.9935000000005
ACTA2	586.0624	104.06700000000001
ACTB	953.6	2084.9332999999997
ACTBL2	0.0	3005.8862000000004
ACTC1	0.0	778.9056
ACTG1	861.1999999999999	2208.924
ACTG2	0.0	193.8108
ACTL6A	1041.7355	2014.9644999999998
ACTL6B	0.0	784.7566
ACTL7A	0.0	64.1784
ACTL7B	0.0	64.1784
ACTN1	0.0	79.9841
ACTN2	0.0	0.0
ACTN3	224.10000000000002	1122.68
ACTN4	516.1072	3078.941
ACTR10	284.34499999999997	153.0462
ACTR1A	1187.0968	2551.2707000000005
ACTR1B	813.4	333.58340000000004
ACTR2	930.4	1030.3914
ACTR3	1378.8	4009.7408000000005
ACTR3B	986.4916	1077.1062
ACTR3BP2	0.0	912.3312000000001
ACTR3C	2025.8055	16369.829099999997
ACTR5	674.8548	3502.5463
ACTR6	1054.1886	455.095
ACTR8	458.23589999999996	1214.6285
ACVR1	423.252	1876.2622000000001
ACVR1B	0.0	1706.7998
ACVR1C	620.8251	1195.8782
ACVR2A	629.9622	122.4825
ACVR2B	610.1845999999999	41.996700000000004
ACY1	887.1786	469.5415
ACY3	573.7992	5569.402700000001
ACYP1	187.5298	10.0016
ACYP2	1151.6080000000002	3007.5742999999998
ADA	969.4000000000001	8057.9854
ADAD2	0.0	6460.3418
ADAL	968.3506	473.00030000000004
ADAM1	0.0	1555.7135999999998
ADAM10	707.4	962.8548000000001
ADAM11	0.0	2043.5121000000001
ADAM15	784.5999999999999	19984.6053
ADAM17	1063.0	2859.7497
ADAM19	0.0	4801.5643
ADAM20	0.0	0.0
ADAM21	0.0	0.0
ADAM22	635.379	1392.3882999999998
ADAM23	0.0	4103.7642
ADAM28	792.0164	8507.975999999999
ADAM29	0.0	1295.5572000000002
ADAM33	0.0	886.3974999999999
ADAM3A	0.0	436.5168
ADAM5P	0.0	913.5848
ADAM7	0.0	7014.2032
ADAM8	402.6	2548.8315
ADAM9	1017.3792000000001	10913.934099999999
ADAMDEC1	0.0	8507.975999999999
ADAMTS10	0.0	962.1192000000001
ADAMTS12	0.0	2341.5416
ADAMTS13	0.0	146.4608
ADAMTS14	0.0	6075.8868999999995
ADAMTS15	298.42470000000003	709.9245000000001
ADAMTS16	0.0	464.9205
ADAMTS17	0.0	0.0
ADAMTS19	354.71979999999996	2270.1005999999998
ADAMTS3	918.441	149.4744
ADAMTS4	0.0	10385.6805
ADAMTS6	0.0	0.0
ADAMTS7	0.0	1562.5651000000003
ADAMTS8	0.0	709.9245000000001
ADAMTSL2	0.0	48.9656
ADAMTSL4	0.0	23623.906499999997
ADAMTSL5	0.0	2782.7707
ADAP1	0.0	2314.515
ADAP2	0.0	1790.9981000000002
ADAR	2913.486	5336.4333
ADARB1	0.0	2733.4534
ADAT1	396.00329999999997	194.5422
ADAT2	662.7746	2.0215
ADAT3	1556.8700000000001	7891.3132000000005
ADC	452.8984	9038.779
ADCK1	325.2355	564.1216
ADCK2	1339.0	2895.3810000000003
ADCK3	1902.9088000000002	3722.5939999999996
ADCK4	1538.4538	750.2556
ADCK5	931.896	4449.2448
ADCY1	218.83450000000002	0.0
ADCY10	0.0	764.1495
ADCY2	0.0	1411.2848
ADCY3	320.6175	1257.9539000000002
ADCY4	0.0	1302.4736
ADCY5	0.0	1602.5439
ADCY6	287.379	3414.0170000000003
ADCY7	0.0	4836.469599999999
ADCY8	0.0	481.31820000000005
ADCY9	0.0	806.208
ADCYAP1	0.0	1665.1703
ADCYAP1R1	0.0	1610.9034
ADD1	680.4	2474.052
ADD2	398.335	0.0
ADD3	533.52	2839.0477
ADH1B	0.0	1351.1212
ADH1C	0.0	1351.1212
ADH4	0.0	0.0
ADH5	411.1657	4.3268
ADH7	0.0	1351.1212
ADHFE1	0.0	380.12000000000006
ADI1	1425.2	2847.2685
ADIPOQ	0.0	2130.2492
ADIPOR1	722.3695	4096.4216
ADIPOR2	735.0980999999999	1752.4709
ADK	2245.4056	4002.743500000001
ADM	948.8	11751.474
ADM2	174.53169999999997	4885.357
ADNP	1017.6	2144.8209
ADNP2	228.34	35.475
ADO	987.1323	3942.088
ADORA1	0.0	4229.1154
ADORA2A	4323.1064	10047.648
ADORA2B	0.0	1398.9626
ADORA3	0.0	4774.0549
ADPGK	1348.6	4214.437
ADPRH	0.0	6943.7005
ADPRHL1	0.0	525.0767
ADPRHL2	969.9768	3249.8371
ADRA1A	0.0	1238.6727
ADRA1B	0.0	2705.24
ADRA1D	0.0	1517.0011
ADRA2A	0.0	790.6626
ADRA2B	0.0	1360.8910999999998
ADRB1	0.0	4011.3997999999997
ADRB2	1224.8000000000002	7732.018400000001
ADRB3	0.0	11270.8826
ADRBK1	231.4275	8645.329399999999
ADRM1	913.4	8012.372200000001
ADSL	838.6	2529.7567
ADSS	1196.25	2399.4104
ADSSL1	0.0	363.19079999999997
AEBP1	0.0	2274.2751
AEBP2	521.5584	125.3632
AEN	799.8756	8545.7237
AES	0.0	421.73830000000004
AFAP1-AS1	409.96	1305.5603
AFAP1L1	0.0	1210.2984000000001
AFAP1L2	0.0	222.8292
AFF1	2000.2	8909.709099999998
AFF3	0.0	638.841
AFF4	1306.9947	2094.9175
AFG3L1P	436.14099999999996	4808.616
AFG3L2	1185.498	572.3935
AFM	0.0	209.695
AFMID	460.08	16007.2479
AFP	0.0	209.695
AFTPH	1295.0	4744.914599999999
AGA	1372.308	395.28340000000003
AGAP1	71.3097	4577.454
AGAP11	701.4462	78.3288
AGAP2	659.5032	3200.0190000000002
AGAP3	748.0824	990.1944
AGAP5	0.0	2256.0026999999995
AGAP6	0.0	0.0
AGAP7	0.0	1758.0321
AGAP9	0.0	516.186
AGBL1	0.0	2028.0522999999998
AGBL2	376.19399999999996	834.916
AGBL3	1613.7216	7857.8931
AGBL5	1068.7930999999999	4061.6449
AGER	0.0	1117.7382
AGFG1	472.5099	5722.5638
AGFG2	432.7584	1495.6476
AGGF1	702.5185	0.0
AGK	1412.0	6428.0322
AGL	252.92499999999998	924.9635000000001
AGMAT	801.8139	3694.9395999999997
AGPAT1	1289.5402	1117.7382
AGPAT2	0.0	1073.3434
AGPAT3	777.0	9958.716199999999
AGPAT4	0.0	95.5417
AGPAT5	889.9018	1978.461
AGPAT6	467.1	2076.0421
AGPAT9	0.0	13.5954
AGPHD1	764.2294	1695.5674
AGPS	1154.203	0.0
AGR2	0.0	0.0
AGRN	0.0	304.442
AGRP	0.0	9169.6811
AGT	0.0	747.7359000000001
AGTPBP1	907.0	226.6173
AGTRAP	690.2532	2541.3162
AGXT2L1	0.0	4570.049800000001
AGXT2L2	506.80350000000004	190.151
AHCTF1	975.1999999999999	325.79200000000003
AHCY	866.2905000000001	10911.982100000001
AHCYL1	267.4926	998.7934
AHCYL2	2205.3617999999997	1909.1588000000002
AHDC1	0.0	987.6708000000001
AHI1	1470.213	7290.468900000001
AHNAK	389.43820000000005	14087.079000000002
AHNAK2	0.0	1355.305
AHR	788.9025	848.7157000000001
AHRR	6.789	3161.6634
AHSA1	448.6903	15.7412
AHSA2	888.2	1459.2326999999998
AHSG	44.5116	1138.3633
AHSP	0.0	351.88929999999993
AICDA	0.0	922.4576000000001
AIDA	1295.8785	2836.5128
AIF1	347.3248	522.2746
AIF1L	0.0	666.5061
AIFM1	915.5986	2423.1457000000005
AIFM2	547.8491	983.6624
AIFM3	0.0	1834.1758000000002
AIG1	863.4	891.3641
AIM1L	0.0	1691.1879999999996
AIM2	2498.6000000000004	6358.0268000000015
AIMP1	793.4685	0.0
AIMP2	1537.1392	2204.6592
AIP	881.0808000000001	3488.2465
AIPL1	0.0	0.0
AIRE	0.0	6228.990699999999
AK1	0.0	10429.7926
AK2	1106.5062	8986.7323
AK3	879.9536	1732.5535
AK4	0.0	938.9824
AK5	0.0	0.0
AK7	0.0	463.4119
AKAP1	771.8000000000001	1358.5896
AKAP10	1248.2	4956.3673
AKAP11	842.0	1045.8703
AKAP12	0.0	627.0546
AKAP13	773.0	11728.8214
AKAP14	0.0	1656.3660999999997
AKAP17A	118.404	2663.3563999999997
AKAP2	794.8	22813.761999999995
AKAP3	0.0	607.3086
AKAP4	0.0	580.8245000000001
AKAP5	99.3641	2149.733
AKAP6	0.0	1523.7092
AKAP7	0.0	1480.8227
AKAP8	820.2	5933.713499999999
AKAP8L	600.4323	3616.9238
AKAP9	827.7741	729.9617999999999
AKD1	605.0419999999999	4.2775
AKIRIN1	595.2832000000001	498.76950000000005
AKIRIN2	942.272	4819.9762
AKNA	0.0	20489.845599999997
AKNAD1	0.0	0.0
AKR1A1	1219.146	3256.4383
AKR1B1	1062.365	55.169599999999996
AKR1B10	0.0	55.169599999999996
AKR1B15	0.0	146.42899999999997
AKR1C1	0.0	247.15959999999998
AKR1C2	0.0	247.15959999999998
AKR1C3	585.8944	247.15959999999998
AKR1C4	0.0	619.179
AKR1CL1	0.0	619.179
AKR1D1	0.0	13592.921300000002
AKR1E2	0.0	1862.0375
AKR7A2	561.1162	52.0746
AKR7A2P1	0.0	248.8512
AKR7A3	0.0	241.4902
AKR7L	0.0	241.4902
AKT1	0.0	363.19079999999997
AKT1S1	1763.6408999999999	3353.2651999999994
AKT2	614.4	367.5107
AKT3	0.0	1364.5204
AKTIP	1023.2000000000002	5122.1925
ALAD	500.6469	5541.2862000000005
ALAS1	506.1742	4261.840899999999
ALAS2	0.0	0.0
ALB	0.0	209.695
ALCAM	1159.2589	2175.3842
ALDH16A1	1021.0695000000001	1684.6212
ALDH18A1	414.04659999999996	46.144
ALDH1A3	0.0	2731.4492999999998
ALDH1B1	657.776	1532.0375999999999
ALDH1L1	0.0	38.1348
ALDH1L2	681.923	2987.6286
ALDH2	0.0	16.8618
ALDH3A1	0.0	142.49810000000002
ALDH3A2	1148.6000000000001	791.2321
ALDH3B1	5030.4676	7829.7056
ALDH3B2	0.0	5569.402700000001
ALDH4A1	610.1487	3237.723
ALDH5A1	635.8911	4030.3732999999997
ALDH6A1	897.1979	349.6012
ALDH7A1	0.0	3749.3495
ALDH8A1	0.0	15740.3847
ALDH9A1	838.8453	5572.3667000000005
ALDOA	2598.9803	3277.112
ALDOB	0.0	4765.1234
ALDOC	0.0	1985.7904
ALG1	555.972	1834.1359
ALG10	646.1795	0.0
ALG10B	513.57	1260.7235999999998
ALG11	155.2993	0.0
ALG12	346.84479999999996	1394.7463
ALG13	461.14639999999997	0.0
ALG14	467.3914	0.0
ALG1L	0.0	8461.3506
ALG1L2	0.0	6854.7976
ALG2	1413.1784999999998	7113.1228
ALG3	1752.7353999999998	568.5689
ALG5	912.6086	41.3816
ALG6	756.01	603.8541000000001
ALG8	802.224	97.70819999999999
ALG9	687.0242000000001	1202.1280000000002
ALKBH1	287.7743	584.7575999999999
ALKBH2	1161.3224	4028.9152999999997
ALKBH3	399.1559	4064.799
ALKBH4	760.2808	20858.3717
ALKBH5	1136.8	663.4560000000001
ALKBH6	528.38	185.2658
ALKBH7	839.275	1066.7445
ALKBH8	1039.3673	236.5125
ALLC	0.0	686.7098
ALMS1	472.0655	577.0142
ALMS1P	0.0	0.0
ALOX12	0.0	1506.8228
ALOX12B	0.0	8153.4149
ALOX12P2	795.5892	388.1537
ALOX15	0.0	1608.9103
ALOX15B	0.0	3955.0268
ALOX5	332.4595	10381.0197
ALOX5AP	0.0	3464.0366000000004
ALOXE3	781.3676	9558.3574
ALPI	0.0	140.68509999999998
ALPK1	437.12660000000005	3481.6665
ALPK2	0.0	11291.6074
ALPK3	0.0	5816.1374
ALPL	0.0	0.0
ALPP	0.0	312.2573
ALPPL2	0.0	312.2573
ALS2	1014.65	966.0896000000001
ALS2CL	0.0	939.0304
ALS2CR11	0.0	601.4853
ALS2CR12	0.0	2996.1761
ALS2CR4	808.6454000000001	0.0
ALS2CR8	1004.8554000000001	37.0936
ALX3	0.0	543.134
AMAC1	0.0	701.8889
AMAC1L2	0.0	2342.8046999999997
AMAC1L3	0.0	2699.1554
AMACR	1212.8000000000002	1165.5458
AMBN	0.0	10531.683099999998
AMBRA1	0.0	3151.6099999999997
AMD1	1167.2160999999999	1817.0408000000002
AMDHD1	594.1649	1171.7728
AMDHD2	351.0144	1901.5025000000003
AMELX	0.0	5051.2955
AMFR	283.9952	89.5573
AMH	0.0	11313.6726
AMHR2	0.0	34713.9805
AMICA1	0.0	8.4237
AMIGO1	0.0	297.3355
AMIGO3	0.0	338.1906000000001
AMMECR1	524.0	1758.6047
AMMECR1L	528.4209	5209.1846000000005
AMN	0.0	1164.2364
AMN1	1119.7629	5373.8243
AMOTL1	689.1307	48.32190000000001
AMOTL2	0.0	1456.4088000000002
AMPD1	2034.6000000000001	2666.4184999999998
AMPD2	390.93149999999997	488.2529
AMPD3	1009.0	3012.2514
AMT	0.0	5221.7334
AMY1A	0.0	189.4914
AMY1B	0.0	189.4914
AMY1C	0.0	189.4914
AMY2A	0.0	189.4914
AMY2B	0.0	189.4914
AMZ1	0.0	5247.1608
AMZ2	1030.2903000000001	6974.1456
AMZ2P1	1478.8	10080.7757
ANAPC1	1023.1242	4924.7982999999995
ANAPC10	1288.2666	1923.1372
ANAPC11	637.7977	1218.3348999999998
ANAPC13	1219.8535	1906.1616000000001
ANAPC16	906.2085999999999	12876.097099999999
ANAPC2	951.3053	1515.1770999999999
ANAPC4	697.153	1173.2930000000001
ANAPC5	443.04400000000004	1630.1933
ANAPC7	524.9935	13.123099999999999
ANG	443.86400000000003	2175.4193
ANGEL1	400.75199999999995	138.1284
ANGEL2	1006.0883	6811.2
ANGPT1	0.0	75.4936
ANGPT4	0.0	744.0027
ANGPTL2	0.0	4015.0873
ANGPTL3	0.0	0.0
ANGPTL4	0.0	6489.740699999999
ANGPTL5	817.0064	0.0
ANGPTL6	0.0	3651.9532999999997
ANGPTL7	0.0	778.7615999999999
ANK1	0.0	2706.3965999999996
ANK2	267.732	1321.4624
ANK3	0.0	4447.9704
ANKAR	143.355	1437.1444
ANKDD1A	386.9436	8990.0048
ANKFY1	563.6904	36.9257
ANKH	333.16470000000004	2103.4348999999997
ANKHD1	902.8000000000001	2216.9845
ANKIB1	1127.653	468.9732
ANKK1	0.0	1302.1952
ANKLE1	0.0	3708.8382
ANKLE2	288.4	64.052
ANKMY1	0.0	3224.7654000000007
ANKMY2	906.4344000000001	429.7098
ANKRA2	1007.894	576.3774
ANKRD1	0.0	1345.2581
ANKRD10	942.4	2357.6917
ANKRD11	348.8	2874.6761
ANKRD12	3570.3999999999996	44133.3077
ANKRD13A	600.5955	3058.1834999999996
ANKRD13B	0.0	2451.4062
ANKRD13C	1584.2549999999999	476.5357
ANKRD13D	1110.9704000000002	7540.775499999999
ANKRD16	646.7298	4158.1669999999995
ANKRD17	1345.2	1344.3257999999998
ANKRD18A	888.6861999999999	373.2486
ANKRD19	853.1604000000001	8360.710900000002
ANKRD2	0.0	643.0438
ANKRD22	0.0	104.06700000000001
ANKRD23	0.0	3010.7557
ANKRD24	628.5788	1858.8308000000002
ANKRD26	730.9111	447.9984
ANKRD26P1	0.0	1618.4940000000001
ANKRD27	481.62000000000006	18.312
ANKRD28	2617.2	5363.930800000001
ANKRD29	0.0	765.3093000000001
ANKRD30BL	0.0	7504.996900000001
ANKRD31	869.3568	29.4952
ANKRD32	728.1560999999999	2509.097
ANKRD33B	756.0	7279.0897
ANKRD34A	943.4192	21334.4125
ANKRD34B	0.0	69.27510000000001
ANKRD34C	0.0	840.1460000000001
ANKRD35	0.0	12903.759399999997
ANKRD36	1151.0	142.449
ANKRD36B	809.2	333.58340000000004
ANKRD36BP1	0.0	7172.906400000001
ANKRD36BP2	1198.686	6473.839300000001
ANKRD37	2088.0	20297.701200000003
ANKRD39	1425.8	3010.7557
ANKRD40	1120.4	2231.5987999999998
ANKRD42	1092.5316	7624.0271999999995
ANKRD43	0.0	422.28020000000004
ANKRD44	442.89560000000006	9971.1534
ANKRD45	0.0	700.4079
ANKRD46	347.8112	5255.040499999999
ANKRD49	936.448	626.807
ANKRD5	653.7841	562.8012
ANKRD50	679.5749999999999	896.3106
ANKRD52	686.465	3848.6797
ANKRD53	465.3674	2505.5052
ANKRD54	799.3439999999999	700.3030000000001
ANKRD55	0.0	18629.247000000003
ANKRD56	390.9125	4240.3431
ANKRD57	729.1884	5044.9421
ANKRD58	180.3822	3967.1705
ANKRD6	0.0	16558.7171
ANKRD7	0.0	2135.7633
ANKRD9	60.5398	4.167800000000001
ANKS1A	918.1192	738.9259
ANKS3	675.8342	1337.8000000000002
ANKZF1	1013.2087000000001	2045.0571
ANLN	950.8975	1111.3791
ANO10	652.773	592.5598
ANO3	0.0	500.8734
ANO4	160.32160000000002	1154.9112
ANO5	743.1372	0.0
ANO6	679.1174	1642.1205
ANO7	0.0	169.1696
ANO8	0.0	4700.7627999999995
ANO9	0.0	658.7263
ANP32A	765.0	2717.9979000000003
ANP32B	1110.8	2534.7709999999997
ANP32C	0.0	857.4233999999999
ANP32E	2350.7226	8187.1974
ANPEP	0.0	6018.810400000001
ANTXR2	701.3324	2527.7805
ANUBL1	827.5404	937.35
ANXA1	0.0	2414.5088
ANXA10	0.0	1654.9612000000002
ANXA11	847.38	8725.4674
ANXA13	0.0	4035.3463
ANXA2	771.5999999999999	2667.5676
ANXA2P1	0.0	1163.931
ANXA2P2	0.0	2223.6657999999998
ANXA3	0.0	1149.6964
ANXA4	467.2383	2393.0266
ANXA5	538.0482000000001	6.2725
ANXA6	2026.7975000000001	17490.0216
ANXA7	774.0656	503.8818
ANXA8	0.0	0.0
ANXA8L1	0.0	0.0
ANXA9	0.0	6827.7551
AOC2	0.0	1663.1355999999998
AOC3	0.0	1663.1355999999998
AOX1	0.0	0.0
AOX2P	0.0	1287.1472
AP1AR	1584.0	3274.9773
AP1B1	554.1894	2667.1769
AP1G1	1729.2	9272.5401
AP1G2	230.6772	133.016
AP1M1	641.994	22899.0466
AP1M2	0.0	2740.253
AP1S1	0.0	707.6577
AP1S2	476.0	2425.9166
AP1S3	853.5139	1798.6004
AP2A1	589.0611	2667.5580999999997
AP2A2	424.73199999999997	1666.2587
AP2B1	1113.3633	1187.9258
AP2M1	692.7271999999999	440.0769
AP2S1	644.16	1768.9991999999997
AP3B1	854.667	869.993
AP3B2	0.0	1097.7474
AP3D1	750.4	18198.427
AP3M1	1111.0606000000002	4002.743500000001
AP3M2	1050.0	540.3187
AP3S1	767.6060000000001	36.553
AP3S2	1218.1815	1704.1988000000001
AP4B1	872.0233000000001	3748.3489
AP4E1	1083.543	3177.4503
AP4M1	948.3151999999999	1464.9733
AP4S1	585.7895000000001	113.2332
APAF1	556.6421	198.8599
APBA1	0.0	719.4069
APBA2	0.0	1858.0492
APBA3	1777.2843000000003	519.6032
APBB1	0.0	48.98650000000001
APBB1IP	1467.4	3653.0875000000005
APBB2	317.3729	4382.3212
APBB3	1156.85	1264.9682
APC	557.9714	1020.3324999999999
APC2	0.0	2580.8858999999998
APCDD1	0.0	557.7763
APEH	977.6700000000001	323.12340000000006
APEX1	554.2356	783.2303999999999
APEX2	301.954	0.0
APH1A	1714.1364	2947.9172000000003
APH1B	0.0	2285.7106
API5	563.4943999999999	302.61199999999997
APIP	772.5798	8120.5641
APITD1	731.3295	2223.1726
APITD1-CORT	731.3295	2223.1726
APLF	1044.2036	8099.1103
APLN	0.0	472.3488
APLNR	0.0	288.9439
APLP1	0.0	246.0633
APLP2	657.5999999999999	3000.4957999999997
APOA1	0.0	6712.7013
APOA1BP	904.0	28012.4718
APOA2	0.0	10374.3817
APOA4	0.0	2279.7162999999996
APOA5	0.0	2279.7162999999996
APOB	0.0	1070.9609999999998
APOB48R	928.1764000000001	404.7857
APOBEC1	0.0	480.00440000000003
APOBEC2	0.0	704.424
APOBEC3A	0.0	13095.5759
APOBEC3B	1174.6000000000001	16019.5172
APOBEC3C	828.6	16943.2504
APOBEC3D	1014.5999999999999	18019.0804
APOBEC3F	729.5542	18442.0372
APOBEC3G	983.8	19458.216399999998
APOBEC3H	366.813	14260.366
APOBEC4	0.0	2951.3842
APOC1	0.0	1625.2463999999998
APOC1P1	0.0	5127.2862
APOC2	0.0	7228.2014
APOC3	0.0	6712.7013
APOC4	0.0	5186.3969
APOD	0.0	7994.8346
APOE	0.0	1625.2463999999998
APOF	0.0	4126.2084
APOH	0.0	391.14
APOL1	707.2408	8718.8383
APOL2	885.1708000000001	8718.8383
APOL3	1161.6	5839.034100000001
APOL4	0.0	5132.5996000000005
APOL5	0.0	1475.183
APOL6	1388.2735	1030.2602000000002
APOLD1	1902.6305	12244.2708
APOM	0.0	5761.1508
APOO	751.2435000000002	258.645
APOOL	462.3122	1.9401
APP	931.944	1821.792
APPBP2	645.0264	2817.5211999999997
APPL1	913.0	489.7299
APPL2	523.6608	2785.2255
APRT	467.505	1499.1584
APTX	876.9830999999999	833.1604
AQP1	0.0	1610.9034
AQP10	0.0	13486.9411
AQP11	695.3392	0.0
AQP12B	0.0	1055.7279
AQP2	0.0	175.68
AQP3	898.4972	4620.462
AQP5	0.0	175.68
AQP6	0.0	175.68
AQP7	0.0	3903.3764
AQP7P1	0.0	3832.8408
AQP7P3	0.0	2869.373
AQP8	0.0	33.369
AQR	709.4956	1557.4461999999999
ARAF	734.0	1943.2462999999998
ARAP1	945.8915000000001	3951.7775999999994
ARAP2	562.3914	950.2330000000001
ARAP3	0.0	1893.9015
ARC	0.0	165.74099999999999
ARCN1	833.9336	38.324
AREG	437.7394	511.1415
ARF1	1307.377	6688.783899999999
ARF3	432.38800000000003	177.04410000000001
ARF4	1773.0	1236.4936000000002
ARF5	813.6	302.6563
ARF6	628.8000000000001	5084.9729
ARFGAP1	229.8637	9.4284
ARFGAP2	1469.6	917.4712000000001
