GENE	p300H3K27ac_34_DMSO_compare_TSS_SIGNAL	p300H3K27ac_34_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
PPP2R5A	2039.2	2993.6859	954.4859	0.594824909501724	0.553919582107286
PLDN	1654.8398	2615.7831	960.943299999999	0.612506222452935	0.660551357047758
RPS11	1629.4172	2598.6333	969.216100000001	0.614617375076291	0.673397023310713
BSCL2	1645.2756	2617.5001	972.2245	0.614036553694345	0.669860322325092
NDUFS7	1577.8	2580.8859	1003.0859	0.62060130581153	0.709952019153359
NOLC1	1578.6	2615.8274	1037.2274	0.623643503759297	0.728621696368791
LDHA	1921.1553	2970.1134	1048.9581	0.607227609474818	0.628543868161423
HIST1H2BK	1753.1659	2804.1402	1050.9743	0.615306529442909	0.677595959227459
C9orf46	1930.2	3008.127	1077.927	0.609138884484563	0.640115135564247
LOC284648	1523.7128	2610.1422	1086.4294	0.631406326540239	0.776537407412654
NCSTN	1599.534	2704.9449	1105.4109	0.628402406618836	0.757947547527477
DEF6	2007.6	3120.2781	1112.6781	0.608493033404987	0.6362027662143
WDR81	2431.3407	3546.5624	1115.2217	0.593278669906844	0.544669261167089
MDC1	1860.2	2975.8455	1115.6455	0.615346877939837	0.677841885030584
MIR3609	1633	2757.7683	1124.7683	0.628083312890822	0.755976459830857
FKBP7	1666.4455	2791.8254	1125.3799	0.626212597354728	0.744434582783201
ING3	2189.6	3321.5048	1131.9048	0.602693093406607	0.601169659481804
GTPBP8	1838.2004	2971.477	1133.2766	0.61781212186913	0.692886156821795
FLJ39739	2568.759	3726.5276	1157.7686	0.591955193906501	0.536760401332437
PRKRA	1633.0444	2791.8254	1158.781	0.630939558944763	0.773644702491417
EVC2	1698.1017	2858.3031	1160.2014	0.627315443965822	0.751236045653844
MKKS	1473.0419	2642.3453	1169.3034	0.642064809843409	0.843020541617991
COPA	1533.0164	2704.9449	1171.9285	0.638265597187025	0.819226075674456
TRMT112	1784.6645	2962.4442	1177.7797	0.62405232052091	0.731135093195771
ZBTB4	1513.8366	2699.1554	1185.3188	0.64067422867169	0.834298547711758
NAA50	2182.2912	3381.49	1199.1988	0.607768328488547	0.631815462850713
LOC641518	1575.4177	2776.5678	1201.1501	0.638000241498966	0.817568235234858
MIA3	1511.8848	2720.9395	1209.0547	0.642818909350903	0.847756662918391
PRKAB2	1592.6	2803.2863	1210.6863	0.637706735044535	0.815735131797501
RTN4	2803.022	4014.7755	1211.7535	0.588866932466093	0.518336249080977
TOR1AIP1	2584.8	3801.9589	1217.1589	0.59528768183186	0.556690280508669
TNFSF15	1514.916	2732.4219	1217.5059	0.643325764121569	0.850942459896133
APH1A	1714.1364	2947.9172	1233.7808	0.632321601793682	0.782214088668519
POLR2A	1457.3217	2699.1554	1241.8337	0.649385365313332	0.889188656531997
UPP1	1522.7707	2771.9669	1249.1962	0.645433355462741	0.864211314351005
HIST1H2AH	1533.1054	2804.1402	1271.0348	0.646525573742008	0.871101597544433
KCNJ11	1806.8832	3079.7216	1272.8384	0.630237501506158	0.769296689425611
UBE2B	1428.4	2701.7448	1273.3448	0.654152561430776	0.919491368727512
RFFL	3099.0675	4376.7819	1277.7144	0.585456135593101	0.498036316400342
TUFT1	1698.2	2980.179	1281.979	0.63701102454504	0.811392608983837
RRAS	1431.3396	2719.3782	1288.0386	0.655158536675271	0.925910802570959
ESRRG	1679.8626	2974.1041	1294.2415	0.639047138003802	0.824111909349655
SECISBP2	1635	2933.7989	1298.7989	0.642137893178008	0.843479347791021
LRMP	1572.4	2879.0952	1306.6952	0.646770370548754	0.872647224888514
POGZ	1892	3215.849	1323.849	0.629589676593807	0.765287577769388
USP7	1378.729	2725.2877	1346.5587	0.664053754946952	0.983069626989641
CKS2	1585.4151	2933.7989	1348.3838	0.649183442076432	0.887909361253001
ATG3	1695.4759	3052.2294	1356.7535	0.642885184975571	0.848173118966194
C19orf20	1549.2	2920.2855	1371.0855	0.653382922933747	0.914586013756345
SRRM2	1437.4448	2811.7946	1374.3498	0.661717153427505	0.967984654701693
TRMT12	1597.248	2993.5127	1396.2647	0.652073348105468	0.906251057740574
RDH13	2547.2916	3947.681	1400.3894	0.607805643398711	0.632041293843119
LEF1	1366.3512	2776.5678	1410.2166	0.67019601396986	1.0229742706776
BCL9	1366.4	2779.3299	1412.9299	0.670407857492115	1.02435720917995
SRSF1	1394.6	2808.297	1413.697	0.668181256880671	1.00984413358059
PRDX5	1544.8775	2962.4442	1417.5667	0.6572515558408	0.939295534801874
ADI1	1425.2	2847.2685	1422.0685	0.666422350451501	0.998414158361286
CDK5	1432.3775	2866.881	1434.5035	0.666831501292607	1.00107025979933
C3orf79	1605	3039.8093	1434.8093	0.65445298260146	0.921407522843028
HNRNPA3	2224	3660.2069	1436.2069	0.622039123063467	0.718768413772309
HSPBAP1	1905.5872	3354.3216	1448.7344	0.637714783191678	0.815785388184802
FLOT1	1396.9514	2849.5488	1452.5974	0.671034655785486	1.02845166959415
NDUFS1	1451.014	2905.6362	1454.6222	0.666942735039871	1.00179264252789
C7orf23	1423.6	2879.8242	1456.2242	0.669193662107491	1.01643690650955
HYLS1	1630.7919	3089.8488	1459.0569	0.654540134774502	0.921963546175214
UNC45A	2040.1445	3503.3089	1463.1644	0.631972282837265	0.780046862152089
LOC100128788	1346.5424	2811.7946	1465.2522	0.676182473907237	1.06223155199106
EEF1B2	1439.132	2905.6362	1466.5042	0.668766678968052	1.01365515677855
IL4I1	1893.8496	3366.5178	1472.6682	0.639977694333669	0.829935329121641
LOC100286793	2251.091	3726.5276	1475.4366	0.623413410818817	0.727207566124591
CNDP2	2844.2	4326.2687	1482.0687	0.603345315488233	0.605100355617045
SNORA21	1704.8092	3226.9516	1522.1424	0.654320379852973	0.920561655716681
AIDA	1295.8785	2836.5128	1540.6343	0.68640953725752	1.13018791508283
BROX	1295.8785	2836.5128	1540.6343	0.68640953725752	1.13018791508283
ADCK2	1339	2895.381	1556.381	0.683779045862902	1.11259724269701
NDUFB2	1332.3978	2895.381	1562.9832	0.684846851495637	1.1197283263506
C9orf95	1340.608	2913.91	1573.302	0.684897795707998	1.12006887034697
SFT2D2	1728.9702	3304.2104	1575.2402	0.656485563025495	0.934392551866088
GNAI2	1309.2	2887.5073	1578.3073	0.688041145971748	1.14113908636169
PINX1	1285.6316	2864.243	1578.6114	0.690199891823237	1.15567659976486
ANKRD39	1425.8	3010.7557	1584.9557	0.678624569054774	1.07835402297594
AKT1S1	1763.6409	3353.2652	1589.6243	0.655330610815782	0.927009746694764
TBC1D17	1763.6409	3353.2652	1589.6243	0.655330610815782	0.927009746694764
GALNT4	1644.4954	3235.3843	1590.8889	0.663004930223997	0.976292113525278
LOC100134713	1301.6538	2895.381	1593.7272	0.68986347218279	1.15340741648236
CCPG1	1298.0436	2892.5829	1594.5393	0.69025070595053	1.15601946400429
NUPL2	1497.8632	3107.2928	1609.4296	0.674742136857036	1.05275232459896
SLC22A18	1337.223	2954.9191	1617.6961	0.688448572101096	1.14387855834699
FLJ27352	1271.522	2892.5829	1621.0609	0.694646981635837	1.18580188295703
SOAT1	1257.41	2896.1763	1638.7663	0.697271247259266	1.20369428497774
ZEB1	2118.6542	3775.7604	1657.1062	0.6405657993586	0.833619083075899
PHF5A	1375.286	3039.8187	1664.5327	0.688504329240482	1.14425361342674
MARCH6	2021.8	3694.4331	1672.6331	0.646305536420479	0.869712713625158
C3orf26	1467.2072	3144.3947	1677.1875	0.681844350007749	1.09970969941711
CAMK2D	1650.6	3332.8744	1682.2744	0.66878529565638	1.0137764047501
GABPB2	2455.8	4138.5138	1682.7138	0.627588241251121	0.752919695516016
AP1AR	1584	3274.9773	1690.9773	0.674005474361858	1.04791257144908
C17orf91	1605.5	3300.5384	1695.0384	0.672750217364789	1.03967871809019
SQSTM1	2060.722	3759.7783	1699.0563	0.645954489513556	0.867497701684385
MFSD3	1526.6	3229.7869	1703.1869	0.679042089700483	1.08111688319688
LOC388564	1308.4552	3013.9542	1705.499	0.697285685155136	1.20379296491753
RPS27	1574.3408	3284.4246	1710.0838	0.675979251848628	1.06089276912305
SLC17A5	1562.6	3272.7494	1710.1494	0.676838244615787	1.06655461769068
FLJ13224	1499.4894	3212.3799	1712.8905	0.681763371492499	1.09917119410928
SUPT16H	1590.8	3305.6501	1714.8501	0.675111567051403	1.05518155752264
ARHGAP11A	1336.6	3055.7174	1719.1174	0.695695944013518	1.19294334638064
PSMB4	1509.5376	3234.3936	1724.856	0.681796059774223	1.09938856165213
C14orf43	1641.1056	3370.3918	1729.2862	0.672531886377912	1.03824823626881
SPRY1	1922.214	3668.9297	1746.7157	0.656203792436957	0.932590301285589
MRPS23	1189.3506	2939.1414	1749.7908	0.711916457631503	1.30522070834898
SLFN5	1444.4	3194.3194	1749.9194	0.688620958620606	1.14503824964105
SLC39A1	1530.0176	3284.4246	1754.407	0.682202519743616	1.10209239768339
ADK	2245.4056	4002.7435	1757.3379	0.640628678339318	0.834013098806788
KRAS	1725	3489.5267	1764.5267	0.669193370895963	1.0164350086793
FAM63A	2401.5346	4172.7019	1771.1673	0.634705170706895	0.797025263108621
NPAT	1196.9828	2982.4163	1785.4335	0.713599306656309	1.31707922830701
ACO2	1249.496	3039.8187	1790.3227	0.708695657140755	1.28263899848279
ATP6V1A	1585.7779	3381.49	1795.7121	0.680754504906007	1.09246836230922
CEP70	1465.6	3267.6149	1802.0149	0.690358449602616	1.15674655822937
RPL23	1422.393	3226.9516	1804.5586	0.694065911999726	1.18185181008664
ATM	1173.9193	2982.4163	1808.497	0.717559068136846	1.34514841486822
UBXN7	1151.4	2964.0594	1812.6594	0.720225644796788	1.36418524229648
CREB3L4	1471.2368	3284.4246	1813.1878	0.690634661248171	1.15861117481385
ADCK3	1902.9088	3722.594	1819.6852	0.661735338572758	0.968101859299777
CXorf21	1283.4	3111.78	1828.38	0.707998307236564	1.27776917837282
FKBP5	1167.1404	3004.5239	1837.3835	0.720221878831429	1.3641582790248
COX18	1611.6	3451.7548	1840.1548	0.681713001822428	1.09883627379366
PRDX6	1202	3043.5034	1841.5034	0.716876919707566	1.34029608145068
NFKB1	1137	2986.5175	1849.5175	0.724264538709973	1.39323192128765
CELF1	1306.6419	3156.396	1849.7541	0.707230382247034	1.27241440816646
ACYP2	1151.608	3007.5743	1855.9663	0.723116728978193	1.3849506624295
REEP4	1708.6332	3567.6396	1859.0064	0.676166630353154	1.06212716236237
STT3A	1305	3173.9752	1868.9752	0.708638708247369	1.28224104885847
ZNF76	1249	3120.2781	1871.2781	0.714140420588014	1.32090114047849
EYA1	1463.2042	3334.7873	1871.5831	0.695038184206871	1.18846362477571
NAGK	1323.0624	3214.9367	1891.8743	0.708448069106052	1.28090922661918
ARHGAP31	1386.6	3288.7344	1902.1344	0.703422283548317	1.2459808343931
FKBP14	1770.704	3675.5101	1904.8061	0.674874331510397	1.0536214221381
LOC400027	2873.3455	4779.974	1906.6285	0.624562191608491	0.734271293449684
CXCR3	1090.2	3016.0137	1925.8137	0.734499936035964	1.46805015654199
JMJD1C	1154.7836	3081.7059	1926.9223	0.727419695009276	1.41610666206649
TOB2	1100	3039.8187	1939.8187	0.734287880771204	1.46648175767856
NEK8	1753.1243	3693.1972	1940.0729	0.678108554553748	1.07494200830792
RNF168	1817.529	3763.6855	1946.1565	0.674348835723838	1.05016769545749
SEC24A	1563	3510.9659	1947.9659	0.691956936486309	1.16755020587887
SLC12A6	1718.9393	3675.6232	1956.6839	0.681357051660816	1.09647027829727
ZFAT	1731.4	3689.6183	1958.2183	0.680613511302849	1.09153250909398
RAB7A	1142.7113	3101.2859	1958.5746	0.730746452895869	1.44040557035289
ZNF425	1236.4868	3195.6798	1959.193	0.72101978296574	1.36987602222372
TROVE2	2018.3932	3981.5922	1963.199	0.663600314760766	0.980138214897056
UIMC1	1105.3634	3069.6359	1964.2725	0.735242255010677	1.47354679378411
PLEC	2503.8708	4468.3486	1964.4778	0.640878943080879	0.835581621668159
WDR74	1760.8	3727.1606	1966.3606	0.679152215487844	1.08184593449651
UBAP2	1338	3304.871	1966.871	0.711816244733054	1.30451584371353
FAM98A	1138.537	3111.0932	1972.5562	0.732085629474301	1.45024043807241
HSP90AB1	1840.8	3816.9136	1976.1136	0.674638885927347	1.05207364127356
DLAT	1082	3061.2329	1979.2329	0.73885127239649	1.50041231077468
NSL1	1693.3624	3679.5121	1986.1497	0.684831201622148	1.11962371846218
TATDN3	1693.3624	3679.5121	1986.1497	0.684831201622148	1.11962371846218
CCM2	2631.8552	4626.7783	1994.9231	0.63741726318046	0.813927854620539
TMEM140	2444.4	4443.0598	1998.6598	0.645094117282543	0.862073172852199
RPS13	1410	3412.2555	2002.2555	0.707605704426072	1.27503051298361
PM20D2	1249.4	3253.9315	2004.5315	0.72256095293007	1.38094844548101
NGLY1	1944.4136	3950.7023	2006.2887	0.670165331270247	1.02277400795932
C7orf58	1312.367	3321.5048	2009.1378	0.716788237430306	1.33966577702364
CKAP2	1084.4	3099.5072	2015.1072	0.740816431110136	1.51514183700738
GABARAPL1	1238.8	3258.6146	2019.8146	0.7245528575462	1.3953154448817
HNRNPC	1084.4	3105.0314	2020.6314	0.741158191538833	1.51771083965676
GTPBP1	1766.2	3790.3115	2024.1115	0.682138694394856	1.10166769923395
FZR1	1189.4	3218.7058	2029.3058	0.730178889989437	1.43624673507611
UTP23	1235.8	3266.288	2030.488	0.725505143391244	1.40220672540587
RBL1	1113.4	3148.2043	2034.8043	0.738736888359156	1.49955717801603
EMB	1185.4	3221.8451	2036.4451	0.731033792515874	1.4425131711427
AKR1A1	1219.146	3256.4383	2037.2923	0.727600706794865	1.41742398443926
NOP16	1139.7081	3182.8385	2043.1304	0.736334109156857	1.48164958400051
CWC25	1712.6	3760.8021	2048.2021	0.687105027419783	1.13485216065374
FAM161A	1314.2	3362.8474	2048.6474	0.719010758796244	1.3554984661926
HEATR5B	1202.352	3251.2353	2048.8833	0.730026174630056	1.43512865064076
STK40	1915	3967.0916	2052.0916	0.674435535821986	1.0507373174933
CCDC75	1198.6476	3251.2353	2052.5877	0.730633900501067	1.43958039961234
RPL23AP82	1037.6452	3103.5033	2065.8581	0.749430574634066	1.58058444984797
UCHL5	1909.9132	3981.5922	2071.679	0.675819154812283	1.05983839241138
HIGD2A	1104.1086	3182.8385	2078.7299	0.742448746335125	1.52743187280671
LASP1	1135.8	3215.3101	2079.5101	0.738963167123719	1.50124906784974
ATP6V0A1	1284.2	3376.0301	2091.8301	0.724434207658545	1.39445786306468
MESDC1	1277	3369.3591	2092.3591	0.725161148220335	1.3997156713563
AP4E1	1083.543	3177.4503	2093.9073	0.745706476468761	1.55211315215009
CAPN14	1969.6	4066.1894	2096.5894	0.673679800690197	1.04577474944706
HCG27	1789	3891.437	2102.437	0.685059441729571	1.12114961356654
TOPBP1	1040.4	3149.0391	2108.6391	0.75166126654043	1.59777336639382
NANS	1049.9852	3160.8653	2110.8801	0.750647713567604	1.58995056361062
ACD	1191.7256	3303.0452	2111.3196	0.734863989060354	1.47074462485762
STAG3L3	1197.0432	3313.8228	2116.7796	0.734631177250666	1.46902124087892
EI24	1052.504	3173.9752	2121.4712	0.750973812907916	1.59246513944585
TMEM87B	1035	3160.2126	2125.2126	0.753290214660396	1.61039084974374
PMS2L2	1187.4336	3313.8228	2126.3892	0.736199519760749	1.48064961765427
ARHGAP11B	1191.649	3319.3965	2127.7475	0.735837512612098	1.47796161599587
ATG13	1023.0437	3151.61	2128.5663	0.754939265980313	1.62322124561232
HARBI1	1023.0437	3151.61	2128.5663	0.754939265980313	1.62322124561232
MAP2K1	1928.9032	4059.0359	2130.1327	0.677868600901435	1.07335635490332
AVEN	1293	3424.5598	2131.5598	0.725917623768118	1.40519627783824
SLFN13	1098.6	3232.3044	2133.7044	0.746334737843671	1.55689687231224
TMED1	1267.707	3402.0077	2134.3007	0.728525813365001	1.42416506663085
C21orf59	1768.1685	3907.5948	2139.4263	0.688470359572606	1.14402510922866
CPNE1	1068.831	3214.1024	2145.2714	0.750444169876655	1.58838213647146
PARD6A	1155.65	3303.0452	2147.3952	0.740809822568719	1.5150921825222
MIR4278	1106.7484	3254.3475	2147.5991	0.746222411664921	1.55604102278824
SRRM1	1119.6	3279.9018	2160.3018	0.745516640088657	1.55066922929129
CDC73	1813.6272	3981.5922	2167.965	0.687047706942726	1.13446753259595
HIST1H2AI	4653.548	6830.2943	2176.7463	0.594774303022256	0.553616653607405
C3orf51	1074	3254.7008	2180.7008	0.75188860361982	1.59953093126688
PDXDC1	1719.7812	3901.3369	2181.5557	0.694049979131376	1.18174355866773
APBB1IP	1467.4	3653.0875	2185.6875	0.713425723624948	1.31585411976592
EIF3B	1290	3479.4767	2189.4767	0.729530076119252	1.43149928091864
NEDD9	2088.909	4286.5839	2197.6749	0.672353332869369	1.0370787360482
POC1B	1034.1334	3235.3843	2201.2509	0.75778683386182	1.64551478534107
UCP2	1297.4	3498.92	2201.52	0.729500950728892	1.43128633496075
C5orf33	1346.9816	3552.8705	2205.8889	0.725097498351022	1.39925496078525
NUDT17	1671	3880.2022	2209.2022	0.698984122754527	1.21542010080105
HSPA4L	1671.2	3887.7445	2216.5445	0.699367388899098	1.21804901157649
RBM39	1458.8	3676.6499	2217.8499	0.715935306855978	1.3336097011859
TCF3	1754.0855	3975.0507	2220.9652	0.69383072093835	1.18025419016354
CCDC163P	1028.4048	3256.4383	2228.0335	0.759990091585851	1.66288664310584
MMACHC	1027.2528	3256.4383	2229.1855	0.760194473406357	1.66450362918474
GMNN	1046.0058	3275.5252	2229.5194	0.757954808145539	1.64683539671839
PNKP	1115.8	3353.2652	2237.4652	0.750328099934635	1.58748812970345
SNORD54	1152.4304	3397.8057	2245.3753	0.746731735524669	1.55992373284604
DIRC2	1107.275	3354.3216	2247.0466	0.751820906444119	1.59900744513214
ATG16L2	1699.8	3951.7776	2251.9776	0.699234422615023	1.21713674898677
C11orf41	1316.3274	3576.6162	2260.2888	0.730974336184868	1.44207694957286
JOSD1	1527.4721	3790.3115	2262.8394	0.71276151590674	1.31117038981341
YWHAQ	1078.0172	3342.2326	2264.2154	0.756118489050098	1.63243194330979
WBP4	983.6	3250.2994	2266.6994	0.767684607716471	1.72442897747923
TMEM141	1099.5804	3368.9964	2269.416	0.753930513178156	1.61536579066283
JTB	1009.12	3284.4246	2275.3046	0.764968087207013	1.7025429027792
ZFYVE20	1541.2	3816.9873	2275.7873	0.712365411339764	1.30838029527111
TTC25	1027.3452	3303.3901	2276.0449	0.762778112991574	1.68502632318365
ADPRHL2	969.9768	3249.8371	2279.8603	0.770137540899612	1.74434525771034
TFRC	1632.5919	3922.954	2290.3621	0.706132947259062	1.26477621407734
NCBP1	1577.7058	3875.1375	2297.4317	0.710663645881773	1.29641929555097
U2AF2	1905.762	4203.4845	2297.7225	0.688052855618119	1.14121779294269
RAB11B	1248.6496	3551.7826	2303.133	0.739888087576781	1.50817459880517
OXR1	1186.5864	3489.9467	2303.3603	0.74626793510774	1.55638785050131
C7orf49	2136.8	4443.0598	2306.2598	0.675251439247991	1.05610167790413
PPM1K	1192	3502.4485	2310.4485	0.746083059596883	1.55497960162523
TOR2A	1398.4	3717.2252	2318.8252	0.726641427913835	1.4104490034359
GOLIM4	1973	4293.4948	2320.4948	0.68515093956513	1.12176148841572
MAP4K1	1360.0356	3680.7014	2320.6658	0.73019112086189	1.43633629897369
TMPO	1428.8452	3750.136	2321.2908	0.724106895773246	1.39209329198127
ESRRA	959.6	3285.5061	2325.9061	0.773951468492154	1.77561055794707
INSIG1	1335.4	3664.4664	2329.0664	0.732912863431711	1.45633119077278
PTRH2	1294.7042	3624.8777	2330.1735	0.736826375428367	1.48530979654685
TMEM49	1294.7042	3624.8777	2330.1735	0.736826375428367	1.48530979654685
NGRN	1098.6	3433.6331	2335.0331	0.757602935294745	1.64406969179152
PRDX1	905.1264	3256.4383	2351.3119	0.782503345436393	1.84710370977095
PPP1R10	1493.302	3849.1417	2355.8397	0.720483343605474	1.36603082222789
SPATA5L1	965.8	3321.7341	2355.9341	0.774742316335163	1.78214022365216
LEMD3	1026	3381.9743	2355.9743	0.767240022247861	1.72083496564402
SGK196	1021.4	3377.6937	2356.2937	0.767815811697759	1.72549054173632
C1orf53	1151.7657	3508.8561	2357.0904	0.75287295356169	1.60715351947971
TSTD2	1516.3792	3875.1375	2358.7583	0.718747194087333	1.35361692940922
MRPS15	1604.9572	3967.0916	2362.1344	0.711962824159042	1.30554688467668
LOC100130855	903.8	3277.178	2373.378	0.783830481767663	1.85837857290227
KCTD20	1048.4678	3431.8927	2383.4249	0.765985839755529	1.710721892082
SRGN	1940	4323.4412	2383.4412	0.690266111223332	1.15612341596881
CUEDC2	859.1835	3249.5838	2390.4003	0.790890202032128	1.91921675978037
PXT1	1034.7902	3431.8927	2397.1025	0.76833139419859	1.72966615076449
SLC35E3	933.5898	3331.7558	2398.166	0.781122120561579	1.83542195871689
MARCH3	922.551	3320.8781	2398.3271	0.782593044856105	1.84786419374522
VIM	1524.4	3923.1711	2398.7711	0.720168865717053	1.36377874331941
SMG7	1640	4042.0037	2402.0037	0.711369424134659	1.30137482750002
